OBJECTID,GEOID10,County,Area_Name,Total_Population,Total_Population_MOE_2016,Total_housing_units,Total_housing_units_MOE,Num_Total_housing_units_2000,ChgNum_Housing_units_2000_16,Num_Occupied_housing_units,Num_Occupied_housing_units_MOE,Pct_Occupied_housing_units,Pct_Occupied_housing_units_MOE,Num_Occupied_housing_units_2000,Num_OwnOcc_HousUnits_2000,Num_RentOcc_HousUnits_2000,Pct_Occupied_housing_units_2000,Pct_OwnOcc_HousUnits_2000,Pct_RentOcc_HousUnits_2000,ChgNum_OccHousUnits_2000_16,ChgPct_OccHousUnits_2000_16,ChgPct_OwnOcc_HousUnits_2000_16,ChgPct_RentOcc_Units_2000_16,Num_Vacant_housing_units,Num_Vacant_housing_units_MOE,Pct_Vacant_housing_units,Pct_Vacant_housing_units_MOE,Num_VacHousUnits_2000,Pct_VacHousUnits_2000,Chg_Pct_VacHousUnits_2000_16,Homeowner_vacancy_rate,Homeowner_vacancy_rate_MOE,Rental_vacancy_rate,Rental_vacancy_rate_MOE,Num_1Unit_Detatched,Num_1Unit_Detatched_MOE,Pct_1Unit_Detached,Pct_1Unit_Detached_MOE,Hous_Units_Built_Since_2000,Hous_Units_Built_Since_2000_MOE,Pct_Units_Built_Since_2000,Pct_Units_Built_Since_2000_MOE,Units_Built_1980_to_1999,Units_Built_1980_to_1999_MOE,Pct_Units_Built_1980_1999,Pct_Units_Built_1980_1999_MOE,Units_Built_1979_or_Earlier,Units_Built_1979_or_Earlier_MOE,Pct_Units_Built_1979earlier,Pct_Units_Built_1979earlier_MOE,Owner_Occ_Housing_Units,Owner_Occ_Housing_Units_MOE,Pct_Owner_Occ_Housing_Units,Pct_Owner_Occ_Housing_Units_MOE,Renter_Occ_Housing_Units,Renter_Occ_Housing_Units_MOE,Pct_Renter_Occ_Units,Pct_Renter_Occ_Units_MOE,Planning_Region,AcresLand,AcresWater,AcresTotal,SqMi_Land,SqMi_Water,SqMi_Total,TRACTCE10,CountyName,GlobalID,last_edited_date
768,13089020802,13089,"Census Tract 208.02, DeKalb County",4365,491,1960,99,1457,503,1700,135,86.7,5.3,1345,865,480,92.3,64.3,36,355,-6,-2,2.4,260,109,13.3,5.5,112,7.7,6,6.4,5.5,4.6,5.7,1299,131,66.3,5.8,430,125,21.9,6.3,323,129,16.5,6.5,1207,191,62,9.3,1053,129,61.9,5.8,647,114,38.1,6,ARC 10,691.08300781,0,691.08300781,1.07982004,0,1.07982004,020802,DeKalb,{A88F330C-0ABE-47F4-8D47-C04A95A3595C},
181,13067030343,13067,"Census Tract 303.43, Cobb County",4319,229,1584,48,1434,150,1565,55,98.8,1.8,1417,1397,20,98.8,98.6,1,148,0,-7,7.4,19,29,1.2,1.8,17,1.2,0,0,0.9,0,9.5,1584,48,100,0,154,56,9.7,3.5,1220,143,77,8.7,210,88,13,5.6,1428,94,91.2,5.1,137,80,8.8,5.1,ARC 10,1120.47998047,20.31430054,1140.79003906,1.75074995,0.0317411,1.78248,030343,Cobb,{057ED78D-6BDF-449B-A146-C07657D258C0},
62,13067031001,13067,"Census Tract 310.01, Cobb County",5394,618,2112,78,1958,154,1797,139,85.1,5.8,1833,681,1152,93.6,37.2,63,-36,-8,-8,8,315,125,14.9,5.9,125,6.4,8,7.1,8,8.4,5.8,1108,168,52.5,7.7,133,81,6.3,3.8,364,124,17.2,5.8,1615,260,76,12,524,113,29.2,5.9,1273,174,70.8,8,ARC 10,3835.2199707,18.64609909,3853.87011719,5.99252987,0.0291345,6.02166986,031001,Cobb,{2355F50F-D954-457B-9B6E-C0FB46B356E8},
320,13135050728,13135,"Census Tract 507.28, Gwinnett County",14273,1552,4981,119,2253,2728,4464,306,89.6,5.8,2190,2110,80,97.2,96.3,4,2274,-8,-8,7.8,517,288,10.4,5.8,63,2.8,8,6.6,3.9,0,3.9,4820,168,96.8,2.5,2662,505,53.4,10.1,2063,460,41.4,9.2,256,200,5,4,3949,365,88.5,5.5,515,253,11.5,5.6,ARC 10,7274.12011719,81.79260254,7355.91015625,11.3657999,0.127801,11.49359989,050728,Gwinnett,{001D50A4-BB29-495C-B632-C0FCDA5F820A},
162,13117130101,13117,"Census Tract 1301.01, Forsyth County",4214,274,1537,69,756,781,1491,83,97,3.2,718,620,98,95,86.4,14,773,2,-3,2.6,46,53,3,3.4,38,5,-2,0,1,0,5.4,1426,77,92.8,2.8,832,140,54.1,8.8,600,131,39,8.4,105,61,7,3.9,1249,140,83.8,8.1,242,118,16.2,7.9,ARC 20,6370.39990234,88.1832962,6458.58007813,9.95374966,0.137786,10.09150028,130101,Forsyth,{29DB406B-0AB4-4DB7-95D6-C100C5D0FDE9},
738,13089022204,13089,"Census Tract 222.04, DeKalb County",7557,1312,2996,76,2717,279,2594,223,86.6,7.1,2571,1061,1510,94.6,41.3,59,23,-8,-8,7.6,402,222,13.4,7.4,146,5.4,8,7.2,11.4,5.4,6.4,1142,204,38.1,6.7,356,158,11.9,5.3,922,268,30.8,8.9,1718,324,57,10.7,875,182,33.7,6.4,1719,257,66.3,8.1,ARC 10,1020.42999268,0,1020.42999268,1.59441996,0,1.59441996,022204,DeKalb,{3C2BE083-4D38-49A2-9B19-C16E3BEADBE5},
800,13089023416,13089,"Census Tract 234.16, DeKalb County",7385,653,2826,70,1862,964,2536,155,89.7,5,1805,1717,88,96.9,95.1,5,731,-7,-32,32.5,290,144,10.3,5.1,57,3.1,7,0,1.1,8.8,8.1,2316,139,82,4.5,807,212,28.6,7.5,1281,283,45.3,9.9,738,209,26,7.4,1587,212,62.6,7.4,949,210,37.4,8,ARC 10,2359.73999023,5.59076023,2365.33007813,3.68708992,0.00873556,3.69583011,023416,DeKalb,{282E0579-DDED-4DC8-9372-C19C75F4459A},
734,13089022402,13089,"Census Tract 224.02, DeKalb County",5952,450,1142,51,1002,140,851,84,74.5,6.6,955,204,751,95.3,21.4,79,-104,-21,-2,2,291,103,25.5,8.9,47,4.7,21,0,10.9,18.3,9.3,152,55,13.3,4.8,278,90,24.3,7.8,282,92,24.7,8,582,114,51,9.8,165,38,19.4,4,686,86,80.6,6.2,ARC 10,768.47601318,23.10460091,791.58099365,1.20073998,0.0361009,1.23685002,022402,DeKalb,{8CB9A9DE-0DF4-4E39-A311-C2012A69DA9E},
634,13121003100,13121,"Census Tract 31, Fulton County",2013,207,860,29,761,99,795,53,92.4,5.3,646,273,373,84.9,42.3,58,149,8,-1,0.7,65,46,7.6,5.3,115,15.1,-8,4.6,6.9,3.3,5.2,469,61,54.5,6.9,237,71,27.6,8.2,101,46,11.7,5.3,522,103,61,11.8,331,61,41.6,7.2,464,73,58.4,8.3,ARC 10,216.41200256,0,216.41200256,0.338144,0,0.338144,003100,Fulton,{4DB22F56-544D-4C0E-8EFB-C2117E125243},
841,13089021214,13089,"Census Tract 212.14, DeKalb County",6193,416,2110,78,2078,32,2110,78,100,0,2052,1997,55,98.7,97.3,3,58,1,0,-0.1,0,18,0,0.9,26,1.3,-1,0,0.9,0,33.3,2007,97,95.1,3,8,31,0.4,1.5,499,108,23.6,5.1,1603,175,76,7.8,2056,94,97.4,2.6,54,50,2.6,2.4,ARC 10,1380.57995605,12.39179993,1392.9699707,2.15716004,0.0193622,2.17652011,021214,DeKalb,{F0701C64-B1A8-48AD-B336-C21D557F3B48},
365,13217100300,13217,"Census Tract 1003, Newton County",9328,889,3668,253,2330,1338,3436,270,93.7,3.5,2210,1285,925,94.8,58.1,42,1226,-1,-2,2.5,232,146,6.3,4,120,5.2,1,3.8,4.4,2.1,3.3,2749,260,74.9,4.8,1225,211,33.4,5.3,758,228,20.7,6,1685,331,46,8.5,1911,283,55.6,7,1525,293,44.4,7.8,ARC 20,8349,269.10198975,8618.09960938,13.04529953,0.420472,13.46580029,100300,Newton,{4A827011-0F6C-4687-B82A-C2BED638E46B},
899,13297110200,13297,"Census Tract 1102, Walton County",4484,304,1907,81,1228,679,1708,91,89.6,2.9,1157,994,163,94.2,85.9,14,551,-5,-7,6.7,199,65,10.4,3.4,71,5.8,5,0,1,11.2,10.9,1471,121,77.1,5.4,423,101,22.2,5.2,913,142,47.9,7.2,571,136,30,7,1352,137,79.2,6.8,356,115,20.8,6.6,ARC 20,40381.5,322.20001221,40703.69921875,63.09609985,0.503438,63.59949875,110200,Walton,{F292AFF2-BB4A-442C-8EFE-C2EB9B1B6600},
761,13089020900,13089,"Census Tract 209, DeKalb County",5546,616,2815,169,2684,131,2453,205,87.1,5.1,2464,1481,983,91.8,60.1,40,-11,-5,8,-7.5,362,186,12.9,6.6,220,8.2,5,0.7,1.2,0,2.2,2405,224,85.4,6.1,428,140,15.2,4.9,208,131,7.4,4.6,2179,348,77,11.5,1659,204,67.6,6.1,794,180,32.4,6.8,ARC 10,1100.91003418,0,1100.91003418,1.72017002,0,1.72017002,020900,DeKalb,{8A0F864A-EEF7-4AE9-9091-C3BE2A04482E},
811,13089022800,13089,"Census Tract 228, DeKalb County",4090,302,1321,89,1312,9,1221,95,92.4,3.6,1240,827,413,94.5,66.7,33,-19,-2,11,-10.7,100,81,7.6,6.1,72,5.5,2,0,1.4,0,4.7,999,90,75.6,4.5,369,130,27.9,9.6,104,56,7.9,4.2,848,137,64,9.5,945,105,77.4,6.1,276,82,22.6,6.5,ARC 10,623.82501221,0,623.82501221,0.97472697,0,0.97472697,022800,DeKalb,{81D90575-7135-4C07-B38A-C3E2D38C1493},
750,13089023114,13089,"Census Tract 231.14, DeKalb County",2728,302,940,21,927,13,858,58,91.3,5.8,912,794,118,98.4,87.1,13,-54,-7,-16,15.5,82,49,8.7,5.2,15,1.6,7,8.5,6.5,4.3,6.6,922,32,98.1,2.6,26,29,2.8,3.1,376,77,40,8.2,538,95,57,10,614,79,71.6,7.8,244,64,28.4,7.2,ARC 10,590.31500244,3.13923001,593.45501709,0.92236698,0.00490505,0.92727298,023114,DeKalb,{31867C82-B265-4B2B-B6A8-C40177DC60AC},
354,13217100903,13217,"Census Tract 1009.03, Newton County",6563,595,2293,129,1571,722,2128,141,92.8,3.2,1517,1413,104,96.6,93.1,7,611,-4,-24,23.6,165,95,7.2,4.1,54,3.4,4,0,1.2,0,2.8,2132,165,93,4.9,749,152,32.7,6.4,1024,230,44.7,9.7,520,196,23,8.5,1478,186,69.5,7.4,650,187,30.5,8.6,ARC 20,4253.25976563,14.65159988,4267.91015625,6.64572001,0.0228931,6.6686101,100903,Newton,{F533EE70-2E8B-42A3-A652-C4B16E68CE37},
773,13089020300,13089,"Census Tract 203, DeKalb County",4056,319,1758,66,1578,180,1630,98,92.7,4.4,1510,1025,485,95.7,67.9,32,120,-3,3,-2.7,128,80,7.3,4.5,68,4.3,3,0,1.1,4.7,6.9,1157,115,65.8,6.1,302,94,17.2,5.3,237,92,13.5,5.2,1219,159,69,8.7,1151,119,70.6,5.9,479,116,29.4,6.9,ARC 10,468.69299316,0.124788,468.81799316,0.732333,0.00019498,0.73252797,020300,DeKalb,{8B1C7577-D774-43D4-909E-C4BF57728B29},
203,13067031308,13067,"Census Tract 313.08, Cobb County",5622,571,2019,48,1709,310,1880,104,93.1,4.7,1668,1178,490,97.6,70.6,29,212,-4,-24,24.5,139,86,6.9,4.3,41,2.4,4,4.8,5.5,0,1.7,1468,122,72.7,5.8,187,97,9.3,4.8,437,126,21.6,6.2,1395,230,69,11.3,867,128,46.1,6.3,1013,143,53.9,7,ARC 10,1582.36999512,4.1573,1586.5300293,2.47245002,0.00649578,2.47895002,031308,Cobb,{3F48F68D-EF04-4BEA-9263-C4DC3F3FDDFE},
591,13121011416,13121,"Census Tract 114.16, Fulton County",5523,394,2102,88,1884,218,2061,106,98,2.9,1844,1761,83,97.9,95.5,4,217,0,-7,6.6,41,63,2,3,40,2.1,0,0,1,0,7.9,1843,95,87.7,2.6,153,76,7.3,3.6,1640,180,78,7.9,309,107,15,5.1,1833,122,88.9,3.8,228,86,11.1,4.1,ARC 10,1634.72998047,10.11849976,1644.84997559,2.55427003,0.0158102,2.57008004,011416,Fulton,{FEE941F8-BDBA-4031-9AE0-C52382050771},
281,13151070107,13151,"Census Tract 701.07, Henry County",7198,688,2624,109,1990,634,2407,162,91.7,4.9,1925,1812,113,96.7,94.1,6,482,-5,-14,14.2,217,116,8.3,4.4,65,3.3,5,2.7,4.1,0,3.7,2569,105,97.9,5.7,638,187,24.3,7,1294,248,49.3,9.2,692,164,26,6.1,1924,192,79.9,5.9,483,160,20.1,6.5,ARC 10,5370.31005859,52.1108017,5422.41992188,8.39111042,0.0814231,8.47253036,070107,Henry,{46D652E0-5C90-4077-BE5D-C539588DB77F},
58,13067030228,13067,"Census Tract 302.28, Cobb County",7291,712,3307,115,2959,348,3148,174,95.2,4.1,2755,745,2011,93.1,27,73,393,2,5,-4.7,159,127,4.8,3.8,204,6.9,-2,0,1.8,6.3,5.4,927,160,28,4.7,728,229,22,6.9,2378,381,71.9,11.2,201,115,6,3.5,998,136,31.7,3.9,2150,211,68.3,5.5,ARC 10,2361.5,36.51110077,2398.01000977,3.68984008,0.0570486,3.74689007,030228,Cobb,{898D5A0A-EAF2-4D63-B7E6-C5D1E52FDE47},
669,13139000305,13139,"Census Tract 3.05, Hall County",4945,698,1813,52,1169,644,1593,123,87.9,6.3,1087,888,199,93,81.7,18,506,-5,-8,8.3,220,107,12.1,5.9,82,7,5,3.4,4.1,0,3.1,1592,131,87.8,6.8,609,129,33.6,7,825,167,45.5,9.1,379,113,21,6.2,1169,122,73.4,5.2,424,131,26.6,8,ARC 20,8421.95019531,308.42098999,8730.37011719,13.15929985,0.48190799,13.64120007,000305,Hall,{223385E4-83CD-4887-B501-C60FE6AFE15E},
183,13067030340,13067,"Census Tract 303.40, Cobb County",3855,188,1297,40,1248,49,1290,42,99.5,1,1236,1200,36,99,97.1,3,54,0,2,-1.6,7,12,0.5,0.9,12,1,0,0,1,0,76.5,1289,42,99.4,1,116,62,8.9,4.8,1115,108,86,7.9,66,39,5,3,1273,46,98.7,1.5,17,19,1.3,1.5,ARC 10,1059.9699707,2.35170007,1062.31994629,1.65620005,0.00367453,1.65987003,030340,Cobb,{AB930F10-AE94-4760-A319-C6129CF0BC97},
216,13067030314,13067,"Census Tract 303.14, Cobb County",8172,477,2766,41,2294,472,2609,117,94.3,4,2239,2048,191,97.6,91.5,8,370,-3,-1,1.1,157,110,5.7,4,55,2.4,3,1.6,2.5,14.7,21.8,2756,43,99.6,0.5,418,101,15.1,3.6,1195,185,43.2,6.6,1153,181,42,6.5,2359,169,90.4,5.1,250,120,9.6,4.6,ARC 10,1965.81005859,13.63479996,1979.43994141,3.07157993,0.0213044,3.09288001,030314,Cobb,{C0E8CBE9-C9EE-4ED4-AE09-C62F75A2A453},
827,13089023108,13089,"Census Tract 231.08, DeKalb County",4603,425,1947,68,1690,257,1681,122,86.3,5.5,1616,888,728,95.6,55,45,65,-9,-11,11.1,266,100,13.7,5.1,74,4.4,9,6.6,6.9,5.3,4.6,1015,103,52.1,5,533,110,27.4,5.5,138,67,7.1,3.4,1276,194,66,9.7,738,116,43.9,6.1,943,129,56.1,6.5,ARC 10,912.75799561,3.48937988,916.24700928,1.42618001,0.00545216,1.43164003,023108,DeKalb,{B2AE312B-8F33-4130-9288-C6985B8CA24D},
128,13067031117,13067,"Census Tract 311.17, Cobb County",5520,401,2326,75,1993,333,2077,116,89.3,4.1,1955,1644,311,98.1,84.1,16,122,-9,-4,3.8,249,96,10.7,4.1,38,1.9,9,1.1,1.7,18.5,12.5,1986,121,85.4,4.4,213,74,9.2,3.2,717,144,30.8,6.1,1396,173,60,7.2,1667,114,80.3,3.2,410,121,19.7,5.7,ARC 10,1495.09997559,18.86849976,1513.9699707,2.33609009,0.029482,2.36558008,031117,Cobb,{59ED4E56-8E74-49DD-9DB6-C6E53FC32413},
545,13121011621,13121,"Census Tract 116.21, Fulton County",7539,742,2570,95,2348,222,2361,172,91.9,5.8,2115,1322,793,90.1,62.5,38,246,2,7,-7.4,209,160,8.1,6.2,233,9.9,-2,3.5,5.3,0,2.3,2036,142,79.2,4.7,439,165,17.1,6.4,1971,226,76.7,8.3,160,94,6,3.6,1651,194,69.9,6.4,710,194,30.1,7.9,ARC 10,2629.5300293,91.3010025,2720.84008789,4.10864019,0.142658,4.25130987,011621,Fulton,{F40709D3-65BA-4735-ADD1-C7018C90D177},
879,13057090902,13057,"Census Tract 909.02, Cherokee County",15011,816,5892,197,2771,3121,5607,267,95.2,3.2,2712,2514,198,97.9,92.7,7,2895,-3,-7,6.9,285,187,4.8,3.2,59,2.1,3,0,0.4,0,2.5,4844,236,82.2,2.9,3004,329,51,5.3,2400,384,40.7,6.4,488,168,8,2.8,4813,384,85.8,5.5,794,278,14.2,4.9,ARC 10,4634.77001953,62.37480164,4697.14990234,7.24182987,0.0974606,7.33930016,090902,Cherokee,{962C516E-3F48-42FA-BC8A-C7666DAC94FA},
193,13067031406,13067,"Census Tract 314.06, Cobb County",7902,819,3578,71,2041,1537,3247,181,90.7,4.7,1957,973,984,95.9,49.7,50,1290,-5,-27,26.8,331,168,9.3,4.7,84,4.1,5,4.4,7.1,5.8,4.7,1065,185,29.8,5.1,663,199,18.5,5.5,1836,327,51.3,9.1,1079,247,30,6.9,743,157,22.9,4.7,2504,254,77.1,6.5,ARC 10,1540.89001465,0,1540.89001465,2.40763998,0,2.40763998,031406,Cobb,{0EED8A19-FD11-460F-A22D-C77D1625E5C7},
922,13013180204,13013,"Census Tract 1802.04, Barrow County",3020,310,949,70,727,222,837,84,88.2,6,673,267,406,92.6,39.7,60,164,-4,-4,3.5,112,46,11.8,4.8,54,7.4,4,12.4,11.3,5,5.6,687,84,72.4,7.1,234,66,24.7,6.7,265,92,27.9,9.5,450,102,47,10.2,303,58,36.2,5.9,534,82,63.8,7.4,ARC 20,3729.06005859,251.11199951,3980.17993164,5.82666016,0.39236301,6.2190299,180204,Barrow,{04613165-1F8B-473D-8A91-C7925C6B1BE3},
132,13067031404,13067,"Census Tract 314.04, Cobb County",5646,543,2311,92,2066,245,2125,136,92,4.6,1984,1568,416,96,79,21,141,-4,4,-3.7,186,119,8,5.1,82,4,4,0,1,0,4.9,2280,88,98.7,5.5,517,142,22.4,6.1,546,183,23.6,7.9,1248,246,54,10.4,1757,184,82.7,6.9,368,139,17.3,6.4,ARC 10,2161.52001953,15.81029987,2177.33007813,3.37737989,0.0247036,3.40208006,031404,Cobb,{86D69E6C-4B94-4F70-BF16-C807DCDDFC27},
138,13117130612,13117,"Census Tract 1306.12, Forsyth County",6427,300,1985,34,961,1024,1928,64,97.1,2.8,932,860,72,97,92.3,8,996,0,2,-2.3,57,49,2.9,2.5,28,2.9,0,2.6,2.5,0,17.1,1837,70,92.5,3.2,909,126,45.8,6.3,982,110,49.5,5.5,94,62,5,3.1,1823,79,94.6,2.6,105,49,5.4,2.5,ARC 20,2362.12011719,14.76210022,2376.87988281,3.69080997,0.0230658,3.71387005,130612,Forsyth,{450CF956-2AAC-4402-B481-C8715C0A8881},
121,13117130102,13117,"Census Tract 1301.02, Forsyth County",2586,181,937,29,529,408,868,43,92.6,3.6,499,453,46,94.3,90.8,9,369,-2,1,-0.8,69,38,7.4,4,30,5.7,2,0,1.6,14.1,22.3,872,41,93.1,3.3,456,53,48.7,5.4,363,61,38.7,6.4,118,49,13,5.2,795,57,91.6,4.7,73,39,8.4,4.5,ARC 20,3357.87988281,50.07690048,3407.95996094,5.2466898,0.0782452,5.3249402,130102,Forsyth,{C7272103-ECBC-4C84-A161-C901B609CA87},
322,13135050609,13135,"Census Tract 506.09, Gwinnett County",12137,1096,3894,219,1370,2524,3585,269,92.1,4.6,1329,1248,81,97,93.9,6,2256,-5,-9,8.8,309,185,7.9,4.7,41,3,5,3.3,3,0,3.7,3590,236,92.2,3.1,2611,279,67.1,6.1,915,194,23.5,4.8,368,155,10,3.9,3051,281,85.1,4.5,534,177,14.9,4.8,ARC 10,7324.49023438,57.42089844,7381.91015625,11.44449997,0.0897202,11.53419971,050609,Gwinnett,{C68B2ECC-F2DB-41DE-94A5-C9F7EDD1366E},
417,13135050410,13135,"Census Tract 504.10, Gwinnett County",6002,512,2003,149,1985,18,1791,151,89.4,3.5,1924,1147,777,96.9,59.6,40,-133,-8,-14,14,212,96,10.6,4.7,61,3.1,8,6.4,6.3,6.9,6.4,1328,156,66.3,6,147,72,7.3,3.5,1196,188,59.7,8.3,660,136,33,6.3,816,129,45.6,6.1,975,145,54.4,6.7,ARC 10,1542.04003906,5.8887701,1547.93005371,2.40944004,0.0092012,2.4186399,050410,Gwinnett,{047E18F7-8018-4D2A-A1D6-CA3E29151746},
613,13121001900,13121,"Census Tract 19, Fulton County",5234,408,1880,100,1336,544,1347,130,71.6,5.8,1108,119,989,82.9,10.7,89,239,-11,23,-22.8,533,121,28.4,6.3,228,17.1,11,13.7,9.3,10.6,5.4,15,17,0.8,0.9,1025,120,54.5,5.7,528,118,28.1,6.1,327,88,17,4.6,451,97,33.5,6.4,896,119,66.5,6.1,ARC 10,246.18299866,0,246.18299866,0.38466099,0,0.38466099,001900,Fulton,{41DFC4DE-198B-416E-9318-CA5BE28C4A41},
798,13089023507,13089,"Census Tract 235.07, DeKalb County",3820,342,1686,45,1581,105,1464,95,86.8,5.1,1536,1245,291,97.2,81.1,19,-72,-10,-11,11.3,222,91,13.2,5.4,46,2.9,10,2.3,3.5,0,2.9,1570,67,93.1,3.1,176,92,10.4,5.4,442,116,26.2,6.8,1068,198,63,11.6,1022,131,69.8,7.7,442,114,30.2,7.5,ARC 10,882.67401123,2.70555997,885.38000488,1.37917995,0.00422744,1.38340998,023507,DeKalb,{FC635F3B-6BBF-4848-AEE2-CA6107F4EDA1},
713,13077170802,13077,"Census Tract 1708.02, Coweta County",4534,275,1878,68,1255,623,1680,77,89.5,2.5,1189,1036,154,94.7,87.1,13,491,-5,-4,4.4,198,64,10.5,3.4,66,5.3,5,1.8,2.9,3.9,6.8,1748,91,93.1,3.5,619,95,33,4.9,813,149,43.3,7.8,446,111,24,5.8,1388,103,82.6,4.8,292,86,17.4,5.1,ARC 20,29154.19921875,254.10499573,29408.30078125,45.55339813,0.397039,45.95050049,170802,Coweta,{39180DAB-1B0C-440E-875D-CB09BEDF9D33},
264,13063040202,13063,"Census Tract 402.02, Clayton County",2648,313,1038,34,1454,-416,809,65,77.9,5.7,1384,522,862,95.2,37.7,62,-575,-17,-12,12.1,229,57,22.1,5.4,70,4.8,17,0,6.3,17.9,6.2,538,67,51.8,6.2,128,51,12.3,4.9,286,71,27.6,6.8,624,104,60,9.9,207,51,25.6,6,602,70,74.4,6.3,ARC 10,2472.41992188,24.16909981,2496.59008789,3.86315989,0.0377642,3.90091991,040202,Clayton,{E46FF461-F430-4BFC-B272-CB40A0044FAA},
78,13067031212,13067,"Census Tract 312.12, Cobb County",2475,214,1045,35,993,52,987,55,94.4,4.2,974,952,22,98.1,97.7,2,13,-4,-1,1.3,58,44,5.6,4.2,19,1.9,4,3.6,3.8,0,36.1,858,57,82.1,4.7,192,66,18.4,6.2,454,59,43.4,5.4,399,65,38,6.1,951,67,96.4,4.2,36,26,3.6,2.6,ARC 10,986.66601563,49.68099976,1036.34997559,1.54166996,0.0776266,1.61930001,031212,Cobb,{B042A2BD-8AE5-4059-AB21-CB562862E1C1},
248,13063040617,13063,"Census Tract 406.17, Clayton County",1474,244,433,34,556,-123,381,53,88,10.1,542,478,64,97.5,88.2,12,-161,-10,-17,17.1,52,42,12,9.7,14,2.5,10,0,4.6,5.2,8.7,27,26,6.2,6,14,22,3.2,5.1,347,71,80.1,15.1,72,42,17,9.6,271,52,71.1,9.4,110,41,28.9,10,ARC 10,266.2170105,1.40529001,267.62200928,0.41596401,0.00219577,0.41815901,040617,Clayton,{4B7939B2-40FC-4896-9739-CB7EA72C053F},
325,13135050524,13135,"Census Tract 505.24, Gwinnett County",6155,603,2147,78,2059,88,1914,139,89.1,5.6,2009,1112,897,97.6,55.4,45,-95,-8,-14,14.5,233,111,10.9,5.2,50,2.4,8,2.7,4.3,12.9,7.4,1069,121,49.8,5.3,263,115,12.2,5.3,1521,232,70.8,10.5,363,120,17,5.5,783,122,40.9,5.6,1131,137,59.1,5.7,ARC 10,822.7800293,27.29669952,850.07702637,1.28559005,0.0426511,1.32825005,050524,Gwinnett,{C0155F6E-87B4-4D1D-AD9C-CBC223F380D4},
859,13089021213,13089,"Census Tract 212.13, DeKalb County",3524,244,1222,43,1160,62,1173,70,96,4.6,1140,1114,27,98.3,97.7,2,33,-2,-1,0.9,49,55,4,4.5,20,1.7,2,0,1.1,0,33.3,1161,46,95,1.7,41,32,3.4,2.6,395,91,32.3,7.4,786,100,64,7.9,1134,74,96.7,2.6,39,26,3.3,2.2,ARC 10,744.08099365,0,744.08099365,1.16262996,0,1.16262996,021213,DeKalb,{F0BEFCCF-1F4D-43C8-80AF-CC53DB5C25A0},
855,13089023303,13089,"Census Tract 233.03, DeKalb County",6479,565,2764,109,1866,898,2324,126,84.1,3.1,1706,1051,655,91.4,61.6,38,618,-7,0,0.5,440,121,15.9,4.3,160,8.6,7,3.5,3.8,13,6.7,1791,157,64.8,5.1,957,167,34.6,5.9,647,158,23.4,5.6,1160,192,42,6.7,1419,165,61.1,6.3,905,155,38.9,6.3,ARC 10,4732.08007813,157.44000244,4889.52001953,7.39387989,0.24600001,7.63987017,023303,DeKalb,{7DA0873C-C9E1-4300-B431-CC7DD1BBD81D},
63,13067030310,13067,"Census Tract 303.10, Cobb County",8204,669,2974,77,2620,354,2784,137,93.6,3.9,2556,2156,400,97.6,84.4,16,228,-4,-13,13.2,190,126,6.4,4.2,64,2.4,4,0.6,0.9,7.9,8.5,2677,119,90,3.3,108,72,3.6,2.4,1845,283,62,9.4,1021,213,34,7.1,1983,205,71.2,6.5,801,201,28.8,7.1,ARC 10,2150.06005859,18.46520042,2168.52001953,3.35946989,0.0288519,3.38830996,030310,Cobb,{D0614D10-2AB0-4A79-A760-CC97159E9C03},
792,13089023113,13089,"Census Tract 231.13, DeKalb County",3153,437,1690,62,1721,-31,1391,100,82.3,5.1,1663,325,1338,96.6,19.5,80,-272,-14,8,-8.3,299,90,17.7,5.3,58,3.4,14,4.7,7.3,8.6,5.8,360,69,21.3,4,132,68,7.8,4,505,123,29.9,7.2,1053,178,62,10.3,387,75,27.8,5,1004,109,72.2,5.9,ARC 10,500.67999268,2.20369005,502.88400269,0.78231299,0.00344327,0.78575599,023113,DeKalb,{E52C05A2-56E9-41CE-B643-CCA826DAA8B8},
747,13089023411,13089,"Census Tract 234.11, DeKalb County",3922,406,1536,39,1531,5,1342,103,87.4,6.3,1466,1039,427,95.8,70.9,29,-124,-8,-11,11.4,194,92,12.6,6,65,4.2,8,2.7,4.3,0,2.4,1200,79,78.1,4.7,43,39,2.8,2.5,249,102,16.2,6.7,1244,178,81,11.4,799,91,59.5,5,543,116,40.5,8.1,ARC 10,719.48297119,1.26690996,720.75,1.12418997,0.00197955,1.12617004,023411,DeKalb,{E3C00EC2-4838-4E47-820C-CCB1D6C274E1},
629,13121006601,13121,"Census Tract 66.01, Fulton County",2107,295,1034,31,991,43,794,66,76.8,6,877,504,373,88.5,57.5,42,-83,-12,-7,7.1,240,62,23.2,6,114,11.5,12,5.3,5.9,6.4,5.8,904,51,87.4,4.2,11,22,1.1,2.1,55,31,5.3,3,968,118,94,11,400,57,50.4,5.8,394,65,49.6,7.1,ARC 10,482.88000488,0,482.88000488,0.75449997,0,0.75449997,006601,Fulton,{46512E91-8073-43A3-BF70-CCD8DF294869},
