OBJECTID,GEOID10,County,Area_Name,Total_Population,Total_Population_MOE_2016,Total_housing_units,Total_housing_units_MOE,Num_Total_housing_units_2000,ChgNum_Housing_units_2000_16,Num_Occupied_housing_units,Num_Occupied_housing_units_MOE,Pct_Occupied_housing_units,Pct_Occupied_housing_units_MOE,Num_Occupied_housing_units_2000,Num_OwnOcc_HousUnits_2000,Num_RentOcc_HousUnits_2000,Pct_Occupied_housing_units_2000,Pct_OwnOcc_HousUnits_2000,Pct_RentOcc_HousUnits_2000,ChgNum_OccHousUnits_2000_16,ChgPct_OccHousUnits_2000_16,ChgPct_OwnOcc_HousUnits_2000_16,ChgPct_RentOcc_Units_2000_16,Num_Vacant_housing_units,Num_Vacant_housing_units_MOE,Pct_Vacant_housing_units,Pct_Vacant_housing_units_MOE,Num_VacHousUnits_2000,Pct_VacHousUnits_2000,Chg_Pct_VacHousUnits_2000_16,Homeowner_vacancy_rate,Homeowner_vacancy_rate_MOE,Rental_vacancy_rate,Rental_vacancy_rate_MOE,Num_1Unit_Detatched,Num_1Unit_Detatched_MOE,Pct_1Unit_Detached,Pct_1Unit_Detached_MOE,Hous_Units_Built_Since_2000,Hous_Units_Built_Since_2000_MOE,Pct_Units_Built_Since_2000,Pct_Units_Built_Since_2000_MOE,Units_Built_1980_to_1999,Units_Built_1980_to_1999_MOE,Pct_Units_Built_1980_1999,Pct_Units_Built_1980_1999_MOE,Units_Built_1979_or_Earlier,Units_Built_1979_or_Earlier_MOE,Pct_Units_Built_1979earlier,Pct_Units_Built_1979earlier_MOE,Owner_Occ_Housing_Units,Owner_Occ_Housing_Units_MOE,Pct_Owner_Occ_Housing_Units,Pct_Owner_Occ_Housing_Units_MOE,Renter_Occ_Housing_Units,Renter_Occ_Housing_Units_MOE,Pct_Renter_Occ_Units,Pct_Renter_Occ_Units_MOE,Planning_Region,AcresLand,AcresWater,AcresTotal,SqMi_Land,SqMi_Water,SqMi_Total,TRACTCE10,CountyName,GlobalID,last_edited_date
285,13151070306,13151,"Census Tract 703.06, Henry County",9849,791,3830,138,935,2895,3562,195,93,3.8,886,861,25,94.8,97.2,3,2676,-2,-38,37.6,268,167,7,4.4,50,5.3,2,0,0.8,0,1.3,2659,201,69.4,4.6,2704,306,70.6,7.6,1047,250,27.3,6.5,79,77,2,2,2123,258,59.6,6.5,1439,235,40.4,6.2,ARC 10,8841.65039063,63.1515007,8904.79980469,13.81509972,0.0986742,13.9137001,070306,Henry,{A44BF3DA-96BD-4C79-85EB-452163BC5DD8},
752,13089021912,13089,"Census Tract 219.12, DeKalb County",3820,343,1456,77,1284,172,1416,87,97.3,3,1254,1230,24,97.7,98.1,2,162,0,-2,2,40,48,2.7,3.3,30,2.3,0,2.9,3.4,0,23.6,1456,77,100,0,144,53,9.9,3.6,629,129,43.2,8.5,683,117,47,7.6,1361,95,96.1,3.2,55,32,3.9,2.2,ARC 10,2826.44995117,20.25519943,2846.69995117,4.41632986,0.0316487,4.44796991,021912,DeKalb,{581A9F35-82A7-40AD-801F-452B3451DF92},
311,13135050215,13135,"Census Tract 502.15, Gwinnett County",3420,332,1317,42,958,359,1255,72,95.3,4.5,828,112,716,86.4,13.5,86,427,9,6,-5.8,62,59,4.7,4.5,130,13.6,-9,0,5.4,3.6,4.2,529,108,40.2,8.1,666,149,50.6,11.2,651,144,49.4,10.8,0,29,0,2.2,242,87,19.3,6.8,1013,97,80.7,6.2,ARC 10,1798.83996582,6.82652998,1805.67004395,2.81068993,0.0106665,2.82136011,050215,Gwinnett,{E66AB486-026B-460E-A041-459A39AB0C68},
235,13063040510,13063,"Census Tract 405.10, Clayton County",3389,431,1502,51,1438,64,1206,132,80.3,8.4,1355,566,789,94.2,41.8,58,-149,-14,1,-0.9,296,116,19.7,7.7,83,5.8,14,0,2.5,23.4,10.4,974,109,64.8,6.9,267,93,17.8,6.2,347,136,23.1,9,888,184,59,12.1,515,109,42.7,7.7,691,147,57.3,10.5,ARC 10,751.44702148,1.90988004,753.35699463,1.17413998,0.00298419,1.17711997,040510,Clayton,{852FCE2F-FA66-4D01-9A98-4630BBCD9A72},
542,13121011623,13121,"Census Tract 116.23, Fulton County",11993,836,4229,127,2574,1655,4229,127,100,0,2481,2082,400,96.4,83.9,16,1748,4,-13,12.9,0,20,0,0.5,93,3.6,-4,0,0.7,0,1.6,2540,253,60.1,5.7,1251,313,29.6,7.4,2828,381,66.9,8.8,150,111,4,2.6,3003,246,71,5.4,1226,230,29,5.4,ARC 10,2256.73999023,43.44729996,2300.18994141,3.52616,0.0678864,3.59404993,011623,Fulton,{A6790C5E-475D-4E5E-89CC-463B1F29DB45},
659,13121004000,13121,"Census Tract 40, Fulton County",2396,404,1310,45,1175,135,918,93,70.1,6.7,1074,702,372,91.4,65.4,35,-156,-21,-20,20.1,392,87,29.9,6.6,101,8.6,21,5.5,5.8,1.8,2.7,1097,84,83.7,5.7,61,37,4.7,2.8,62,40,4.7,3,1187,156,91,11.5,416,75,45.3,6.8,502,104,54.7,9.9,ARC 10,399.98400879,0,399.98400879,0.62497503,0,0.62497503,004000,Fulton,{B61965EC-429D-4ED6-9FA6-466C28797D88},
447,13139001202,13139,"Census Tract 12.02, Hall County",6342,544,1772,69,1252,520,1646,109,92.9,5,1198,879,319,95.7,73.4,27,448,-3,-9,8.6,126,84,7.1,4.7,54,4.3,3,2.1,3.3,5.4,8.1,1338,124,75.5,6.4,511,143,28.8,8,771,160,43.5,8.9,490,166,28,9.3,1067,142,64.8,7.5,579,145,35.2,8.5,ARC 20,11773.90039063,64.59680176,11838.5,18.39669991,0.100933,18.49769974,001202,Hall,{76D3A2BF-7F70-4EF5-9E76-46D216F9116F},
463,13121007603,13121,"Census Tract 76.03, Fulton County",4601,693,2557,88,2290,267,2049,198,80.1,7.2,1938,192,1746,84.6,9.9,90,111,-4,-3,2.9,508,175,19.9,6.8,352,15.4,4,11.7,17.7,12,6.2,334,104,13.1,4,250,108,9.8,4.2,282,120,11,4.7,2025,312,79,11.9,144,63,7,3,1905,208,93,4.7,ARC 10,779.24401855,0,779.24401855,1.21756995,0,1.21756995,007603,Fulton,{8241FE9C-5997-40B3-A634-470BEAAED46C},
383,13135050210,13135,"Census Tract 502.10, Gwinnett County",6982,550,2753,168,1361,1392,2531,189,91.9,4,1200,578,622,88.2,48.2,52,1331,4,1,-1,222,131,8.1,4.7,161,11.8,-4,3.1,5,8.6,7.8,1253,174,45.5,5.7,1379,224,50.1,7.5,1284,250,46.6,8.6,90,62,3,2.3,1245,196,49.2,6.8,1286,190,50.8,6.5,ARC 10,3141.10009766,24.83359909,3165.93994141,4.90796995,0.0388025,4.9467802,050210,Gwinnett,{B6F1FCDC-88A6-4A86-9870-476C4EEFBED1},
892,13297110508,13297,"Census Tract 1105.08, Walton County",5320,360,1881,74,1150,731,1784,103,94.8,4,1111,1037,74,96.6,93.3,7,673,-2,-12,12.4,97,81,5.2,4.3,39,3.4,2,0.6,0.9,8.6,13.1,1607,110,85.4,4.8,696,143,37,7.5,920,167,48.9,8.7,265,96,14,5.1,1444,115,80.9,4.4,340,113,19.1,6.2,ARC 20,5430.91992188,60.51290131,5491.43017578,8.48581028,0.0945514,8.58036041,110508,Walton,{573DE448-405E-4EB7-ABF2-47B06299FFBD},
786,13089023115,13089,"Census Tract 231.15, DeKalb County",2415,147,0,13,1,-1,0,13,,,1,0,1,100,0,100,-1,,,,0,13,,,0,0,,,,,,0,13,,,0,23,,,0,18,,,0,29,,,0,13,,,0,13,,,ARC 10,167.51199341,0,167.51199341,0.26173699,0,0.26173699,023115,DeKalb,{3023A65A-908A-4421-8E66-47E7208D5B5C},
670,13139000304,13139,"Census Tract 3.04, Hall County",3588,290,1753,64,1192,561,1242,91,70.8,4.5,957,801,156,80.3,83.7,16,285,-10,-2,2.1,511,84,29.2,4.7,235,19.7,10,3.2,3.4,14.9,16.2,1237,107,70.6,5.5,515,114,29.4,6.4,693,146,39.5,8.2,545,129,31,7.2,1014,98,81.6,5.1,228,90,18.4,7.1,ARC 20,7769.64013672,1131.06994629,8900.71972656,12.14009953,1.76730001,13.90740013,000304,Hall,{CE920F67-F376-46A5-839B-47F3C771514A},
644,13139001301,13139,"Census Tract 13.01, Hall County",6170,553,2104,91,1343,761,1967,116,93.5,3.7,1288,1053,235,95.9,81.8,18,679,-2,-9,9.4,137,76,6.5,3.6,55,4.1,2,0,1.3,12.2,10,1808,129,85.9,4.9,647,118,30.8,5.5,821,171,39,8,636,149,30,7,1424,151,72.4,6.4,543,126,27.6,6.2,ARC 20,7714.72998047,62.08819962,7776.81982422,12.05430031,0.0970128,12.15130043,001301,Hall,{48C01A39-02E0-4EBA-BFEA-4845C83EAE26},
574,13121002600,13121,"Census Tract 26, Fulton County",1560,244,642,41,674,-32,553,55,86.1,6.6,582,71,511,86.4,12.2,88,-29,0,-1,1.4,89,42,13.9,6.5,92,13.6,0,0,21.7,4.6,5.2,128,36,19.9,5.5,163,66,25.4,10.1,323,75,50.3,11.2,156,59,24,9,60,25,10.8,4.4,493,59,89.2,5.9,ARC 10,236.20700073,0,236.20700073,0.369073,0,0.369073,002600,Fulton,{6BA31014-1AA6-42EC-BDEB-4847E820CE80},
377,13135050530,13135,"Census Tract 505.30, Gwinnett County",6126,306,2052,40,1368,684,2052,40,100,0,1354,1315,39,99,97.1,3,698,1,-11,11.4,0,18,0,0.9,14,1,-1,0,1,0,6.1,1715,80,83.6,3.5,688,117,33.5,5.6,1288,143,62.8,6.8,76,75,4,3.7,1758,127,85.7,6,294,116,14.3,5.6,ARC 10,880.71801758,0.55944699,881.27801514,1.37611997,0.00087414,1.37699997,050530,Gwinnett,{660A588F-D0D0-4B5B-A02B-48825BDF5195},
238,13063980000,13063,"Census Tract 9800, Clayton County",0,13,0,13,36,-36,0,13,,,33,6,27,91.7,18.2,82,-33,,,,0,13,,,3,8.3,,,,,,0,13,,,0,23,,,0,18,,,0,29,,,0,13,,,0,13,,,ARC 10,3650.27001953,0.66199499,3650.92993164,5.70354986,0.00103437,5.70457983,980000,Clayton,{85136A72-9DDE-4C7C-9ED9-488E2BCBB832},
243,13063040522,13063,"Census Tract 405.22, Clayton County",4614,544,2064,86,2186,-122,1705,149,82.6,6.3,2095,728,1367,95.8,34.7,65,-390,-13,-4,4.1,359,129,17.4,6.2,91,4.2,13,0,2.5,19.1,8.2,949,128,46,5.9,300,102,14.5,4.9,482,127,23.4,6.1,1282,206,62,9.6,521,106,30.6,5.6,1184,141,69.4,5.6,ARC 10,1235.55004883,4.05079985,1239.59997559,1.93054998,0.00632937,1.93686998,040522,Clayton,{22E65F8C-A468-4AF1-A72F-4894DD086580},
70,13067030229,13067,"Census Tract 302.29, Cobb County",5979,527,1415,47,1649,-234,1263,112,89.3,7.3,1563,908,654,94.8,58.1,42,-300,-6,-7,6.9,152,105,10.7,7.4,86,5.2,6,4.7,7.3,8,8.3,662,94,46.8,6.5,262,109,18.5,7.6,721,135,51,9.4,432,127,30,8.9,648,102,51.3,6.7,615,107,48.7,7.3,ARC 10,3211.2199707,27.81439972,3239.0300293,5.01752996,0.04346,5.06097984,030229,Cobb,{F7B16262-1564-4CAA-94FC-48F4C43599DD},
444,13121008102,13121,"Census Tract 81.02, Fulton County",7329,1067,3302,171,2901,401,2631,248,79.7,6.3,2638,897,1741,90.9,34,66,-7,-11,-8,8.5,671,214,20.3,6.4,263,9.1,11,4.7,7.6,6.7,5,950,203,28.8,6,850,288,25.7,8.6,503,173,15.2,5.2,1949,351,59,10.2,672,163,25.5,5.7,1959,267,74.5,7.3,ARC 10,1782.36999512,4.93987989,1787.31005859,2.78495002,0.00771856,2.79267001,008102,Fulton,{D6140422-E56C-45C4-ADF9-4919DFF35F3A},
323,13135050610,13135,"Census Tract 506.10, Gwinnett County",17820,1503,5130,125,2460,2670,4885,242,95.2,4.1,2381,2295,86,96.8,96.4,4,2504,-2,-5,5,245,193,4.8,3.8,79,3.2,2,3.5,3.8,4.8,7.6,5041,142,98.3,1.4,3009,306,58.7,5.8,2070,285,40.4,5.5,51,67,1,1.3,4465,248,91.4,2.3,420,198,8.6,4,ARC 10,8081.16015625,89.27890015,8170.43994141,12.62679958,0.139498,12.7663002,050610,Gwinnett,{B798632C-E8EB-4778-A81A-493BC1CAE55C},
548,13121009900,13121,"Census Tract 99, Fulton County",4735,494,2416,87,2340,76,2106,172,87.2,6.4,2145,1504,641,91.7,70.1,30,-39,-4,0,-0.1,310,175,12.8,7.2,195,8.3,4,4,4.9,0,2.1,1350,148,55.9,5.8,293,105,12.1,4.3,992,220,41.1,9,1131,249,47,10.2,1479,166,70.2,5.4,627,127,29.8,5.5,ARC 10,1917.52001953,13.60809994,1931.13000488,2.99611998,0.0212627,3.01739001,009900,Fulton,{AD617E1E-E87D-40AB-B298-4968FFBC6DEA},
609,13121010120,13121,"Census Tract 101.20, Fulton County",2305,254,1206,47,1061,145,1155,67,95.8,4.1,996,486,510,93.9,48.8,51,159,2,-10,9.6,51,53,4.2,4.4,65,6.1,-2,4.2,6.7,4.2,5.6,89,55,7.4,4.6,81,52,6.7,4.3,897,132,74.4,10.6,228,82,19,6.7,453,102,39.2,8.5,702,97,60.8,7.6,ARC 10,249.88800049,18.18889999,268.07699585,0.39045,0.0284202,0.41887,010120,Fulton,{99EC6022-5EC0-4179-A50D-49CF66B0A221},
32,13113140406,13113,"Census Tract 1404.06, Fayette County",3703,444,1574,83,1406,168,1475,105,93.7,4.5,1347,1025,322,95.8,76.1,24,128,-2,-9,8.6,99,76,6.3,4.8,59,4.2,2,0.5,1,0,2.7,1154,124,73.3,6.9,257,90,16.3,5.6,834,135,53,8.1,483,122,31,7.6,996,132,67.5,7.5,479,118,32.5,7.7,ARC 10,3291.55004883,58.01589966,3349.57006836,5.14305019,0.0906498,5.2336998,140406,Fayette,{A6697882-1DD3-461A-B534-4A1E8BA62AD9},
291,13151070203,13151,"Census Tract 702.03, Henry County",14969,789,5143,161,2336,2807,4823,226,93.8,3.3,2257,2147,110,96.6,95.1,5,2566,-3,-3,2.9,320,209,6.2,4.1,79,3.4,3,1,1.1,12,17.3,5080,178,98.8,1.6,2627,343,51.1,6.5,2332,395,45.3,7.5,184,129,4,2.5,4448,279,92.2,3.8,375,160,7.8,3.3,ARC 10,22368,481.55499268,22849.59960938,34.95000076,0.75243002,35.70249939,070203,Henry,{D1F0146A-3DCA-4254-98F0-4A24CE5C2851},
96,13117130611,13117,"Census Tract 1306.11, Forsyth County",4169,256,1325,24,695,630,1260,61,95.1,4.3,668,643,25,96.1,96.3,4,592,-1,-2,1.6,65,59,4.9,4.5,27,3.9,1,2.7,4,0,19.4,1298,33,98,1.7,684,113,51.6,8.5,610,101,46,7.6,31,29,2,2.2,1193,75,94.7,3.8,67,43,5.3,3.4,ARC 20,1521.97998047,44.93590164,1566.92004395,2.3780899,0.0702123,2.4483099,130611,Forsyth,{B6426597-A48B-4A89-8597-4A2E2BBA5C31},
53,13067030330,13067,"Census Tract 303.30, Cobb County",5959,313,2054,32,1901,153,2029,49,98.8,1.8,1870,1769,101,98.4,94.6,5,159,0,-3,3.4,25,39,1.2,1.9,31,1.6,0,0,1,0,10.1,2054,32,100,0,195,68,9.5,3.3,818,141,39.8,6.9,1041,128,51,6.2,1851,117,91.2,5.3,178,98,8.8,4.8,ARC 10,1493.81005859,3.97221994,1497.7800293,2.33407998,0.00620659,2.34028006,030330,Cobb,{1D80AC22-153D-4ED0-AB03-4A77ECA4CA31},
910,13057090100,13057,"Census Tract 901, Cherokee County",8965,561,3465,79,1994,1471,3157,155,91.1,4,1890,1649,241,94.8,87.2,13,1267,-4,-5,4.9,308,134,8.9,3.9,104,5.2,4,3.4,2.8,9.4,10.7,3079,131,88.9,3.2,1475,184,42.6,5.2,1218,234,35.2,6.7,772,200,22,5.7,2597,209,82.3,5.2,560,171,17.7,5.3,ARC 10,44034.8984375,362.6539917,44397.6015625,68.80449677,0.56664699,69.37129974,090100,Cherokee,{FBA5ACA9-7445-4744-B2E0-4BA1B5517A85},
167,13067031114,13067,"Census Tract 311.14, Cobb County",8025,706,4148,177,2785,1363,3800,242,91.6,4.3,2626,641,1985,94.3,24.4,76,1174,-3,-4,4.3,348,169,8.4,4.1,159,5.7,3,0,2.4,4.4,3.6,559,140,13.5,3.3,259,111,6.2,2.7,2536,345,61.1,7.9,1353,304,33,7.2,763,165,20.1,4.1,3037,251,79.9,4.2,ARC 10,695.71398926,2.39717007,698.11102295,1.08704996,0.00374558,1.09080005,031114,Cobb,{9EE879B9-34EF-4809-84FA-4BA2E889E4B2},
81,13067030224,13067,"Census Tract 302.24, Cobb County",6354,652,2530,81,1305,1225,2396,148,94.7,5,1227,1176,51,94,95.8,4,1169,1,-27,27,134,129,5.3,5.1,78,6,-1,0,1.1,7.5,13.3,2225,182,87.9,6.6,1070,224,42.3,8.8,1112,217,44,8.4,348,195,14,7.7,1648,249,68.8,9.5,748,233,31.2,9.5,ARC 10,1129.65002441,3.56103992,1133.20996094,1.76507998,0.00556412,1.77064002,030224,Cobb,{0403B9F8-849F-43D5-B0E0-4BF87FA65A3A},
186,13067031408,13067,"Census Tract 314.08, Cobb County",5255,457,2228,183,1794,434,2042,173,91.7,1.9,1691,1254,437,94.3,74.2,26,351,-3,-6,6.4,186,88,8.3,3.9,103,5.7,3,0,1.3,0,2.7,1970,196,88.4,5,719,180,32.3,7.6,571,180,25.6,7.8,938,210,42,8.8,1385,199,67.8,7.9,657,184,32.2,8.6,ARC 10,3433.82006836,8.69662952,3442.52001953,5.36534023,0.0135885,5.37894011,031408,Cobb,{C40F72E5-D67F-4C24-9C1D-4C2BCFA44E26},
754,13089021604,13089,"Census Tract 216.04, DeKalb County",3084,193,1308,39,1274,34,1248,53,95.4,2.9,1252,1188,64,98.3,94.9,5,-4,-3,-1,0.6,60,51,4.6,3.9,22,1.7,3,0,1.1,0,18.3,1120,66,85.6,4.4,123,50,9.4,3.8,265,76,20.3,5.8,920,133,70,9.9,1177,63,94.3,3.1,71,44,5.7,3.5,ARC 10,858.45898438,1.61903,860.07800293,1.34133995,0.00252973,1.34387004,021604,DeKalb,{50AACBC2-7704-42EA-9EAE-4C99AE53B2BB},
156,13067031116,13067,"Census Tract 311.16, Cobb County",3969,592,1621,164,2396,-775,1374,183,84.8,7.3,2254,908,1346,94.1,40.3,60,-880,-9,10,-9.7,247,132,15.2,8,142,5.9,9,2.4,4.4,17.6,14,713,134,44,7,0,23,0,1.4,803,199,49.5,11.2,818,259,50,15.1,687,173,50,10.7,687,194,50,12.5,ARC 10,676.9119873,0,676.9119873,1.05768001,0,1.05768001,031116,Cobb,{945D27B8-9161-4FFB-B2F8-4D263EBDE4F6},
336,13135050607,13135,"Census Tract 506.07, Gwinnett County",18016,1335,5331,120,1804,3527,5189,201,97.3,3.1,1721,1649,72,95.4,95.8,4,3468,2,-10,9.7,142,162,2.7,3,83,4.6,-2,1.2,1.7,0,2.8,5331,120,100,0,3239,369,60.8,6.8,1973,405,37,7.5,119,105,2,2,4469,338,86.1,5.6,720,283,13.9,5.4,ARC 10,6884.35009766,22.82220078,6907.16992188,10.7567997,0.0356597,10.79249954,050607,Gwinnett,{BDFEF366-F382-48DC-8409-4D48E2C180EE},
926,13013180105,13013,"Census Tract 1801.05, Barrow County",2907,291,932,54,698,234,853,66,91.5,4.7,663,584,79,95,88.1,12,190,-4,-2,2.2,79,49,8.5,5.2,35,5,4,2.3,3.1,0,10.8,821,66,88.1,4.9,384,83,41.2,8.6,444,75,47.6,7.6,104,48,11,5.2,733,67,85.9,4.2,120,60,14.1,6.9,ARC 20,4036.39990234,15.99409962,4052.38989258,6.30686998,0.0249908,6.33186007,180105,Barrow,{B97E1CBE-2DD8-4377-B4EF-4E99DEA44ED9},
554,13121006801,13121,"Census Tract 68.01, Fulton County",2509,296,0,13,24,-24,0,13,,,16,0,16,66.7,0,100,-16,,,,0,13,,,8,33.3,,,,,,0,13,,,0,23,,,0,18,,,0,29,,,0,13,,,0,13,,,ARC 10,163.2480011,0,163.2480011,0.25507501,0,0.25507501,006801,Fulton,{6C455227-C175-4F48-A9F0-4E9C1C93B150},
18,13113140207,13113,"Census Tract 1402.07, Fayette County",5652,400,2348,95,2027,321,2281,105,97.1,2.1,1918,1604,314,94.6,83.6,16,363,2,-10,10.1,67,66,2.9,2.8,109,5.4,-2,0.8,1.2,0,2.9,1751,137,74.6,5,439,133,18.7,5.6,1612,191,68.7,7.6,297,99,13,4.2,1676,143,73.5,5.3,605,131,26.5,5.6,ARC 10,1817.18005371,197.76800537,2014.94995117,2.83933997,0.30901301,3.14836001,140207,Fayette,{EAA2AA77-12DA-4A3A-9CD2-4F38A764D9CE},
807,13089021101,13089,"Census Tract 211.01, DeKalb County",3803,268,1429,48,1071,358,1390,62,97.3,2.9,1035,919,116,96.6,88.8,11,355,1,0,-0.3,39,41,2.7,2.9,36,3.4,-1,0,1,0,8.2,1373,73,96.1,4,537,115,37.6,8,282,76,19.7,5.3,610,123,43,8.5,1239,99,89.1,5.9,151,78,10.9,5.6,ARC 10,782.88702393,28.54439926,811.43200684,1.22326005,0.0446006,1.26786005,021101,DeKalb,{2E7474F8-FFB8-4F2F-9342-4F6EBD8EAA14},
60,13067030230,13067,"Census Tract 302.30, Cobb County",14286,974,5993,260,1863,4130,5606,300,93.5,2.9,1699,1316,383,91.2,77.5,22,3907,2,-25,25.1,387,230,6.5,3.8,164,8.8,-2,4.1,4.7,8,7.4,1925,311,32.1,5,3825,489,63.8,7.7,1928,474,32.2,7.8,240,190,4,3.2,2937,441,52.4,7.4,2669,408,47.6,6.8,ARC 10,3799.22998047,99.91059875,3899.13989258,5.9362998,0.15611,6.09241009,030230,Cobb,{982210BC-2B12-4EAF-9C67-50BB6E350AF0},
451,13139000102,13139,"Census Tract 1.02, Hall County",3328,294,1560,75,1443,117,1281,116,82.1,6.3,1347,1080,267,93.3,80.2,20,-66,-11,0,0.4,279,104,17.9,6.6,96,6.7,11,0.5,0.8,15.1,21.4,1100,138,70.5,8.2,247,73,15.8,4.6,754,168,48.3,10.5,559,150,36,9.4,1022,115,79.8,5.3,259,104,20.2,7.9,ARC 20,19625.30078125,250.32099915,19875.69921875,30.66449928,0.39112699,31.05579948,000102,Hall,{6CC9165D-068B-4850-8DC2-50F943702A13},
358,13217100501,13217,"Census Tract 1005.01, Newton County",15301,1184,5362,258,2300,3062,4818,329,89.9,4.4,2212,1594,618,96.2,72.1,28,2606,-6,-6,5.9,544,224,10.1,4.1,88,3.8,6,3.5,3.4,3,4.9,4291,359,80,5.5,2608,351,48.6,6.1,2177,419,40.6,7.6,577,211,11,3.9,3188,416,66.2,7.4,1630,352,33.8,6.9,ARC 20,4679.89013672,48.20629883,4728.08984375,7.31232977,0.0753223,7.38764,100501,Newton,{D2BCBFAE-5191-40CF-87A0-51136C2E7690},
683,13255160400,13255,"Census Tract 1604, Spalding County",6075,796,2515,183,2403,112,1707,222,67.9,7.3,2242,975,1267,93.3,43.5,56,-535,-25,-8,7.7,808,209,32.1,8,161,6.7,25,20.6,15.7,12.7,8.6,1925,216,76.5,6.5,224,138,8.9,5.5,205,138,8.2,5.5,2086,360,83,13,611,132,35.8,6.2,1096,198,64.2,8.1,ARC 20,2858.52001953,9.38976002,2867.90991211,4.4664402,0.0146715,4.4811101,160400,Spalding,{58B180D8-56B2-43E9-A9A8-511F73EB713D},
287,13151070202,13151,"Census Tract 702.02, Henry County",11264,515,3661,128,1900,1761,3596,126,98.2,0.2,1853,1775,78,97.5,95.8,4,1743,1,-6,6.4,65,81,1.8,2.2,47,2.5,-1,0,0.6,0,5.2,3661,128,100,0,1879,219,51.3,5.7,1414,237,38.6,6.3,368,159,10,4.3,3215,188,89.4,4.2,381,151,10.6,4.2,ARC 10,13585.20019531,96.19589996,13681.40039063,21.2269001,0.150306,21.37719917,070202,Henry,{A6036106-EBF9-46D6-8496-5154215D85D7},
330,13135050545,13135,"Census Tract 505.45, Gwinnett County",12596,1095,4035,148,1388,2647,3727,195,92.4,3.4,1342,1154,188,96.7,86,14,2385,-4,-14,14.1,308,170,7.6,4.2,46,3.3,4,0,0.7,16.8,10.3,3448,203,85.5,3.9,2245,279,55.6,6.6,1215,250,30.1,6.1,575,211,14,5.2,2680,258,71.9,5.8,1047,243,28.1,6.4,ARC 10,3274.57006836,54.47829819,3329.05004883,5.11651993,0.0851223,5.20164013,050545,Gwinnett,{C20B3AC4-5A7C-4058-A64D-51D9B30C1529},
794,13089023111,13089,"Census Tract 231.11, DeKalb County",2142,270,705,33,594,111,643,45,91.2,4.7,567,503,64,95.5,88.7,11,76,-4,-20,20,62,34,8.8,4.8,27,4.5,4,1.5,2.4,4.3,6.6,571,51,81,6.2,91,38,12.9,5.4,180,48,25.5,6.6,434,68,62,9.1,442,55,68.7,7.1,201,56,31.3,8.4,ARC 10,576.57702637,3.55312991,580.13000488,0.90090197,0.00555177,0.90645301,023111,DeKalb,{249C0B6F-36B6-4952-8D59-51FB126839BC},
97,13117130609,13117,"Census Tract 1306.09, Forsyth County",5837,267,1665,47,443,1222,1628,58,97.8,2.1,423,388,35,95.5,91.7,8,1205,2,0,0.1,37,45,2.2,2.7,20,4.5,-2,1.8,2.8,0,13.2,1642,55,98.6,1.8,1219,149,73.2,8.7,341,84,20.5,5,105,108,6,6.5,1492,100,91.6,5.2,136,77,8.4,4.7,ARC 20,1683.30004883,6.27375984,1689.57995605,2.63016009,0.00980275,2.63997006,130609,Forsyth,{2E68AA58-95AA-4305-895C-52491DB71D25},
810,13089022900,13089,"Census Tract 229, DeKalb County",3446,240,1876,76,1880,-4,1503,104,80.1,4.5,1797,1255,542,95.6,69.8,30,-294,-16,3,-3.1,373,103,19.9,5.4,83,4.4,16,2.3,3.6,5.3,8.3,1545,93,82.4,3.7,185,83,9.9,4.4,405,102,21.6,5.4,1286,181,69,9.2,1096,126,72.9,6.7,407,88,27.1,5.5,ARC 10,937.85198975,2.75324988,940.60498047,1.46538997,0.00430195,1.46969998,022900,DeKalb,{1A20C713-B62E-44E8-8FF9-52F9013A1FC5},
79,13067031211,13067,"Census Tract 312.11, Cobb County",4149,626,2885,92,2343,542,2510,204,87,6.5,2179,66,2113,93,3,97,331,-6,15,-15.4,375,193,13,6.7,164,7,6,0,2.8,5.4,4.1,120,110,4.2,3.8,856,245,29.7,8.4,1467,295,50.8,10.1,562,187,20,6.5,462,132,18.4,5,2048,200,81.6,4.4,ARC 10,367.50299072,5.22999001,372.73300171,0.57422298,0.00817186,0.58239502,031211,Cobb,{8852CEB5-09E7-473B-92B9-53140D7FD3F7},
725,13097080301,13097,"Census Tract 803.01, Douglas County",12471,862,4527,191,2665,1862,4225,255,93.3,4,2470,1729,740,92.7,70,30,1755,1,-13,13.2,302,180,6.7,4,195,7.3,-1,0,0.8,2.6,4,3206,253,70.8,4.7,2196,322,48.5,6.8,1546,307,34.2,6.6,785,252,17,5.5,2400,297,56.8,6.1,1825,309,43.2,6.8,ARC 10,5533.27001953,14.26589966,5547.52978516,8.64573002,0.0222905,8.66802025,080301,Douglas,{D23C94E3-F746-486E-808C-531DA80F8F05},
883,13057091101,13057,"Census Tract 911.01, Cherokee County",5849,389,2269,59,2041,228,2067,120,91.1,4.7,1903,1746,157,93.2,91.7,8,164,-2,-8,8,202,121,8.9,5.3,138,6.8,2,4.3,4.4,0,5.3,2078,109,91.6,4.2,216,89,9.5,3.9,1568,226,69.1,9.8,485,167,21,7.3,1730,145,83.7,5.1,337,126,16.3,6,ARC 10,3434.2199707,1113.33996582,4547.56982422,5.36597013,1.73959005,7.10557985,091101,Cherokee,{D3F277AC-19B8-4078-AF0A-5329AFB14F36},
