OBJECTID,GEOID10,County,Area_Name,Total_Population,Total_Population_MOE_2016,Pop_wHealth_Insurance,Pop_wHealth_Insurance_MOE,Pct_Pop_wHealth_Insurance,Pct_Pop_wHealth_Insurance_MOE,Pop_wPriv_Health_Insurance,Pop_wPriv_Health_Insurance_MOE,Pct_Pop_wPriv_Health_Ins,Pct_Pop_wPriv_Health_Ins_MOE,Pop_wPublic_Health_Ins,Pop_wPublic_Health_Ins_MOE,Pct_Pop_wPublic_Health_Ins,Pct_Pop_wPublic_Health_Ins_MOE,Pop_wNo_Health_Insurance,Pop_wNo_Health_Insurance_MOE,Pct_Pop_wNo_Health_Ins,Pct_Pop_wNo_Health_Ins_MOE,Pop_u18_wNo_Health_Ins,Pop_u18_wNo_Health_Ins_MOE,Pct_Pop_u18_wNo_Health_Ins,Pct_Pop_u18_wNo_Health_Ins_MOE,Pop18_64_Employed,Pop18_64_Employed_MOE,Pop18_64_Empl_No_Health_Ins,Pop18_64_Empl_No_Health_Ins_MOE,Pct18_64_Emp_No_Health_Ins,Pct18_64_Emp_No_Health_Ins_MOE,Pop18_64_Unemployed,Pop18_64_Unemployed_MOE,Pop18_64_Unemp_No_HealthIns,Pop18_64_Unemp_No_HealthIns_MOE,Pct18_64_Unemp_No_HealthIns,Pct18_64_Unemp_No_HealthIns_MOE,Pop18_64_Not_in_Labor_Force,Pop18_64_Not_in_Labor_Force_MOE,Pop18_64_NotLabor_NoHlthIns,Pop18_64_NotLabor_NoHlthIns_MOE,Pct18_64_NotLabor_NoHlthIns,Pct18_64_NotLabor_NoHlthIns_MOE,Planning_Region,AcresLand,AcresWater,AcresTotal,SqMi_Land,SqMi_Water,SqMi_Total,TRACTCE10,CountyName,GlobalID,last_edited_date
299,13015960801,13015,"Census Tract 9608.01, Bartow County",3327,434,2807,330,84.4,14.8,1947,273,58.5,3,1136,249,34.1,6,520,195,15.6,5.5,12,22,1.9,3.4,1543,225,243,130,15.7,8.1,183,130,93,80,50.8,25,581,145,172,81,30,11.8,ARC 20,4814.39013672,1157.68005371,5972.06982422,7.52248001,1.80887997,9.33135986,960801,Bartow,{B78C0050-53C5-49BD-B26C-D9A1AECBB876},
453,13139000302,13139,"Census Tract 3.02, Hall County",7229,632,5770,548,79.8,3,4401,536,60.9,5.2,2140,336,29.6,3.9,1459,465,20.2,6.2,293,240,17.3,13.7,3135,397,735,280,23.4,8.4,202,153,70,77,34.7,28,882,182,361,162,41,16.3,ARC 20,7532.29980469,2881.42993164,10413.70019531,11.76920033,4.50223017,16.27140045,000302,Hall,{8ED22709-4096-4ED3-8887-D9AD5435D4E6},
338,13135050536,13135,"Census Tract 505.36, Gwinnett County",5007,419,3771,496,75.3,7.6,2900,488,57.9,8.5,1220,277,24.4,5.1,1236,422,24.7,8.2,295,258,20.4,17.4,2204,308,397,169,18,7.2,170,82,110,79,64.7,34,908,210,434,178,48,16.2,ARC 10,1880.68994141,13.07849979,1893.77001953,2.93858004,0.0204352,2.9590199,050536,Gwinnett,{A9766083-9655-4098-880C-D9C87DDF3515},
923,13013180501,13013,"Census Tract 1805.01, Barrow County",5548,443,4756,382,85.7,0.7,3774,352,68,3.3,1393,255,25.1,4.1,792,229,14.3,4,111,88,6.9,5.4,2334,269,281,92,12,3.7,187,93,114,69,61,21,966,242,286,159,30,14.7,ARC 20,6460.33984375,183.53500366,6643.87988281,10.09430027,0.286773,10.3810997,180501,Barrow,{A9E6B271-EE58-4DE2-AEE6-D9F7106B9F1E},
948,13223120400,13223,"Census Tract 1204, Paulding County",18306,1316,15764,1352,86.2,4,11844,1108,64.8,3.8,4936,939,27,4.7,2520,694,13.8,3.7,457,353,8.5,6.4,7844,667,1296,465,16.5,5.8,759,317,370,266,48.7,28,2562,583,397,227,16,8.1,ARC 20,61133.5,271.82501221,61405.3984375,95.52110291,0.42472699,95.94589996,120400,Paulding,{E7004AF9-69CC-46A9-941D-D9FD41C9217B},
178,13067030408,13067,"Census Tract 304.08, Cobb County",2986,210,2696,229,90.3,4.3,2289,215,76.7,4.8,705,151,23.6,4.8,290,114,9.7,3.7,51,55,8.8,9.1,1633,174,165,89,10.1,5.3,73,56,42,51,57.5,54,304,81,32,30,10,9.5,ARC 10,583.89300537,3.74142003,587.63397217,0.91233301,0.00584597,0.91817802,030408,Cobb,{A6959128-ADDD-42A2-9B1E-DA8BD66EE9B1},
126,13067030222,13067,"Census Tract 302.22, Cobb County",5678,374,5224,349,92.2,1.3,4722,340,83.3,2.5,1122,250,19.8,4.2,444,187,7.8,3.3,64,62,4.2,4,2762,207,276,142,10,5.1,141,55,33,29,23.4,18,623,139,71,57,11,8.8,ARC 10,1109.02001953,20.98220062,1130.01000977,1.73283994,0.0327847,1.76564002,030222,Cobb,{A6A86566-730D-4A5C-814D-DAA3887B74F8},
410,13135050522,13135,"Census Tract 505.22, Gwinnett County",5269,738,3525,568,66.9,5.3,2273,476,43.1,6.7,1853,366,35.2,4.9,1744,388,33.1,5.7,246,172,21.7,14.1,2046,546,822,269,40.2,7.6,348,131,300,137,86.2,22,974,292,376,163,39,12.1,ARC 10,1139.30004883,11.11279964,1150.41003418,1.78015995,0.0173637,1.79752004,050522,Gwinnett,{52C8AC23-E374-4E3C-AD11-DAF737A85587},
257,13063040526,13063,"Census Tract 405.26, Clayton County",6483,1066,5130,793,79.1,17.9,2640,407,40.7,9.2,2879,724,44.4,8.5,1353,434,20.9,5.8,183,146,8.1,6.2,2486,366,745,302,30,11.3,521,258,244,163,46.8,21,739,259,181,124,24,14.4,ARC 10,1249.20996094,3.96876001,1253.18005371,1.95188999,0.00620119,1.95808995,040526,Clayton,{75B1BCD8-B833-4CF6-A60D-DB7B5C3A6202},
116,13117130301,13117,"Census Tract 1303.01, Forsyth County",5402,347,4612,349,85.9,3.5,3932,323,73.2,3.8,1034,217,19.2,3.9,760,236,14.1,4.3,141,103,9.7,6.9,2433,226,251,137,10.3,5.5,175,89,118,79,67.4,29,752,179,230,113,31,13.1,ARC 20,5075.97998047,115.78800201,5191.77001953,7.93122005,0.18091901,8.1121397,130301,Forsyth,{6754C732-11E4-4B27-A0B8-DB91F9E7FE6A},
290,13151070106,13151,"Census Tract 701.06, Henry County",6562,548,5079,469,77.4,3.1,3590,401,54.7,4.1,1948,363,29.7,5,1483,350,22.6,5,226,137,14.3,8.3,2862,325,667,225,23.3,7.4,315,139,237,137,75.2,28,1227,338,353,165,29,10.9,ARC 10,4077.59008789,22.91480064,4100.50976563,6.37123013,0.0358044,6.40705013,070106,Henry,{CED41D47-82E5-466A-AED4-DBA6B71F2F64},
212,13067030504,13067,"Census Tract 305.04, Cobb County",6678,745,4846,624,72.7,4.7,3934,505,59,3.8,1480,527,22.2,7.5,1820,480,27.3,6.5,150,142,8.7,7.9,3105,446,1229,429,39.6,12.6,323,166,83,84,25.7,22,950,233,305,167,32,15.7,ARC 10,1630.60998535,9.3759203,1639.98999023,2.5478301,0.0146499,2.56247997,030504,Cobb,{B51D4987-44AF-4DF6-887F-DBB5278EAF04},
347,13135050531,13135,"Census Tract 505.31, Gwinnett County",9053,1333,7407,1088,81.8,17,5114,746,56.5,11.7,2734,932,30.2,9.3,1646,685,18.2,7.1,104,108,3.3,3.3,3439,467,750,419,21.8,11.8,299,154,232,143,77.6,26,1626,370,493,231,30,12.4,ARC 10,1834.60998535,8.68253994,1843.29003906,2.86658001,0.0135665,2.88014007,050531,Gwinnett,{953601E4-21D6-44E9-9E88-DBCA1C9C71E9},
497,13121007900,13121,"Census Tract 79, Fulton County",5552,676,4479,578,81.8,3.1,3123,481,57,5.3,2164,436,39.5,6.3,997,404,18.2,7,0,25,0,3.6,2028,286,419,221,20.7,10.5,448,265,251,226,56,38,948,366,327,184,34,14.1,ARC 10,2087.73999023,0.73167902,2088.4699707,3.26208997,0.00114325,3.26323009,007900,Fulton,{0DAF7024-1414-440B-B49B-DBF96EF87377},
333,13135050546,13135,"Census Tract 505.46, Gwinnett County",16249,1425,12909,1459,79.4,5.7,11310,1385,69.6,6,2979,697,18.3,4,3340,1201,20.6,7.2,1101,845,21.3,16,6913,643,1179,459,17.1,6.4,325,229,239,210,73.5,39,2564,545,821,464,32,16.8,ARC 10,5085.18994141,51.92750168,5137.12011719,7.94561005,0.0811367,8.02674961,050546,Gwinnett,{A4728D04-F940-4CFA-A990-DC128D90E9E0},
484,13121011410,13121,"Census Tract 114.10, Fulton County",6678,585,5974,517,89.6,11,5517,505,82.8,2.2,1157,189,17.4,2.4,690,297,10.4,4.4,216,182,14.6,11.9,2796,389,383,184,13.7,6.3,85,73,1,2,1.2,2,1116,326,90,91,8,7.8,ARC 10,1838.26000977,100.09799957,1938.35998535,2.87227988,0.15640301,3.0286901,011410,Fulton,{29E073C1-468D-420A-B4F1-DCCB9A998659},
194,13067031405,13067,"Census Tract 314.05, Cobb County",8511,797,6789,737,79.8,4.4,5167,623,60.7,4.6,2211,568,26,6.2,1718,486,20.2,5.4,120,86,4.8,3.3,3808,348,702,250,18.4,6.3,551,250,366,255,66.4,35,893,263,478,199,54,15.8,ARC 10,2500.79003906,7.97508001,2508.76000977,3.90748,0.0124611,3.91993999,031405,Cobb,{2FC54E3E-51F0-4C77-BE9E-DCCDC2F756B4},
105,13067030219,13067,"Census Tract 302.19, Cobb County",9548,583,8980,538,94.1,8.1,8384,500,87.9,7.5,1345,285,14.1,2.9,559,292,5.9,3,130,169,5.4,6.9,4470,315,202,122,4.5,2.7,374,151,90,60,24.1,13,1161,335,137,167,12,14,ARC 10,4584.95996094,42.27429962,4627.22998047,7.16400003,0.0660536,7.23005009,030219,Cobb,{D0EAFC09-7FED-4B7E-A610-DCD4F43DEECF},
685,13255160600,13255,"Census Tract 1606, Spalding County",3918,291,3230,307,82.4,4.9,2502,298,63.9,6,1316,202,33.6,4.5,688,192,17.6,4.7,145,115,18,13.9,1490,187,317,125,21.3,8,79,60,23,28,29.1,28,786,150,191,92,24,10.7,ARC 20,27946.40039063,711.21801758,28657.59960938,43.66630173,1.11127996,44.77750015,160600,Spalding,{6449858B-0A48-4009-B574-DCEDD6F40F2D},
947,13223120202,13223,"Census Tract 1202.02, Paulding County",7494,838,6589,660,88.1,13.2,5435,632,72.7,2.4,2186,462,29.2,5.2,886,342,11.9,4.4,111,108,6.4,6.1,3463,436,457,236,13.2,6.6,211,141,152,117,72,28,1087,340,166,139,15,11.9,ARC 20,4493.27001953,2.30846,4495.58007813,7.02073002,0.00360697,7.02434015,120202,Paulding,{AA176200-99E1-4DA0-990C-DD3CACBCE970},
199,13067030904,13067,"Census Tract 309.04, Cobb County",6707,746,4721,606,70.4,4.5,2729,513,40.7,6.2,2167,414,32.3,5,1986,585,29.6,8.1,143,101,8.1,5.5,2986,602,1047,442,35.1,13,462,210,306,147,66.2,10,1115,264,490,184,44,12.8,ARC 10,843.74597168,0,843.74597168,1.31834996,0,1.31834996,030904,Cobb,{5724A232-7F77-4EB1-86F6-DD5E5CA9CB5E},
880,13057091001,13057,"Census Tract 910.01, Cherokee County",4799,528,3906,419,81.4,12.5,2928,351,61,2.9,1474,317,30.7,5.7,893,374,18.6,7.5,55,54,4.5,4.3,2199,351,567,325,25.8,14.2,107,75,69,77,64.5,56,591,193,184,112,31,16,ARC 10,2233.84008789,15.94519997,2249.7800293,3.49038005,0.0249144,3.51528001,091001,Cherokee,{BA78E8A4-633B-4548-B0B8-DDB30F138EE3},
678,13255161100,13255,"Census Tract 1611, Spalding County",3510,432,3239,316,92.3,14.5,2873,300,81.9,13.2,1035,177,29.5,3.5,271,133,7.7,3.7,13,22,1.5,2.5,1446,199,176,103,12.2,6.9,122,78,53,62,43.4,43,416,117,29,38,7,8.9,ARC 20,2749.59008789,31.67499924,2781.27001953,4.29622984,0.0494922,4.34572983,161100,Spalding,{6C2878DA-658C-4EDC-8521-DE639EC89B5E},
438,13121007703,13121,"Census Tract 77.03, Fulton County",4420,442,3716,408,84.1,3.8,2419,341,54.7,5.4,1863,314,42.1,5.7,704,199,15.9,4.2,76,84,7.2,7.8,1600,238,385,147,24.1,8.5,226,103,73,54,32.3,19,752,229,170,100,23,11.4,ARC 10,1118.54003906,1.25776994,1119.79003906,1.74772,0.00196527,1.74967003,007703,Fulton,{24FEFD0C-A962-4C33-BA0D-DEA0C168D1DB},
763,13089020600,13089,"Census Tract 206, DeKalb County",2190,348,1949,313,89,2.1,1405,228,64.2,2.1,637,233,29.1,9.6,241,102,11,4.3,37,42,7.5,8.2,1189,176,109,53,9.2,4.2,151,95,85,76,56.3,36,223,90,10,12,4,5.1,ARC 10,273.61599731,0,273.61599731,0.42752501,0,0.42752501,020600,DeKalb,{7DE85A1C-FF14-4BD0-B7CD-DED0E70CD47D},
466,13121011617,13121,"Census Tract 116.17, Fulton County",7279,542,7021,602,96.8,4.1,6674,589,92,4.3,765,187,10.5,2.5,232,148,3.2,2,39,58,2.1,3.1,3467,413,100,98,2.9,2.8,170,116,0,18,0,11,1019,247,79,73,8,6.9,ARC 10,1617.72998047,8.73789024,1626.4699707,2.52769995,0.013653,2.5413599,011617,Fulton,{9822746F-9E2C-4B91-AF2F-DF0D39B32338},
309,13135050219,13135,"Census Tract 502.19, Gwinnett County",3859,342,3123,326,80.9,4.5,2534,304,65.7,5.3,911,200,23.6,4.7,736,210,19.1,5.2,55,43,6.5,5,1951,252,464,164,23.8,7.8,149,66,62,53,41.6,30,444,109,130,72,29,14.5,ARC 10,711.49597168,0,711.49597168,1.11170995,0,1.11170995,050219,Gwinnett,{84C95CCA-CE78-4C4D-A6C4-DF3CDAB387DC},
682,13255160500,13255,"Census Tract 1605, Spalding County",6234,707,4947,600,81,3.7,3188,412,52.2,3.4,2367,525,38.8,7.4,1158,328,19,4.9,150,177,9.5,10.9,2482,358,590,211,23.8,7.8,144,89,54,54,37.5,30,910,253,348,196,38,18.7,ARC 20,7964.27978516,114.65299988,8078.93017578,12.44419956,0.17914499,12.6232996,160500,Spalding,{975B0F54-4A38-451A-BC1C-DF8B03E4CAD8},
40,13247060101,13247,"Census Tract 601.01, Rockdale County",3205,544,2628,324,82,17.2,2118,298,66.1,14.6,924,171,28.8,2.1,577,236,18,6.7,63,109,11.6,19.8,1382,246,233,129,16.9,8.8,73,61,52,53,71.2,42,576,178,229,118,40,16.4,ARC 10,6921.25976563,131.19799805,7052.45996094,10.81449986,0.204997,11.01949978,060101,Rockdale,{53FAEEEA-FC5E-4D03-A55B-DF93CFBC1281},
379,13135050525,13135,"Census Tract 505.25, Gwinnett County",8606,486,7390,517,85.9,3.5,6119,502,71.1,4.2,1651,356,19.2,4,1216,418,14.1,4.8,68,74,3.3,3.5,4463,382,622,267,13.9,5.9,331,174,143,95,43.2,18,1211,308,322,192,27,14.3,ARC 10,2151.98999023,51.77519989,2203.76000977,3.36247993,0.0808987,3.44338012,050525,Gwinnett,{95117ABE-0FBA-47A2-841C-DFA501EB6196},
429,13135050425,13135,"Census Tract 504.25, Gwinnett County",5432,432,4949,329,91.3,9.5,4349,297,80.2,8.4,1223,254,22.6,4.3,474,200,8.7,3.6,38,33,2.9,2.5,2350,229,170,97,7.2,4.1,237,120,124,74,52.3,16,830,252,142,124,17,14,ARC 10,1748.85998535,12.52210045,1761.38000488,2.73258996,0.0195658,2.75216007,050425,Gwinnett,{7449323E-3393-4875-8E13-DFAA74741CC4},
723,13097080507,13097,"Census Tract 805.07, Douglas County",3734,337,3341,322,89.5,3,2844,306,76.2,4.5,925,225,24.8,5.6,393,175,10.5,4.6,15,28,1.5,2.8,1634,185,121,73,7.4,4.4,226,134,120,125,53.1,46,533,134,137,110,26,19.6,ARC 10,6224.89990234,52.14220047,6277.04003906,9.72640991,0.0814722,9.80786991,080507,Douglas,{BEC22F3B-C9E7-442B-B5B2-DFDEA4FE85EF},
833,13089021102,13089,"Census Tract 211.02, DeKalb County",5641,387,5267,371,93.4,1.5,5138,364,91.1,1.6,544,138,9.6,2.4,374,193,6.6,3.4,75,77,10.3,10.3,3276,303,164,95,5,2.9,34,47,0,18,0,53,1066,276,135,117,13,10.5,ARC 10,886.56402588,3.90549994,890.46899414,1.38525999,0.00610234,1.39136004,021102,DeKalb,{89FCA8F5-F034-433B-B74C-DFF795A91F6C},
242,13063040523,13063,"Census Tract 405.23, Clayton County",3137,504,2554,460,81.6,7,1439,324,46,7.4,1278,348,40.9,9.1,574,183,18.4,5.1,125,95,13.8,9.8,1206,249,293,131,24.3,9.6,95,64,91,64,95.8,19,478,185,65,65,14,12.5,ARC 10,667.27001953,0.30048001,667.57000732,1.04261005,0.0004695,1.04307997,040523,Clayton,{E0B70497-D89C-4BC6-BCD6-E02B2641F405},
728,13089023426,13089,"Census Tract 234.26, DeKalb County",4601,525,4003,470,87,2.4,3010,388,65.4,3.9,1435,321,31.2,6,598,212,13,4.4,148,122,14.6,11.6,1989,258,270,130,13.6,6.3,396,160,108,60,27.3,10,617,186,72,94,12,14.8,ARC 10,1320.48999023,25.68190002,1346.17004395,2.06327009,0.040128,2.10338998,023426,DeKalb,{3C1700A8-26C4-4753-B96C-E07F5241052C},
795,13089021814,13089,"Census Tract 218.14, DeKalb County",5277,639,3238,474,61.5,5,2033,307,38.6,3.5,1404,390,26.7,6.7,2023,436,38.5,6.8,221,140,18.8,10.6,3023,363,1327,332,43.9,9.6,303,131,201,122,66.3,28,519,212,274,186,53,28.6,ARC 10,628.64300537,1.69465005,630.3380127,0.98225498,0.00264789,0.98490298,021814,DeKalb,{D5D2D5C5-DBDB-4567-B4CC-E081914A6840},
790,13089021907,13089,"Census Tract 219.07, DeKalb County",8925,703,7269,639,82.1,3.2,5760,550,65.1,3.5,2348,386,26.5,3.8,1580,433,17.9,4.7,71,72,3.9,3.8,3862,421,681,311,17.6,7.8,755,262,461,217,61.1,19,1212,284,321,162,26,11.8,ARC 10,5345.41992188,431.83898926,5777.25976563,8.35221958,0.674748,9.02696991,021907,DeKalb,{8E6CFD67-3E36-4641-803E-E0C53D3F8EB2},
237,13063040307,13063,"Census Tract 403.07, Clayton County",4556,526,3328,439,73,4.7,2199,352,48.3,5.4,1638,303,36,5.2,1228,265,27,4.9,116,92,10.2,7.8,1822,255,670,197,36.8,9.5,330,110,145,81,43.9,20,800,196,297,125,37,12.7,ARC 10,757.51599121,8.01066017,765.52697754,1.18361998,0.0125167,1.19614005,040307,Clayton,{AD67111F-BAB8-4258-8842-E121336E0102},
875,13057090804,13057,"Census Tract 908.04, Cherokee County",9406,580,8291,546,88.1,2,7260,485,77.2,2,1937,365,20.6,3.7,1115,328,11.9,3.4,203,181,8.8,7.7,4621,365,629,243,13.6,5.1,287,120,115,77,40.1,21,964,203,168,94,17,9,ARC 10,6646.27001953,53.52009964,6699.79003906,10.38479996,0.0836252,10.4684,090804,Cherokee,{AF48ED54-7966-40DC-8596-E143BB9634CC},
246,13063040417,13063,"Census Tract 404.17, Clayton County",4946,576,3645,504,74.1,5.5,1748,291,35.5,4.2,2160,433,43.9,7.1,1277,249,25.9,4.1,188,118,10.3,6.2,1840,215,675,176,36.7,8.6,402,182,194,137,48.3,26,655,154,220,89,34,11.1,ARC 10,1277.2800293,3.82989001,1281.10998535,1.99574995,0.0059842,2.00172997,040417,Clayton,{E449F3C9-3C3C-460C-8295-E15F9240E1F1},
886,13297110601,13297,"Census Tract 1106.01, Walton County",4760,380,4424,371,92.9,2.4,3750,359,78.8,4.1,1160,222,24.4,4.2,336,118,7.1,2.4,41,40,3.5,3.3,2185,228,141,74,6.5,3.3,52,40,31,30,59.6,35,792,157,123,76,16,9.1,ARC 20,9046.44042969,60.26850128,9106.70019531,14.13510036,0.0941695,14.22920036,110601,Walton,{2AFD3A28-E781-42EB-A45B-E198D7FCDBFA},
364,13217100400,13217,"Census Tract 1004, Newton County",3279,330,2443,274,79.8,5,1716,220,56.1,5,1086,192,35.5,5.4,618,140,20.2,4.2,43,34,6.1,4.5,1194,163,362,121,30.3,9.3,181,94,89,57,49.2,18,574,127,124,61,22,9.5,ARC 20,2684.63989258,8.20191956,2692.84008789,4.19474983,0.0128155,4.20756006,100400,Newton,{2739EF09-EEB6-4EB6-8D87-E1E9C430B884},
745,13089023602,13089,"Census Tract 236.02, DeKalb County",2392,219,1840,214,76.9,5.5,1030,140,43.1,4.3,1134,186,47.4,6.4,552,125,23.1,4.8,18,26,4.9,6.8,940,131,287,99,30.5,9.6,198,66,103,56,52,22,385,95,144,71,37,16,ARC 10,676.72900391,2.76634002,679.49499512,1.05738997,0.00432241,1.06171,023602,DeKalb,{EA5460E5-56FA-47E3-922F-E1F1694D083B},
753,13089021910,13089,"Census Tract 219.10, DeKalb County",5240,602,4308,614,82.2,6.9,3117,517,59.5,7.1,1361,374,26,6.5,932,330,17.8,6,170,118,13,8.5,2769,449,536,288,19.4,9.9,228,108,95,76,41.7,27,437,172,131,115,30,23.5,ARC 10,912.06799316,1.26393998,913.33197021,1.42510998,0.00197491,1.42708004,021910,DeKalb,{C8B55B18-EF36-458B-AD6C-E2005A1BCDB1},
618,13121003800,13121,"Census Tract 38, Fulton County",3937,400,3668,390,93.2,2.9,3559,377,90.4,2.7,163,68,4.1,1.7,269,120,6.8,3,18,24,21.7,26.1,1286,241,114,84,8.9,6.3,161,95,25,27,15.5,14,2379,364,112,62,5,2.5,ARC 10,206.27400208,0,206.27400208,0.322303,0,0.322303,003800,Fulton,{E4539556-EFA5-41AD-A012-E27D104A51FF},
854,13089023306,13089,"Census Tract 233.06, DeKalb County",6896,587,5873,596,85.3,4.7,4823,595,70,6.2,1638,345,23.8,4.6,1016,395,14.7,5.6,236,210,12.9,11.1,3192,423,382,236,12,7.2,405,186,200,163,49.4,33,859,261,174,131,20,14,ARC 10,2984.94995117,67.46219635,3052.40991211,4.66398001,0.10541,4.76939011,023306,DeKalb,{96E93491-18CE-4EB3-8593-E2C484C74DC1},
164,13117130506,13117,"Census Tract 1305.06, Forsyth County",3605,215,3286,244,91.2,4,3050,235,84.6,4.1,519,154,14.4,4.2,319,135,8.8,3.7,48,52,4.6,4.9,1827,151,200,100,10.9,5.4,87,68,25,29,28.7,25,336,109,46,44,14,12.3,ARC 20,2538.97998047,90.03140259,2629.01000977,3.96715999,0.140674,4.10783005,130506,Forsyth,{3C5AE618-6F0F-4550-A310-E33DE84EE072},
712,13077170303,13077,"Census Tract 1703.03, Coweta County",5540,328,5292,337,95.5,2.3,4636,330,83.7,3.3,1173,211,21.2,3.6,248,109,4.5,1.9,45,51,2.9,3.3,2487,240,66,43,2.7,1.7,159,83,44,39,27.7,20,659,164,93,56,14,7.7,ARC 20,14650.09960938,215.92500305,14866,22.89080048,0.337383,23.22809982,170303,Coweta,{A0EBC835-E23D-45AD-B6C5-E436DBA1E6C4},
767,13089021911,13089,"Census Tract 219.11, DeKalb County",2301,632,1429,365,62.1,23.3,570,230,24.8,7.3,924,300,40.2,6.9,872,457,37.9,16.9,52,80,9.5,14.2,937,236,418,253,44.6,24.6,462,376,314,281,68,25,310,145,88,61,28,14.5,ARC 10,225.92799377,4.59492016,230.522995,0.35301301,0.00717956,0.360192,021911,DeKalb,{75537583-322C-4C3B-A602-E48634288D9A},
255,13063040620,13063,"Census Tract 406.20, Clayton County",3688,408,3312,352,90.4,14.1,2431,321,66.4,4.5,1153,280,31.5,6.8,350,147,9.6,3.9,66,69,6.3,6.5,1469,229,118,75,8,4.9,260,110,56,51,21.5,17,585,180,110,87,19,13.7,ARC 10,2241.08007813,23.95759964,2265.04003906,3.50168991,0.0374338,3.53911996,040620,Clayton,{6762711D-B8F7-4FD7-B22C-E4B643BD7648},
188,13067030106,13067,"Census Tract 301.06, Cobb County",7536,576,5945,652,78.9,6.2,4437,635,58.9,7.1,1858,419,24.7,5.2,1591,410,21.1,5.2,234,148,11,6.6,3549,462,833,304,23.5,8,430,200,210,143,48.8,24,908,257,294,187,32,18.4,ARC 10,892.39697266,8.34673023,900.74298096,1.39436996,0.0130418,1.40741003,030106,Cobb,{084ACBFB-3793-4D76-8143-E4CF935C3947},
366,13217100100,13217,"Census Tract 1001, Newton County",11016,967,9231,818,88.5,2.9,6898,778,66.1,5.1,3547,488,34,3.7,1205,332,11.5,3,190,110,8.3,4.6,4073,486,547,207,13.4,4.8,465,216,162,102,34.8,15,1784,330,306,141,17,7.2,ARC 20,29662.5,1141.70996094,30804.30078125,46.34769821,1.78392005,48.13169861,100100,Newton,{D6CD31FE-BF1E-4CCD-B1A7-E513BFD6E9D3},
315,13135050540,13135,"Census Tract 505.40, Gwinnett County",6735,687,5548,662,82.4,5.1,4688,598,69.6,5.3,1168,421,17.3,6,1187,375,17.6,5.3,117,109,8.8,7.9,3799,391,765,297,20.1,7.5,401,195,143,105,35.7,20,816,306,162,141,20,15.6,ARC 10,1080.65002441,3.47282004,1084.11999512,1.68851995,0.00542628,1.69394004,050540,Gwinnett,{71467D91-1943-43AB-9D95-E573E917CC8D},
802,13089023000,13089,"Census Tract 230, DeKalb County",2040,179,1991,174,97.6,12.1,1822,169,89.3,2.7,458,89,22.5,3.9,49,51,2.4,2.5,0,18,0,4.4,974,97,13,13,1.3,1.3,22,18,0,13,0,59,271,91,36,42,13,14.8,ARC 10,435.77600098,5.24950981,441.02600098,0.68089998,0.00820236,0.68910301,023000,DeKalb,{93BD9408-F56E-41BC-9D2F-E57FBCD4FC99},
189,13067030505,13067,"Census Tract 305.05, Cobb County",7285,544,5277,600,72.6,6.2,4366,556,60.1,6.2,1144,314,15.7,4.2,1991,407,27.4,5.2,292,164,15.5,8,4197,371,1267,324,30.2,7.2,83,72,55,62,66.3,48,762,250,366,154,48,12.7,ARC 10,1290.81005859,14.84980011,1305.66003418,2.01689005,0.0232028,2.04009008,030505,Cobb,{2953F842-CDD0-43D8-9767-E66559F6D071},
104,13067030218,13067,"Census Tract 302.18, Cobb County",5490,397,4890,359,89.2,0.7,4404,348,80.4,2.4,796,190,14.5,3.3,591,347,10.8,6.3,121,110,7.5,6.8,2612,302,377,314,14.4,11.9,151,64,16,18,10.6,11,585,126,77,50,13,8.1,ARC 10,2214.32006836,28.66769981,2242.98999023,3.45988011,0.0447933,3.5046699,030218,Cobb,{E6260B86-E56C-4D95-8B29-E6BDE23A654D},
123,13117130303,13117,"Census Tract 1303.03, Forsyth County",4116,608,3411,320,82.9,14.5,2983,251,72.5,12.3,801,263,19.5,5.7,705,391,17.1,9.2,199,245,17,20.6,1907,377,406,297,21.3,15,156,105,34,43,21.8,23,488,128,66,50,14,9.6,ARC 20,4478.08984375,46.67499924,4524.77001953,6.99701977,0.0729297,7.0699501,130303,Forsyth,{E5F352BA-2532-447F-971D-E6D36EBCA6FA},
590,13121011421,13121,"Census Tract 114.21, Fulton County",4016,427,2795,313,69.6,2.4,1983,251,49.4,3.4,1054,251,26.2,5.6,1221,361,30.4,8.4,23,39,2.2,3.7,2069,252,771,268,37.3,12.1,74,53,48,48,64.9,45,628,190,361,139,58,13.7,ARC 10,959.50897217,13.98639965,973.49597168,1.49923003,0.0218537,1.52109003,011421,Fulton,{76050025-C7E7-4E29-989D-E77DA5789B8E},
636,13121007602,13121,"Census Tract 76.02, Fulton County",2676,261,2073,288,77.5,7.7,1082,194,40.4,6.1,1318,249,49.3,8,603,183,22.5,6.5,105,53,19,7.7,1003,190,325,128,32.4,11.2,139,69,68,44,48.9,20,426,144,105,76,25,15.8,ARC 10,832.72998047,0,832.72998047,1.30113995,0,1.30113995,007602,Fulton,{0EF92D74-6463-4893-81B2-E7F71DCEA501},
