OBJECTID,GEOID10,County,Area_Name,Total_Population,Total_Population_MOE_2016,Pop_wHealth_Insurance,Pop_wHealth_Insurance_MOE,Pct_Pop_wHealth_Insurance,Pct_Pop_wHealth_Insurance_MOE,Pop_wPriv_Health_Insurance,Pop_wPriv_Health_Insurance_MOE,Pct_Pop_wPriv_Health_Ins,Pct_Pop_wPriv_Health_Ins_MOE,Pop_wPublic_Health_Ins,Pop_wPublic_Health_Ins_MOE,Pct_Pop_wPublic_Health_Ins,Pct_Pop_wPublic_Health_Ins_MOE,Pop_wNo_Health_Insurance,Pop_wNo_Health_Insurance_MOE,Pct_Pop_wNo_Health_Ins,Pct_Pop_wNo_Health_Ins_MOE,Pop_u18_wNo_Health_Ins,Pop_u18_wNo_Health_Ins_MOE,Pct_Pop_u18_wNo_Health_Ins,Pct_Pop_u18_wNo_Health_Ins_MOE,Pop18_64_Employed,Pop18_64_Employed_MOE,Pop18_64_Empl_No_Health_Ins,Pop18_64_Empl_No_Health_Ins_MOE,Pct18_64_Emp_No_Health_Ins,Pct18_64_Emp_No_Health_Ins_MOE,Pop18_64_Unemployed,Pop18_64_Unemployed_MOE,Pop18_64_Unemp_No_HealthIns,Pop18_64_Unemp_No_HealthIns_MOE,Pct18_64_Unemp_No_HealthIns,Pct18_64_Unemp_No_HealthIns_MOE,Pop18_64_Not_in_Labor_Force,Pop18_64_Not_in_Labor_Force_MOE,Pop18_64_NotLabor_NoHlthIns,Pop18_64_NotLabor_NoHlthIns_MOE,Pct18_64_NotLabor_NoHlthIns,Pct18_64_NotLabor_NoHlthIns_MOE,Planning_Region,AcresLand,AcresWater,AcresTotal,SqMi_Land,SqMi_Water,SqMi_Total,TRACTCE10,CountyName,GlobalID,last_edited_date
44,13247060407,13247,"Census Tract 604.07, Rockdale County",3535,528,2879,374,81.4,16.1,1991,239,56.3,10.8,1269,319,35.9,7.3,656,279,18.6,7.4,21,35,2.3,3.7,1428,273,356,236,24.9,15.8,194,136,119,116,61.3,42,536,172,149,79,28,11.7,ARC 10,1457.82995605,33.19340134,1491.02001953,2.27785993,0.0518647,2.32972002,060407,Rockdale,{DD9E5689-BC76-4E8A-9A75-E8156C998974},
434,13121009501,13121,"Census Tract 95.01, Fulton County",3730,369,3730,366,100,13.9,3197,347,85.7,3.8,1195,177,32,3.5,0,32,0,0.9,0,18,0,3,1317,226,0,13,0,1,42,37,0,13,0,31,487,111,0,13,0,2.7,ARC 10,1112.7800293,6.1922102,1118.9699707,1.73872006,0.00967533,1.74838996,009501,Fulton,{CBB71B0C-C729-4A14-B889-E8DEDDDDB0B5},
187,13067030107,13067,"Census Tract 301.07, Cobb County",4822,308,4262,303,88.4,2.8,3947,289,81.9,2.9,689,160,14.3,3.2,560,250,11.6,5.1,40,44,3.1,3.4,2614,209,417,227,16,8.6,164,73,45,44,27.4,24,348,101,58,43,17,11.4,ARC 10,1010.19000244,0.99805897,1011.17999268,1.57842004,0.00155947,1.57997,030107,Cobb,{7E3C260B-F02F-4CFF-AF2F-E8EB7F47B180},
176,13067030236,13067,"Census Tract 302.36, Cobb County",4576,283,4326,290,94.5,2.4,4221,292,92.2,2.8,399,78,8.7,1.6,250,178,5.5,3.9,52,47,3.7,3.3,2043,201,151,133,7.4,6.5,66,48,10,18,15.2,25,676,126,37,40,6,5.8,ARC 10,1294.16003418,25.99500084,1320.16003418,2.02213001,0.0406172,2.0627501,030236,Cobb,{378869F4-EEF3-48C2-8963-E92DF12F3FFC},
217,13067030336,13067,"Census Tract 303.36, Cobb County",7221,340,7011,353,97.1,1.7,6605,371,91.5,2.8,959,175,13.3,2.3,210,119,2.9,1.6,93,83,4.3,3.8,3178,273,74,62,2.3,1.9,174,107,29,46,16.7,24,803,153,14,21,2,2.6,ARC 10,1840.57995605,54.75090027,1895.32995605,2.87591004,0.0855483,2.9614501,030336,Cobb,{5C120D82-F373-42FB-9306-E9347B0900A2},
870,13089021603,13089,"Census Tract 216.03, DeKalb County",4671,400,4342,384,93,2.1,4056,381,86.8,3.4,672,143,14.4,2.8,329,155,7,3.3,42,66,6.9,10.7,2982,336,191,112,6.4,3.7,209,142,70,57,33.5,15,274,108,26,26,10,8.7,ARC 10,949.82098389,0,949.82098389,1.48409998,0,1.48409998,021603,DeKalb,{7CC42E55-D6F7-44B7-AEFB-E94B492D60DF},
87,13067030209,13067,"Census Tract 302.09, Cobb County",7122,548,6609,621,92.8,5,6105,646,85.7,6.2,1278,265,17.9,3.5,513,254,7.2,3.5,32,41,1.6,2.1,3388,327,290,181,8.6,5.3,90,64,41,49,45.6,44,781,174,150,123,19,15.2,ARC 10,3362.17993164,22.58469963,3384.76000977,5.25340986,0.0352886,5.28869009,030209,Cobb,{F1464E06-9685-409C-83A4-E9582BFECA74},
220,13063040608,13063,"Census Tract 406.08, Clayton County",10777,814,9123,772,84.7,3.2,7354,793,68.2,5.2,2653,442,24.6,3.7,1654,376,15.3,3.3,242,161,8.7,5.6,4948,479,753,257,15.2,5,521,203,164,130,31.5,22,1363,339,441,187,32,11.1,ARC 10,10597.20019531,534.97698975,11132.20019531,16.55809975,0.83590198,17.39410019,040608,Clayton,{CF5C028B-B183-4954-8017-EA0136FE3AB6},
380,13135050528,13135,"Census Tract 505.28, Gwinnett County",5100,475,4484,369,87.9,10.9,3938,348,77.2,9.9,810,167,15.9,2.9,616,279,12.1,5.4,92,67,8.3,5.9,2530,294,214,196,8.5,7.7,221,119,122,108,55.2,39,757,175,188,108,25,13.1,ARC 10,1327.40002441,36.20019913,1363.59997559,2.07405996,0.0565628,2.13063002,050528,Gwinnett,{7A3DF59E-81AF-4C80-B21A-EA91B3E18F86},
119,13117130505,13117,"Census Tract 1305.05, Forsyth County",2790,231,2417,267,86.6,6.4,2096,277,75.1,7.7,767,155,27.5,5.1,373,171,13.4,6,46,44,9.4,8.6,1319,194,230,143,17.4,10.5,51,44,26,31,51,42,358,148,71,51,20,11.6,ARC 20,2946.61010742,2494.92993164,5441.54003906,4.6040802,3.89832997,8.50240993,130505,Forsyth,{D72E05D0-56E6-4722-904E-EB6DE53CCCA2},
707,13097080303,13097,"Census Tract 803.03, Douglas County",3930,396,3024,375,76.9,5.6,1866,301,47.5,6,1456,266,37,5.7,906,254,23.1,6,245,171,21.6,14.2,1593,268,442,155,27.7,8.5,61,45,16,21,26.2,28,586,147,203,97,35,14.1,ARC 10,1281.48999023,0,1281.48999023,2.00233006,0,2.00233006,080303,Douglas,{9DCA4ECD-CFB0-4D72-AA01-EB7F7A9EC8B5},
310,13135050211,13135,"Census Tract 502.11, Gwinnett County",5491,522,3884,407,70.7,3.1,2610,403,47.5,5.8,1417,326,25.8,5.4,1607,306,29.3,4.8,235,134,14.6,7.8,2712,314,900,217,33.2,7,242,110,130,86,53.7,26,697,198,342,144,49,15.2,ARC 10,847.88702393,5.30534983,853.19299316,1.32482004,0.00828961,1.33310997,050211,Gwinnett,{49757E31-4321-4763-9C33-EBB3502E62F2},
373,13135050218,13135,"Census Tract 502.18, Gwinnett County",4046,520,3053,272,75.5,11.8,2176,249,53.8,9.3,1108,197,27.4,3.4,993,409,24.5,9.6,60,59,5.6,5.4,2099,436,803,391,38.3,16.8,85,58,43,45,50.6,40,404,148,87,90,22,20.8,ARC 10,827.7210083,15.73910046,843.46099854,1.29331005,0.0245923,1.31790996,050218,Gwinnett,{58888D8A-193A-4944-AA1E-EC674A3F7C81},
779,13089023505,13089,"Census Tract 235.05, DeKalb County",2728,356,2222,291,81.5,1,1540,236,56.5,4.5,1089,195,39.9,4.9,506,158,18.5,5.3,5,15,1.2,3.5,1095,164,267,133,24.4,11.6,264,98,114,66,43.2,19,436,107,120,80,28,17.1,ARC 10,538.38800049,0,538.38800049,0.84123099,0,0.84123099,023505,DeKalb,{551CEE4B-8CD5-42D1-AA89-ECF6E76DCC42},
343,13135050532,13135,"Census Tract 505.32, Gwinnett County",7939,783,6545,691,82.6,3.1,5063,647,63.9,5.2,1845,439,23.3,5,1377,387,17.4,4.6,84,70,4.4,3.6,3939,395,661,264,16.8,6.5,359,215,222,164,61.8,27,1123,349,410,211,36,15,ARC 10,1420.20996094,10.25409985,1430.45996094,2.21907997,0.016022,2.23509002,050532,Gwinnett,{F098DBE7-4EB6-48D7-89A0-EDBF9F120F89},
867,13089023210,13089,"Census Tract 232.10, DeKalb County",6521,842,5306,655,81.4,14.6,3218,535,49.4,5.2,2579,565,39.6,7,1210,404,18.6,5.7,37,52,2.5,3.5,2975,439,669,244,22.5,7.5,592,232,315,178,53.2,22,807,323,160,99,20,9.4,ARC 10,1027.75,6.32417011,1034.06994629,1.60585999,0.00988152,1.61573005,023210,DeKalb,{C3E5E90C-BDE9-4F09-820A-EDCB0D810A34},
31,13113140403,13113,"Census Tract 1404.03, Fayette County",5245,426,4844,447,92.4,4,4418,442,84.2,4.9,1280,163,24.4,2.4,401,161,7.6,3,44,72,4,6.4,2207,307,229,108,10.4,4.7,153,79,24,30,15.7,18,716,144,104,73,14,9.8,ARC 10,3869.63989258,69.19960022,3938.84008789,6.04630995,0.108124,6.15443993,140403,Fayette,{45FB4E2A-7B62-4384-BFC9-EE019785B027},
273,13151070311,13151,"Census Tract 703.11, Henry County",11676,969,8952,909,76.7,4.5,6340,798,54.3,5.1,3020,671,25.9,5.3,2724,563,23.3,4.4,316,198,9,5.4,5471,589,1219,373,22.3,6.4,521,237,189,138,36.3,21,1584,441,907,352,57,15.5,ARC 10,2636.35009766,7.6424799,2643.98999023,4.11929989,0.0119414,4.13122988,070311,Henry,{20018D21-7D4A-40DD-B3B1-EE6ACDF97B9C},
573,13121011418,13121,"Census Tract 114.18, Fulton County",6197,442,5765,445,95.9,2.8,5488,421,91.3,2.6,981,234,16.3,3.7,245,169,4.1,2.8,0,25,0,1.9,2944,328,122,108,4.1,3.6,78,70,28,44,35.9,46,653,156,95,86,14,12.7,ARC 10,2629.59008789,55.30369949,2684.88989258,4.10872984,0.086412,4.19513988,011418,Fulton,{396BDA6B-3517-4F12-8137-EF2551986FFE},
893,13297110503,13297,"Census Tract 1105.03, Walton County",3668,391,3237,338,88.2,13.2,2614,260,71.3,10.4,997,246,27.2,6.1,431,157,11.8,4.1,42,57,4.3,5.7,1501,206,171,74,11.4,4.7,216,90,100,68,46.3,25,536,132,118,70,22,11.9,ARC 20,4817.87988281,14.22659969,4832.10986328,7.5279398,0.0222291,7.55016994,110503,Walton,{99D92EE7-AE3D-475C-89CA-EF7F86BD8F7E},
445,13121007002,13121,"Census Tract 70.02, Fulton County",2216,527,1806,392,81.5,26.2,1016,250,45.8,2.9,947,272,42.7,6.9,410,147,18.5,5,30,40,4.6,5.9,898,230,200,107,22.3,10.5,210,133,103,98,49,35,326,136,77,64,24,17,ARC 10,1080.38000488,2.18540001,1082.56994629,1.68808997,0.00341469,1.69151998,007002,Fulton,{46881985-C0B7-4E67-964A-EFCF879D55AD},
41,13247060202,13247,"Census Tract 602.02, Rockdale County",10334,820,8914,735,86.3,1.9,7323,698,70.9,3.7,2603,473,25.2,4.1,1417,469,13.7,4.4,187,118,7.4,4.5,4797,450,656,227,13.7,4.6,267,134,113,94,42.3,28,1465,373,461,298,32,18.7,ARC 10,6994.12011719,101.35199738,7095.47021484,10.9282999,0.158362,11.08670044,060202,Rockdale,{A745830D-B0D0-4800-AAA5-EFD2B228DCB3},
142,13117130304,13117,"Census Tract 1303.04, Forsyth County",4181,351,3836,301,91.7,10.5,3564,299,85.2,0.3,813,167,19.4,3.7,345,244,8.3,5.8,77,93,7.1,8.6,1762,145,90,56,5.1,3.2,175,131,91,119,52,56,478,167,87,109,18,21.9,ARC 20,3062.7800293,31.83090019,3094.61010742,4.78559017,0.0497358,4.83533001,130304,Forsyth,{34CCEFBD-B7C3-4B0A-B1A0-EFD878BEFF7A},
799,13089023412,13089,"Census Tract 234.12, DeKalb County",6334,837,5485,707,86.7,16,4387,645,69.3,4.4,1991,406,31.5,4.9,843,301,13.3,4.4,50,83,3.7,6,2625,383,240,173,9.1,6.5,471,186,302,147,64.1,18,884,285,251,197,28,20.3,ARC 10,1812.69995117,9.72062969,1822.42004395,2.83234,0.0151885,2.84752989,023412,DeKalb,{C178177E-10AB-44B4-A22B-F0416B316644},
625,13121010115,13121,"Census Tract 101.15, Fulton County",2572,270,2245,271,94.9,5.3,2158,269,91.2,5.8,390,129,16.5,5.2,120,90,5.1,3.8,15,26,3,5,1276,154,65,65,5.1,5.1,14,25,0,13,0,93,272,68,35,31,13,10.9,ARC 10,852.55200195,9.96428013,862.51599121,1.33211005,0.0155692,1.34767997,010115,Fulton,{F7925436-F9D7-4F18-B9EF-F055A38CC772},
37,13113140501,13113,"Census Tract 1405.01, Fayette County",6098,377,5945,412,97.5,3.1,5710,412,93.6,3.5,1190,183,19.5,2.7,153,116,2.5,1.9,45,66,3,4.4,2741,282,50,49,1.8,1.8,58,49,13,28,22.4,44,881,223,45,46,5,5.1,ARC 10,17669.80078125,441.76998901,18111.5,27.60910034,0.69026601,28.29920006,140501,Fayette,{E7ADB38D-979C-419C-BFD3-F131085E045D},
681,13255160700,13255,"Census Tract 1607, Spalding County",7308,728,5505,757,84,6.6,3159,532,48.2,6,2787,711,42.5,9.7,1050,348,16,5,88,81,4.5,4,2487,325,536,213,21.6,8.1,177,110,77,81,43.5,37,1244,384,349,152,28,8.6,ARC 20,7697.89990234,89.46050262,7787.35986328,12.02799988,0.139782,12.16769981,160700,Spalding,{523372B9-5653-4A18-B58F-F21DA207A619},
148,13117130410,13117,"Census Tract 1304.10, Forsyth County",4522,348,3607,354,86.6,4.5,3128,346,75.1,5.5,706,149,17,3.3,557,209,13.4,4.9,40,48,3.8,4.4,2024,218,321,147,15.9,7.1,157,112,30,31,19.1,14,505,168,166,77,33,10.6,ARC 20,1824,14.20829964,1838.20996094,2.8499999,0.0222005,2.87220001,130410,Forsyth,{1F4858F5-EB16-4A82-9E02-F26A6BC21F43},
643,13139001302,13139,"Census Tract 13.02, Hall County",5230,340,4776,312,91.3,0.7,4061,321,77.6,3.5,1285,191,24.6,3.3,454,175,8.7,3.3,25,32,2,2.6,2392,192,225,117,9.4,4.8,127,73,53,44,41.7,25,672,178,140,71,21,9,ARC 20,5337.66015625,21.0326004,5358.68994141,8.3400898,0.0328634,8.3729496,001302,Hall,{448BEAD8-6290-4114-B4D8-F291C84B0D8D},
140,13117130307,13117,"Census Tract 1303.07, Forsyth County",4721,254,4211,326,89.2,5,3784,323,80.2,5.3,818,196,17.3,4,510,190,10.8,4,149,93,11.3,6.9,2143,178,290,125,13.5,5.7,72,42,18,20,25,24,578,119,53,77,9,13.2,ARC 20,3023.56005859,28.59129906,3052.14990234,4.72430992,0.0446739,4.76898003,130307,Forsyth,{78E971D4-3326-452D-91DE-F2AC02114F52},
894,13297110505,13297,"Census Tract 1105.05, Walton County",4541,473,3935,420,86.7,2,3246,342,71.5,1.2,1161,363,25.6,7.5,606,245,13.3,5.2,100,90,7.4,6.6,1910,225,203,135,10.6,7,216,101,102,74,47.2,26,625,158,201,94,32,12.7,ARC 20,5754.29980469,16.45849991,5770.75976563,8.99108982,0.0257164,9.01681042,110505,Walton,{FF8F1417-A7B9-426A-9EA2-F2C3DB5E52E5},
498,13121010601,13121,"Census Tract 106.01, Fulton County",3516,527,2820,423,80.2,17,1559,290,44.3,4.9,1506,318,42.8,6.4,696,249,19.8,6.4,45,38,5.3,4.2,1209,213,279,142,23.1,11,387,280,176,119,45.5,45,661,251,189,164,29,22.3,ARC 10,724.09802246,0,724.09802246,1.13139999,0,1.13139999,010601,Fulton,{8C21EA17-640B-4061-97EB-F30BCAD3B39C},
468,13121010800,13121,"Census Tract 108, Fulton County",6658,18,5332,609,80.1,9.1,3398,521,51,7.8,2379,508,35.7,7.6,1326,396,19.9,5.9,116,160,7.2,9.7,3225,356,701,279,21.7,8.3,126,89,76,69,60.3,34,1133,299,433,186,38,13,ARC 10,1367.45996094,0,1367.45996094,2.1366601,0,2.1366601,010800,Fulton,{AC14AF10-0D46-4E1C-B340-F317252800EA},
442,13121011201,13121,"Census Tract 112.01, Fulton County",4359,488,3357,554,77,9.3,1847,360,42.4,6.8,1798,469,41.2,9.7,1002,234,23,4.7,19,28,1.9,2.7,1737,283,488,164,28.1,8.3,479,190,276,165,57.6,26,721,218,213,135,30,16.5,ARC 10,928.36700439,2.04578996,930.4119873,1.45056999,0.00319655,1.45377004,011201,Fulton,{FD56EB04-FED6-4717-9296-F37679C67584},
418,13135050720,13135,"Census Tract 507.20, Gwinnett County",7518,572,6637,594,88.3,4.2,5869,587,78.1,5.1,1818,280,24.2,3.2,876,262,11.7,3.4,0,25,0,1.6,3652,349,682,224,18.7,5.9,98,75,38,44,38.8,34,948,206,104,85,11,8.6,ARC 10,2598,26.46179962,2624.45996094,4.05937004,0.0413466,4.10071993,050720,Gwinnett,{2C93DB0C-8C1A-4D8F-91DD-F389901F6045},
821,13089021605,13089,"Census Tract 216.05, DeKalb County",5550,638,4714,466,84.9,12.9,3987,438,71.8,11.4,1100,240,19.8,3.7,836,446,15.1,7.8,70,68,5.2,4.9,2791,399,463,328,16.6,11.5,276,119,146,107,52.9,31,609,224,157,129,26,18.9,ARC 10,900.84698486,14.17590046,915.02301025,1.40757,0.0221498,1.42972004,021605,DeKalb,{B0F312B8-A098-4921-A7AB-F3B841358066},
882,13057091102,13057,"Census Tract 911.02, Cherokee County",8999,706,6825,702,75.8,5,5276,596,58.6,4.8,2130,511,23.7,5.4,2174,464,24.2,4.8,159,102,7.3,4.5,4562,533,1449,443,31.8,9,392,142,220,114,56.1,21,1146,268,269,132,24,10.1,ARC 10,2720.69995117,20.55150032,2741.25,4.25109005,0.0321117,4.28319979,091102,Cherokee,{25DEFA81-B6CB-4D5D-AD7B-F3CF6422949D},
371,13135050220,13135,"Census Tract 502.20, Gwinnett County",6031,453,5266,530,87.9,6.2,4297,551,71.7,7.6,1323,339,22.1,5.4,728,307,12.1,5.1,134,127,8.2,7.6,2971,365,365,198,12.3,6.5,336,171,147,113,43.8,25,681,180,82,71,12,9.9,ARC 10,1096.06005859,33.16699982,1129.22998047,1.71258998,0.0518234,1.76442003,050220,Gwinnett,{1FCE5F53-3B87-4DC0-9FF3-F3F8ED819B7E},
415,13135050713,13135,"Census Tract 507.13, Gwinnett County",7430,513,6749,526,90.8,3.3,6478,537,87.2,4,819,190,11,2.4,681,199,9.2,2.6,268,109,12.4,4.7,3670,333,205,80,5.6,2.1,303,164,59,44,19.5,10,742,198,131,112,18,14.3,ARC 10,1588.27001953,55.96640015,1644.23999023,2.4816699,0.0874475,2.56911993,050713,Gwinnett,{30DE5D9E-C997-45EC-8F05-F42D50191339},
1,13045910103,13045,"Census Tract 9101.03, Carroll County",4824,361,4097,381,84.9,4.7,3328,338,69,4.7,1174,223,24.3,4.3,727,229,15.1,4.6,189,150,14.5,11,2068,226,227,107,11,5,204,93,85,65,41.7,26,767,188,215,110,28,12.6,ARC 20,13733.90039063,211.03199768,13945,21.45919991,0.32973701,21.78910065,910103,Carroll,{7B181A0F-7932-4A81-8A6F-F4378BE58474},
421,13135050721,13135,"Census Tract 507.21, Gwinnett County",8608,690,7328,756,87,5.5,6067,719,72,6.2,2030,456,24.1,5,1097,403,13,4.7,87,92,4.6,4.8,3704,387,652,336,17.6,8.9,405,181,134,81,33.1,14,1226,299,176,112,14,8.4,ARC 10,2869.87011719,16.52540016,2886.39990234,4.48416996,0.0258209,4.51000023,050721,Gwinnett,{2051F1C4-A030-4BAA-B86B-F4859C8514D0},
660,13121008400,13121,"Census Tract 84, Fulton County",2817,469,2035,372,72.2,5.4,992,278,35.2,8,1486,316,52.8,7,782,253,27.8,7.7,87,74,16.4,12.9,830,252,237,122,28.6,11.9,268,133,163,101,60.8,23,665,202,295,152,44,18.5,ARC 10,439.36199951,0,439.36199951,0.68650299,0,0.68650299,008400,Fulton,{1C57290B-B4C6-4213-BCA2-F4EDCDB0DE47},
52,13247060102,13247,"Census Tract 601.02, Rockdale County",5446,573,4585,561,84.2,5.2,3343,536,61.4,7.4,1612,343,29.6,5.5,861,310,15.8,5.5,133,124,10.6,9.5,2170,378,281,164,12.9,7.2,349,265,190,153,54.4,15,842,268,257,173,30,18.1,ARC 10,17061.59960938,331.36300659,17393,26.65870094,0.51775497,27.1765995,060102,Rockdale,{9ADC3B78-1906-4AAA-A37A-F52513511584},
860,13089021303,13089,"Census Tract 213.03, DeKalb County",6141,587,3872,493,63.1,5.3,2075,315,33.8,4,2011,414,32.7,6,2269,377,36.9,5,312,144,16.9,7.2,2845,318,1385,299,48.7,9,233,99,159,76,68.2,15,807,148,388,111,48,10.6,ARC 10,1083.51000977,0,1083.51000977,1.69298005,0,1.69298005,021303,DeKalb,{61F3CB9D-AB65-4666-A97C-F5C2167FA04F},
631,13121006200,13121,"Census Tract 62, Fulton County",1480,189,1163,190,78.6,8,592,131,40,7.2,640,140,43.2,7.7,317,103,21.4,6.4,9,18,2.4,4.8,631,124,161,77,25.5,11.1,129,61,99,58,76.7,26,207,92,48,43,23,18,ARC 10,257.06100464,0,257.06100464,0.401658,0,0.401658,006200,Fulton,{528D4DC2-7B3E-4BC5-A35C-F5CA5718BCE9},
808,13089023316,13089,"Census Tract 233.16, DeKalb County",8115,846,6934,731,86,12.9,5945,729,73.7,4.5,1678,382,20.8,4.2,1133,368,14,4.3,136,112,7,5.6,4021,484,561,256,14,6.1,607,246,202,159,33.3,22,971,278,234,138,24,12.4,ARC 10,1307.31994629,172.67999268,1480,2.04269004,0.26981199,2.3125,023316,DeKalb,{52CCD9C2-AB8F-4DF0-8BED-F61285404AEC},
244,13063040520,13063,"Census Tract 405.20, Clayton County",3511,355,2539,306,72.3,4.7,1606,231,45.7,4.7,1084,252,30.9,6.5,972,235,27.7,6.1,262,149,28.2,14.8,1706,177,400,124,23.4,6.8,298,113,170,86,57,19,485,129,140,68,29,11.7,ARC 10,532.90997314,5.80278015,538.7119751,0.832672,0.00906684,0.84173697,040520,Clayton,{D4381D6D-4F5D-43A9-A5D1-F63D08B8191A},
13,13045910600,13045,"Census Tract 9106, Carroll County",6391,522,5460,622,87,6.8,3895,563,62.1,7.3,2291,501,36.5,7.4,814,320,13,5,168,221,8.9,11.5,2889,409,476,164,16.5,5.2,132,84,47,52,35.6,32,788,232,123,116,16,14,ARC 20,8041.37988281,0.54437298,8041.91992188,12.56470013,0.00085058,12.56550026,910600,Carroll,{F1B57DEB-4DBA-4C08-BE11-F6C7DB075F56},
872,13057090904,13057,"Census Tract 909.04, Cherokee County",8788,723,7172,630,82.8,2.5,5852,591,67.6,3.9,1895,389,21.9,4.1,1488,458,17.2,5.1,201,153,8.3,6.2,4492,441,989,386,22,8.3,261,130,119,91,45.6,26,839,176,179,95,21,10.4,ARC 10,3080.38989258,29.48559952,3109.87988281,4.81310987,0.0460712,4.85918999,090904,Cherokee,{59AFE6ED-0DC3-4058-AEB9-F6EB9B17D377},
459,13139000600,13139,"Census Tract 6, Hall County",5676,514,4371,490,83.7,4.1,3232,426,61.9,5.2,2225,386,42.6,6,854,384,16.3,7.2,143,205,11.9,16.8,2330,318,537,275,23,11.4,117,74,49,55,41.9,39,597,239,125,94,21,13.3,ARC 20,7027.75,511.2210083,7538.97021484,10.98089981,0.798783,11.77960014,000600,Hall,{ACC807A9-CD91-4997-8768-F755F5C5AF10},
905,13057090901,13057,"Census Tract 909.01, Cherokee County",7930,551,7182,551,90.8,2.9,6511,537,82.3,3.6,1284,285,16.2,3.4,731,250,9.2,3.1,171,113,8.1,5.1,3882,349,380,153,9.8,3.8,148,80,41,41,27.7,23,970,253,139,89,14,8.4,ARC 10,5519.35009766,60.34460068,5579.70019531,8.62397957,0.0942884,8.71827984,090901,Cherokee,{F9EF26FA-6542-4391-8ADF-F7EE528BB106},
192,13067031311,13067,"Census Tract 313.11, Cobb County",9611,863,6823,670,71,2.8,3998,425,41.6,2.4,3172,616,33,5.7,2788,477,29,4.2,341,213,10.4,6.3,4545,440,1825,432,40.2,8.7,587,231,349,184,59.5,21,732,216,273,132,37,14.3,ARC 10,2023.48999023,25.65299988,2049.13989258,3.16170001,0.0400828,3.20178008,031311,Cobb,{ECB949C3-973E-4935-A596-F82B53B3984A},
245,13063040519,13063,"Census Tract 405.19, Clayton County",4047,530,3072,417,75.9,2.7,1796,290,44.4,4.2,1404,316,34.7,6.4,975,327,24.1,7.4,104,110,10,10.2,2070,299,557,228,26.9,10.3,313,165,163,109,52.1,21,431,133,133,94,31,19.6,ARC 10,388.30499268,4.67993021,392.98498535,0.606727,0.00731239,0.614039,040519,Clayton,{3C0F2C35-977F-44FC-8393-F834896404A0},
831,13089021417,13089,"Census Tract 214.17, DeKalb County",5895,619,3215,540,54.6,7.1,2255,398,38.3,5.4,1032,367,17.5,6,2672,552,45.4,8.1,648,301,36.7,15.2,3319,368,1483,379,44.7,10.3,207,147,126,114,60.9,34,545,153,415,160,76,20.1,ARC 10,466.26400757,9.61437988,475.87799072,0.72853702,0.0150225,0.743559,021417,DeKalb,{76C48121-459E-4D02-9CD6-F872BAE9D090},
837,13089023208,13089,"Census Tract 232.08, DeKalb County",6950,815,5689,646,81.9,13.4,3375,493,48.6,4.2,2835,519,40.8,5.7,1255,323,18.1,4.1,36,59,1.8,3,3002,325,740,199,24.7,6.1,383,153,285,152,74.4,26,1079,275,194,118,18,9.9,ARC 10,1151.9699707,14.55130005,1166.5300293,1.79995,0.0227364,1.82270002,023208,DeKalb,{A628841A-F1E9-4CF6-9239-F8A49D007162},
479,13121007500,13121,"Census Tract 75, Fulton County",3005,339,2263,308,75.3,5.7,1177,236,39.2,6.5,1288,228,42.9,5.9,742,148,24.7,4.1,101,57,18.3,9,1258,225,343,114,27.3,7.6,205,88,122,73,59.5,25,683,149,176,73,26,9.1,ARC 10,814.36700439,0.56265903,814.92999268,1.27244997,0.00087916,1.27332997,007500,Fulton,{0E479376-8CC9-47F8-BDBE-F8BBDEA79020},
30,13113140305,13113,"Census Tract 1403.05, Fayette County",5108,420,4655,371,91.1,10.4,4177,343,81.8,9.5,927,221,18.1,4.1,453,254,8.9,4.9,174,220,12,15.1,2042,191,220,97,10.8,4.6,135,65,17,20,12.6,14,908,227,42,38,5,4,ARC 10,6317.52001953,149.32000732,6466.83007813,9.87112999,0.23331299,10.10439968,140305,Fayette,{46C5C12E-1F86-4333-9884-F8F71E6EF987},
5,13045910101,13045,"Census Tract 9101.01, Carroll County",6224,495,4881,538,78.4,6,3195,445,51.3,5.9,2363,466,38,6.8,1343,377,21.6,5.8,227,176,13,9.7,2492,318,717,278,28.8,10.5,413,183,297,174,71.9,28,872,178,102,70,12,7.7,ARC 20,4104.14990234,16.12610054,4120.27001953,6.41273022,0.025197,6.43792009,910101,Carroll,{90767EAE-D292-4395-9083-F91BB21310CE},
562,13121007802,13121,"Census Tract 78.02, Fulton County",9897,895,7869,845,79.5,4.6,6286,845,63.5,6.3,2553,538,25.8,4.9,2028,841,20.5,8.3,133,121,5.3,4.8,4390,755,1235,742,28.1,16.2,927,276,406,269,43.8,26,1127,318,254,150,22,11.7,ARC 10,3290.75,74.43460083,3365.17993164,5.14179993,0.116304,5.25809002,007802,Fulton,{993E5A02-BA49-48AB-8843-F96BCB7AF5D7},
378,13135050538,13135,"Census Tract 505.38, Gwinnett County",7920,894,5612,591,71.1,11.1,4473,502,56.7,9.1,1652,374,20.9,4.1,2276,590,28.9,6.7,548,307,25.8,13.4,3881,413,1015,351,26.2,8.6,273,177,221,168,81,32,941,224,364,214,39,20.8,ARC 10,1227.11999512,36.38600159,1263.51000977,1.91736996,0.0568531,1.97423005,050538,Gwinnett,{D4DFFA2B-937C-469F-B005-F9D467B8BB0A},
