OBJECTID,GEOID10,County,Area_Name,Total_Population,Total_Population_MOE_2016,Planning_Region,AcresLand,AcresWater,AcresTotal,SqMi_Land,SqMi_Water,SqMi_Total,TRACTCE10,CountyName,TOT_STUDENTS_ENROLLED_SCHOOL_YR,SUBSET_STUDENTS_GRADES_PK_5,SUBSET_STUDENTS_GRADES_6_8,SUBSET_STUDENTS_GRADES_9_12,PCT_GRADES_PK_5,PCT_GRADES_6_8,PCT_GRADES_9_12,STUDENT_SERVED_BY_SPECIAL_ED,PCT_SERVED_BY_SPECIAL_ED,STUDENT_SERVED_BY_GIFTED,PCT_SERVED_BY_GIFTED,STUDENT_IS_ENGLISH_LEARNER,PCT_ENGLISH_LEARNER,CT_RETAINED_STUDTS,PCT_RETAINED_STUDTS,CT_HOMELESS_UNACCOMP_STUDTS,PCT_HOMELESS,CT_STUDTS_PARENT_ACTV_MILITARY,PCT_STUDTS_PARENT_ACTV_MILITARY,CT_MID_STUDENTS_WITHDRAW_HOME,PCT_MID_STUDENTS_WITHDRAW_HOME,CT_HS_STUDENTS_WITHDRAW_HOME,PCT_HS_STUDENTS_WITHDRAW_HOME,CT_MID_STUDENTS_WITHDRAW_DJJ,PCT_MID_STUDENTS_WITHDRAW_DJJ,CT_HS_STUDENTS_WITHDRAW_DJJ,PCT_HS_STUDENTS_WITHDRAW_DJJ,CT_STUDENTS_WITHDRAW_ANY,PCT_STUDENTS_WITHDRAW_ANY,STUDENTS_ABSENT_0_5_days,PCT_STUDENTS_ABSENT_0_5_days,STUDENTS_ABSENT_6_15_days,PCT_STUDENTS_ABSENT_6_15_days,STUDENTS_ABSENT_16_MORE_DAYS,PCT_STUDTS_ABSENT_16_MORE_DAYS,CT_STUDTS_REC_DISCIPLINE,PCT_STUDTS_ABS_REC_DISCIPLINE,CT_STUDTS_OSS_MORE_10_days,PCT_STUDTS_OSS_MORE_10_days,CT_STUDTS_ISS_MORE_10_days,PCT_STUDTS_ISS_MORE_10_days,CT_GRD3_MILES_EOG_ELA_PRO_DIS,PCT_GRD3_MILES_EOG_ELA_PRO_DIS,CT_GRD5_MILES_EOG_ELA_PRO_DIS,PCT_GRD5_MILES_EOG_ELA_PRO_DIS,CT_GRD8_MILES_EOG_ELA_PRO_DIS,PCT_GRD8_MILES_EOG_ELA_PRO_DIS,CT_GRD3_MILES_EOG_MATH_PRO_DIS,PCT_GRD3_MILES_EOG_MATH_PRO_DIS,CT_GRD5_MILES_EOG_MATH_PRO_DIS,PCT_GRD5_MILES_EOG_MATH_PRO_DIS,CT_GRD8_MILES_EOG_MATH_PRO_DIS,PCT_GRD8_MILES_EOG_Math_PRO_DIS,CT_MILES_EOC_ALGEBRA_PRO_or_DIS,PCT_MILES_EOC_ALGEBRA_PRO_DIS,DENOM_TOT_GRD3_MILES_EOG_ELA,DENOM_TOT_GRD5_MILES_EOG_ELA,DENOM_TOT_GRD8_MILES_EOG_ELA,DENOM_TOT_GRD3_MILES_EOG_MATH,DENOM_TOT_GRD5_MILES_EOG_MATH,DENOM_TOT_GRD8_MILES_EOG_MATH,DENOM_TOT_MILES_EOC_ALG_TAKERS,GlobalID,last_edited_date
169,13067030344,13067,"Census Tract 303.44, Cobb County",3780,321,ARC 10,571.79199219,5.59544992,577.38702393,0.89342499,0.00874289,0.90216702,030344,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{2014CCE3-1627-4D18-9A12-4BA213BDA4D0},
170,13067030411,13067,"Census Tract 304.11, Cobb County",3586,550,ARC 10,493.58499146,0.78085297,494.36599731,0.771227,0.00122008,0.77244699,030411,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{4B93ECF8-BAA9-4A42-96BC-57FA07A11DA8},
171,13067030412,13067,"Census Tract 304.12, Cobb County",4937,486,ARC 10,494.25900269,1.43765998,495.69699097,0.77227998,0.00224634,0.77452701,030412,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{58748321-B4C6-4A31-96CB-0508E85F2301},
172,13067030414,13067,"Census Tract 304.14, Cobb County",3303,398,ARC 10,607.24902344,4.65298986,611.90197754,0.94882703,0.0072703,0.95609701,030414,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{6C4DB978-9E47-4E13-8245-7B7199450CEF},
173,13067030413,13067,"Census Tract 304.13, Cobb County",6215,844,ARC 10,356.26098633,0,356.26098633,0.55665803,0,0.55665803,030413,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1F9A6C90-B23C-45B3-B139-F8823C3CC40C},
174,13067030239,13067,"Census Tract 302.39, Cobb County",8074,439,ARC 10,4803.79980469,24.15060043,4827.95019531,7.50593996,0.0377353,7.54367018,030239,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{700292A5-3EA8-4D82-83B5-ACBA7E38FD08},
175,13067030238,13067,"Census Tract 302.38, Cobb County",6985,615,ARC 10,2698.10009766,35.75189972,2733.85009766,4.21577978,0.0558623,4.27163982,030238,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{9715AC53-1634-4C90-9513-17EE658A44F0},
176,13067030236,13067,"Census Tract 302.36, Cobb County",4576,283,ARC 10,1294.16003418,25.99500084,1320.16003418,2.02213001,0.0406172,2.0627501,030236,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{7E56A18D-CA58-4329-BBB9-953E4872F3B6},
177,13067030407,13067,"Census Tract 304.07, Cobb County",5027,362,ARC 10,1063.09997559,5.26730013,1068.35998535,1.66109002,0.00823016,1.66930997,030407,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{7F571DCB-63F2-493A-B7F7-66C9DD5C61B3},
178,13067030408,13067,"Census Tract 304.08, Cobb County",2986,210,ARC 10,583.89300537,3.74142003,587.63397217,0.91233301,0.00584597,0.91817802,030408,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{C038E87B-FD5C-49AD-96A8-77D8D287558E},
179,13067030410,13067,"Census Tract 304.10, Cobb County",4735,660,ARC 10,1060.73999023,2.76264,1063.5,1.65741003,0.00431663,1.66172004,030410,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{215AA397-C0CF-491F-BC17-E50831006D2A},
180,13067030409,13067,"Census Tract 304.09, Cobb County",3481,247,ARC 10,905.61700439,1.59530997,907.2130127,1.41503,0.00249267,1.41752005,030409,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{89807FBB-C5A9-4B2A-A0E7-8113C526A818},
181,13067030343,13067,"Census Tract 303.43, Cobb County",4319,229,ARC 10,1120.47998047,20.31430054,1140.79003906,1.75074995,0.0317411,1.78248,030343,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{11819FB1-2F83-454B-8833-7B5B59A6D575},
182,13067030342,13067,"Census Tract 303.42, Cobb County",4657,272,ARC 10,1150.56005859,36.16070175,1186.7199707,1.79775,0.0565011,1.85424995,030342,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{B37BECC5-D7CD-4103-9B53-396E6ADCA432},
183,13067030340,13067,"Census Tract 303.40, Cobb County",3855,188,ARC 10,1059.9699707,2.35170007,1062.31994629,1.65620005,0.00367453,1.65987003,030340,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0A071912-9563-417C-B7D1-666F309E24CA},
184,13067030341,13067,"Census Tract 303.41, Cobb County",4437,234,ARC 10,1147.93005371,1.47151005,1149.40002441,1.79364002,0.00229923,1.79594004,030341,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{3AA5785F-A2EC-402B-8E53-ACC0A51067CF},
185,13067031409,13067,"Census Tract 314.09, Cobb County",5083,465,ARC 10,3489.59008789,1.15447998,3490.73999023,5.45247984,0.00180387,5.4542799,031409,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{DDD330A4-6144-44ED-A9E0-97E6B97D121A},
186,13067031408,13067,"Census Tract 314.08, Cobb County",5255,457,ARC 10,3433.82006836,8.69662952,3442.52001953,5.36534023,0.0135885,5.37894011,031408,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{54D3622D-3812-4FA9-AC67-661F2400AD38},
187,13067030107,13067,"Census Tract 301.07, Cobb County",4822,308,ARC 10,1010.19000244,0.99805897,1011.17999268,1.57842004,0.00155947,1.57997,030107,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{D8849757-E58E-4AA4-BEB6-2615E586BD30},
188,13067030106,13067,"Census Tract 301.06, Cobb County",7536,576,ARC 10,892.39697266,8.34673023,900.74298096,1.39436996,0.0130418,1.40741003,030106,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{97E2ABE0-7D00-4206-BD56-312CC011B244},
189,13067030505,13067,"Census Tract 305.05, Cobb County",7285,544,ARC 10,1290.81005859,14.84980011,1305.66003418,2.01689005,0.0232028,2.04009008,030505,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{232ABAFF-CE96-4570-BBEA-82A81C374EED},
190,13067030800,13067,"Census Tract 308, Cobb County",5605,618,ARC 10,1295.07995605,1.47448003,1296.55004883,2.02356005,0.00230388,2.02586007,030800,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{E0919652-3661-45E7-B16D-C2E7756410C8},
191,13067030902,13067,"Census Tract 309.02, Cobb County",6341,625,ARC 10,1258.63000488,0.633331,1259.27001953,1.96660995,0.00098958,1.96761,030902,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{60AC9C17-9E30-4BB9-AF02-151EEF92686D},
192,13067031311,13067,"Census Tract 313.11, Cobb County",9611,863,ARC 10,2023.48999023,25.65299988,2049.13989258,3.16170001,0.0400828,3.20178008,031311,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0D548564-339F-4665-BA4B-AC293D8F99AA},
193,13067031406,13067,"Census Tract 314.06, Cobb County",7902,819,ARC 10,1540.89001465,0,1540.89001465,2.40763998,0,2.40763998,031406,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{B917FEBF-E7D9-43C5-BE01-8175A1EC133A},
194,13067031405,13067,"Census Tract 314.05, Cobb County",8511,797,ARC 10,2500.79003906,7.97508001,2508.76000977,3.90748,0.0124611,3.91993999,031405,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{70EEEC0D-6230-4680-A8B1-24C9D361A91E},
195,13067030320,13067,"Census Tract 303.20, Cobb County",7792,507,ARC 10,2198.79003906,76.60189819,2275.39990234,3.43561006,0.11969,3.55531001,030320,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{289E754F-9B4D-4B84-9FBA-B970CF43C65F},
196,13067030318,13067,"Census Tract 303.18, Cobb County",8077,414,ARC 10,2840.35009766,83.64019775,2923.98999023,4.43804979,0.130688,4.56872988,030318,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0B21C8D9-2155-4B59-9C4A-61FEFBD001AE},
197,13067031005,13067,"Census Tract 310.05, Cobb County",5155,369,ARC 10,1251.79003906,2.2056601,1254,1.95591998,0.00344634,1.95938003,031005,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{BAAA69C0-78D6-4B74-8240-3037C359C029},
198,13067031002,13067,"Census Tract 310.02, Cobb County",10032,933,ARC 10,1168.43994141,0,1168.43994141,1.82569003,0,1.82569003,031002,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{4A4C0C64-F906-4F00-BB9A-8D3192B02B2A},
199,13067030904,13067,"Census Tract 309.04, Cobb County",6707,746,ARC 10,843.74597168,0,843.74597168,1.31834996,0,1.31834996,030904,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{05370402-D5C7-4562-88DA-FC76DB6BDCB8},
200,13067030901,13067,"Census Tract 309.01, Cobb County",7748,811,ARC 10,2635.64990234,12.50450039,2648.15991211,4.11819983,0.0195383,4.13775015,030901,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{97D73B3B-E533-4734-85CA-8C1435C1393C},
201,13067031503,13067,"Census Tract 315.03, Cobb County",10292,713,ARC 10,2851.44995117,24.5897007,2876.04003906,4.45538998,0.0384214,4.49381018,031503,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{FAFABA65-8207-48ED-B968-B49C1EAE53E5},
202,13067031307,13067,"Census Tract 313.07, Cobb County",5487,513,ARC 10,2579.82006836,3.78022003,2583.60009766,4.0309701,0.00590659,4.03688002,031307,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{DF4CB0D2-7992-4F4C-9ACD-07494A8D5281},
203,13067031308,13067,"Census Tract 313.08, Cobb County",5622,571,ARC 10,1582.36999512,4.1573,1586.5300293,2.47245002,0.00649578,2.47895002,031308,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{3859455B-3153-4275-B21C-580655A0519C},
204,13067030319,13067,"Census Tract 303.19, Cobb County",4161,254,ARC 10,1705.23999023,160.26600647,1865.5,2.66443992,0.25041601,2.91483998,030319,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{43372656-199A-42CA-A1F3-47D54D612F28},
205,13067030333,13067,"Census Tract 303.33, Cobb County",5865,376,ARC 10,1886.16003418,24.69199944,1910.84997559,2.94711995,0.0385812,2.98569989,030333,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{F332B6FA-D75D-4F0A-AC53-C15AC47FCECA},
206,13067030332,13067,"Census Tract 303.32, Cobb County",3447,231,ARC 10,886.36199951,15.80189991,902.16400146,1.38494003,0.0246905,1.40962994,030332,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{DD97FABC-C57F-4806-9DF0-0A0DA7223D2B},
207,13067030335,13067,"Census Tract 303.35, Cobb County",4699,199,ARC 10,1277.86999512,27.74080086,1305.61999512,1.99667001,0.043345,2.04003,030335,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{5AAE70FB-1AF6-4AC2-9DA5-BBBAAA639090},
208,13067031106,13067,"Census Tract 311.06, Cobb County",8535,860,ARC 10,2153.34008789,68.05380249,2221.39990234,3.36458993,0.106334,3.47094011,031106,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{A61C6571-B673-441D-88FF-C23AD4DCE690},
209,13067030331,13067,"Census Tract 303.31, Cobb County",5929,276,ARC 10,1556.82995605,21.49419975,1578.31994629,2.43254995,0.0335847,2.46613002,030331,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{603154D9-E1F2-4DB6-A993-E8FCDB5F17E5},
210,13067030322,13067,"Census Tract 303.22, Cobb County",3351,202,ARC 10,909.09399414,13.64099979,922.73498535,1.42045999,0.0213141,1.44176996,030322,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{9DB5EAB6-DB7D-452B-AEA8-9BD2F9EDD875},
211,13067031112,13067,"Census Tract 311.12, Cobb County",5276,342,ARC 10,1009.51000977,0,1009.51000977,1.57736003,0,1.57736003,031112,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{85FCFC08-D1C0-4565-81C6-2A49FA42B9B1},
212,13067030504,13067,"Census Tract 305.04, Cobb County",6678,745,ARC 10,1630.60998535,9.3759203,1639.98999023,2.5478301,0.0146499,2.56247997,030504,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{552E1A8A-2524-447F-83B5-888B7D350241},
213,13067030327,13067,"Census Tract 303.27, Cobb County",4547,225,ARC 10,1194.55004883,5.39801979,1199.94995117,1.86647999,0.00843441,1.87492001,030327,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{BDC7F594-B2CF-41D6-B08E-C0CFADA58C88},
214,13067030329,13067,"Census Tract 303.29, Cobb County",4471,224,ARC 10,1045.2800293,10.83310032,1056.10998535,1.63325,0.0169267,1.65016997,030329,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{FD3D5A6F-08B3-48D8-96A0-DA66150EADDE},
215,13067030339,13067,"Census Tract 303.39, Cobb County",5819,591,ARC 10,1028.91003418,97.1957016,1126.10998535,1.60766995,0.151868,1.75954998,030339,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{F0C0272B-54EA-45DD-8CDB-263372A35E8C},
216,13067030314,13067,"Census Tract 303.14, Cobb County",8172,477,ARC 10,1965.81005859,13.63479996,1979.43994141,3.07157993,0.0213044,3.09288001,030314,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{FD893752-859A-4918-9CB1-78227C364511},
217,13067030336,13067,"Census Tract 303.36, Cobb County",7221,340,ARC 10,1840.57995605,54.75090027,1895.32995605,2.87591004,0.0855483,2.9614501,030336,Cobb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{5158F827-3514-4338-8296-EBB7689F7070},
218,13063040411,13063,"Census Tract 404.11, Clayton County",12910,1236,ARC 10,4462.83007813,20.95999908,4483.79003906,6.9731698,0.03275,7.00591993,040411,Clayton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{6877DA13-91C9-4ED9-BF26-0784ACA4AE2D},
219,13063040512,13063,"Census Tract 405.12, Clayton County",5671,677,ARC 10,1111.52001953,6.43709993,1117.94995117,1.73675001,0.010058,1.74679995,040512,Clayton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{C8F082D6-9323-4C7D-8EE0-A67B8353AF98},
220,13063040608,13063,"Census Tract 406.08, Clayton County",10777,814,ARC 10,10597.20019531,534.97698975,11132.20019531,16.55809975,0.83590198,17.39410019,040608,Clayton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{F4D58525-1A3F-42C4-B7D8-D6143D5972F2},
221,13063040614,13063,"Census Tract 406.14, Clayton County",4323,413,ARC 10,2940.91992188,510.85800171,3451.7800293,4.59519005,0.79821599,5.39341021,040614,Clayton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{8F37A293-289E-433A-9CD1-6F94590717D5},
222,13063040606,13063,"Census Tract 406.06, Clayton County",3631,473,ARC 10,5977.37988281,189.45199585,6166.83007813,9.33965969,0.29601899,9.63566971,040606,Clayton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{F0A56DC7-7D56-449E-95EB-EE33761D59C5},
223,13063040612,13063,"Census Tract 406.12, Clayton County",6906,694,ARC 10,1748.27001953,5.19340992,1753.4699707,2.7316699,0.0081147,2.73979998,040612,Clayton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{7A0BEB13-57E8-4587-BF08-CF65D4C6C60A},
224,13063040609,13063,"Census Tract 406.09, Clayton County",6079,680,ARC 10,2292.25,24.9151001,2317.15991211,3.58164001,0.0389298,3.62055993,040609,Clayton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{8BFAAE3E-61A5-4E1F-BCD4-6DE6A98C0055},
225,13063040412,13063,"Census Tract 404.12, Clayton County",7989,893,ARC 10,1968.68994141,10.8664999,1979.55004883,3.07608008,0.0169789,3.09305,040412,Clayton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{7C49955D-D6F3-44D1-8E7A-0F1A809B0F6D},
226,13063040413,13063,"Census Tract 404.13, Clayton County",6979,663,ARC 10,1340.7800293,18.37599945,1359.15002441,2.09496999,0.0287125,2.1236701,040413,Clayton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{C45C7AA3-9255-4E96-B333-21E2CB6970DB},
227,13063040613,13063,"Census Tract 406.13, Clayton County",8336,624,ARC 10,3335.14990234,40.91519928,3376.07006836,5.2111702,0.06393,5.27510977,040613,Clayton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{F6BA178B-63AD-4D40-B90E-1959B78ADB7C},
228,13063040408,13063,"Census Tract 404.08, Clayton County",8617,809,ARC 10,1611.54003906,30.0128994,1641.55004883,2.51802993,0.0468952,2.56491995,040408,Clayton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{53B758EF-4F97-4950-8963-E7CA38E29D34},
229,13063040409,13063,"Census Tract 404.09, Clayton County",5696,576,ARC 10,922.60302734,2.62598991,925.22900391,1.44157004,0.00410311,1.44567001,040409,Clayton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{E993D0B3-42B2-4194-A5CF-F148B159F934},
230,13063040410,13063,"Census Tract 404.10, Clayton County",6939,941,ARC 10,5498.87988281,24.71619987,5523.60009766,8.59200001,0.0386191,8.63062,040410,Clayton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{A450F62C-3256-4E6C-BEDA-E26FF90DF1D7},
231,13063040303,13063,"Census Tract 403.03, Clayton County",6396,794,ARC 10,1474.30004883,6.41683006,1480.70996094,2.30359006,0.0100263,2.31361008,040303,Clayton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{FCB8F6D4-48DF-4EAF-8AE5-60D3AF7777D3},
232,13063040302,13063,"Census Tract 403.02, Clayton County",5444,536,ARC 10,1406.20996094,17.28160095,1423.48999023,2.19720006,0.0270025,2.22420001,040302,Clayton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{685594B6-BEA5-4DA2-8605-74F27152B03E},
233,13063040611,13063,"Census Tract 406.11, Clayton County",6683,849,ARC 10,1512.82995605,14.83030033,1527.66003418,2.36380005,0.0231723,2.38697004,040611,Clayton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{46651FF2-B068-4F39-9B99-35A955BEBFF4},
234,13063040407,13063,"Census Tract 404.07, Clayton County",3691,510,ARC 10,2224.32006836,21.03680038,2245.36010742,3.47550011,0.03287,3.50837994,040407,Clayton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{998A0E76-F937-4A84-AE18-FF3668D4F2F3},
235,13063040510,13063,"Census Tract 405.10, Clayton County",3389,431,ARC 10,751.44702148,1.90988004,753.35699463,1.17413998,0.00298419,1.17711997,040510,Clayton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{457BF35A-5D96-4520-ACBB-859C05910A5D},
236,13063040514,13063,"Census Tract 405.14, Clayton County",7490,576,ARC 10,1174.79003906,30.57979965,1205.36999512,1.83561003,0.0477809,1.88338995,040514,Clayton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{A2BA5BCA-2CB2-40E2-938F-43FA111026D1},
237,13063040307,13063,"Census Tract 403.07, Clayton County",4556,526,ARC 10,757.51599121,8.01066017,765.52697754,1.18361998,0.0125167,1.19614005,040307,Clayton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{7898FB8E-8D72-46C8-A9D1-81D0B127BFBE},
238,13063980000,13063,"Census Tract 9800, Clayton County",0,13,ARC 10,3650.27001953,0.66199499,3650.92993164,5.70354986,0.00103437,5.70457983,980000,Clayton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{DAEE634C-BF3C-415A-B29E-08147FFA94B6},
239,13063040622,13063,"Census Tract 406.22, Clayton County",8472,842,ARC 10,2036.93005371,30.02449989,2066.94995117,3.18269992,0.0469133,3.22960997,040622,Clayton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0BFE86A7-0B1D-4200-B677-69D510D0E55A},
