OBJECTID,TRACTCE10,GEOID10,NAME10,PLNG_REGIO,last_edited_date,Total_housing_units,Occupied_housing_units,Percent_Occupied_housing_units,Vacant_housing_units,Percent_Vacant_housing_units,Homeowner_vacancy_rate,Rental_vacancy_rate,One_unit_detatched_housing_unit,Housing_units_built_since_2000,Owner_occupied_housing_units,Renter_occupied_housing_units,GlobalID,Pop_Chng_per_SqMi_2000_2010,Percent_1Unit_Detached,Pct_Units_Built_Since_2000,Units_Built_1980_to_1999,Units_Built_1979_or_Earlier,Pct_Units_Built_1979_or_Earlier,Pct_Owner_Occ_HousUnits,Pct_Renter_Occ_Units
672,000203,13139000203,2.03,ARC 20,2015-05-21T19:06:01.000Z,1667,1542,92.5,125,7.5,0.5,8.5,1416,392,1230,312,{3DD9C31F-5388-45AE-9255-07F61AF538DF},39.9,84.9,23.5,683,592,35.5,79.8,20.2
673,000204,13139000204,2.04,ARC 20,2015-05-21T19:06:01.000Z,1671,1525,91.3,146,8.7,2.1,0,1531,469,1364,161,{86D14BB9-93AF-4F19-89EE-475415AF21DE},27.8,91.6,28.1,770,432,25.9,89.4,10.6
674,160100,13255160100,1601,ARC 20,2015-05-21T19:06:01.000Z,2074,1874,90.4,200,9.6,2.5,6.2,1490,357,1376,498,{7A4B357B-029A-4F5E-8411-312265AEC28F},11.6,71.8,17.2,968,749,36.1,73.4,26.6
675,160200,13255160200,1602,ARC 20,2015-05-21T19:06:01.000Z,2452,2233,91.1,219,8.9,4.4,6.5,1838,982,1711,522,{D9940483-6DEC-4C0E-9D01-2A0BF0FA2A7E},43.8,75,40,832,638,26,76.6,23.4
676,161000,13255161000,1610,ARC 20,2015-05-21T19:06:01.000Z,2143,1886,88,257,12,0,1.9,1776,583,1632,254,{24CBD78D-0073-46A3-BB9D-49A395320AEF},13.3,82.9,27.2,848,712,33.2,86.5,13.5
677,161200,13255161200,1612,ARC 20,2015-05-21T19:06:01.000Z,3639,3377,92.8,262,7.2,4,3.5,2535,456,2234,1143,{B2758619-BEEF-44DC-8E85-481A2784B642},47.9,69.7,12.5,1240,1943,53.4,66.2,33.8
678,161100,13255161100,1611,ARC 20,2015-05-21T19:06:01.000Z,2059,1824,88.6,235,11.4,3.3,14.7,1711,193,1388,436,{A3543A78-F87B-4490-B611-65A48D1D1AE4},89.1,83.1,9.4,335,1531,74.4,76.1,23.9
679,160900,13255160900,1609,ARC 20,2015-05-21T19:06:01.000Z,1123,925,82.4,198,17.6,7.5,16.5,972,8,468,457,{6B5C86E4-CEDA-40CB-8F8E-E662FCB34FE8},-79,86.6,0.7,279,836,74.4,50.6,49.4
680,160800,13255160800,1608,ARC 20,2015-05-21T19:06:01.000Z,1977,1458,73.7,519,26.3,20.1,15.3,1357,80,239,1219,{7E432EBB-FC50-429C-8E5C-4D252C2E6E30},-115.8,68.6,4,596,1301,65.8,16.4,83.6
681,160700,13255160700,1607,ARC 20,2015-05-21T19:06:01.000Z,3030,2399,79.2,631,20.8,10.1,10.5,1948,936,1320,1079,{254C6175-E3A0-4B1F-8997-FD382B921CEB},129.6,64.3,30.9,1052,1042,34.4,55,45
682,160500,13255160500,1605,ARC 20,2015-05-21T19:06:01.000Z,2821,2667,94.5,154,5.5,0,13.7,2275,721,1695,972,{8E6DBF8E-5407-4404-AAA1-5286842336D2},125.1,80.6,25.6,1234,866,30.7,63.6,36.4
683,160400,13255160400,1604,ARC 20,2015-05-21T19:06:01.000Z,2402,1735,72.2,667,27.8,17.3,14.9,1709,135,682,1053,{A121D012-0E95-4C31-A8E7-B89E9509B5A8},-133.3,71.1,5.6,220,2047,85.2,39.3,60.7
684,160300,13255160300,1603,ARC 20,2015-05-21T19:06:01.000Z,1479,1138,76.9,341,23.1,3.8,18.9,1075,266,586,552,{0B9EE014-125D-44DB-9EED-E3BB5B2BDE1E},0.1,72.7,18,260,953,64.4,51.5,48.5
685,160600,13255160600,1606,ARC 20,2015-05-21T19:06:01.000Z,1594,1481,92.9,113,7.1,0,0,1266,211,1183,298,{A4D0B1CC-CE80-4E87-AD8D-B63F48D62D3E},8.6,79.4,13.2,633,750,47.1,79.9,20.1
686,080102,13097080102,801.02,ARC 10,2015-05-21T19:06:01.000Z,3267,2910,89.1,357,10.9,4.8,5.4,1285,1849,1230,1680,{E9615A1A-9895-4D23-8FB6-5995A5163ECE},296.1,39.3,56.6,1028,390,11.9,42.3,57.7
687,080602,13097080602,806.02,ARC 10,2015-05-21T19:06:01.000Z,2073,1905,91.9,168,8.1,5.1,9,1886,716,1611,294,{27C3DF3A-0A08-4CC4-BF3A-841214017181},145.6,91,34.5,755,602,29,84.6,15.4
688,080508,13097080508,805.08,ARC 10,2015-05-21T19:06:01.000Z,2445,2211,90.4,234,9.6,3.3,9.5,1335,308,989,1222,{05F93A2A-500C-4A21-82C1-729048DBAA1C},16.4,54.6,12.6,1422,715,29.2,44.7,55.3
689,080510,13097080510,805.10,ARC 10,2015-05-21T19:06:01.000Z,2454,2306,94,148,6,3.4,0,2292,848,2005,301,{285C8AAA-1AB3-4200-AE2F-B7429A3EA0B4},365.3,93.4,34.6,877,729,29.7,86.9,13.1
690,080509,13097080509,805.09,ARC 10,2015-05-21T19:06:01.000Z,1989,1700,85.5,289,14.5,7.7,4,1949,417,1494,206,{41D5C9FF-7911-4CFD-8599-08754C4F15D5},338.8,98,21,1139,433,21.8,87.9,12.1
691,170602,13077170602,1706.02,ARC 20,2015-05-21T19:06:01.000Z,3257,3129,96.1,128,3.9,0,0,2889,2746,2627,502,{A27EA3E8-753E-477D-9DCE-D5F182A37260},1849.5,88.7,84.3,397,114,3.5,84,16
692,170503,13077170503,1705.03,ARC 20,2015-05-21T19:06:01.000Z,2222,2085,93.8,137,6.2,0.2,8.6,1940,1035,1546,539,{869D40D1-FA5D-414F-8ED0-D0AE2CCCBD3F},84.1,87.3,46.6,670,517,23.3,74.1,25.9
693,170501,13077170501,1705.01,ARC 20,2015-05-21T19:06:01.000Z,2393,2280,95.3,113,4.7,2.2,1.1,2207,783,1928,352,{9AB06A44-BCC3-4D19-BBA9-BFB0C3F51E6F},31.6,92.2,32.7,918,692,28.9,84.6,15.4
694,170406,13077170406,1704.06,ARC 20,2015-05-21T19:06:01.000Z,1256,1256,100,0,0,0,0,1195,173,1182,74,{2EFF7CCA-164C-428B-84D0-03AD094946EB},113.3,95.1,13.8,953,130,10.4,94.1,5.9
695,170305,13077170305,1703.05,ARC 20,2015-05-21T19:06:01.000Z,3872,3548,91.6,324,8.4,0,6,1566,1718,1065,2483,{3737F60D-2425-47D5-8327-B7C17C23D7BE},349.9,40.4,44.4,1101,1053,27.2,30,70
696,170601,13077170601,1706.01,ARC 20,2015-05-21T19:06:01.000Z,3006,2554,85,452,15,6.7,6.7,2234,802,1157,1397,{4ECCEC82-3CCA-4F60-8047-6C77618C8B92},165.9,74.3,26.7,817,1387,46.1,45.3,54.7
697,170603,13077170603,1706.03,ARC 20,2015-05-21T19:06:01.000Z,1961,1903,97,58,3,1.4,0,1887,496,1643,260,{DD67F346-06E2-4021-87F9-C58CFE806A5A},75.5,96.2,25.3,1275,190,9.7,86.3,13.7
698,170502,13077170502,1705.02,ARC 20,2015-05-21T19:06:01.000Z,2250,2081,92.5,169,7.5,0,0,2121,891,1874,207,{08788E59-AEE9-49C9-811D-98E6ACF35214},69,94.3,39.6,1193,166,7.4,90.1,9.9
699,170405,13077170405,1704.05,ARC 20,2015-05-21T19:06:01.000Z,2542,2507,98.6,35,1.4,0,0,2397,535,2302,205,{279CE7A3-8153-45E6-A34F-5256D9B9EA77},153.8,94.3,21,1892,115,4.5,91.8,8.2
700,170404,13077170404,1704.04,ARC 20,2015-05-21T19:06:01.000Z,2180,2130,97.7,50,2.3,1.4,0,2117,519,1985,145,{7BC6DF76-6CBF-4525-A0D6-FC6BAB2412A5},90.3,97.1,23.8,1545,116,5.3,93.2,6.8
701,170403,13077170403,1704.03,ARC 20,2015-05-21T19:06:01.000Z,1458,1335,91.6,123,8.4,2.3,0,1310,907,1090,245,{D6FD2535-A19D-4599-A268-F00E1E0F00C9},108.8,89.8,62.2,447,104,7.1,81.6,18.4
702,170306,13077170306,1703.06,ARC 20,2015-05-21T19:06:01.000Z,3573,3150,88.2,423,11.8,3.8,16.4,2046,1012,1771,1379,{4F943F3F-8C10-400C-A3FD-C073429B2632},430.1,57.3,28.3,2180,381,10.7,56.2,43.8
703,080603,13097080603,806.03,ARC 10,2015-05-21T19:06:01.000Z,2298,2020,87.9,278,12.1,5.3,13.7,2077,706,1712,308,{7112AC51-720E-47B3-85D1-724EB600DC8B},316.7,90.4,30.7,862,730,31.8,84.8,15.2
704,080511,13097080511,805.11,ARC 10,2015-05-21T19:06:01.000Z,3063,2914,95.1,149,4.9,1.7,3.9,2979,1411,2494,420,{2A625E6D-BFD2-4E6D-92E7-9D086575A6E8},291.3,97.3,46.1,1183,469,15.3,85.6,14.4
705,080304,13097080304,803.04,ARC 10,2015-05-21T19:06:01.000Z,2425,2060,84.9,365,15.1,0,16.5,854,641,868,1192,{9C70A6CE-AA35-4907-A82A-DD93D4EF8493},229,35.2,26.4,777,1007,41.5,42.1,57.9
706,080404,13097080404,804.04,ARC 10,2015-05-21T19:06:01.000Z,2942,2688,91.4,254,8.6,5.3,0,2389,1714,2212,476,{43CBEC5E-43C2-4C96-ABD0-DDCB34DDB55E},190.8,81.2,58.3,573,655,22.3,82.3,17.7
707,080303,13097080303,803.03,ARC 10,2015-05-21T19:06:01.000Z,1566,1151,73.5,415,26.5,0,15.6,1043,251,603,548,{D8C64F04-84E1-46C3-A8D6-D70B3D9B6F0D},-72,66.6,16,642,673,43,52.4,47.6
708,080403,13097080403,804.03,ARC 10,2015-05-21T19:06:01.000Z,1746,1746,100,0,0,0,0,1705,786,1524,222,{CFF0EC6A-0551-486D-9A19-C5464043384E},139.6,97.7,45,608,352,20.2,87.3,12.7
709,080103,13097080103,801.03,ARC 10,2015-05-21T19:06:01.000Z,3490,3021,86.6,469,13.4,1.7,9.7,922,685,768,2253,{86F419E9-1729-442B-BAF1-9F3149FD6A16},60.3,26.4,19.6,1899,906,26,25.4,74.6
710,080604,13097080604,806.04,ARC 10,2015-05-21T19:06:01.000Z,3116,2856,91.7,260,8.3,0,0,3078,1307,2390,466,{C141BE2D-8B0A-40EA-AFE0-16C0C7C94670},331.2,98.8,41.9,1127,682,21.9,83.7,16.3
711,170304,13077170304,1703.04,ARC 20,2015-05-21T19:06:01.000Z,2495,2338,93.7,157,6.3,0,13.4,2146,711,1848,490,{75DD2821-B766-42F5-8071-D9960C2F628C},159.4,86,28.5,1188,596,23.9,79,21
712,170303,13077170303,1703.03,ARC 20,2015-05-21T19:06:01.000Z,1878,1780,94.8,98,5.2,0,0,1805,899,1722,58,{813D6817-4F70-4424-B371-2CC68D97C98C},87.2,96.1,47.9,828,151,8,96.7,3.3
713,170802,13077170802,1708.02,ARC 20,2015-05-21T19:06:01.000Z,1822,1697,93.1,125,6.9,0,10.3,1715,493,1409,288,{499177EC-5BFA-46BF-BF30-2DC168973E60},27.6,94.1,27.1,803,526,28.9,83,17
714,170801,13077170801,1708.01,ARC 20,2015-05-21T19:06:01.000Z,2160,2034,94.2,126,5.8,0,3.1,1909,1053,1628,406,{79388104-3DA3-4DED-9127-7D394A8EE747},40.5,88.4,48.8,579,528,24.4,80,20
715,170700,13077170700,1707,ARC 20,2015-05-21T19:06:01.000Z,3062,2711,88.5,351,11.5,1.8,14.7,2589,551,1519,1192,{70839D2C-D3B7-4FBB-80EB-7A58B4D66446},27.2,84.6,18,737,1774,57.9,56,44
716,170402,13077170402,1704.02,ARC 20,2015-05-21T19:06:01.000Z,3249,3150,97,99,3,0,0,2871,906,2646,504,{32E84532-FDCC-48CA-9F2F-6CD56DBF53E9},144.4,88.4,27.9,1946,397,12.2,84,16
717,170200,13077170200,1702,ARC 20,2015-05-21T19:06:01.000Z,2990,2574,86.1,416,13.9,7,3.6,2496,762,1698,876,{8FD5E0B9-96C1-4D06-99DE-B698B950842F},41.1,83.5,25.5,641,1587,53.1,66,34
718,170100,13077170100,1701,ARC 20,2015-05-21T19:06:01.000Z,2851,2670,93.7,181,6.3,0,0,2602,767,2286,384,{47923F74-8045-4A0D-86E5-A880A4EF219C},13.2,91.3,26.9,1438,646,22.7,85.6,14.4
719,080201,13097080201,802.01,ARC 10,2015-05-21T19:06:01.000Z,2214,1944,87.8,270,12.2,5,0,1860,455,1685,259,{5349B300-6B5A-46D2-97DA-DF7F615B993A},185.1,84,20.6,918,841,38,86.7,13.3
720,080506,13097080506,805.06,ARC 10,2015-05-21T19:06:01.000Z,2041,1846,90.4,195,9.6,6,7.2,1816,362,1483,363,{ADEEDC89-5A97-464B-9D60-C6110D920928},84.8,89,17.7,642,1037,50.8,80.3,19.7
721,080505,13097080505,805.05,ARC 10,2015-05-21T19:06:01.000Z,1816,1711,94.2,105,5.8,2.9,0,1425,446,907,804,{6881F49F-5951-46BD-B04D-C1769A0DEBF0},224.7,78.5,24.6,549,821,45.2,53,47
722,080202,13097080202,802.02,ARC 10,2015-05-21T19:06:01.000Z,3696,3406,92.2,290,7.8,4,5.7,2371,1217,2204,1202,{33B7FB16-4BF5-4637-A9AD-62CBFD87461D},382.2,64.2,32.9,1405,1074,29.1,64.7,35.3
723,080507,13097080507,805.07,ARC 10,2015-05-21T19:06:01.000Z,1326,1185,89.4,141,10.6,5.4,0,1259,516,967,218,{7ADA399D-5267-47DF-BA8E-EE1E6AD7C673},119.2,94.9,38.9,424,386,29.1,81.6,18.4
724,080402,13097080402,804.02,ARC 10,2015-05-21T19:06:01.000Z,3032,2799,92.3,233,7.7,3.5,0,2951,1270,2528,271,{1157B652-010A-4EE0-9C28-AF9931AD9413},72.1,97.3,41.9,1187,575,19,90.3,9.7
725,080301,13097080301,803.01,ARC 10,2015-05-21T19:06:01.000Z,4567,3916,85.7,651,14.3,1,11.2,3454,1979,2640,1276,{A2205382-8E78-43D6-97CA-93A9E8BB4E28},536.9,75.6,43.3,1508,1080,23.6,67.4,32.6
726,980000,13089980000,9800,ARC 10,2015-05-21T19:06:01.000Z,0,0,,0,,0,0,0,0,0,0,{C635E6EF-12B7-4085-8B5B-A96362229780},,,,0,0,,,
727,023428,13089023428,234.28,ARC 10,2015-05-21T19:06:01.000Z,4542,3607,79.4,935,20.6,9.2,12.8,1114,1723,1221,2386,{F7D9BDA0-92F3-4386-AE99-4AA6A89598F7},633,24.5,37.9,1357,1462,32.2,33.9,66.1
728,023426,13089023426,234.26,ARC 10,2015-05-21T19:06:01.000Z,1677,1551,92.5,126,7.5,3,5.8,1617,594,1404,147,{724FE6E8-A70F-4A0A-8313-D556D8A534D8},405.7,96.4,35.4,747,336,20,90.5,9.5
729,021502,13089021502,215.02,ARC 10,2015-05-21T19:06:01.000Z,2608,2478,95,130,5,0,8,1028,297,1185,1293,{CB2DE101-962D-414F-B5AE-42B4669C402C},117.1,39.4,11.4,1030,1281,49.1,47.8,52.2
730,022302,13089022302,223.02,ARC 10,2015-05-21T19:06:01.000Z,2139,1993,93.2,146,6.8,0,4.1,1112,35,974,1019,{0DE1AA84-9409-43E5-A89A-A235A76A4994},-18.6,52,1.6,692,1412,66,48.9,51.1
731,022007,13089022007,220.07,ARC 10,2015-05-21T19:06:01.000Z,1514,1260,83.2,254,16.8,4.5,12.6,275,31,190,1070,{0F235EE8-4F19-415A-90D2-FDB4EE9021E3},-450,18.2,2,470,1013,66.9,15.1,84.9
732,021602,13089021602,216.02,ARC 10,2015-05-21T19:06:01.000Z,2213,1879,84.9,334,15.1,2.5,9.2,880,234,1056,823,{3B6BCB98-5903-45AF-A1FC-B31492481048},377.5,39.8,10.6,502,1477,66.7,56.2,43.8
733,023803,13089023803,238.03,ARC 10,2015-05-21T19:06:01.000Z,2163,1902,87.9,261,12.1,3.1,10.7,2118,202,1449,453,{9A98C80C-F085-43FF-9BFF-3C4EB3D853A3},-439.5,97.9,9.3,396,1565,72.4,76.2,23.8
734,022402,13089022402,224.02,ARC 10,2015-05-21T19:06:01.000Z,986,706,71.6,280,28.4,24.7,21.2,157,88,146,560,{C72C56FE-6A0F-41B9-BEAC-4D48095D0B67},1050.8,15.9,8.9,292,606,61.5,20.7,79.3
735,022700,13089022700,227,ARC 10,2015-05-21T19:06:01.000Z,1801,1654,91.8,147,8.2,4.7,0,1336,159,1106,548,{D9680C3B-0746-4E2A-8579-5C54DFAED978},392.2,74.2,8.8,89,1553,86.2,66.9,33.1
736,022403,13089022403,224.03,ARC 10,2015-05-21T19:06:01.000Z,1560,1463,93.8,97,6.2,0,0,1349,153,1215,248,{9D3827E9-8CE1-466C-9094-B5664361588D},15.8,86.5,9.8,172,1235,79.2,83,17
737,023425,13089023425,234.25,ARC 10,2015-05-21T19:06:01.000Z,2198,1896,86.3,302,13.7,0,6.3,1782,478,1417,479,{0608031D-3A87-41AC-9D31-CA856DCAAC7C},211,81.1,21.7,1160,560,25.5,74.7,25.3
738,022204,13089022204,222.04,ARC 10,2015-05-21T19:06:01.000Z,3088,2565,83.1,523,16.9,21.2,10.4,1343,403,736,1829,{F2B74174-02D0-4F4C-8990-73C1350B5557},323.8,43.5,13.1,1103,1582,51.2,28.7,71.3
739,023423,13089023423,234.23,ARC 10,2015-05-21T19:06:01.000Z,3472,2885,83.1,587,16.9,2.9,19.6,2566,1353,2189,696,{F4E4A69E-A740-4DF7-89EB-F612F225324B},372.7,73.9,39,952,1167,33.6,75.9,24.1
740,023419,13089023419,234.19,ARC 10,2015-05-21T19:06:01.000Z,3289,2975,90.5,314,9.5,6.7,0,3154,1557,2383,592,{23CBA989-8DB7-4AD9-A636-D9CFDBB7B164},551.5,95.9,47.3,1297,435,13.2,80.1,19.9
741,023312,13089023312,233.12,ARC 10,2015-05-21T19:06:01.000Z,3606,3222,89.4,384,10.6,4.3,23.3,3104,1017,2759,463,{A1A0D02E-9A61-4146-8FF1-CE3B7A6610C6},627.1,86.1,28.2,2050,539,14.9,85.6,14.4
742,023311,13089023311,233.11,ARC 10,2015-05-21T19:06:01.000Z,1558,1339,85.9,219,14.1,4.2,26.9,1503,445,1070,269,{8BC38BEF-1B0A-4EC7-B658-60EF43CC337B},257.9,96.5,28.6,715,398,25.5,79.9,20.1
743,023213,13089023213,232.13,ARC 10,2015-05-21T19:06:01.000Z,2030,1861,91.7,169,8.3,0,8.6,1404,655,1120,741,{8A7FC76C-0612-4F2A-BF13-253575F2B320},793,69.2,32.3,880,495,24.4,60.2,39.8
744,022301,13089022301,223.01,ARC 10,2015-05-21T19:06:01.000Z,3048,2935,96.3,113,3.7,4.5,0,1626,182,1445,1490,{E23AE1F0-17BE-42C3-B4AF-A0CA385D36E1},274.4,53.3,6,612,2254,74,49.2,50.8
745,023602,13089023602,236.02,ARC 10,2015-05-21T19:06:01.000Z,1035,828,80,207,20,4.8,0,919,46,575,253,{4B2BD4F6-DB55-4B77-B672-9A769FEB8AD6},-543.6,88.8,4.4,76,913,88.2,69.4,30.6
746,023504,13089023504,235.04,ARC 10,2015-05-21T19:06:01.000Z,1578,1250,79.2,328,20.8,4,11.6,703,31,389,861,{5562F46F-7438-496F-8B24-B76DD6B7D8BB},-1242.5,44.6,2,92,1455,92.2,31.1,68.9
747,023411,13089023411,234.11,ARC 10,2015-05-21T19:06:01.000Z,1548,1328,85.8,220,14.2,8.9,11.1,1286,55,936,392,{78B7A850-B392-4630-91DE-FA33D322A5EB},-717.3,83.1,3.6,230,1263,81.6,70.5,29.5
748,023410,13089023410,234.10,ARC 10,2015-05-21T19:06:01.000Z,2060,1371,66.6,689,33.4,3.7,20.9,441,452,446,925,{3CA9721C-C556-4378-AA91-04C1936DAD4C},-563.1,21.4,21.9,448,1160,56.3,32.5,67.5
749,023501,13089023501,235.01,ARC 10,2015-05-21T19:06:01.000Z,1523,1145,75.2,378,24.8,8.1,23.3,1013,140,508,637,{FDD0488B-3C51-4F69-8058-4715C33EBC12},-153.3,66.5,9.2,229,1154,75.8,44.4,55.6
750,023114,13089023114,231.14,ARC 10,2015-05-21T19:06:01.000Z,903,870,96.3,33,3.7,4.4,0,889,21,715,155,{6E1656FA-B356-4E48-97A2-0B8F0B77960C},-283.3,98.4,2.3,285,597,66.1,82.2,17.8
751,023112,13089023112,231.12,ARC 10,2015-05-21T19:06:01.000Z,2468,1830,74.1,638,25.9,0,14.2,361,33,307,1523,{3BA998EE-16D9-4D4E-A9BF-3AFF8CE3444E},-1778,14.6,1.3,642,1793,72.6,16.8,83.2
752,021912,13089021912,219.12,ARC 10,2015-05-21T19:06:01.000Z,1359,1300,95.7,59,4.3,4.5,0,1359,93,1238,62,{CE395831-3138-477D-BB17-175549C967F4},-25.2,100,6.8,509,757,55.7,95.2,4.8
753,021910,13089021910,219.10,ARC 10,2015-05-21T19:06:01.000Z,2207,1792,81.2,415,18.8,2.7,18.4,1078,310,1239,553,{EAA970C7-854F-465B-AB7D-1F21790878CC},185.7,48.8,14,1234,663,30,69.1,30.9
754,021604,13089021604,216.04,ARC 10,2015-05-21T19:06:01.000Z,1320,1286,97.4,34,2.6,0,0,1130,195,1273,13,{BE042333-A6B0-453C-A74F-1E6184F8A388},231.5,85.6,14.8,217,908,68.8,99,1
755,021504,13089021504,215.04,ARC 10,2015-05-21T19:06:01.000Z,2904,2486,85.6,418,14.4,7.1,4.9,908,404,945,1541,{4CB2B85F-EB9F-4B99-9C77-486621E0CCE2},213.3,31.3,13.9,1586,914,31.5,38,62
756,021503,13089021503,215.03,ARC 10,2015-05-21T19:06:01.000Z,1808,1563,86.4,245,13.6,0,14.4,530,110,582,981,{2FA2F60A-A4EB-4FE0-AE2C-617CFBE98B94},-18.6,29.3,6.1,297,1401,77.5,37.2,62.8
757,023107,13089023107,231.07,ARC 10,2015-05-21T19:06:01.000Z,2068,1621,78.4,447,21.6,0,21,1888,72,967,654,{D2269F81-9224-4126-8151-676D75D7E8F4},-812.1,91.3,3.5,271,1725,83.4,59.7,40.3
758,023418,13089023418,234.18,ARC 10,2015-05-21T19:06:01.000Z,7400,6437,87,963,13,2.2,12.2,5248,4540,4425,2012,{D8026244-5C75-4760-9F99-B835A8D78B67},496.4,70.9,61.4,1179,1681,22.7,68.7,31.3
759,023101,13089023101,231.01,ARC 10,2015-05-21T19:06:01.000Z,2035,1558,76.6,477,23.4,3.7,15.1,1640,270,1032,526,{61A140CA-C58D-4792-BD8C-9A30E7005318},-695,80.6,13.3,166,1599,78.6,66.2,33.8
760,022401,13089022401,224.01,ARC 10,2015-05-21T19:06:01.000Z,2068,1932,93.4,136,6.6,5.4,4.6,993,499,1006,926,{DC791690-3D9E-4554-8DB3-15E076E4EAF8},563,48,24.1,432,1137,55,52.1,47.9
761,020900,13089020900,209,ARC 10,2015-05-21T19:06:01.000Z,2760,2437,88.3,323,11.7,0,6.5,2397,382,1684,753,{391A28C6-5147-47F0-BE64-2B883244AB17},-610.6,86.8,13.8,123,2255,81.7,69.1,30.9
762,020700,13089020700,207,ARC 10,2015-05-21T19:06:01.000Z,1185,907,76.5,278,23.5,8.2,17.5,647,106,548,359,{0C00959A-9E43-4ED2-AE1C-FBF514930646},-1174,54.6,8.9,127,952,80.3,60.4,39.6
763,020600,13089020600,206,ARC 10,2015-05-21T19:06:01.000Z,1006,807,80.2,199,19.8,5.2,9.8,409,425,383,424,{41498979-D934-4754-B440-1029839BF65B},-412.5,40.7,42.2,154,427,42.4,47.5,52.5
764,020500,13089020500,205,ARC 10,2015-05-21T19:06:01.000Z,1787,1390,77.8,397,22.2,6.1,14.6,978,484,645,745,{9D0D1426-ABCC-4D71-A8B0-42C8B17F1955},-565.7,54.7,27.1,140,1163,65.1,46.4,53.6
765,021410,13089021410,214.10,ARC 10,2015-05-21T19:06:01.000Z,2088,1721,82.4,367,17.6,4.9,15.1,562,355,599,1122,{8CF121C7-C535-4576-86E4-3B9D4A53A59D},-320.9,26.9,17,396,1337,64,34.8,65.2
766,021216,13089021216,212.16,ARC 10,2015-05-21T19:06:01.000Z,4685,4095,87.4,590,12.6,0,12.6,895,1765,1079,3016,{7666EB6B-D62F-4F2E-B50F-E9A05D861B82},2567.9,19.1,37.7,2163,757,16.2,26.3,73.7
767,021911,13089021911,219.11,ARC 10,2015-05-21T19:06:01.000Z,1150,838,72.9,312,27.1,0,17.9,11,110,140,698,{8C414FBC-0756-4815-BEDC-862DD203A795},-1460,1,9.6,445,595,51.7,16.7,83.3
768,020802,13089020802,208.02,ARC 10,2015-05-21T19:06:01.000Z,1897,1634,86.1,263,13.9,0,13.7,1312,362,1031,603,{A6AF2217-6C03-4CE3-941E-4C4FDFC95025},447.3,69.2,19.1,187,1348,71.1,63.1,36.9
769,021416,13089021416,214.16,ARC 10,2015-05-21T19:06:01.000Z,1101,962,87.4,139,12.6,14.8,8.3,233,301,402,560,{94CBAC17-3FC3-42FE-A4F1-B1962F4482A2},-2486.7,21.2,27.3,216,584,53,41.8,58.2
770,021413,13089021413,214.13,ARC 10,2015-05-21T19:06:01.000Z,1586,1277,80.5,309,19.5,11.9,18.4,331,103,282,995,{E812DDCF-1E0F-43D9-AB92-5B8ED6166B14},2352.5,20.9,6.5,119,1364,86,22.1,77.9
771,021411,13089021411,214.11,ARC 10,2015-05-21T19:06:01.000Z,1873,1779,95,94,5,0,4.6,582,505,650,1129,{64B9672B-B9FA-4C30-8DAF-F629CD3F049C},736.7,31.1,27,881,487,26,36.5,63.5
772,020400,13089020400,204,ARC 10,2015-05-21T19:06:01.000Z,1261,1154,91.5,107,8.5,4.5,6.9,616,76,719,435,{981E1882-4D80-4A5E-B95F-E8A92F47C0BA},612.5,48.9,6,81,1104,87.5,62.3,37.7
773,020300,13089020300,203,ARC 10,2015-05-21T19:06:01.000Z,1669,1525,91.4,144,8.6,0,6,1089,290,1043,482,{67E8DDB7-9FAA-4A93-A918-9C8F6627927B},452.9,65.2,17.4,223,1156,69.3,68.4,31.6
774,020100,13089020100,201,ARC 10,2015-05-21T19:06:01.000Z,707,707,100,0,0,0,0,597,37,554,153,{ADA965C0-E55C-49AA-9675-42D0661279A4},-82.5,84.4,5.2,82,588,83.2,78.4,21.6
775,023802,13089023802,238.02,ARC 10,2015-05-21T19:06:01.000Z,1654,1314,79.4,340,20.6,7.3,7.2,733,336,510,804,{229D2E41-888E-467B-AAB0-E51C9863B4E7},-25.4,44.3,20.3,473,845,51.1,38.8,61.2
776,023801,13089023801,238.01,ARC 10,2015-05-21T19:06:01.000Z,1826,1361,74.5,465,25.5,1.4,8.8,1306,390,989,372,{011CC76C-86B0-4200-8B79-6B2D94501434},-660,71.5,21.4,105,1331,72.9,72.7,27.3
777,023700,13089023700,237,ARC 10,2015-05-21T19:06:01.000Z,2711,2122,78.3,589,21.7,5.6,14.6,1707,554,1017,1105,{48052A7B-DA53-4C46-BEDB-9C52F316C009},-349.4,63,20.4,304,1853,68.4,47.9,52.1
778,023506,13089023506,235.06,ARC 10,2015-05-21T19:06:01.000Z,2544,2025,79.6,519,20.4,5,27.2,1905,82,1555,470,{5EA1FC79-6DD1-466A-A3F2-733EE1FB9EE6},-751,74.9,3.2,236,2226,87.5,76.8,23.2
779,023505,13089023505,235.05,ARC 10,2015-05-21T19:06:01.000Z,1142,939,82.2,203,17.8,4.7,13.4,1055,83,680,259,{8BBAD8E5-474A-4C47-A5E7-6B1A36477D1D},-751.3,92.4,7.3,53,1006,88.1,72.4,27.6
780,023427,13089023427,234.27,ARC 10,2015-05-21T19:06:01.000Z,1173,1081,92.2,92,7.8,0,8.2,1088,46,825,256,{A908FFF8-7803-4224-A199-69294481BA6D},-261.7,92.8,3.9,822,305,26,76.3,23.7
