OBJECTID,GEOID10,NAME10,PLNG_REGIO,last_edited_date,Percent_BA_or_Higher,Median_household_income,Under_5_population__2010,GlobalID,Pop_Change_per_SqMi_2000_2010,Pct_Population_under_5_2010
866,13089021202,212.02,ARC 10,2015-05-19T14:22:28.000Z,75.6,97583,440,{79395747-531B-4C17-98F9-E52C2D50A8A9},459.6,6.52
867,13089023210,232.10,ARC 10,2015-05-19T14:22:28.000Z,23.2,40298,436,{DAEBC531-F7D9-44AC-818A-3DE923160958},-448.8,6.65
868,13089023209,232.09,ARC 10,2015-05-19T14:22:28.000Z,27.1,60625,286,{93C33E2C-F279-480A-8509-31939DF44FEB},-452.8,5.76
869,13089023603,236.03,ARC 10,2015-05-19T14:22:28.000Z,11.2,32087,211,{E6093695-C290-4472-A48A-4F22C2E3C221},-865.5,6.06
870,13089021603,216.03,ARC 10,2015-05-19T14:22:28.000Z,68,52438,293,{5D3D8948-DB15-44BF-A56E-22ED6311203F},-252,5.69
871,13057090905,909.05,ARC 10,2015-05-19T14:22:28.000Z,37.4,48494,243,{EA971495-02B6-452D-9C1F-11D398D80AD3},674.4,6.22
872,13057090904,909.04,ARC 10,2015-05-19T14:22:28.000Z,28.7,58483,661,{F2562BB4-8344-4A31-82CB-23A5AFF66927},443.1,8.76
873,13057091007,910.07,ARC 10,2015-05-19T14:22:28.000Z,56.8,94773,323,{0411CCDD-20A2-47D7-B12C-475F862D187E},110.3,4.88
874,13057090803,908.03,ARC 10,2015-05-19T14:22:28.000Z,53.2,86046,755,{E501E382-7598-45B2-A900-560831C3F76A},509.5,7.66
875,13057090804,908.04,ARC 10,2015-05-19T14:22:28.000Z,39.2,93526,577,{234BC115-9BCF-45FE-9AE6-E74AF8072100},244,6.72
876,13057091008,910.08,ARC 10,2015-05-19T14:22:28.000Z,55.4,99054,565,{06C34A17-FAEA-42B4-A629-83F213D534BA},600.8,6.51
877,13057090802,908.02,ARC 10,2015-05-19T14:22:28.000Z,42.6,97866,335,{61CC6DFB-64C7-4E2B-81E8-213F90177DFF},74.4,5.04
878,13057090501,905.01,ARC 10,2015-05-19T14:22:28.000Z,28,66957,365,{D674E0C4-2729-4A6B-91B6-FC828BC3267A},66.4,6.21
879,13057090902,909.02,ARC 10,2015-05-19T14:22:28.000Z,50.1,76104,1222,{1E05A925-DA0D-410B-A850-43DF3611FFB2},814.2,9.17
880,13057091001,910.01,ARC 10,2015-05-19T14:22:28.000Z,21.2,47471,274,{215657DC-F74D-4E04-B72F-B27D89F40D95},394.9,7.48
881,13057091003,910.03,ARC 10,2015-05-19T14:22:28.000Z,21.2,46634,697,{4F01DC8A-6E29-4ECA-BC5F-EAA4C84FA054},321.8,9.14
882,13057091102,911.02,ARC 10,2015-05-19T14:22:28.000Z,19.3,59813,758,{7866660B-43AB-4FCC-B0C3-0D6723B35516},303.5,9.04
883,13057091101,911.01,ARC 10,2015-05-19T14:22:28.000Z,31.9,63835,314,{81BF5388-717F-4ECF-B849-14D1EC3556BA},16.3,5.65
884,13057091103,911.03,ARC 10,2015-05-19T14:22:28.000Z,28.1,71285,543,{87351F09-5294-45C1-832A-E6377E567811},81.9,6.77
885,13057090701,907.01,ARC 10,2015-05-19T14:22:28.000Z,38.7,73542,1719,{4D13A5D0-E49E-43A6-98A1-BC1CEF7B6AC2},798.2,8.8
886,13297110601,1106.01,ARC 20,2015-05-19T14:22:28.000Z,19.9,61140,308,{84890274-F1D2-4009-BCFA-C2D15DFA63EB},100.1,6.47
887,13297110507,1105.07,ARC 20,2015-05-19T14:22:28.000Z,18.9,65167,463,{CFCA6AC0-CECE-4690-BA67-B926BB76A544},271.5,6.74
888,13297110506,1105.06,ARC 20,2015-05-19T14:22:28.000Z,22.8,67774,312,{FB29F061-B340-4720-8BF1-E15ED3A57BFA},134.1,5.87
889,13297110603,1106.03,ARC 20,2015-05-19T14:22:28.000Z,15.8,46807,364,{D7505450-E8DC-4268-854F-DBB964384944},80.3,7.35
890,13297110602,1106.02,ARC 20,2015-05-19T14:22:28.000Z,23.4,68090,286,{78B88C77-98A5-4FEA-9FFB-FA085F0F5B7B},42.8,5.63
891,13297110504,1105.04,ARC 20,2015-05-19T14:22:28.000Z,28.6,57105,277,{C56D9BFC-330E-4572-B5CD-14B00288F117},79.2,6.38
892,13297110508,1105.08,ARC 20,2015-05-19T14:22:28.000Z,16.4,61706,290,{4DDBFA09-1FF9-4473-85F5-27F47E42DED2},166.6,6.22
893,13297110503,1105.03,ARC 20,2015-05-19T14:22:28.000Z,27.6,45170,254,{09806F7C-46BB-4498-A544-306D1C312B8C},177.9,7.57
894,13297110505,1105.05,ARC 20,2015-05-19T14:22:28.000Z,19,68636,335,{C40EBF5D-88D4-4767-AE99-9655F4B9D455},183.2,7.88
895,13297110800,1108,ARC 20,2015-05-19T14:22:28.000Z,14.6,46547,431,{ECA9795E-E28E-4765-8251-C1A33B729319},21.8,6.4
896,13297110700,1107,ARC 20,2015-05-19T14:22:28.000Z,17.1,46613,506,{1798CDA5-4399-4421-8A80-5C3FA9FA557E},83.1,6.93
897,13297110400,1104,ARC 20,2015-05-19T14:22:28.000Z,6.9,30609,558,{6DEACA91-89C3-463F-91B4-4CB348DB3F79},25.7,8.79
898,13297110300,1103,ARC 20,2015-05-19T14:22:28.000Z,14.3,30527,595,{67F0B748-71A6-4CF0-8913-1C180B8A8C25},99.8,8.65
899,13297110200,1102,ARC 20,2015-05-19T14:22:28.000Z,21.9,60000,289,{F853ADBB-A5A1-4418-9CAC-0FFAFAAC4A71},20.1,6.48
900,13297110100,1101,ARC 20,2015-05-19T14:22:28.000Z,18.4,58635,536,{DAD1A7AD-7D41-4E82-BF84-07C077761FA3},69.4,6.34
901,13057091005,910.05,ARC 10,2015-05-19T14:22:28.000Z,30.4,55288,511,{D4EF9734-9941-4F6E-8070-52D7F2F687F3},127.9,7.02
902,13057091006,910.06,ARC 10,2015-05-19T14:22:28.000Z,47.1,87841,288,{701884E0-888D-4F4E-8D37-228A89ADCDFA},72.1,5.66
903,13057090400,904,ARC 10,2015-05-19T14:22:28.000Z,14.4,35094,830,{F60F666D-8792-4A52-B0CC-CAE95DE88585},238.8,9.3
904,13057090601,906.01,ARC 10,2015-05-19T14:22:28.000Z,19.3,47206,513,{4527AF29-86B4-40E5-9559-88DE952C1D00},249.9,7.5
905,13057090901,909.01,ARC 10,2015-05-19T14:22:28.000Z,39,85349,486,{2EF1F098-81D4-4B97-BB30-904CD1E99586},126.4,6.83
906,13057090602,906.02,ARC 10,2015-05-19T14:22:28.000Z,23.8,54445,674,{70F021C7-3FB6-4D33-86DF-BA56C6F13B0A},202.6,8.05
907,13057090200,902,ARC 10,2015-05-19T14:22:28.000Z,20.7,59965,375,{7593CD06-F1E8-41C3-8D11-8F380219E9B1},24.5,4.83
908,13057090702,907.02,ARC 10,2015-05-19T14:22:28.000Z,18.7,52406,521,{3D933EE1-4632-42EF-90CF-A7B70637D6CA},217.3,7.26
909,13057090502,905.02,ARC 10,2015-05-19T14:22:28.000Z,39,85783,807,{3C2B9B5A-3767-4D2D-8FEE-34191465D731},196.7,6.69
910,13057090100,901,ARC 10,2015-05-19T14:22:28.000Z,17.6,60407,537,{72084318-24C4-4561-B54E-8741F511F873},44.5,6.44
911,13057090300,903,ARC 10,2015-05-19T14:22:28.000Z,42.4,78697,908,{EE9F9348-0C84-412E-842B-1287E36D14FB},181.7,7.86
912,13013180206,1802.06,ARC 20,2015-05-19T14:22:28.000Z,16.7,57679,232,{60071CA5-1EEF-4342-BC88-1641CE1CE66A},158.5,8.04
913,13013180205,1802.05,ARC 20,2015-05-19T14:22:28.000Z,14.9,40347,350,{C840D4CA-A25A-4C47-AEA4-823CB2F5D83F},93.7,8.66
914,13013180402,1804.02,ARC 20,2015-05-19T14:22:28.000Z,13.9,48951,534,{DB6CAD9E-D9BF-4CF9-AAB2-E6448B1D49D1},139.2,8.91
915,13013180303,1803.03,ARC 20,2015-05-19T14:22:28.000Z,23.5,58654,305,{3281BFCB-5161-4541-B1AB-5028EA6CA7A1},124.6,7.21
916,13013180106,1801.06,ARC 20,2015-05-19T14:22:28.000Z,12.8,50238,199,{BB6EBF12-4AD3-4B1B-8523-5AEA9FE03E16},-40.4,7.58
917,13013180103,1801.03,ARC 20,2015-05-19T14:22:28.000Z,28.3,67146,392,{51D1C4E6-8EB4-4CA3-B96B-493560AAFE85},256.1,8.4
918,13013180401,1804.01,ARC 20,2015-05-19T14:22:28.000Z,19.4,63633,497,{C1FB8743-E7A3-4E10-A53F-031C2E73033E},152.5,9.57
919,13013180203,1802.03,ARC 20,2015-05-19T14:22:28.000Z,5.3,35972,279,{19390B15-BC63-4045-8D10-959D7C044430},188.2,8.75
920,13013180503,1805.03,ARC 20,2015-05-19T14:22:28.000Z,23.7,60297,512,{1CF440A9-447C-4E93-BAE1-4F584731866C},335.8,9.47
921,13013180502,1805.02,ARC 20,2015-05-19T14:22:28.000Z,14.6,46821,422,{819451F8-7CEC-4AEC-A96E-6E0CE23F54D0},100.7,9.31
922,13013180204,1802.04,ARC 20,2015-05-19T14:22:28.000Z,18.9,44200,191,{5DAC6A88-3D7C-46BB-832C-0C8C9FB5FA60},88.4,7.91
923,13013180501,1805.01,ARC 20,2015-05-19T14:22:28.000Z,17.4,54402,488,{237B617C-3ACA-4565-BD57-628BC83115B6},251,9.61
924,13013180301,1803.01,ARC 20,2015-05-19T14:22:28.000Z,28,60625,146,{2B831B65-6F27-4C53-9B5C-87594ED641A5},86.1,7.08
925,13013180302,1803.02,ARC 20,2015-05-19T14:22:28.000Z,19.1,60041,479,{78ABB4DF-A854-46B7-ABD5-9A6F921A6ED3},244.7,8.33
926,13013180105,1801.05,ARC 20,2015-05-19T14:22:28.000Z,10.7,49327,170,{4C81DA5F-1D8E-4C90-A446-BD1111411FF9},75.9,6.8
927,13013180104,1801.04,ARC 20,2015-05-19T14:22:28.000Z,9.8,53125,162,{39C8A6BC-AB26-46EE-8162-A906527D23E0},3.8,8.04
928,13013180107,1801.07,ARC 20,2015-05-19T14:22:28.000Z,10.2,40665,288,{0E9A4AC7-3E77-434E-B71B-5DEFA32D16BB},24.7,7.47
929,13013180108,1801.08,ARC 20,2015-05-19T14:22:28.000Z,13.5,56354,186,{0AB545D8-5E90-4F9A-B8CB-7978C6BFCF77},-4.4,6.35
930,13223120104,1201.04,ARC 20,2015-05-19T14:22:28.000Z,11.6,65886,198,{A92316A5-C461-4E89-8F44-70E3EF49D3F7},30.1,7
931,13223120604,1206.04,ARC 20,2015-05-19T14:22:28.000Z,15.6,62938,383,{E192202F-67E7-42FC-AB7D-E9B24C28B397},226.3,7.38
932,13223120601,1206.01,ARC 20,2015-05-19T14:22:28.000Z,31,60475,355,{B42AFF38-C59A-4A5C-B911-573B877E0D60},366.3,7.49
933,13223120603,1206.03,ARC 20,2015-05-19T14:22:28.000Z,22.9,58711,377,{B7B4A7E6-8A5C-419F-85D6-4E0133798DCD},287.5,6.35
934,13223120501,1205.01,ARC 20,2015-05-19T14:22:28.000Z,20.9,52301,524,{426DDA10-E4F8-493E-AA63-07DAEF4D113B},307.5,8.12
935,13223120203,1202.03,ARC 20,2015-05-19T14:22:28.000Z,14.6,65034,360,{1ADF2375-915B-4D4B-A160-73500FE109D9},203.8,6.83
936,13223120101,1201.01,ARC 20,2015-05-19T14:22:28.000Z,44.3,87562,993,{58425F2D-4581-4A5D-B6FA-29E21C55D610},496.5,8
937,13223120502,1205.02,ARC 20,2015-05-19T14:22:28.000Z,22.6,61014,684,{19FC6A9F-3126-4D72-A7B8-D7A2A727F2DB},174.7,7.26
938,13223120503,1205.03,ARC 20,2015-05-19T14:22:28.000Z,21.3,61397,358,{7FE7D596-600A-4276-8BB3-E4C10225A43E},231.1,7.4
939,13223120605,1206.05,ARC 20,2015-05-19T14:22:28.000Z,17.6,61912,357,{3DBB5736-6C43-4CEC-BAEF-5B7519A4194D},164.4,6.33
940,13223120602,1206.02,ARC 20,2015-05-19T14:22:28.000Z,21,57821,751,{E127AAD8-B872-4009-B093-D90360C0CB36},310.7,7.51
941,13223120204,1202.04,ARC 20,2015-05-19T14:22:28.000Z,22.9,53934,397,{7409A0AD-C3B9-4EF2-B1DE-16C5431A3D37},409.7,6.22
942,13223120301,1203.01,ARC 20,2015-05-19T14:22:28.000Z,24.1,56370,470,{DB79BA05-EF25-4855-9732-5B4F666BC1D7},240.3,8.51
943,13223120303,1203.03,ARC 20,2015-05-19T14:22:28.000Z,15.8,60600,125,{E28974E4-78E4-454E-B13C-B4F8D940F730},32.9,6.99
944,13223120102,1201.02,ARC 20,2015-05-19T14:22:28.000Z,32.3,76794,1044,{F3E506DD-2210-4C14-99E9-16C6DC2ED3C6},490.2,9.26
945,13223120103,1201.03,ARC 20,2015-05-19T14:22:28.000Z,27,77835,688,{9601DF17-8A84-430D-B5E6-6777D8DAEFDE},189,8.03
946,13223120302,1203.02,ARC 20,2015-05-19T14:22:28.000Z,17.6,45634,1021,{365EC745-462E-44DF-BAF4-B8E65B7E82BD},243.1,8.58
947,13223120202,1202.02,ARC 20,2015-05-19T14:22:28.000Z,27.6,62659,595,{FE599A9D-042B-4737-9E8E-61DC26473219},463.1,8.31
948,13223120400,1204,ARC 20,2015-05-19T14:22:28.000Z,15.3,54245,1506,{D25D1687-C3F0-4C31-957B-20B16695B201},105.9,8.85
