OBJECTID,GEOID10,NAME10,PLNG_REGIO,last_edited_date,Percent_BA_or_Higher,Median_household_income,Square_Miles,Total_Jobs__2015,Total_Jobs__2020,Total_Jobs__2030,Total_Jobs__2035,Total_Jobs__2040,Change_in_Jobs__2015_2040,GlobalID,Pop_Change_per_SqMi_2000_2010,Chng_in_jobs_per_SqMi_2015_2040
408,13135050418,504.18,ARC 10,2015-05-19T13:59:11.000Z,16.2,32584,0.8,293,244,349,402,439,263,{181F8FB4-BA24-4DB0-BDAA-5DA909D2E890},-736.3,328.8
409,13135050521,505.21,ARC 10,2015-05-19T13:59:11.000Z,25.2,41695,2.2,6175,5845,6511,6894,7206,1742,{88CB311B-3B74-4C4E-844D-61145CA6A342},-161.8,791.8
410,13135050522,505.22,ARC 10,2015-05-19T13:59:11.000Z,16.5,37256,1.8,1764,1510,2095,2527,2931,1683,{A07F9B76-F54B-4915-B7A5-7205109AEDDA},254.4,935
411,13135050520,505.20,ARC 10,2015-05-19T13:59:11.000Z,16.3,32625,2.2,6493,6030,7033,7627,8086,2664,{826CC809-8311-4EA0-8663-4DD39F3A1803},66.8,1210.9
412,13135050511,505.11,ARC 10,2015-05-19T13:59:11.000Z,33.9,48831,5,13735,12394,15152,16792,18036,7478,{BB40069C-2354-4EBA-9CA7-8E6644964AB6},816.2,1495.6
413,13135050714,507.14,ARC 10,2015-05-19T13:59:11.000Z,40.3,78688,3.2,1056,969,1149,1259,1326,475,{02A496E0-C212-4937-BC98-DB158B22C03B},216.6,148.4
414,13135050429,504.29,ARC 10,2015-05-19T13:59:11.000Z,47.4,80139,3.5,298,298,303,311,311,10,{8E99D861-2973-4196-BE7D-5783F15515B6},33.4,2.9
415,13135050713,507.13,ARC 10,2015-05-19T13:59:11.000Z,51.3,103485,2.6,472,455,496,519,526,98,{0CA5EA01-5F1D-487B-A448-F1CAC8ED7B5D},470,37.7
416,13135050423,504.23,ARC 10,2015-05-19T13:59:11.000Z,16.7,34235,2.3,7567,6839,8391,9255,9928,4140,{97A1B130-753F-4CE0-A0EB-09A60BD8E756},765.2,1800
417,13135050410,504.10,ARC 10,2015-05-19T13:59:11.000Z,15.7,39509,2.4,2328,2083,2572,2834,3042,1267,{80C4E26C-BAB7-4129-B091-ADDD384D1DB0},130,527.9
418,13135050720,507.20,ARC 10,2015-05-19T13:59:11.000Z,36.9,76167,4.1,3692,3506,3883,4096,4216,952,{2A13DB69-4284-4206-A538-6837EDBC5A88},159.5,232.2
419,13135050712,507.12,ARC 10,2015-05-19T13:59:11.000Z,48.7,83359,3.2,2153,1932,2427,2739,3002,1368,{057E84E9-EB8D-41B7-88BD-B5137BA37034},103.8,427.5
420,13135050719,507.19,ARC 10,2015-05-19T13:59:11.000Z,27,50745,2.3,1641,1530,1746,1882,1947,528,{583B5083-3B70-4746-A43C-F1D2C1C5D086},84.3,229.6
421,13135050721,507.21,ARC 10,2015-05-19T13:59:11.000Z,32.3,50273,4.5,1444,1319,1576,1723,1843,662,{0AAEA182-7DAE-4ECE-A82F-BB289AA969CC},354.7,147.1
422,13135050709,507.09,ARC 10,2015-05-19T13:59:11.000Z,25.3,56328,7.9,990,868,1112,1258,1374,647,{3AB4F861-0EE8-424D-9AF9-B78A14777EF4},614.2,81.9
423,13135050715,507.15,ARC 10,2015-05-19T13:59:11.000Z,35.1,74167,2.7,1162,976,1361,1600,1776,1036,{4234CF5F-3A1B-4076-90EB-12A2A53DD932},34.1,383.7
424,13135050415,504.15,ARC 10,2015-05-19T13:59:11.000Z,40.2,73188,3.3,3272,3176,3349,3422,3425,407,{A70609DC-489D-4C34-B1F4-88540F31E324},-165.8,123.3
425,13135050718,507.18,ARC 10,2015-05-19T13:59:11.000Z,46,81940,4.8,6498,6263,6734,7094,7349,1138,{19552111-5004-43E9-89B8-1907410DA0B2},31.3,237.1
426,13135050427,504.27,ARC 10,2015-05-19T13:59:11.000Z,44.1,64536,2.9,896,787,1009,1145,1237,569,{5951E8E0-7BFF-409E-8F9F-FAC7A45707AF},204.8,196.2
427,13135050428,504.28,ARC 10,2015-05-19T13:59:11.000Z,47.8,100938,2.9,1767,1484,2091,2448,2730,1602,{043F51EF-F2BB-4D47-9641-5E4AFE73CAAC},14.8,552.4
428,13135050416,504.16,ARC 10,2015-05-19T13:59:11.000Z,33.5,60605,2.2,147,131,159,181,190,77,{297788B0-4B1F-457B-A636-5EA37D3311C0},72.7,35
429,13135050425,504.25,ARC 10,2015-05-19T13:59:11.000Z,52.5,79191,2.8,633,601,666,700,724,169,{D19010EA-7097-4531-927C-0FCA9313D8A3},-55.4,60.4
430,13135050526,505.26,ARC 10,2015-05-19T13:59:11.000Z,17.1,34527,1.1,1365,1248,1507,1679,1809,709,{F36CA25C-CEC6-426B-B7D1-AEE9623B91BF},114.5,644.5
431,13135050431,504.31,ARC 10,2015-05-19T13:59:11.000Z,27.3,43004,2.1,2228,1978,2527,2882,3193,1529,{72262557-04C1-4FA2-B04D-B92D72B70BCB},1583.8,728.1
432,13135050426,504.26,ARC 10,2015-05-19T13:59:11.000Z,43.6,71930,3.3,759,724,809,856,881,220,{1B22EE2D-8AF2-4C7A-AC76-834638AF94CD},-129.4,66.7
433,13135050430,504.30,ARC 10,2015-05-19T13:59:11.000Z,30.7,59276,2.5,5074,4409,5915,6831,7561,4144,{03EEF700-724F-48DF-A760-4A6EC381576C},-18.8,1657.6
434,13121009501,95.01,ARC 10,2015-05-19T13:59:11.000Z,86.6,139750,1.7,1417,1229,1639,1861,2005,988,{3C0BA543-7DF6-4965-9ED3-CA1EB96D046E},-44.1,581.2
435,13121011305,113.05,ARC 10,2015-05-19T13:59:11.000Z,23,26944,1.1,431,373,488,557,606,291,{92B8E175-92A2-46DA-AA58-7042A957F047},-1323.6,264.5
436,13121011306,113.06,ARC 10,2015-05-19T13:59:11.000Z,16.3,30701,2.8,3643,3329,4046,4494,4791,1923,{3E88EC5C-8275-4E88-B3EC-3FD41DF52ED1},-462.9,686.8
437,13121007706,77.06,ARC 10,2015-05-19T13:59:11.000Z,31.9,44877,5.2,1197,1091,1304,1426,1511,532,{BF2A19E1-9DA5-4E2D-ACC8-1EE83B8F5A3C},715.8,102.3
438,13121007703,77.03,ARC 10,2015-05-19T13:59:11.000Z,38.5,36971,1.7,400,388,418,435,431,64,{5F3B8561-3F65-40E6-86C1-066B6B0FEEB7},-61.2,37.6
439,13121003700,37,ARC 10,2015-05-19T13:59:11.000Z,,,0,26,16,28,40,34,20,{2DF751EF-71B4-4C63-9328-42432452E1F1},,
440,13121011202,112.02,ARC 10,2015-05-19T13:59:11.000Z,20.5,34957,1.2,2159,1832,2497,2848,3145,1720,{972D65C0-A5CC-4643-8538-A798DE9238ED},-1226.7,1433.3
441,13121011100,111,ARC 10,2015-05-19T13:59:11.000Z,33.3,45515,1.3,2233,2002,2496,2797,3033,1309,{FC059D51-0786-43EE-970E-BD30FCDAA715},-446.9,1006.9
442,13121011201,112.01,ARC 10,2015-05-19T13:59:11.000Z,20.7,36957,1.5,544,499,585,634,670,224,{4C853E78-F70C-477C-8E6B-537CF1A5FE4D},-1516,149.3
443,13121011303,113.03,ARC 10,2015-05-19T13:59:11.000Z,31.5,45283,2.7,1120,1065,1172,1241,1275,280,{A8790462-5BC6-4594-883F-F2B3F8B0D223},299.6,103.7
444,13121008102,81.02,ARC 10,2015-05-19T13:59:11.000Z,11.4,23577,2.8,3093,3009,3192,3317,3428,502,{C443DD44-F880-49A3-A612-71E049D3DA67},-233.6,179.3
445,13121007002,70.02,ARC 10,2015-05-19T13:59:11.000Z,18.5,19943,1.7,1194,1160,1208,1226,1216,132,{932B2DC8-97C1-45E1-ADE3-7DFC5916C3ED},-946.5,77.6
446,13121011301,113.01,ARC 10,2015-05-19T13:59:11.000Z,29.3,41402,2,538,507,571,600,630,161,{876F768C-5171-4471-9960-577215763976},-315.5,80.5
447,13139001202,12.02,ARC 20,2015-05-19T13:59:11.000Z,11.9,41083,18.5,1898,1662,2195,2496,2737,1446,{6E0ED73B-D9E0-497C-995A-9E2C3D9CAAB3},97.4,78.2
448,13139000101,1.01,ARC 20,2015-05-19T13:59:11.000Z,10.5,44750,36.4,643,578,698,756,794,278,{A8852285-BEAE-4193-AF34-702072176744},45.1,7.6
449,13139000701,7.01,ARC 20,2015-05-19T13:59:11.000Z,5.6,37700,11.5,2016,1959,1972,2044,2089,196,{885CFB6C-2E78-4BCC-A0ED-14A473DE58F2},139.6,17
450,13139000702,7.02,ARC 20,2015-05-19T13:59:11.000Z,7.1,45568,10.8,462,387,537,636,701,413,{118CC0D7-4DB1-47C7-890B-C36503EE4D0C},168.2,38.2
451,13139000102,1.02,ARC 20,2015-05-19T13:59:11.000Z,9.4,45671,31.1,540,510,563,594,612,144,{322A89B7-5CC7-497A-90FA-AEC1A2DD7293},8.1,4.6
452,13139000201,2.01,ARC 20,2015-05-19T13:59:11.000Z,12.9,47050,49.5,1017,893,1120,1241,1325,576,{DC1414DF-4402-41BC-882B-2995FFF48EB9},14.7,11.6
453,13139000302,3.02,ARC 20,2015-05-19T13:59:11.000Z,25.8,65349,16.3,667,623,707,757,794,236,{9CF5499B-8C2D-4237-9C40-A3C28883B168},54,14.5
454,13139000900,9,ARC 20,2015-05-19T13:59:11.000Z,31.4,35915,2.8,4666,4457,4886,5144,5322,1085,{5833E9AC-C935-49D3-91A1-B0FCD618078B},86.1,387.5
455,13139000500,5,ARC 20,2015-05-19T13:59:11.000Z,39.3,58611,9.2,2467,2063,2910,3414,3823,2254,{8927B21B-9971-4611-B46A-DB7E4B6B989C},3,245
456,13139001402,14.02,ARC 20,2015-05-19T13:59:11.000Z,34,63750,7.4,1009,981,1039,1066,1076,154,{C127BE60-CBC5-4189-96E0-6738F738B195},95.1,20.8
457,13139001002,10.02,ARC 20,2015-05-19T13:59:11.000Z,17.5,46193,8.7,1415,1292,1531,1651,1719,622,{91DEDADC-12BC-40FD-B838-5CC200E9211C},63.8,71.5
458,13139000800,8,ARC 20,2015-05-19T13:59:11.000Z,5.6,26932,1.9,10763,10268,11379,11797,12127,2383,{08E88E1D-B630-45F2-8025-E48749507D79},-93.7,1254.2
459,13139000600,6,ARC 20,2015-05-19T13:59:11.000Z,20.9,38880,11.8,6813,5970,7866,9061,10130,5163,{D94A72B3-42C7-40EB-941A-DDE6FA2745FC},42.7,437.5
460,13139000400,4,ARC 20,2015-05-19T13:59:11.000Z,32.1,47424,9.7,2685,2279,3155,3694,4175,2403,{52C07181-45EC-451F-B04F-F034E39DD085},83.9,247.7
461,13121007604,76.04,ARC 10,2015-05-19T13:59:11.000Z,11.2,17238,0.4,35,31,35,37,37,8,{2621B57B-9ED9-4D7F-8AE2-E2D07AC9D39E},177.5,20
462,13121007704,77.04,ARC 10,2015-05-19T13:59:11.000Z,24.8,36896,2.6,612,524,704,825,933,500,{4E70FDF3-E18E-4C3F-8968-11853CD0192D},-26.9,192.3
463,13121007603,76.03,ARC 10,2015-05-19T13:59:11.000Z,10.1,14346,1.2,5609,5405,5881,6194,6469,1279,{4DFD0EA5-1F23-4D6E-AC43-C7929C53E5C1},-15,1065.8
464,13121011427,114.27,ARC 10,2015-05-19T13:59:11.000Z,70.2,108881,2.7,2504,2316,2719,2957,3106,1033,{9677F4FF-7D63-43E0-A360-749BB0E6B872},211.1,382.6
465,13121011616,116.16,ARC 10,2015-05-19T13:59:11.000Z,42.8,61719,2.2,7702,7382,8142,8537,8777,1714,{DF3E5092-60D0-4415-8018-9F251BB6D8E9},234.5,779.1
466,13121011617,116.17,ARC 10,2015-05-19T13:59:11.000Z,67.4,104867,2.5,4802,4671,5104,5429,5674,1472,{E990711E-7A8F-4601-BBD6-ACE887C024E7},582.4,588.8
467,13121011611,116.11,ARC 10,2015-05-19T13:59:11.000Z,42,54842,5.5,29433,27915,30898,32648,33757,7926,{75E14A11-5A8A-452D-AA9F-093E5A7AB2E3},413.6,1441.1
468,13121010800,108,ARC 10,2015-05-19T13:59:11.000Z,17.8,36435,2.1,11210,10057,12507,13784,14781,6557,{CCF530B0-1706-401C-90C2-628B73F22F4B},91.4,3122.4
469,13121980000,9800,ARC 10,2015-05-19T13:59:11.000Z,,,,21821,21582,21813,21948,21674,636,{EE92EAD5-8545-4AC6-ACD8-3DBC7BB9C397},,
470,13121004300,43,ARC 10,2015-05-19T13:59:11.000Z,42.6,31607,0.2,2796,2221,2988,3178,3331,1220,{2C8A55F7-B5CC-40B3-AB1E-886248666A14},-1745,6100
471,13121008904,89.04,ARC 10,2015-05-19T13:59:11.000Z,75.3,70787,1.2,2775,2692,2846,2933,2963,424,{9BB4F2FB-BB43-47FE-9F97-AC44DF4F1AFC},266.7,353.3
472,13121008903,89.03,ARC 10,2015-05-19T13:59:11.000Z,48.7,66635,0.4,658,621,691,741,771,190,{0D4A2DC7-4CC9-4973-A052-719818134F26},-1160,475
473,13121001001,10.01,ARC 10,2015-05-19T13:59:11.000Z,87.9,64583,0.4,13106,12155,14206,15398,16137,5209,{9B00963A-2EBA-4FAF-969F-0576C59F75D2},1765,13022.5
474,13121009101,91.01,ARC 10,2015-05-19T13:59:11.000Z,74.4,71691,0.7,10492,10258,10684,11190,11129,1175,{FDC07611-BFBF-4A15-8368-93961EFBA20E},-212.9,1678.6
475,13121001201,12.01,ARC 10,2015-05-19T13:59:11.000Z,68,53623,0.2,754,748,768,779,771,29,{4F722BD5-C8EC-4025-8C2C-B0BCE75FF185},5035,145
476,13121001202,12.02,ARC 10,2015-05-19T13:59:11.000Z,86.7,65255,0.2,13461,13260,14098,14969,15602,3085,{72666BAB-158C-4994-9844-2D061FAF1C65},11070,15425
477,13121009102,91.02,ARC 10,2015-05-19T13:59:11.000Z,67.3,44089,0.6,2754,2259,3417,4260,5392,3581,{A1ABA5D6-32C8-492C-8CE2-442EFC9F9AE7},1405,5968.3
478,13121010108,101.08,ARC 10,2015-05-19T13:59:11.000Z,78.6,166094,2,1581,1400,1789,2005,2171,1033,{0F5656B8-22FF-4BEF-8F56-790093CF9202},-7.5,516.5
479,13121007500,75,ARC 10,2015-05-19T13:59:11.000Z,12.9,17545,1.3,1388,1272,1522,1695,1786,670,{4C8BC60B-FAB6-44E2-9485-ED09682D2C35},-168.5,515.4
480,13121008101,81.01,ARC 10,2015-05-19T13:59:11.000Z,14.7,29178,0.3,29,26,28,31,30,8,{B46D8B15-E59B-45F8-AD42-280A45AE9C35},-480,26.7
481,13121006000,60,ARC 10,2015-05-19T13:59:11.000Z,19.8,23409,0.6,315,306,322,332,341,52,{DABC3D62-1E6B-467E-9EB6-72C78DB317B2},-1455,86.7
482,13121000700,7,ARC 10,2015-05-19T13:59:11.000Z,14.7,63594,0.7,2314,2254,2406,2465,2612,438,{A826B26F-6831-406C-A489-097E64507606},-1081.4,625.7
483,13121001002,10.02,ARC 10,2015-05-19T13:59:11.000Z,51.7,24028,0.7,9064,8446,10392,11355,12171,4391,{1A526CA9-8399-444D-88B7-1F540F4A880B},-1917.1,6272.9
484,13121011410,114.10,ARC 10,2015-05-19T13:59:11.000Z,65.2,91774,3,2077,1850,2359,2665,2901,1353,{44BAEB5C-F4FD-4F66-BC82-F4CF1C2D71D2},32.7,451
485,13121010107,101.07,ARC 10,2015-05-19T13:59:11.000Z,74.2,150313,2.1,546,501,601,667,698,246,{02838479-1D57-4C2C-8593-2120AA579DE0},47.1,117.1
486,13121011405,114.05,ARC 10,2015-05-19T13:59:11.000Z,40,53134,3,5174,4992,5366,5573,5651,918,{2ED60FC9-0C31-4BB9-975A-B3430365AB1C},132.7,306
487,13121010106,101.06,ARC 10,2015-05-19T13:59:11.000Z,60.7,76895,2.7,356,321,395,428,450,183,{A3C85B86-5074-4C25-846A-B16D6C10F6F9},111.9,67.8
488,13121002900,29,ARC 10,2015-05-19T13:59:11.000Z,59.5,64671,0.3,1457,1297,1645,1866,2052,933,{42A4BFAC-0405-463E-A7EB-ED1461BC7EDB},3966.7,3110
489,13121010110,101.10,ARC 10,2015-05-19T13:59:11.000Z,66.4,73655,2.1,30429,29234,31631,32828,34252,6399,{6876C79B-BFD4-41A9-9463-D25F8517C53E},571,3047.1
490,13121010205,102.05,ARC 10,2015-05-19T13:59:11.000Z,69.5,90903,2.6,4604,4441,4772,4962,5543,1331,{5B2C25E5-0589-41B7-8FE6-8849A8C9D9C3},165,511.9
491,13121010210,102.10,ARC 10,2015-05-19T13:59:11.000Z,64.9,59950,1.8,607,563,644,695,729,203,{0F040DE4-D018-41CE-B29A-A412A575CC70},199.4,112.8
492,13121010209,102.09,ARC 10,2015-05-19T13:59:11.000Z,50.1,51508,1.5,3607,3412,3809,4037,4167,1023,{AE507A44-C9DC-48B4-B39D-BD2C44224707},-24,682
493,13121008902,89.02,ARC 10,2015-05-19T13:59:11.000Z,72.8,53902,2.8,12550,12120,13047,13587,13838,2448,{07D091CF-A779-47F3-A57D-F93135E3FDB6},317.5,874.3
494,13121008500,85,ARC 10,2015-05-19T13:59:11.000Z,8.2,27880,1.5,1090,900,1316,1557,1784,1137,{B883971F-7FC1-46D5-9F78-C82983750DFB},-682.7,758
495,13121008601,86.01,ARC 10,2015-05-19T13:59:11.000Z,8.4,20236,1.7,543,523,570,595,611,116,{B29676AA-48A3-433C-9CC6-A37712985408},-525.9,68.2
496,13121005800,58,ARC 10,2015-05-19T13:59:11.000Z,15.2,20345,0.5,880,807,937,1009,1062,356,{DF1E8F12-25F1-4AAE-A681-9D5F129AF3F6},-1636,712
497,13121007900,79,ARC 10,2015-05-19T13:59:11.000Z,46.9,57784,3.3,1319,1253,1386,1467,1506,339,{BB892F37-DB4C-426F-8273-C642F6DAB193},107,102.7
498,13121010601,106.01,ARC 10,2015-05-19T13:59:11.000Z,28.3,33139,1.1,697,704,699,709,708,-6,{87803455-CCBF-4CFC-A1CF-F2671A30C769},-1088.2,-5.5
499,13121008700,87,ARC 10,2015-05-19T13:59:11.000Z,18.8,21699,3,2141,1933,2352,2569,2734,1155,{2545F52C-7E86-4B5E-A710-D3592DD1E702},-12,385
500,13121012300,123,ARC 10,2015-05-19T13:59:11.000Z,36.8,43936,1.4,5214,4538,5855,6517,6960,3142,{0533A604-C915-4AA0-8BEB-7DA34F9042DC},-506.4,2244.3
501,13121012000,120,ARC 10,2015-05-19T13:59:11.000Z,23.3,12475,0.9,1345,1254,1432,1541,1815,658,{5F84FB19-A365-4C5D-9BD0-B3BF46A1EE57},97.8,731.1
502,13121011900,119,ARC 10,2015-05-19T13:59:11.000Z,41.1,23791,0.6,65390,63079,70231,74322,77916,18140,{FAE76098-15DE-4F5B-84A9-931739ED246E},-253.3,30233.3
503,13121011800,118,ARC 10,2015-05-19T13:59:11.000Z,36.6,13056,0.7,2350,2143,2668,2967,3252,1507,{91475646-528B-4AA1-BB1B-21065F133B10},-20,2152.9
504,13121011624,116.24,ARC 10,2015-05-19T13:59:11.000Z,67.1,157991,1,163,153,166,175,177,32,{8E324D6B-8B30-4CA6-9BF0-C96F6C6C1417},269,32
505,13121003600,36,ARC 10,2015-05-19T13:59:11.000Z,58.2,30107,0.2,589,551,627,664,689,198,{40EE488F-DCF0-4875-A363-9CBACA2C57DA},-1475,990
506,13121003500,35,ARC 10,2015-05-19T13:59:11.000Z,32,56190,0.5,38686,37154,40421,42439,44303,8975,{D9CD42B8-A5B9-42BD-AE88-863215D6A8FB},-2938,17950
507,13121010208,102.08,ARC 10,2015-05-19T13:59:11.000Z,46,45629,2.4,2570,2494,2639,2727,2758,334,{6ACA8D7C-3BD5-4812-80CB-2C49498D2CA9},260.8,139.2
508,13121011411,114.11,ARC 10,2015-05-19T13:59:11.000Z,60,76279,3,1514,1369,1685,1877,2023,859,{E6392A6F-50AE-49B8-BED3-EC560DD0DB48},-164,286.3
509,13121011412,114.12,ARC 10,2015-05-19T13:59:11.000Z,58,76442,3.5,11077,10372,11951,12776,13357,4120,{51CE11E8-220E-43A7-895A-B4A0481FA362},245.4,1177.1
510,13121011414,114.14,ARC 10,2015-05-19T13:59:11.000Z,54.8,63991,1.8,624,562,697,789,1168,669,{EAE72665-2A12-410C-9CF2-97BE8D8E7F61},-2.8,371.7
511,13121010603,106.03,ARC 10,2015-05-19T13:59:11.000Z,10.8,24873,2.4,3576,3330,3898,4351,4670,1762,{1C8FD475-44CA-4415-8F53-59B1D9C5C084},-786.7,734.2
512,13121010604,106.04,ARC 10,2015-05-19T13:59:11.000Z,21,30455,1.8,2755,2534,3026,3336,3566,1344,{C6CEB7EC-9B05-43BB-9328-CC580A702D32},-1058.9,746.7
513,13121007300,73,ARC 10,2015-05-19T13:59:11.000Z,11.7,23933,3,2061,2000,2086,2115,2103,219,{94EA6358-3651-4226-A482-A7E5D25E193D},-237.7,73
514,13121010508,105.08,ARC 10,2015-05-19T13:59:11.000Z,24.2,49340,1.5,591,579,604,614,610,49,{AF4FC046-D946-4BC0-A66E-94C13AEA2F65},522,32.7
515,13121010507,105.07,ARC 10,2015-05-19T13:59:11.000Z,18.4,28052,2.7,1852,1722,2005,2178,2304,733,{A16C7158-09B3-43E1-B624-070FF8DF7D7D},301.1,271.5
516,13121010511,105.11,ARC 10,2015-05-19T13:59:11.000Z,34.7,47100,6.3,6855,6432,7318,7809,8145,2422,{856D0D70-B890-4C83-A9A4-FAE703A319D7},490.5,384.4
517,13121011626,116.26,ARC 10,2015-05-19T13:59:11.000Z,62.6,85551,2.2,1156,1119,1203,1257,1277,200,{5B5DE6F1-848F-4FF2-BB74-32F762A34656},1038.6,90.9
518,13121011622,116.22,ARC 10,2015-05-19T13:59:11.000Z,69.8,130294,6.6,7003,6856,7081,7129,7012,409,{0AD39771-1FD6-4866-95F3-0671E220D30E},440.8,62
519,13121011424,114.24,ARC 10,2015-05-19T13:59:11.000Z,58.7,96487,1.9,501,480,520,549,552,96,{E770CF9E-0D50-4D24-8583-6E0DE353C1AE},342.6,50.5
520,13121011422,114.22,ARC 10,2015-05-19T13:59:11.000Z,51.8,70875,1.6,974,874,1090,1231,1343,575,{9D1A9BFE-4C57-40E8-AFF4-62F0D0EDDF15},353.1,359.4
521,13121011505,115.05,ARC 10,2015-05-19T13:59:11.000Z,72.9,155096,1.7,373,353,386,409,411,79,{10781D26-8328-49F8-9D7B-24CDD1ACC134},79.4,46.5
522,13121010123,101.23,ARC 10,2015-05-19T13:59:11.000Z,41.7,50264,1.1,7791,6948,7471,7730,8706,1958,{870C0697-75EB-47B1-B81D-14DEDF28C163},-578.2,1780
523,13121000100,1,ARC 10,2015-05-19T13:59:11.000Z,77,125819,1.3,713,683,743,782,805,167,{D89CD20A-F539-4C3D-BD1A-B38EFA645019},200,128.5
524,13121000200,2,ARC 10,2015-05-19T13:59:11.000Z,75.7,94125,1.1,4860,4004,5576,6405,6960,3882,{65F90AEA-F0C5-4282-98C5-C40FC099DE57},2.7,3529.1
525,13121009402,94.02,ARC 10,2015-05-19T13:59:11.000Z,59,62745,0.5,6919,6466,7526,8231,8746,2966,{CC010BD9-8789-46E8-89FA-6E109CB2F22E},-206,5932
526,13121001100,11,ARC 10,2015-05-19T13:59:11.000Z,75.4,72762,0.2,8105,7666,8582,9019,9395,2314,{5E3124AD-28A4-4EBF-95A4-5E49C8E8AEE5},5415,11570
527,13121000400,4,ARC 10,2015-05-19T13:59:11.000Z,81.6,105938,0.6,16526,15833,17287,18419,19480,4815,{2984D7BA-2E46-4F24-8220-3E5C627EAEE2},46.7,8025
528,13121009200,92,ARC 10,2015-05-19T13:59:11.000Z,60.5,54130,1.4,5347,4890,5895,6468,6877,2612,{32F8A75B-92AB-4452-B251-11DC04CBBA71},1725.7,1865.7
529,13121008201,82.01,ARC 10,2015-05-19T13:59:11.000Z,25,27490,2.1,215,201,230,248,260,78,{DE793289-4833-4DD5-820D-DA7D5BA700F1},175.2,37.1
530,13121007808,78.08,ARC 10,2015-05-19T13:59:11.000Z,4.9,11438,0.6,242,228,253,270,276,58,{244E8126-E036-4A4C-87EA-FD946B8EA852},483.3,96.7
531,13121007806,78.06,ARC 10,2015-05-19T13:59:11.000Z,13.8,31886,1.9,325,309,347,362,372,89,{F7C6F820-4E94-46F5-B118-17CC47CC8DC2},122.6,46.8
532,13121008800,88,ARC 10,2015-05-19T13:59:11.000Z,58.1,88477,3.8,5211,4931,5470,5770,5964,1508,{7B69477D-E050-4F5B-A8AA-528C109EEE55},421.8,396.8
533,13121008602,86.02,ARC 10,2015-05-19T13:59:11.000Z,14.6,33875,1.8,3064,2911,3188,3311,3387,710,{8C28FE97-6D84-4BD0-A1BB-219AF0F1F9A8},-1300,394.4
534,13121010121,101.21,ARC 10,2015-05-19T13:59:11.000Z,61.2,67443,0.8,2630,2412,2906,3161,3353,1262,{9D6DB2AD-8713-4376-B61B-98E697508128},547.5,1577.5
535,13121010119,101.19,ARC 10,2015-05-19T13:59:11.000Z,33.8,35736,0.8,8785,8055,9609,10472,11082,4126,{C8FB28D8-7ECA-48B3-B3C1-04EC98E744F3},251.3,5157.5
536,13121010211,102.11,ARC 10,2015-05-19T13:59:11.000Z,55.6,125417,1.5,962,907,1013,1065,1110,260,{D5A5FA71-0E98-4621-A82D-3DAA90844F73},514,173.3
537,13121009801,98.01,ARC 10,2015-05-19T13:59:11.000Z,72.1,143000,2.2,3552,3304,3815,4155,4641,1695,{72E2B0F5-C8EB-441C-8288-BEB1C14C23FB},290,770.5
538,13121009603,96.03,ARC 10,2015-05-19T13:59:11.000Z,69.6,59800,0.7,6898,6311,7385,7927,8201,2386,{7CF5E6C5-DF98-4593-BCD7-5C8DADEACA1E},1684.3,3408.6
539,13121009601,96.01,ARC 10,2015-05-19T13:59:11.000Z,84.7,88264,0.3,3637,3487,3928,4040,4337,1038,{2BA59A88-5240-46FE-914B-31FAAAE67CD2},1743.3,3460
540,13121007705,77.05,ARC 10,2015-05-19T13:59:11.000Z,23.8,21170,1.3,1209,1195,1218,1248,1223,74,{0AA9E3FA-B38C-40B5-AF67-018EEE046FED},496.9,56.9
541,13121011612,116.12,ARC 10,2015-05-19T13:59:11.000Z,61.5,134375,2.9,1103,1092,1122,1149,1120,53,{C1DB9CB5-2586-45CF-9DCF-8CA8200B4EC5},-353.1,18.3
542,13121011623,116.23,ARC 10,2015-05-19T13:59:11.000Z,64.1,94300,3.6,4870,4558,5101,5336,5539,1163,{901B0E3A-F357-4B91-AAF5-39AE9D197BAB},1144.4,323.1
543,13121011625,116.25,ARC 10,2015-05-19T13:59:11.000Z,60.2,115974,2.4,1602,1514,1690,1794,1865,416,{C7B4FAE0-893A-4A27-A96A-D7ABED84B99D},935,173.3
544,13121011619,116.19,ARC 10,2015-05-19T13:59:11.000Z,68,79688,2.8,9913,9329,10538,11219,11668,3176,{126C7FBF-D2E7-475E-83B2-7A4215822280},566.4,1134.3
545,13121011621,116.21,ARC 10,2015-05-19T13:59:11.000Z,73.1,122568,4.3,18642,18080,19012,19564,19822,2526,{34EEC34D-BCE7-4C1F-B90A-5A73A4CDB45F},204.7,587.4
546,13121000500,5,ARC 10,2015-05-19T13:59:11.000Z,79.1,77865,1.3,15992,14672,17528,19059,20111,7347,{BF1FE394-D0FE-4228-B153-092CBBF67A39},750,5651.5
547,13121009300,93,ARC 10,2015-05-19T13:59:11.000Z,83,92857,0.9,1382,1294,1493,1614,1681,522,{9CE85082-CAC6-4129-8EE7-36A817E7110A},-242.2,580
548,13121009900,99,ARC 10,2015-05-19T13:59:11.000Z,81,110865,3,2205,1911,2558,2946,3189,1657,{E6628083-6D3E-470C-8E56-2A578A3A6240},167.3,552.3
549,13121009000,90,ARC 10,2015-05-19T13:59:11.000Z,91.3,103387,1.2,918,871,973,1042,1070,260,{8E31D213-F1BD-493B-8C03-CA34D4584BDD},693.3,216.7
