OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,COUNTY_NM,PLNG_REGIO,AcresLand,AcresWater,AcresTotal,SqMi_Land,SqMi_Water,SqMi_Total,SD10,SD_Name,Total_Households__2015,Total_Population__2015,Total_Households__2020,Total_Population__2020,Total_Households__2030,Total_Population__2030,Total_Households__2040,Total_Population__2040,Density__Population_per_Sq_Mile,Density__Population_per_Sq_Mi_1,Change__Population_per_Sq_Mile_,Change__Households__2015_2040,Change__Population__2015_2040,last_edited_date,GlobalID
590,13,135,050523,13135050523,Gwinnett,ARC 10,1886.709961,22.278999,1908.98999,2.94798,0.034811,2.9828,71,N Gwinnett,2986,7058,3499,8289,4020,9503,4526,10605,2352.7,3535,1182.3,1540,3547,2016-06-22T20:22:25.000Z,{DA08BE7A-3914-4EE7-8ADE-0C2BE68FCB6A}
591,13,135,050724,13135050724,Gwinnett,ARC 10,6361.72998,117.557999,6479.279785,9.9402,0.183684,10.1239,73,E Gwinnett,5763,16089,6126,16944,7107,19404,8209,22237,1593,,608.7,2446,6148,2016-06-22T20:22:25.000Z,{85E7A9F5-06F4-4596-A1EE-8043CDF98A52}
592,13,135,050543,13135050543,Gwinnett,ARC 10,1638.709961,19.056499,1657.77002,2.56048,0.029776,2.59027,72,Cent Gwinnett,2111,6093,2207,6356,2342,6736,2553,7293,2343.5,2805,461.5,442,1200,2016-06-22T20:22:25.000Z,{80F9E843-86A9-4448-B0BD-FF4067D9C11D}
593,13,135,050545,13135050545,Gwinnett,ARC 10,3274.570068,54.478298,3329.050049,5.11652,0.085122,5.20164,73,E Gwinnett,4441,13049,4994,14562,5919,17054,7031,20045,2509.4,,1345.4,2590,6996,2016-06-22T20:22:25.000Z,{69D1D3B4-737E-4E30-964C-47870C173896}
594,13,135,050727,13135050727,Gwinnett,ARC 10,4132.299805,31.3347,4163.640137,6.45672,0.04896,6.50569,73,E Gwinnett,3629,10590,4056,11763,4788,13720,5819,16504,1629.2,,909.8,2190,5914,2016-06-22T20:22:25.000Z,{34CB93C3-53AC-4CF5-8D7C-1416A96732EA}
595,13,135,050548,13135050548,Gwinnett,ARC 10,4897.029785,71.078903,4968.109863,7.65161,0.111061,7.76267,71,N Gwinnett,3029,12762,3332,14065,3996,16818,4794,19767,1636.2,,898.1,1765,7005,2016-06-22T20:22:25.000Z,{6E8E21EC-E5B4-44F8-B10E-C7A4F3C41472}
596,13,135,050546,13135050546,Gwinnett,ARC 10,5085.189941,51.927502,5137.120117,7.94561,0.081137,8.02675,73,E Gwinnett,5446,15470,6076,17184,7281,20345,8244,22823,1933.8,,919.1,2798,7353,2016-06-22T20:22:25.000Z,{E3276452-A2F2-4ED8-BCD7-C42B2E8BEEA8}
597,13,135,050726,13135050726,Gwinnett,ARC 10,7722.640137,134.097,7856.72998,12.0666,0.209527,12.2761,73,E Gwinnett,3467,9961,3858,10995,4796,13548,5852,16381,809.8,,522,2385,6420,2016-06-22T20:22:25.000Z,{96481DDC-0EAB-4265-B3C5-5EE602CEBD85}
598,13,135,050608,13135050608,Gwinnett,ARC 10,21154.099609,159.772995,21313.800781,33.053299,0.249645,33.302799,73,E Gwinnett,6498,18576,7578,21413,10576,29483,13853,38254,557.8,,590.9,7355,19678,2016-06-22T20:22:25.000Z,{E64E6FF6-9998-4D5D-97FB-2DD0590F0419}
599,13,135,050607,13135050607,Gwinnett,ARC 10,6884.350098,22.822201,6907.169922,10.7568,0.03566,10.7925,73,E Gwinnett,4790,13920,5056,14573,5713,16293,6413,18063,1288.9,,383.6,1623,4143,2016-06-22T20:22:25.000Z,{16833964-1369-40FC-8456-5DAA28D17A0F}
600,13,135,050542,13135050542,Gwinnett,ARC 10,901.882996,10.5435,912.427002,1.40919,0.016474,1.42567,72,Cent Gwinnett,2513,5562,2734,6045,3290,7302,4106,9163,3972.9,6545,2572.1,1593,3601,2016-06-22T20:22:25.000Z,{86A54539-2259-4217-B11A-D4EF1E338485}
601,13,135,050536,13135050536,Gwinnett,ARC 10,1880.689941,13.0785,1893.77002,2.93858,0.020435,2.95902,72,Cent Gwinnett,1690,5565,1814,5976,2145,7035,2361,7732,1855,,722.3,671,2167,2016-06-22T20:22:25.000Z,{809F359A-8DEE-46F0-8E48-C3C145505760}
602,13,135,050537,13135050537,Gwinnett,ARC 10,878.518005,1.88344,880.401001,1.37268,0.002943,1.37563,72,Cent Gwinnett,2068,5190,2409,6023,3358,8381,4708,11604,3707.1,,4581.4,2640,6414,2016-06-22T20:22:25.000Z,{F27914D4-E4FC-4645-BB73-B73C39E657C8}
603,13,135,050539,13135050539,Gwinnett,ARC 10,576.887024,0,576.887024,0.901386,0,0.901386,72,Cent Gwinnett,1872,5369,2106,6036,2578,7342,2987,8456,5965.6,,3430,1115,3087,2016-06-22T20:22:25.000Z,{8690BFAB-AEB9-46BB-959F-C52A49C43E1A}
604,13,135,050544,13135050544,Gwinnett,ARC 10,2463.77002,17.065599,2480.830078,3.84964,0.026665,3.8763,72,Cent Gwinnett,3798,11580,3989,12122,4557,13884,5065,15428,2969.2,,986.7,1267,3848,2016-06-22T20:22:25.000Z,{E64D43BF-D11D-4DB5-B4E1-66A80026BBB1}
605,13,135,050535,13135050535,Gwinnett,ARC 10,1600.829956,9.68554,1610.52002,2.5013,0.015134,2.51644,72,Cent Gwinnett,2168,6490,2336,6925,2783,8119,3179,9116,2596,,1050.4,1011,2626,2016-06-22T20:22:25.000Z,{10BE4D94-4E8F-4580-8F30-9733570B1B60}
606,13,135,050532,13135050532,Gwinnett,ARC 10,1420.209961,10.2541,1430.459961,2.21908,0.016022,2.23509,72,Cent Gwinnett,2622,7798,2753,8147,3061,9034,3216,9479,3544.5,,764.1,594,1681,2016-06-22T20:22:25.000Z,{A5A46FE7-4C8B-40E2-A911-2A84ECAE5ABA}
607,13,135,050534,13135050534,Gwinnett,ARC 10,1117.439941,5.62634,1123.060059,1.746,0.008791,1.75478,72,Cent Gwinnett,2536,7237,2735,7815,3105,8884,3527,10052,4020.6,,1563.9,991,2815,2016-06-22T20:22:25.000Z,{E3766411-2817-4065-88B4-11D0E9C570E1}
608,13,135,050723,13135050723,Gwinnett,ARC 10,2285.149902,36.809799,2321.959961,3.57055,0.057515,3.62806,76,Snellville,2533,8005,2895,9055,3683,11367,4164,12722,2223.6,,1310.3,1631,4717,2016-06-22T20:22:25.000Z,{468A499C-5237-4137-99DF-D463E2887843}
609,13,135,050435,13135050435,Gwinnett,ARC 10,1032.839966,18.208,1051.050049,1.61381,0.02845,1.64227,75,Lilburn,1438,4145,1617,4585,2086,5720,2540,6843,2590.6,,1686.3,1102,2698,2016-06-22T20:22:25.000Z,{2B121198-1656-432A-8049-06CF5E4DE366}
610,13,135,050531,13135050531,Gwinnett,ARC 10,1834.609985,8.68254,1843.290039,2.86658,0.013567,2.88014,72,Cent Gwinnett,2539,7836,2667,8216,3065,9384,3378,10332,2702.1,,860.7,839,2496,2016-06-22T20:22:26.000Z,{4FF7A5AE-922B-4D08-A2E2-4FA31FE95533}
611,13,135,050533,13135050533,Gwinnett,ARC 10,1595.959961,23.1145,1619.079956,2.49369,0.036116,2.52981,72,Cent Gwinnett,2519,7429,2734,8071,3196,9436,3690,10823,2971.6,,1357.6,1171,3394,2016-06-22T20:22:26.000Z,{4188A9FA-7D77-4954-8AC3-B4AA9EEFD43B}
612,13,135,050436,13135050436,Gwinnett,ARC 10,1373.140015,9.59881,1382.73999,2.14553,0.014998,2.16053,75,Lilburn,2682,6543,2890,6937,3251,7657,3752,8810,2974.1,,1030.5,1070,2267,2016-06-22T20:22:26.000Z,{CBE842C9-D1BB-4C5E-A1D5-1430AC9C3FEA}
613,13,135,050433,13135050433,Gwinnett,ARC 10,308.696014,1.67266,310.368988,0.482338,0.002614,0.484952,74,Norcross,926,2267,990,2413,1099,2676,1349,3272,4534,6544,2010,423,1005,2016-06-22T20:22:26.000Z,{3B21CAEC-3404-4D3C-871A-E17630BC71C4}
614,13,135,050432,13135050432,Gwinnett,ARC 10,1416.900024,5.74619,1422.650024,2.21391,0.008978,2.22289,75,Lilburn,2481,7201,2858,8185,3697,10374,4636,12840,3273.2,,2563.2,2155,5639,2016-06-22T20:22:26.000Z,{E712A5EE-123D-4772-95DF-37A630502BFF}
615,13,135,050434,13135050434,Gwinnett,ARC 10,572.169006,8.44656,580.61499,0.894014,0.013198,0.907211,74,Norcross,2342,7200,2478,7617,2723,8362,3052,9264,8000,,2293.3,710,2064,2016-06-22T20:22:26.000Z,{DBB911D1-1C77-43FD-8EAB-3CFC18721781}
616,13,135,050321,13135050321,Gwinnett,ARC 10,1271.839966,24.0527,1295.890015,1.98725,0.037582,2.02483,74,Norcross,1540,4683,1677,5116,1867,5683,2114,6448,2341.5,3224,882.5,574,1765,2016-06-22T20:22:26.000Z,{4D987194-BABF-4041-8E63-12F3E2368FE3}
617,13,217,100903,13217100903,Newton,ARC 20,4253.259766,14.6516,4267.910156,6.64572,0.022893,6.66861,163,W Newton,2501,6535,2872,7422,3551,9074,3859,9707,975.4,,473.4,1358,3172,2016-06-22T20:22:26.000Z,{D519A943-05CF-4B31-AD5A-2DA4E558226E}
618,13,217,100902,13217100902,Newton,ARC 20,3172.560059,16.2304,3188.790039,4.95713,0.02536,4.98248,163,W Newton,2005,5588,2373,6565,2703,7368,2870,7725,1117.6,1545,427.4,865,2137,2016-06-22T20:22:26.000Z,{965C6298-C7B8-4432-9FFF-47E425E5A991}
619,13,217,100901,13217100901,Newton,ARC 20,15595.099609,125.972,15721.099609,24.3673,0.196831,24.564199,163,W Newton,3788,10421,4577,12493,6192,16653,7265,19331,423.6,,362.2,3477,8910,2016-06-22T20:22:26.000Z,{E271595E-783B-497F-9295-F1D24A66D6A8}
620,13,217,100201,13217100201,Newton,ARC 20,33739.199219,774.624023,34513.800781,52.717499,1.21035,53.927799,164,E Newton,2402,6672,2859,7823,3667,9900,4327,11614,123.8,,91.7,1925,4942,2016-06-22T20:22:26.000Z,{D1FC137C-A452-47B0-9A43-4C6C48D5723C}
621,13,217,100501,13217100501,Newton,ARC 20,4679.890137,48.206299,4728.089844,7.31233,0.075322,7.38764,163,W Newton,5087,13168,5249,13439,5926,14905,6222,15458,1779.5,,309.5,1135,2290,2016-06-22T20:22:26.000Z,{AB928694-2EC8-42FC-9C2E-53FCD8C736E5}
622,13,217,100800,13217100800,Newton,ARC 20,31131.699219,1289.609985,32421.300781,48.643299,2.01502,50.658298,163,W Newton,3832,10553,4494,12240,5891,15826,6747,17970,208.1,,146.3,2915,7417,2016-06-22T20:22:26.000Z,{34CA4370-564A-4D87-BDDC-2CEE3641E630}
623,13,217,100202,13217100202,Newton,ARC 20,24451.800781,568.169983,25020,38.205898,0.887766,39.0938,164,E Newton,2566,6985,3158,8512,4009,10740,4626,12310,178.6,,136.2,2060,5325,2016-06-22T20:22:26.000Z,{29285E6F-B610-44BF-B014-6E6F5F6A9DEE}
624,13,217,100700,13217100700,Newton,ARC 20,3785.459961,7.78011,3793.23999,5.91478,0.012156,5.92694,163,W Newton,2223,6077,2344,6345,2857,7644,3437,9091,1030,,510.8,1214,3014,2016-06-22T20:22:26.000Z,{B0DAA01C-869E-41CF-A613-709C97789FB0}
625,13,217,100600,13217100600,Newton,ARC 20,7192.47998,154.326996,7346.810059,11.2382,0.241136,11.4794,163,W Newton,2307,6473,2529,6986,3076,8343,3353,8983,562.9,,218.3,1046,2510,2016-06-22T20:22:26.000Z,{4EA40746-242F-4549-925A-5D34C918551E}
626,13,217,100502,13217100502,Newton,ARC 20,5485.589844,84.8535,5570.450195,8.57123,0.132584,8.70383,163,W Newton,2948,7640,3287,8444,4160,10519,4683,11623,878.2,1336,457.8,1735,3983,2016-06-22T20:22:26.000Z,{4439BD2B-63BD-4EE6-AD92-4A24B402CC0C}
627,13,217,100400,13217100400,Newton,ARC 20,2684.639893,8.20192,2692.840088,4.19475,0.012816,4.20756,163,W Newton,1392,3791,1634,4363,1998,5236,2264,5825,902.6,,484.3,872,2034,2016-06-22T20:22:26.000Z,{AF372B53-222A-40EE-ABE7-29FEF42BADC9}
628,13,217,100300,13217100300,Newton,ARC 20,8349,269.10199,8618.099609,13.0453,0.420472,13.4658,163,W Newton,3573,9178,4017,10182,4873,12060,5572,13591,679.9,,326.9,1999,4413,2016-06-22T20:22:26.000Z,{742A1F57-2322-4A26-B1E7-283544FF2AF8}
629,13,217,100100,13217100100,Newton,ARC 20,29662.5,1141.709961,30804.300781,46.347698,1.78392,48.131699,163,W Newton,4719,13419,5600,15758,7296,20320,8351,22980,279,,198.8,3632,9561,2016-06-22T20:22:26.000Z,{A95C94CC-C6C0-49A0-8282-BBD1AAF13DF0}
630,13,135,050322,13135050322,Gwinnett,ARC 10,1253.209961,31.894899,1285.109985,1.95814,0.049836,2.00798,74,Norcross,1641,5114,1785,5572,2003,6272,2285,7160,2557,3580,1023,644,2046,2016-06-22T20:22:26.000Z,{E5DAB22A-FEF5-45FF-BCEE-8D774B8A2783}
631,13,135,050318,13135050318,Gwinnett,ARC 10,211.791,0,211.791,0.330923,0,0.330923,74,Norcross,1224,3050,1454,3604,1994,4863,2471,5945,10166.7,,9650,1247,2895,2016-06-22T20:22:26.000Z,{8CA5BE77-D17D-4B5F-89BC-FB84FED7BDB1}
632,13,135,050320,13135050320,Gwinnett,ARC 10,911.948975,9.52443,921.473999,1.42492,0.014882,1.4398,74,Norcross,1717,5499,1815,5822,1968,6333,2469,7896,3927.9,5640,1712.1,752,2397,2016-06-22T20:22:26.000Z,{90089688-AB8E-4C73-B071-970D85FD152D}
633,13,135,050317,13135050317,Gwinnett,ARC 10,317.940002,3.84298,321.782989,0.496781,0.006005,0.502786,74,Norcross,1612,3487,1766,3788,2157,4598,2638,5552,6974,11104,4130,1026,2065,2016-06-22T20:22:26.000Z,{362EA0E4-5CBA-42DF-86F1-E4B96230DD3C}
634,13,135,050220,13135050220,Gwinnett,ARC 10,1096.060059,33.167,1129.22998,1.71259,0.051823,1.76442,72,Cent Gwinnett,2816,5989,2984,6322,3260,6861,3611,7537,3327.2,,860,795,1548,2016-06-22T20:22:26.000Z,{B62541BD-2A63-4F0D-BA47-5C914EA0310E}
635,13,135,050214,13135050214,Gwinnett,ARC 10,2636.860107,57.472801,2694.340088,4.12009,0.089801,4.20991,72,Cent Gwinnett,3188,8917,3502,9854,3891,10912,4559,12817,2123.1,,928.6,1371,3900,2016-06-22T20:22:26.000Z,{2DD46AEF-0360-4F0D-97AB-2405B295BBB3}
636,13,135,050218,13135050218,Gwinnett,ARC 10,827.721008,15.7391,843.460999,1.29331,0.024592,1.31791,72,Cent Gwinnett,1309,3958,1365,4119,1521,4572,1691,5073,3044.6,,857.7,382,1115,2016-06-22T20:22:26.000Z,{6ED14317-19C8-4951-9FD0-BE67128AC144}
637,13,135,050209,13135050209,Gwinnett,ARC 10,1716.040039,63.895,1779.939941,2.68131,0.099836,2.78116,72,Cent Gwinnett,3492,9128,4086,10449,5103,12719,6058,14789,3260,,2021.8,2566,5661,2016-06-22T20:22:26.000Z,{74260D74-8B34-486B-86C4-10AE3C6B68AE}
638,13,135,050217,13135050217,Gwinnett,ARC 10,3146.560059,58.0228,3204.580078,4.9165,0.090661,5.00716,72,Cent Gwinnett,3684,9280,4219,10434,5305,12777,6836,16107,1856,,1365.4,3152,6827,2016-06-22T20:22:26.000Z,{5A1D8F4B-B94E-46B2-BA5F-C1D109E91052}
639,13,135,050529,13135050529,Gwinnett,ARC 10,1346.98999,3.95986,1350.949951,2.10467,0.006187,2.11086,72,Cent Gwinnett,1504,4187,1730,4787,2130,5817,2430,6582,1993.8,,1140.5,926,2395,2016-06-22T20:22:26.000Z,{801C96E7-19DF-4687-97F6-FC973FFC860B}
640,13,135,050530,13135050530,Gwinnett,ARC 10,880.718018,0.559447,881.278015,1.37612,0.000874,1.377,72,Cent Gwinnett,2441,6983,2711,7702,3357,9417,3851,10750,4987.9,,2690.7,1410,3767,2016-06-22T20:22:26.000Z,{8504BA74-63B9-4297-A06E-800A96A2D309}
641,13,135,050538,13135050538,Gwinnett,ARC 10,1227.119995,36.386002,1263.51001,1.91737,0.056853,1.97423,72,Cent Gwinnett,2528,7920,2806,8783,3342,10421,3681,11463,3960,,1771.5,1153,3543,2016-06-22T20:22:26.000Z,{5B8189DB-DCAD-445D-B512-180DD7B58128}
642,13,135,050525,13135050525,Gwinnett,ARC 10,2151.98999,51.7752,2203.76001,3.36248,0.080899,3.44338,71,N Gwinnett,2762,8448,2907,8857,3315,9974,3751,11199,2484.7,,809.1,989,2751,2016-06-22T20:22:26.000Z,{0E0A7DF7-081A-4789-B02B-CCAE80922E1A}
643,13,135,050528,13135050528,Gwinnett,ARC 10,1327.400024,36.200199,1363.599976,2.07406,0.056563,2.13063,71,N Gwinnett,1683,5236,1855,5749,2212,6795,2512,7648,2493.3,,1148.6,829,2412,2016-06-22T20:22:26.000Z,{FC191854-40CD-4228-BE8E-A789886A3E7E}
644,13,135,050605,13135050605,Gwinnett,ARC 10,5102.790039,40.2001,5142.990234,7.97311,0.062813,8.03592,71,N Gwinnett,5096,14442,5960,16817,7656,21328,9290,25704,1805.3,3213,1407.8,4194,11262,2016-06-22T20:22:26.000Z,{77AD67D3-DEB6-481E-A252-EC94B73C8F3B}
645,13,135,050606,13135050606,Gwinnett,ARC 10,9532,76.672401,9608.669922,14.8938,0.119801,15.0135,71,N Gwinnett,7475,22174,8522,25112,10961,31874,13582,38955,1478.3,2597,1118.7,6107,16781,2016-06-22T20:22:26.000Z,{9932A2D1-4D08-4813-A962-DFB392500098}
646,13,135,050210,13135050210,Gwinnett,ARC 10,3141.100098,24.833599,3165.939941,4.90797,0.038802,4.94678,71,N Gwinnett,3241,8242,4157,10585,6042,15028,7686,19102,1682,,2216.3,4445,10860,2016-06-22T20:22:26.000Z,{13F5A342-51DF-491D-BA1B-E0822AEDC84B}
647,13,135,050213,13135050213,Gwinnett,ARC 10,4289.970215,25.514601,4315.490234,6.70308,0.039867,6.74295,71,N Gwinnett,3580,10516,3862,11229,4537,13020,5565,15678,1569.6,2340,770.4,1985,5162,2016-06-22T20:22:26.000Z,{BA910B6F-DC22-493A-936C-1BE09F585653}
648,13,135,050208,13135050208,Gwinnett,ARC 10,1768.02002,4.1232,1772.140015,2.76253,0.006443,2.76897,71,N Gwinnett,2219,6695,2341,7025,2594,7705,2736,8071,2391.1,,491.4,517,1376,2016-06-22T20:22:26.000Z,{03E85807-D74D-4316-92A3-85FB2EBC673E}
649,13,135,050212,13135050212,Gwinnett,ARC 10,4064.889893,126.586998,4191.47998,6.35139,0.197792,6.54919,71,N Gwinnett,4177,12582,4538,13591,5512,16351,6401,18856,1935.7,,965.2,2224,6274,2016-06-22T20:22:26.000Z,{E76DBD4A-C609-4265-AC5D-137A70D9568F}
650,13,135,050109,13135050109,Gwinnett,ARC 10,2161.409912,5.64784,2167.060059,3.3772,0.008825,3.38603,71,N Gwinnett,3047,8552,3692,10270,4855,13374,5773,15755,2515.3,,2118.5,2726,7203,2016-06-22T20:22:26.000Z,{4CA3205E-6352-4BA5-A967-4983A7A6582B}
651,13,135,050107,13135050107,Gwinnett,ARC 10,3836.47998,739.81897,4576.299805,5.9945,1.15597,7.15047,71,N Gwinnett,2347,6226,2533,6658,2875,7484,3457,8940,864.7,,376.9,1110,2714,2016-06-22T20:22:26.000Z,{F2B13BA2-4B5C-4042-87E8-4D9D787A5A17}
652,13,135,050108,13135050108,Gwinnett,ARC 10,3580.73999,83.775101,3664.52002,5.59491,0.130899,5.72581,71,N Gwinnett,3319,9014,3782,10184,5155,13716,6253,16475,1581.4,,1308.9,2934,7461,2016-06-22T20:22:26.000Z,{956F763B-A674-4FA4-8B5D-CE6CFDD1280A}
653,13,135,050105,13135050105,Gwinnett,ARC 10,3560.340088,34.590801,3594.929932,5.56303,0.054048,5.61708,71,N Gwinnett,1814,5008,2263,6193,3171,8668,4025,11016,894.3,,1072.9,2211,6008,2016-06-22T20:22:26.000Z,{487661C3-C19F-4232-B570-1AAF97E31A8B}
654,13,135,050103,13135050103,Gwinnett,ARC 10,5284.72998,125.169998,5409.899902,8.25739,0.195578,8.45297,71,N Gwinnett,3853,10467,4380,11809,5444,14479,7189,18965,1231.4,,999.8,3336,8498,2016-06-22T20:22:26.000Z,{9C81F6B9-5B2E-4F68-B771-1EDC14C2DDD7}
655,13,135,050422,13135050422,Gwinnett,ARC 10,619.679016,0,619.679016,0.968248,0,0.968248,74,Norcross,2314,7188,2456,7640,2750,8569,3024,9337,7188,9337,2149,710,2149,2016-06-22T20:22:26.000Z,{27FD9A42-359B-4454-B574-1B0440DAE660}
656,13,135,050304,13135050304,Gwinnett,ARC 10,1883.609985,18.6856,1902.300049,2.94314,0.029196,2.97234,74,Norcross,2371,5838,2713,6648,3699,8929,4468,10678,1946,,1613.3,2097,4840,2016-06-22T20:22:26.000Z,{C3C803DF-B152-40C7-A502-949FBEFD944E}
657,13,135,050419,13135050419,Gwinnett,ARC 10,1090.369995,0.791479,1091.160034,1.7037,0.001237,1.70494,74,Norcross,2435,7573,2621,8171,2996,9363,3329,10356,4454.7,,1637.1,894,2783,2016-06-22T20:22:26.000Z,{2E901646-6C8C-4993-A2F6-6BC040D3FA44}
658,13,135,050306,13135050306,Gwinnett,ARC 10,2507.709961,1.74802,2509.449951,3.9183,0.002731,3.92102,74,Norcross,1393,4953,1525,5415,1807,6393,2189,7549,1270,,665.6,796,2596,2016-06-22T20:22:26.000Z,{32ED6D7D-C780-4D3E-B529-6A084585A763}
659,13,135,050106,13135050106,Gwinnett,ARC 10,5943.049805,5.38714,5948.439941,9.28602,0.008417,9.29444,71,N Gwinnett,3985,10928,4719,12861,6172,16729,7805,20841,1175.1,2241,1065.9,3820,9913,2016-06-22T20:22:26.000Z,{865CA5BE-CC48-4DB6-A487-C4E34EC0542B}
660,13,135,050205,13135050205,Gwinnett,ARC 10,1258.589966,22.0376,1280.630005,1.96655,0.034434,2.00098,72,Cent Gwinnett,1887,4658,1987,4894,2215,5383,2559,6193,2329,,767.5,672,1535,2016-06-22T20:22:26.000Z,{F7961E28-A075-497E-AF7D-F8EE22CF79F2}
661,13,135,050417,13135050417,Gwinnett,ARC 10,647.224976,0.593794,647.81897,1.01129,0.000928,1.01222,74,Norcross,1952,5833,2061,6162,2220,6646,2507,7427,5833,7427,1594,555,1594,2016-06-22T20:22:26.000Z,{D321FFB0-7A60-46FF-BB4E-FC9C3C5765DD}
662,13,135,050314,13135050314,Gwinnett,ARC 10,1300.23999,12.1289,1312.369995,2.03163,0.018951,2.05058,74,Norcross,3525,10175,3770,10845,4271,12248,5176,14784,4845.2,7040,2194.8,1651,4609,2016-06-22T20:22:26.000Z,{AAC3D80D-F4A9-4D7D-AA48-4F1BEBD7D332}
663,13,135,050308,13135050308,Gwinnett,ARC 10,1365.329956,41.2701,1406.599976,2.13333,0.064485,2.19781,74,Norcross,1257,3806,1361,4125,1577,4773,1899,5803,1730,,907.7,642,1997,2016-06-22T20:22:26.000Z,{337B77BE-6DE5-49AD-854A-5CDC47A27CB6}
664,13,135,050309,13135050309,Gwinnett,ARC 10,2968.379883,103.250999,3071.629883,4.63809,0.16133,4.79942,74,Norcross,3486,8884,3793,9668,4528,11473,5251,13161,1850.8,,891,1765,4277,2016-06-22T20:22:26.000Z,{DDCC019D-F8B7-4DCC-A746-694A4A6FDDEC}
665,13,135,050313,13135050313,Gwinnett,ARC 10,1945.079956,3.50074,1948.579956,3.03919,0.00547,3.04466,74,Norcross,2508,7530,2683,8058,2918,8777,3367,10017,2510,3339,829,859,2487,2016-06-22T20:22:26.000Z,{E841B4DE-89F5-4DBD-AB5D-C20E9E60A5D5}
666,13,135,050311,13135050311,Gwinnett,ARC 10,1213.800049,1.66253,1215.459961,1.89656,0.002598,1.89916,74,Norcross,2004,4420,2562,5595,3849,8411,5077,11005,2326.3,,3465.8,3073,6585,2016-06-22T20:22:26.000Z,{7BCFBE65-9759-46E9-8FB4-1E3420832F12}
667,13,135,050310,13135050310,Gwinnett,ARC 10,1800.930054,27.1453,1828.069946,2.81395,0.042415,2.85636,74,Norcross,2603,5235,2926,5870,3509,7012,4159,8247,1805.2,,1038.6,1556,3012,2016-06-22T20:22:26.000Z,{708ADF06-3201-466A-BECA-B1C2A51A0A25}
668,13,135,050424,13135050424,Gwinnett,ARC 10,1716.939941,102.765999,1819.709961,2.68272,0.160572,2.8433,74,Norcross,2689,7093,2871,7554,3283,8606,3749,9682,2533.2,,924.6,1060,2589,2016-06-22T20:22:26.000Z,{4EEA58C8-B976-4A08-B8CF-F8DEF64447BE}
669,13,135,050421,13135050421,Gwinnett,ARC 10,1355.810059,8.13545,1363.949951,2.11845,0.012712,2.13117,74,Norcross,2800,8491,3006,9100,3442,10428,4327,13054,4043.3,,2172.9,1527,4563,2016-06-22T20:22:26.000Z,{598DE394-DFAE-4CA1-8397-152B1CF727AD}
670,13,135,050315,13135050315,Gwinnett,ARC 10,687.888977,8.6986,696.588013,1.07483,0.013592,1.08842,74,Norcross,2184,5031,2538,5820,3258,7453,3949,8916,4573.6,,3531.8,1765,3885,2016-06-22T20:22:26.000Z,{2401F148-364A-4011-94BB-E53484F8817B}
671,13,135,050418,13135050418,Gwinnett,ARC 10,511.181,0,511.181,0.79872,0,0.79872,74,Norcross,2384,6543,2608,7162,3146,8634,3426,9315,8178.8,,3465,1042,2772,2016-06-22T20:22:26.000Z,{D10EE29A-CE01-4C47-B9C4-4E5DAFF55DEE}
672,13,135,050521,13135050521,Gwinnett,ARC 10,1373.780029,2.56668,1376.349976,2.14653,0.00401,2.15055,72,Cent Gwinnett,1929,5309,2046,5578,2346,6395,2554,6957,2413.2,,749.1,625,1648,2016-06-22T20:22:26.000Z,{D7FBFB63-D66C-47CB-8005-3389E351A919}
673,13,135,050522,13135050522,Gwinnett,ARC 10,1139.300049,11.1128,1150.410034,1.78016,0.017364,1.79752,72,Cent Gwinnett,1679,4366,1755,4499,1957,4956,2114,5357,2425.6,,550.6,435,991,2016-06-22T20:22:26.000Z,{E05B0E77-719F-410C-96E6-582853D290C3}
674,13,135,050520,13135050520,Gwinnett,ARC 10,1378.48999,3.38139,1381.869995,2.15389,0.005283,2.15917,72,Cent Gwinnett,2033,4858,2152,5086,2355,5508,2613,6116,2208.2,2780,571.8,580,1258,2016-06-22T20:22:26.000Z,{C976190D-03EE-4974-BD6C-E0BE12342709}
675,13,135,050511,13135050511,Gwinnett,ARC 10,3155.030029,32.9599,3187.98999,4.92973,0.0515,4.98123,72,Cent Gwinnett,3854,11523,4395,13117,5738,17149,7350,22019,2304.6,,2099.2,3496,10496,2016-06-22T20:22:26.000Z,{8748559F-5A1F-49E6-8BE5-968CC69377F1}
676,13,135,050714,13135050714,Gwinnett,ARC 10,1998.98999,37.975899,2036.969971,3.12342,0.059337,3.18277,76,Snellville,1971,5730,2184,6294,2730,7729,3361,9346,1790.6,,1130,1390,3616,2016-06-22T20:22:26.000Z,{3D8B1E32-31CE-4B00-A493-E4D0DCBE0B78}
677,13,135,050429,13135050429,Gwinnett,ARC 10,2178.98999,40.118099,2219.100098,3.40467,0.062685,3.46734,75,Lilburn,2548,7380,2762,7895,3269,9221,3861,10761,2108.6,,966,1313,3381,2016-06-22T20:22:26.000Z,{9993745C-9E57-408B-B99D-FF53606B61F8}
678,13,135,050713,13135050713,Gwinnett,ARC 10,1588.27002,55.9664,1644.23999,2.48167,0.087447,2.56912,72,Cent Gwinnett,2378,7891,2486,8255,2638,8740,2876,9498,3035,,618.1,498,1607,2016-06-22T20:22:26.000Z,{D455FEB2-41D1-479E-9D7D-120AB860F085}
