X,Y,OBJECTID,Name,Acres,Sq_Miles,County20,County10,Total_housing_units,Occupied_housing_units,Percent_Occupied_housing_units,Vacant_housing_units,Percent_Vacant_housing_units,Homeowner_vacancy_rate,Rental_vacancy_rate,One_unit_detatched_housing_unit,Percent_1Unit_Detached,Housing_units_built_since_2000,Pct_Units_Built_Since_2000,Units_Built_1980_to_1999,Pct_Units_Built_1980_to_1999,Units_Built_1979_or_Earlier,Pct_Units_Built_1979_or_Earlier,GlobalID,last_edited_date
-83.902909605363121,33.252413096317895,355,Flovilla,1253.04003906,1.95788002, , ,238,224,94.1,14,5.9,0,11.7,193,81.1,61,25.6,89,37.4,88,37,{2D9570CD-E03F-41BE-8859-62E3664E8455},
-83.588097287838764,33.400797440503773,356,Shady Dale,563.11602783,0.87986898, , ,110,86,78.2,24,21.8,7.6,5.3,73,66.4,20,18.2,31,28.2,59,53.6,{5BF22607-5CB4-4009-BBBC-C5F811FCE335},
-83.686131845887047,33.307495810604713,357,Monticello,2073.81005859,3.24031997, , ,1159,984,84.9,175,15.1,3.7,7.7,880,75.9,219,18.9,233,20.1,707,61,{571060FD-29DC-4691-ADE9-FCC0D9AD275E},
-84.062325673152571,32.293465166090776,358,Oglethorpe,1306.06005859,2.04071999, , ,785,617,78.6,168,21.4,0,13.3,456,58.1,91,11.6,267,34,427,54.4,{09E258E8-BCF1-4C46-91B0-B72ECD14A8D8},
-84.458198176649191,33.29251490896133,359,Brooks,2867.5300293,4.48051023,yes,yes,220,209,95,11,5,0,0,219,99.5,22,10,127,57.7,71,32.3,{8C3932EF-FD3C-474B-A3AC-14AC20FA5DBA},
-84.274629254775107,33.241887249789308,360,Griffin,8990.04003906,14.0468998,yes, ,10629,8691,81.8,1938,18.2,5.1,13.1,6832,64.3,1175,11.1,2945,27.7,6509,61.2,{08F47C3A-11AB-4618-B44D-551060FBA25E},
-83.831614914194319,34.015113404826046,361,Auburn,4220.52978516,6.59458017,yes, ,2860,2474,86.5,386,13.5,1.5,15.9,2359,82.5,240,8.4,2165,75.7,455,15.9,{064E945D-697C-4E8D-B284-69637005EF5D},
-84.024613120857751,32.299656068361948,362,Montezuma,2962.23999023,4.62849998, , ,1567,1310,83.6,257,16.4,11.8,8.9,1083,69.1,79,5,467,29.8,1021,65.2,{CE89251B-430D-4C31-8859-DA069CC41575},
-83.940712959457585,32.456433476500216,363,Marshallville,2019.82995605,3.15598011, , ,681,536,78.7,145,21.3,0,3.8,541,79.4,60,8.8,218,32,403,59.2,{D5D9D40D-4FF1-4711-827C-A8D73FC5CBF1},
-84.737758639653677,32.683686329620755,364,Waverly Hall,2148.40991211,3.35688996, , ,340,306,90,34,10,0,13.5,307,90.3,35,10.3,117,34.4,188,55.3,{9DCAECF7-CC20-45F7-A53A-D9D2080A0242},
-84.698964348685379,32.811987181875281,365,Shiloh,1454.83996582,2.27319002, , ,206,195,94.7,11,5.3,3.2,0,137,66.5,15,7.3,96,46.6,95,46.1,{B6B575E4-3209-4E96-9404-EF1BEE19ABC7},
-84.354052318216333,33.521113192777307,366,Jonesboro,1621.29003906,2.53326011,yes,yes,1299,1136,87.5,163,12.5,8.6,10,959,73.8,146,11.2,125,9.6,1028,79.1,{B4F2B75F-6D93-48F7-A082-78AABBC4AA0E},
-84.876043377309429,32.764521226630521,367,Hamilton,2116.2199707,3.30659008, , ,288,261,90.6,27,9.4,0,0,215,74.7,98,34,80,27.8,110,38.2,{0121E07C-0EBF-4518-8F20-12467A70FBFA},
-84.189410340729424,32.372613947668825,368,Ideal,739.11602783,1.15487003, , ,221,170,76.9,51,23.1,0,3.7,137,62,10,4.5,74,33.5,137,62,{07976101-E7F2-499E-AE6C-34748F77FEAC},
-82.599417431788552,31.865099567937381,369,Hazlehurst,3078.33007813,4.80987978, , ,2035,1566,77,469,23,2.8,9.9,1700,83.5,165,8.1,232,11.4,1638,80.5,{D83DF0E3-C895-48DC-BC12-5DF79948D435},
-82.696763321764479,31.722142661943003,370,Denton,986.80999756,1.54189003, , ,122,95,77.9,27,22.1,0,18.2,60,49.2,17,13.9,31,25.4,74,60.7,{1C24186A-36E6-4B6C-9309-F4B47A67766F},
-83.325805292279583,34.580725398220295,371,Toccoa,6125.14990234,9.57054996, , ,4009,2966,74,1043,26,3.9,17,2864,71.4,252,6.3,1227,30.6,2530,63.1,{EEE555FF-7487-4D5E-BB0B-7EE963EAE4E8},
-83.19670344113122,34.502691425234076,372,Avalon,1131.32995605,1.76769996, , ,96,81,84.4,15,15.6,0,20.8,50,52.1,7,7.3,34,35.4,55,57.3,{80847B38-270C-4931-8158-DC1EF7AAEE34},
-83.650897015232928,31.472031487452693,373,Ty Ty,511.16799927,0.79869998, , ,330,295,89.4,35,10.6,0,0,191,57.9,21,6.4,140,42.4,169,51.2,{9B571613-1511-4FD0-95A7-01031161A578},
-83.52051065697421,31.462496623187395,374,Tifton,8179.62988281,12.78069973, , ,6662,5626,84.4,1036,15.6,4.3,2.9,3573,53.6,904,13.6,1952,29.3,3806,57.1,{8D5B9D85-2150-4DD5-A13C-80D2BDEF2DFC},
-83.594943831289584,31.338904048665572,375,Omega,1154.68994141,1.80420005, , ,530,399,75.3,131,24.7,0,0,206,38.9,21,4,200,37.7,309,58.3,{4680F90C-908C-4496-8F42-BA1C85A45A0A},
-83.805463502884365,31.178138361454732,376,Riverside,135.48100281,0.211689, , ,7,7,100,0,0,0,0,5,71.4,4,57.1,0,0,3,42.9,{3FA52D35-4244-44D7-A856-7DFD1CD5FF9A},
-83.684277279975262,31.269215438971571,377,Norman Park,2005.93994141,3.13427997, , ,563,481,85.4,82,14.6,3.8,10.7,241,42.8,91,16.2,250,44.4,222,39.4,{8E7A5765-13BE-4E78-B5CC-F32C4C5A2164},
-83.770369519311402,31.159445929756131,378,Moultrie,10578.5,16.52890015, , ,6232,5342,85.7,890,14.3,0.6,8.5,3745,60.1,868,13.9,1896,30.4,3468,55.6,{38267511-3A7E-496B-B592-729D488B0248},
-83.877042379475867,31.19889406730535,379,Funston,744.90600586,1.16392004, , ,241,222,92.1,19,7.9,2.2,0,147,61,48,19.9,107,44.4,86,35.7,{3421BCB7-1DD7-46AD-86F8-00DF3F781DED},
-83.587625366325597,31.175978411827725,380,Ellenton,508.74301147,0.79491001, , ,121,69,57,52,43,0,23.5,62,51.2,8,6.6,66,54.5,47,38.8,{4893125F-999E-4967-A572-4994DF659F57},
-83.916962751793065,31.321842187306018,381,Doerun,810.19500732,1.26593006, , ,375,298,79.5,77,20.5,7.5,12.2,277,73.9,7,1.9,78,20.8,290,77.3,{00061B9E-A0A4-4962-8A3A-63429D4CB503},
-83.623883793770375,31.067855309549508,382,Berlin,473.26998901,0.73948401, , ,280,216,77.1,64,22.9,0,11.7,163,58.2,34,12.1,87,31.1,159,56.8,{B3EA6C2E-80E6-4876-8D56-7DFF3CE67DFC},
-82.49929287643846,33.466661230260577,383,Thomson,2820.69995117,4.40734005, , ,2757,2516,91.3,241,8.7,7.6,5.8,1878,68.1,178,6.5,644,23.4,1935,70.2,{81321E95-FE35-437B-872B-600A3D26BE2B},
-82.385223413321214,33.41488399224999,384,Dearing,527.69396973,0.82452101, , ,273,224,82.1,49,17.9,12.2,8.7,222,81.3,18,6.6,19,7,236,86.4,{A3D252C1-9645-4A09-8B76-469FCDD04A99},
-82.594449964503383,32.378201814252037,385,Soperton,2857.01000977,4.46407986, , ,1331,1077,80.9,254,19.1,1.8,14,900,67.6,121,9.1,359,27,851,63.9,{F506D4A3-6F3F-4D59-AF95-D80B3DF45C2D},
-85.187361085628126,34.26708628162136,386,Rome,20247.69921875,31.63699913, , ,16049,13577,84.6,2472,15.4,6.3,11.4,10156,63.3,2160,13.5,3798,23.7,10091,62.9,{4A0B75F1-83BB-42E1-B22E-3370A6371F3B},
-85.339081026839622,34.10644390915563,387,Cave Spring,2601.57006836,4.06494999, , ,536,476,88.8,60,11.2,2.3,3.7,370,69,144,26.9,89,16.6,303,56.5,{F9CF81B9-9DAE-4DFB-9A8E-5CB9020A9D07},
-83.388639274569982,33.325766024432355,388,Eatonton,13190.40039063,20.60989952, , ,2846,2452,86.2,394,13.8,2,8.8,1709,60,463,16.3,792,27.8,1591,55.9,{D5C681B6-6DA6-4CD9-AE9D-C7C53C2E0ACD},
-84.347768773680457,31.71992211673842,389,Sasser,499.69500732,0.78077298, , ,149,128,85.9,21,14.1,2.5,6.8,127,85.2,9,6,41,27.5,99,66.4,{E536DBF5-BFCB-4967-AC8D-5079DB68738A},
-84.511760468524741,31.894388975751045,390,Parrott,498.20800781,0.77845103, , ,74,52,70.3,22,29.7,11.7,0,64,86.5,6,8.1,4,5.4,64,86.5,{B0AE6A32-BD99-4E19-A209-26526177BFF0},
-84.443669889701056,31.77214755957549,391,Dawson,2401.5,3.75234008, , ,1878,1379,73.4,499,26.6,0,8.4,1557,82.9,49,2.6,559,29.8,1270,67.6,{420D2427-C5D8-4523-AA2A-01F9D8232D6B},
-84.364336400750688,31.830551408248869,392,Bronwood,505.75799561,0.79024702, , ,145,114,78.6,31,21.4,0,14.3,98,67.6,22,15.2,45,31,78,53.8,{08211A29-B1C9-43D9-A64C-DAEBAB9C814F},
-82.124412376479128,32.087060478187617,393,Reidsville,4926.08984375,7.69701004, , ,1320,1086,82.3,234,17.7,10.6,9.5,838,63.5,193,14.6,550,41.7,577,43.7,{CFF028A8-1584-4130-8298-4FD596C77107},
-82.019956399307532,32.160354942560744,394,Manassas,497.04098511,0.776627, , ,63,43,68.3,20,31.7,0,0,42,66.7,23,36.5,12,19,28,44.4,{5E23AC30-8ABC-4476-8C79-6E2088AE0E7D},
-81.930345769149781,31.939484145324574,395,Glennville,4241.93017578,6.62801981, , ,1803,1490,82.6,313,17.4,4.3,4.7,1356,75.2,345,19.1,488,27.1,970,53.8,{E2BC030C-0FF3-4D08-9ED9-F2BC17CDF6ED},
-82.110297375074992,32.179367540411775,396,Collins,662.02502441,1.03441, , ,324,258,79.6,66,20.4,0,14.7,169,52.2,57,17.6,67,20.7,200,61.7,{C7A75572-76D8-4563-A1BF-EA719EBAF2D5},
-84.01042833677883,32.719614722945515,397,Roberta,963.56500244,1.50557005, , ,405,346,85.4,59,14.6,4.7,13.2,247,61,26,6.4,98,24.2,281,69.4,{7CE42B74-D83A-4A9C-AEDE-B1097B33E54F},
-81.745696937729051,31.709640328670424,398,Ludowici,1498.73999023,2.34177995, , ,830,765,92.2,65,7.8,0,0,408,49.2,289,34.8,244,29.4,297,35.8,{21F96A16-5786-4DF2-9D1D-4CB3A18493F7},
-82.138760691531573,32.280613598666072,399,Cobbtown,435.37399292,0.68027198, , ,206,158,76.7,48,23.3,0,0,145,70.4,7,3.4,34,16.5,165,80.1,{375D711A-B62C-487E-8B6F-315065F60176},
-82.928797513647623,34.350196430164075,400,Hartwell,3268.62011719,5.10722017, , ,2279,1823,80,456,20,3.2,7.4,1904,83.5,209,9.2,522,22.9,1548,67.9,{191A3497-CEFC-48CE-A34E-8A4D08109278},
-83.083141629534452,34.372698311084797,401,Bowersville,1984.75,3.10117006, , ,191,153,80.1,38,19.9,5,0,103,53.9,51,26.7,77,40.3,63,33,{61B384D2-4F64-4D39-B55A-72B48C9A62E5},
-84.787097419897691,32.346955401843402,402,Cusseta-Chattahoochee County,160727,251.13600159, , ,3359,2602,77.5,757,22.5,3.6,13.6,1367,40.7,275,8.2,728,21.7,2356,70.1,{C3DDBF13-BB43-46DF-9D38-681CCE953164},
-82.508021451255416,32.037094381655074,403,Uvalda,1220,1.90626001, , ,274,210,76.6,64,23.4,0,0,180,65.7,7,2.6,98,35.8,169,61.7,{94342FC1-3797-422E-9D49-9996E70E4DE0},
-82.559555849812057,32.31872184821605,404,Tarrytown,554.07202148,0.86573702, , ,63,47,74.6,16,25.4,0,80,45,71.4,5,7.9,15,23.8,43,68.3,{6FAA6272-0994-4109-84E2-7BAAA53812F3},
-82.595236205663099,32.183118661144491,405,Mount Vernon,2636.76000977,4.1199398, , ,1100,834,75.8,266,24.2,2.5,18,568,51.6,121,11,371,33.7,608,55.3,{B806BD99-EB75-4DEC-86BF-0F458FB97322},
-82.466988425823459,32.216375958840501,406,Higgston,2020.18994141,3.15654993, , ,193,173,89.6,20,10.4,0,0,88,45.6,15,7.8,100,51.8,78,40.4,{6EDEC13B-2301-4D41-BC41-484DEAC6FC79},
-82.478928448592882,32.080975299746939,407,Alston,1840.33996582,2.87554002, , ,73,65,89,8,11,0,0,62,84.9,9,12.3,21,28.8,43,58.9,{480E04D1-A237-46A2-A7DB-5A88EF71DB20},
-82.569005472126548,32.188222740777164,408,Ailey,1302.13000488,2.03456998, , ,200,171,85.5,29,14.5,1.5,9.8,200,100,11,5.5,22,11,167,83.5,{394E2FC0-F9F6-4E9A-903B-9E37FA8B5881},
-84.342384105827563,33.094432392343577,409,Zebulon,2908.88989258,4.54513979, , ,722,631,87.4,91,12.6,0,6.8,431,59.7,109,15.1,278,38.5,335,46.4,{EDAD491E-EB61-42E8-8877-6F6606713B1E},
-84.362619117741346,33.181092050854382,410,Williamson,382.35501099,0.59742898, , ,162,143,88.3,19,11.7,0,2.8,116,71.6,22,13.6,48,29.6,92,56.8,{0EDC2C79-25AB-43DE-90F7-CD17478B79EB},
-84.500143575686906,33.011875914501523,411,Molena,1114.13000488,1.74083996, , ,189,148,78.3,41,21.7,5.1,9.5,153,81,20,10.6,76,40.2,93,49.2,{561147D7-14CE-49AD-BCE0-724F3A66E8C0},
-84.308368931059292,33.050896554911276,412,Meansville,337.6499939,0.52757698, , ,83,70,84.3,13,15.7,13,0,71,85.5,8,9.6,13,15.7,62,74.7,{E4B3CF6F-2FFC-4E44-ACDB-F0D187386C67},
-84.438406896484608,33.091772908672269,413,Concord,530.12902832,0.82832599, , ,141,118,83.7,23,16.3,7.4,18.9,130,92.2,24,17,39,27.7,78,55.3,{79A9EC0F-C5FD-4FB8-8E97-0AA91805767B},
-83.498695723680768,34.334987276089898,414,Homer,6188.12011719,9.66893959, , ,533,483,90.6,50,9.4,2.7,4.5,298,55.9,107,20.1,146,27.4,280,52.5,{001E41DF-A661-48CA-9023-336512E5956D},
-83.549329247555988,34.486396441714376,415,Baldwin,3147.65991211,4.91821003, , ,1292,1056,81.7,236,18.3,10.8,14.1,679,52.6,320,24.8,661,51.2,311,24.1,{2C42DFCC-1DA5-4448-A9D2-CC984A59ACCB},
-83.572773543504383,34.465170254793975,416,Alto,707.86602783,1.10604, , ,423,337,79.7,86,20.3,4.5,23.1,227,53.7,42,9.9,223,52.7,158,37.4,{BD8BECC2-6570-48D0-BBDB-BD6175D50D93},
-84.324659781328293,30.884526594132431,417,Whigham,758.27197266,1.18480003, , ,214,199,93,15,7,0,0,150,70.1,8,3.7,61,28.5,145,67.8,{4708D4E2-19FE-442E-81D4-FD9AE9A69EE4},
-84.204844424834107,30.878691713593351,418,Cairo,6284.39013672,9.81935024, , ,4014,3605,89.8,409,10.2,5.7,2.4,2956,73.6,630,15.7,1086,27.1,2298,57.2,{1BE44AD7-8937-4721-9A45-C594D5F32E5E},
-84.94413456897837,34.578738448349192,419,Resaca,1830.30004883,2.85983992, , ,385,334,86.8,51,13.2,0,7.2,272,70.6,84,21.8,148,38.4,153,39.7,{E4FA6441-D622-453A-98BC-4AE076BB9E8E},
-84.711070945904751,34.501267844358452,420,Ranger,522.24798584,0.81601202, , ,51,45,88.2,6,11.8,0,11.8,38,74.5,14,27.5,8,15.7,29,56.9,{27B2CFDC-A75A-4AD1-B5D9-8357A4FC422F},
-85.031493264417435,34.405271443989491,421,Plainville,462.20599365,0.722197, , ,128,118,92.2,10,7.8,0,12.5,114,89.1,30,23.4,27,21.1,71,55.5,{902AD6E4-8E6C-48F9-A430-85AC5CA9820D},
-84.699801188886951,34.437999072227321,422,Fairmount,1145.41003418,1.78970003, , ,341,309,90.6,32,9.4,4.4,4.2,233,68.3,26,7.6,66,19.4,249,73,{E4F25AAA-1AF4-40A2-BEC7-A6C084F5F652},
-84.93942337392285,34.492586542890564,423,Calhoun,9616.5703125,15.02589989, , ,6478,5477,84.5,1001,15.5,6.2,14.2,3689,56.9,1671,25.8,2295,35.4,2512,38.8,{4CC8C476-99B3-436A-92DC-E0BCA9D4A8D8},
-83.71783675123315,34.184896928810879,424,Talmo,1355.16003418,2.11743999, , ,95,81,85.3,14,14.7,0,0,86,90.5,18,18.9,26,27.4,51,53.7,{713CB4E9-C78B-4CA5-A878-44D66802DAF7},
-83.682586709573869,34.164540724363171,425,Pendergrass,1950.16003418,3.04713011, , ,215,184,85.6,31,14.4,6.5,4.3,175,81.4,65,30.2,24,11.2,126,58.6,{28694792-56CA-4BC5-87D4-723D15B4CB0A},
-83.429108916056464,34.117377764084573,426,Nicholson,2572.47998047,4.01948977, , ,651,508,78,143,22,1,18.9,252,38.7,153,23.5,388,59.6,110,16.9,{3D95936A-7063-4E2A-B301-75C39EF10CC6},
-83.552825372869449,34.255100122677078,427,Maysville,2759.80004883,4.31219006, , ,809,745,92.1,64,7.9,2.6,0,651,80.5,181,22.4,307,37.9,321,39.7,{7D2ACF57-2ECF-4F87-B442-33D7F9958A82},
-83.601759814306547,34.136426432253351,428,Jefferson,14079.79980469,21.99970055, , ,3807,3473,91.2,334,8.8,0.7,5.1,3300,86.7,2015,52.9,1071,28.1,721,18.9,{4DCC2A98-DE8C-4BAA-8AB5-44A904DEE075},
-83.761676447139891,34.093375009088263,429,Hoschton,1662.51000977,2.59766006, , ,583,534,91.6,49,8.4,0,7.9,477,81.8,199,34.1,244,41.9,140,24,{A155A923-8BB7-472B-8378-73E0CA537D87},
-83.473138386583116,34.212975053581388,430,Commerce,7554.20019531,11.80340004, , ,2545,2255,88.6,290,11.4,1.8,10.9,1744,68.5,557,21.9,735,28.9,1253,49.2,{B02ECC4B-F1FA-4ED7-84FB-853B41F35084},
-83.540330601796242,34.071099857649621,431,Arcade,5440.31982422,8.50051022, , ,658,553,84,105,16,5.2,14.3,271,41.2,103,15.7,392,59.6,163,24.8,{81CBC457-B122-47A2-BD6C-CC96861F0F97},
-84.965353624932035,34.90144610197946,432,Varnell,2148.59008789,3.3571701, , ,650,555,85.4,95,14.6,5.3,13.8,573,88.2,127,19.5,290,44.6,233,35.8,{EAF53120-143F-4DB1-9DAF-BFCF926561EB},
-85.040599847312308,34.847767825494756,433,Tunnel Hill,1026.69995117,1.60422003, , ,385,348,90.4,37,9.6,0,9.4,297,77.1,5,1.3,82,21.3,298,77.4,{78980C1E-ACF7-478F-89BE-BCD2D9F90813},
-84.970975198523675,34.768969097221074,434,Dalton,13155,20.55470085, , ,13413,11446,85.3,1967,14.7,4.9,16.1,6198,46.2,2630,19.6,4096,30.5,6687,49.9,{70776450-4063-40BA-8EB8-D0B5C52F511A},
-84.959041029403423,34.953855891994884,435,Cohutta,3023.7199707,4.72455978, , ,314,251,79.9,63,20.1,0,19.8,268,85.4,48,15.3,160,51,106,33.8,{063B6E39-7997-452D-9A7D-6FB74987F823},
-83.497493687627127,34.521815550976669,436,Mount Airy,1656.56994629,2.58839011, , ,454,443,97.6,11,2.4,0,0,356,78.4,155,34.1,127,28,172,37.9,{289444DD-C0EE-4F02-AA0F-85C1AA0CBDA0},
-83.54239322468311,34.564878839827038,437,Demorest,1454.02001953,2.27190995, , ,620,516,83.2,104,16.8,2.3,4.3,498,80.3,162,26.1,196,31.6,262,42.3,{4F4AEA01-8991-4987-BF56-C06875CAC6AB},
-83.530799781608977,34.516268252030059,438,Cornelia,2548.37988281,3.98184991, , ,1809,1502,83,307,17,0,13.7,1134,62.7,283,15.6,643,35.5,883,48.8,{DE85C12B-8D91-40FB-B54D-595FA92106EE},
-83.528366093529414,34.610226603817729,439,Clarkesville,1592.70996094,2.48861003, , ,882,747,84.7,135,15.3,2.1,14.2,513,58.2,146,16.6,367,41.6,369,41.8,{337E7085-0716-4BC4-AABD-93D93CA0088C},
-84.21225615868893,33.185105651556761,440,Orchard Hill,229.94200134,0.35928401,yes, ,89,80,89.9,9,10.1,0,13.5,26,29.2,14,15.7,44,49.4,31,34.8,{4A3BC0B9-6ED8-46F0-B84E-0241A7043EFB},
-83.830027971562785,34.289816636956495,441,Gainesville,21492.30078125,33.58169937,yes, ,13016,11339,87.1,1677,12.9,3.5,11.5,5772,44.3,3231,24.8,4386,33.7,5399,41.5,{3A9D651D-3B66-4EE4-BF93-10FD6507A7FE},
-83.88468062757741,34.224253971405382,442,Oakwood,3038.7199707,4.74800014,yes, ,1910,1611,84.3,299,15.7,6.8,16.4,480,25.1,832,43.6,566,29.6,512,26.8,{525EC19E-F121-4A40-896C-7B7B888C7804},
-84.922017989002697,34.371339296457023,443,Adairsville,5773.89990234,9.02171993,yes, ,1858,1501,80.8,357,19.2,0,6.3,1071,57.6,820,44.1,575,30.9,463,24.9,{DBCA2EC7-39FB-4124-BB40-5768CADDBC9E},
-84.800719220063428,34.163044841304604,444,Cartersville,18589.30078125,29.04579926,yes, ,8239,7137,86.6,1102,13.4,5.4,9.8,5645,68.5,1592,19.3,2873,34.9,3774,45.8,{0F254E3D-E6BC-4A8E-B51D-2F0E965A1A25},
-84.743951065563849,34.12921314736888,445,Emerson,4520.04003906,7.06256008,yes, ,614,512,83.4,102,16.6,4.4,23.2,469,76.4,168,27.4,183,29.8,263,42.8,{E86EDF85-0FCD-4B7E-8411-52BA82431956},
-84.104920206491641,33.342971746240458,446,Locust Grove,6320.72021484,9.8761301,yes,yes,1930,1766,91.5,164,8.5,1,0,1518,78.7,895,46.4,719,37.3,316,16.4,{0CEC062F-F458-4FB2-BCE8-C93541AFEFB2},
-84.229304375183133,33.526630510962455,447,Stockbridge,8467.58007813,13.23060036,yes,yes,10885,9473,87,1412,13,6.2,9.2,7561,69.5,5740,52.7,4171,38.3,974,8.9,{ED8AC0EC-8B48-4E1D-9FF6-4D2C636CC403},
-84.594055158203389,33.475292274261513,448,Tyrone,8237.28027344,12.87069988,yes,yes,2498,2381,95.3,117,4.7,1.3,13,2253,90.2,991,39.7,1085,43.4,422,16.9,{9B651B98-51A7-4AF2-A1C1-1716D4B08A3D},
-84.3397633311411,33.581643165243413,449,Morrow,2139.9699707,3.34370995,yes,yes,2771,2273,82,498,18,0,29.6,1653,59.7,629,22.7,673,24.3,1469,53,{7084DA73-D0A7-43D1-B103-739215B39C91},
-84.409712629988434,33.564813505928633,450,Riverdale,2903.9699707,4.53745985,yes,yes,6345,5255,82.8,1090,17.2,3.4,18.1,3731,58.8,1653,26.1,1843,29,2849,44.9,{4007FD9A-AC60-45F6-97C5-8656FC033605},
-83.66507464233149,34.395308134882995,451,Lula,2681.41992188,4.18972015,yes, ,1087,927,85.3,160,14.7,3.4,4,890,81.9,503,46.3,226,20.8,358,32.9,{FB470B78-10C7-4678-81EF-39A1225838F2},
-84.291084540662524,33.34206386867934,452,Sunny Side,129.58900452,0.202483,yes, ,44,44,100,0,0,0,0,44,100,0,0,3,6.8,41,93.2,{5BFBA452-EC6F-48A5-A2D5-11E7FCF71AE0},
-83.81286656433943,34.004530142286285,453,Carl,706.07897949,1.10325003,yes, ,76,72,94.7,4,5.3,0,0,65,85.5,13,17.1,25,32.9,38,50,{3227E955-DCB2-4485-993E-2CC778FAE305},
-84.707179420904893,33.738212215987538,454,Douglasville,14281.59960938,22.31489944,yes,yes,13191,11597,87.9,1594,12.1,2.1,9.9,6573,49.8,5905,44.8,4801,36.4,2485,18.8,{20D085D7-B9ED-4005-9B7E-E5909790ADD3},
-84.150777027118821,33.439847612069862,455,McDonough,8167.25976563,12.76130009,yes,yes,9432,8374,88.8,1058,11.2,1.9,11.6,5451,57.8,5907,62.6,2380,25.2,1145,12.1,{99EC43F6-3D73-4F5E-BF7B-CB988F5D659A},
-84.912282641326428,33.492146250830558,456,Whitesburg,1609.04003906,2.51413012,yes, ,274,227,82.8,47,17.2,1.4,0,204,74.5,8,2.9,87,31.8,179,65.3,{11684293-A419-4377-8BAC-8C0DCBEC27D6},
-84.13572877789737,34.207635866585001,457,Cumming,3736.07006836,5.83760977,yes, ,2095,1892,90.3,203,9.7,5,8.8,1027,49,594,28.4,1057,50.5,444,21.2,{D457353F-BDA4-4503-9636-EFC88304E203},
-83.80449371549301,33.817758959478475,458,Between,775.99102783,1.21248996,yes, ,126,123,97.6,3,2.4,0,0,113,89.7,59,46.8,44,34.9,23,18.3,{3C07E475-12FD-477B-9807-F93F41F87037},
-83.609389955774702,33.7849911394296,459,Good Hope,1195.81005859,1.86846006,yes, ,172,153,89,19,11,0,26.7,165,95.9,69,40.1,53,30.8,50,29.1,{4D15C2ED-B8BF-489D-9C6A-23C763E7EE51},
-84.917273333672227,33.729733927511077,460,Villa Rica,9317.03027344,14.55790043,yes,yes,5935,5333,89.9,602,10.1,6.6,5.2,4515,76.1,3730,62.8,937,15.8,1268,21.4,{D6447701-D8AD-4148-8CDF-D4D2C2448BC5},
-85.131257965995303,33.456975255882099,461,Roopville,505.50698853,0.789855,yes, ,114,103,90.4,11,9.6,0,0,102,89.5,6,5.3,13,11.4,95,83.3,{FD758F56-9CFE-4DF6-A6BA-3557A2FCF333},
-83.812030758229866,34.108753566551663,462,Braselton,7783.25976563,12.16129971,yes,yes,2997,2660,88.8,337,11.2,4.5,0,2974,99.2,2434,81.2,387,12.9,176,5.9,{891EDB4C-1930-4C77-AB1F-271FE65259A4},
-84.341169353598247,33.606458668050152,463,Lake City,1178.94995117,1.84210002,yes,yes,1128,819,72.6,309,27.4,14.3,19.8,654,58,196,17.4,187,16.6,745,66,{D08FF197-DDDA-41CE-9BDE-8DB302334EC6},
-84.358988642061618,33.620921013595755,464,Forest Park,6003.24023438,9.3800602,yes,yes,7104,5672,79.8,1432,20.2,3.9,12.8,4486,63.1,847,11.9,852,12,5405,76.1,{2EAE1127-A9F0-49C9-B8F2-64588A8EBC71},
-84.549977386829084,34.317295467618052,465,Waleska,942.78900146,1.47310996,yes,yes,101,83,82.2,18,17.8,0,10.5,95,94.1,10,9.9,28,27.7,63,62.4,{80602152-C27D-45EB-8A34-CB28ADD72597},
-84.413287882982118,34.083152248603916,466,Mountain Park,331.47601318,0.517932,yes,yes,322,261,81.1,61,18.9,3.4,18.9,322,100,13,4,106,32.9,203,63,{4BFD14DD-503E-40D0-A76E-1D75451865DA},
-84.409512592250209,33.660854072152105,467,Hapeville,1517.29003906,2.37075996,yes,yes,3108,2447,78.7,661,21.3,2.5,3.8,1844,59.3,797,25.6,184,5.9,2127,68.4,{0FFA6F6E-2FE1-40C5-B088-222CBB1D8565},
-84.370149040165941,33.936920482430288,468,Sandy Springs,24833.19921875,38.80189896,yes,yes,47117,42196,89.6,4921,10.4,4.3,8.3,16413,34.8,4981,10.6,22565,47.9,19571,41.5,{06DEDF84-E1C1-459C-969F-F79F92A1682C},
-84.273847165920444,34.070356993043319,469,Alpharetta,17436.69921875,27.24480057,yes,yes,23337,22200,95.1,1137,4.9,1.3,6,14347,61.5,4937,21.2,16256,69.7,2144,9.2,{B7DC73E8-E5C9-4095-9BDC-7A8DEFB2681D},
-84.42316614682484,33.762812073755256,470,Atlanta,85712,133.92500305,yes,yes,226741,181681,80.1,45060,19.9,5,11,90448,39.9,59928,26.4,42469,18.7,124344,54.8,{8366FFBE-C926-4D65-AAB5-BE2BC5431149},
-84.667873809369837,33.531336274575118,471,Palmetto,7635.18994141,11.93000031,yes,yes,1802,1570,87.1,232,12.9,4.5,0.5,1246,69.1,545,30.2,486,27,771,42.8,{B59F0A12-876A-4130-8E4E-A97B9D798878},
-84.202698618795651,34.033210419270148,472,Johns Creek,20090.19921875,31.39089966,yes,yes,27542,26501,96.2,1041,3.8,1.2,7.1,21273,77.2,5908,21.5,20652,75,982,3.6,{289E95AF-F973-416C-83ED-ADBEC8A9BE52},
