OBJECTID,GEOID10,NAME10,PLNG_REGIO,Median_household_income,Type_2__Annual_Transit_Trips,GlobalID,last_edited_date,Pop_Chng_per_SqMi_2000_2010,Tp2_HousTranspCosts_Pct_Income,Tp2_HousCosts_Pct_Income,Tp2_TranspCosts_Pct_Income,Tp2_AnnualVehMilesTrav
614,13121002100,21,ARC 10,35250,257.15,{E7CAB2B4-5B5C-4CF4-AB07-B50DE50390A3},2015-06-02T12:14:54.000Z,2926.7,129.57,98.42,31.16,9291
615,13121004400,44,ARC 10,18778,256.65,{B1050390-B099-4659-B164-DA770BF354E2},2015-06-02T12:14:54.000Z,1736.7,116.44,82.29,34.15,9748
616,13121003200,32,ARC 10,48699,206.38,{E40F7659-D939-4266-BC8A-6EFD80823B63},2015-06-02T12:14:54.000Z,1287.5,122.57,84.7,37.88,11561
617,13121004200,42,ARC 10,18722,246.12,{DB06F0CD-F4D3-49B7-A9F7-CFA19F3B79ED},2015-06-02T12:14:54.000Z,-562,106.73,69.51,37.22,10715
618,13121003800,38,ARC 10,21932,125.5,{0A3AC70C-A0B4-4E4A-872D-5829955A3B1D},2015-06-02T12:14:54.000Z,5646.7,114.38,74.01,40.36,11588
619,13121002500,25,ARC 10,19912,259.1,{AF0EEE1C-2B52-4C6E-8D65-0B9C04A021DC},2015-06-02T12:14:54.000Z,-256.7,104.82,67.6,37.22,10721
620,13121002300,23,ARC 10,19840,157.91,{DA525EFD-1C26-4469-AD76-F95915FC320B},2015-06-02T12:14:54.000Z,-3095,112.87,70.31,42.56,12042
621,13139001608,16.08,ARC 20,82111,0.26,{5E7AF4F1-0ED3-48B3-8F18-46D5F5C5F51E},2015-06-02T12:14:54.000Z,567.6,183.7,112.18,71.52,20855
622,13139001603,16.03,ARC 20,66813,1.77,{DCD0F2AB-C211-47ED-A827-528107CF6A8E},2015-06-02T12:14:54.000Z,104.9,161.09,91.16,69.93,20546
623,13121010118,101.18,ARC 10,27064,220.7,{C600241A-4A8F-4DC4-A4E7-BE4D197C5F06},2015-06-02T12:14:54.000Z,800,130.19,87.76,42.43,12491
624,13121010113,101.13,ARC 10,49284,328.29,{540F6CAF-3358-476B-AA88-C5F583062A22},2015-06-02T12:14:54.000Z,1258.9,144.13,106.97,37.16,10704
625,13121010115,101.15,ARC 10,106167,57.64,{3048230B-B792-4665-A641-4F83DBE1C740},2015-06-02T12:14:54.000Z,475.4,238.42,185.57,52.85,14448
626,13121010122,101.22,ARC 10,69943,210.38,{9F02376E-A3E0-4096-B07D-3778B3B6BFFD},2015-06-02T12:14:54.000Z,900.8,153.56,112.02,41.54,11812
627,13121010114,101.14,ARC 10,54105,148.57,{493A0F6E-BD38-4B5C-86EC-65DAE25CAF80},2015-06-02T12:14:54.000Z,221.9,148.2,100.8,47.39,13415
628,13121000600,6,ARC 10,43570,284.46,{25D05F46-657F-4C5D-8265-CB30D93A1464},2015-06-02T12:14:54.000Z,4160,120.18,86.73,33.45,9763
629,13121006601,66.01,ARC 10,30234,50.77,{4E1ECF23-D26A-4F02-A5E7-62E1D2FCCC52},2015-06-02T12:14:54.000Z,-670,128.25,75.53,52.72,14555
630,13121006602,66.02,ARC 10,12439,176.87,{06CC7C9E-BD28-45C0-807A-53E5BBD7EE62},2015-06-02T12:14:54.000Z,-1380,102.19,60.68,41.51,12202
631,13121006200,62,ARC 10,20900,71.37,{EC7E9168-FFA7-4BA7-8AF6-C2617BBE6833},2015-06-02T12:14:54.000Z,-757.5,129.69,80.07,49.62,13399
632,13121006100,61,ARC 10,22500,87.53,{06412561-23F1-4EE3-817D-C9A9B243AA34},2015-06-02T12:14:54.000Z,-950,137.76,84.7,53.06,14946
633,13121001600,16,ARC 10,63750,251.47,{2CAB1456-3147-4441-8F83-F50AB98F0EDD},2015-06-02T12:14:54.000Z,1705,120.81,84.93,35.88,10520
634,13121003100,31,ARC 10,47941,143.93,{DE72BAAD-2013-4C85-AF5A-6CF03FED138E},2015-06-02T12:14:54.000Z,-90,132.18,89.01,43.17,11892
635,13121006802,68.02,ARC 10,7872,223.35,{0BB80098-775E-41CE-95D8-8DC38A0B6D1C},2015-06-02T12:14:54.000Z,206.7,104.61,60.92,43.7,13013
636,13121007602,76.02,ARC 10,32893,70.75,{BD3555F6-7187-47C4-9C7E-7B4232C201AC},2015-06-02T12:14:54.000Z,-330.8,124.64,70.9,53.74,15269
637,13139001606,16.06,ARC 20,48051,35.35,{DA1B97D4-00B1-45BA-BD12-574E783C4F0D},2015-06-02T12:14:54.000Z,543.6,140.66,82.9,57.76,17082
638,13139001101,11.01,ARC 20,22392,47.24,{11AE0159-C7FE-4442-B1C2-AE8E64C749C0},2015-06-02T12:14:54.000Z,-808.1,112.83,65.31,47.52,13514
639,13139001605,16.05,ARC 20,74917,20.64,{FCDA4301-7C81-49C1-BDB5-EA673CEB1547},2015-06-02T12:14:54.000Z,357.6,188.75,118.41,70.34,20207
640,13139001604,16.04,ARC 20,72337,6.78,{DDEDB5B1-A711-48E4-B141-E5BA1FC8F5DB},2015-06-02T12:14:54.000Z,470.2,173.59,105.01,68.58,19840
641,13139001502,15.02,ARC 20,77448,1.97,{6AEEAD1F-D128-4EBF-8EA5-D57A6A1593E8},2015-06-02T12:14:54.000Z,46.9,166.77,97.13,69.64,19654
642,13139001607,16.07,ARC 20,53454,32.02,{38849D6B-A983-42EE-9AEC-9BA382E8F1A7},2015-06-02T12:14:54.000Z,211.3,169.92,105.14,64.79,19201
643,13139001302,13.02,ARC 20,62477,31.72,{B7E972B2-8C69-40F0-9204-A799601C127C},2015-06-02T12:14:54.000Z,122.1,149.86,81.7,68.16,19681
644,13139001301,13.01,ARC 20,57744,0,{D93C9530-22A0-4CDA-8D83-9D02B010577D},2015-06-02T12:14:54.000Z,149.1,147.77,81.99,65.78,18963
645,13139001403,14.03,ARC 20,34009,40.44,{763049EE-CC49-4642-AABF-E96329AAC87E},2015-06-02T12:14:54.000Z,214.4,133.18,77.21,55.98,16739
646,13139001404,14.04,ARC 20,48810,3.33,{0CA71D1F-C3BA-41E8-8E41-F8385AEDA299},2015-06-02T12:14:54.000Z,89.3,147.32,87.34,59.98,17237
647,13121010212,102.12,ARC 10,51790,209.08,{2950FC51-3B4B-45D4-B250-34E25C9C5E95},2015-06-02T12:14:54.000Z,-163.8,148.91,104.24,44.66,12975
648,13121009802,98.02,ARC 10,159405,61.6,{3DA92604-5B9D-421D-B10B-8542C69B7FFF},2015-06-02T12:14:54.000Z,110.2,270.35,217.54,52.81,14562
649,13121009403,94.03,ARC 10,54643,334.35,{0642267D-2439-4D15-849C-C2B8A1193C25},2015-06-02T12:14:54.000Z,3148,125.39,92.18,33.21,10058
650,13121009404,94.04,ARC 10,86205,202.35,{E82BFD46-DA0E-438B-90AA-35861161F8F0},2015-06-02T12:14:54.000Z,1475,159.39,118.45,40.94,12054
651,13121010001,100.01,ARC 10,96343,135.25,{116AC440-954B-40CE-B36C-14C9AB336AB8},2015-06-02T12:14:54.000Z,570.6,164.74,120.73,44.01,12882
652,13121009602,96.02,ARC 10,96696,275.55,{090AEB21-82F2-4933-A331-8D592F12EAB3},2015-06-02T12:14:54.000Z,1134.4,180.04,142.14,37.9,10949
653,13121010002,100.02,ARC 10,148838,115.67,{3C988D93-36F0-4F98-9FB8-A64A5D4D645E},2015-06-02T12:14:54.000Z,793.3,236.19,186.7,49.5,13738
654,13121009502,95.02,ARC 10,50655,282.97,{D04590B2-35A9-487E-AD30-58B09410630F},2015-06-02T12:14:55.000Z,600,122.26,84.53,37.73,11289
655,13121008000,80,ARC 10,40517,54.8,{1E8B564E-92CD-4CBA-A3E1-84F30827DFA3},2015-06-02T12:14:55.000Z,-400.9,129.68,72.25,57.43,16028
656,13121003900,39,ARC 10,19808,132.65,{0A4EDD1D-CA37-499E-886F-B6C51E6DCD35},2015-06-02T12:14:55.000Z,-3650,119.21,74.02,45.19,12746
657,13121004100,41,ARC 10,22372,148.31,{87D87A45-7EEC-4F6D-B045-3A1E043DB8D7},2015-06-02T12:14:55.000Z,-1406,112.57,68.05,44.52,12325
658,13121002400,24,ARC 10,30500,140.19,{6977578C-8675-4FA3-8919-93CB8447DFBE},2015-06-02T12:14:55.000Z,-388,114.45,68.86,45.59,12876
659,13121004000,40,ARC 10,26875,82.75,{8B72D4F2-31CB-4B8F-96A3-A39ECC62663F},2015-06-02T12:14:55.000Z,-1558.3,123.8,71.27,52.52,14757
660,13121008400,84,ARC 10,20458,182.13,{E3A65A70-23AA-4049-912A-0DA02FB5CBC3},2015-06-02T12:14:55.000Z,-3184.3,113.78,68.2,45.58,13132
661,13121008302,83.02,ARC 10,28542,97.78,{790E0068-5982-4845-9E03-46530F54ECE8},2015-06-02T12:14:55.000Z,-1161.4,119.02,67.51,51.5,14706
662,13121008301,83.01,ARC 10,24286,87.49,{94273E42-86B1-4833-895C-039D5256DFA1},2015-06-02T12:14:55.000Z,-941,117.16,65.95,51.21,14845
663,13121007200,72,ARC 10,22669,36.09,{D2A702FA-A0CE-4D1C-A08E-A265521C941A},2015-06-02T12:14:55.000Z,-701.7,123.39,67.95,55.44,15804
664,13139001501,15.01,ARC 20,67775,0,{864BF5EB-6C7E-43C9-8D2F-D84D5CF849FC},2015-06-02T12:14:55.000Z,82.7,160.19,92.95,67.24,19859
665,13139001102,11.02,ARC 20,33533,8.28,{B3410954-89AC-4260-BB76-AF8802A6754B},2015-06-02T12:14:55.000Z,991.4,122.28,63.64,58.64,17093
666,13139001201,12.01,ARC 20,36282,34.25,{2718722B-57B3-4493-B9E2-ED49F363A44D},2015-06-02T12:14:55.000Z,96.6,138.25,77.29,60.96,17706
667,13139001004,10.04,ARC 20,45560,72.97,{B643F332-B3CC-45D0-ABEA-283E0284F767},2015-06-02T12:14:55.000Z,489.7,115.85,66.1,49.75,14659
668,13139001003,10.03,ARC 20,30241,69.69,{F33EE289-CAB0-495D-A177-E023115AB44D},2015-06-02T12:14:55.000Z,740.9,106.31,62.48,43.83,13132
669,13139000305,3.05,ARC 20,56656,0,{E87E7795-F6A4-4A45-BC45-DFE9BBC503A5},2015-06-02T12:14:55.000Z,91.8,140.11,70.34,69.77,19928
670,13139000304,3.04,ARC 20,42417,1.81,{E34DC3A9-CB30-4803-AD20-9D848EDC9EAE},2015-06-02T12:14:55.000Z,76.5,134.95,66.87,68.07,20065
671,13139000303,3.03,ARC 20,71346,11.47,{B3FA0A5E-5E33-4313-AD10-4D6F110751B7},2015-06-02T12:14:55.000Z,74.1,136.97,73.64,63.33,18398
672,13139000203,2.03,ARC 20,66840,0,{1FA55897-7E33-4CC7-BE0F-6F2A5A06D9CE},2015-06-02T12:14:55.000Z,39.9,140.28,70.06,70.22,20255
673,13139000204,2.04,ARC 20,74457,0,{A3E4F4A9-42FF-4A4E-8F6A-04FADC63E0D4},2015-06-02T12:14:55.000Z,27.8,166.16,95.85,70.31,19904
674,13255160100,1601,ARC 20,51509,4.8,{A604488F-46E7-43E0-818B-3A168CDD7614},2015-06-02T12:14:55.000Z,11.6,139.42,71.44,67.97,20220
675,13255160200,1602,ARC 20,49301,0,{8D8A9C13-3FF6-4D8F-9FC9-3B09038F10EC},2015-06-02T12:14:55.000Z,43.8,143.45,73.35,70.09,21027
676,13255161000,1610,ARC 20,52612,1.21,{8600C965-C958-453C-BAD2-7E98D72C6E26},2015-06-02T12:14:55.000Z,13.3,147.99,75.63,72.36,21704
677,13255161200,1612,ARC 20,50460,23.83,{D3B96FCD-EAAE-4F86-B33E-333E20727952},2015-06-02T12:14:55.000Z,47.9,137.74,73.67,64.07,19159
678,13255161100,1611,ARC 20,54304,23.12,{83120EA9-E324-4DD4-B838-2CFAEE84833A},2015-06-02T12:14:55.000Z,89.1,150.5,85.07,65.42,19340
679,13255160900,1609,ARC 20,31298,6.52,{3EA7C934-5F2F-4F22-87ED-0402AF15B13D},2015-06-02T12:14:55.000Z,-79,129.13,66.7,62.42,18458
680,13255160800,1608,ARC 20,22888,21.03,{DF63D352-CF10-46D0-AFC3-4CF531B4BF35},2015-06-02T12:14:55.000Z,-115.8,115.08,63.8,51.27,15221
681,13255160700,1607,ARC 20,37446,38.44,{7FE8B063-306C-4EBA-AEC3-359F494F2EBD},2015-06-02T12:14:55.000Z,129.6,133.37,73.61,59.76,18336
682,13255160500,1605,ARC 20,37444,0,{8210D49A-0EA2-44F9-B26E-10A59A060914},2015-06-02T12:14:55.000Z,125.1,139.7,74.06,65.64,19190
683,13255160400,1604,ARC 20,22992,23.53,{E6CC3413-44C3-4CBD-A904-BA8EC3DE2686},2015-06-02T12:14:55.000Z,-133.3,127.71,69.57,58.14,17430
684,13255160300,1603,ARC 20,26618,10.85,{CEB65A07-7D93-4D55-9F85-435AE0E0A4C5},2015-06-02T12:14:55.000Z,0.1,125.65,62.82,62.83,18817
685,13255160600,1606,ARC 20,55174,0,{9CE56519-2BD8-4B8C-A310-76B21AF0B581},2015-06-02T12:14:55.000Z,8.6,144.79,73.5,71.29,21056
686,13097080102,801.02,ARC 10,45830,12.16,{F674735E-CD87-45F3-8FA9-16BB53EFCD63},2015-06-02T12:14:55.000Z,296.1,137.84,81.12,56.72,16559
687,13097080602,806.02,ARC 10,60982,2.1,{52BF8D88-2C0A-4009-8B4B-81F6DD1C50FF},2015-06-02T12:14:55.000Z,145.6,160.9,92.92,67.98,19728
688,13097080508,805.08,ARC 10,54566,48.74,{74C53313-7DFC-450C-A328-1B039F2B9048},2015-06-02T12:14:55.000Z,16.4,139.17,82.74,56.43,16471
689,13097080510,805.10,ARC 10,65042,2.7,{CF96090E-5DD8-4427-B660-ED771C09113B},2015-06-02T12:14:55.000Z,365.3,172,101.87,70.13,20726
690,13097080509,805.09,ARC 10,79085,2.27,{F8D11FCF-E5D6-409A-9DE4-A89F5ECBA24E},2015-06-02T12:14:55.000Z,338.8,166.22,96.08,70.13,20434
691,13077170602,1706.02,ARC 20,82854,13.42,{308AB44C-86CD-4999-A6C6-30D949EFA0AE},2015-06-02T12:14:55.000Z,1849.5,173.86,104.21,69.64,20794
692,13077170503,1705.03,ARC 20,73693,0,{4DB97945-2414-4961-8648-23B4EFBF2BA9},2015-06-02T12:14:55.000Z,84.1,180.69,109.23,71.46,21061
693,13077170501,1705.01,ARC 20,63905,0,{A82F2119-E9AF-4086-AB61-DFD2EAA14191},2015-06-02T12:14:55.000Z,31.6,161.31,89.38,71.92,21019
694,13077170406,1704.06,ARC 20,73587,9.71,{2E78CDAD-8A99-4107-8A83-C29AEA5BDC03},2015-06-02T12:14:55.000Z,113.3,157.46,85.65,71.82,21611
695,13077170305,1703.05,ARC 20,37004,28.93,{835C86D3-338D-4999-9A62-42B3EFA9455B},2015-06-02T12:14:55.000Z,349.9,138.25,83.74,54.52,16729
696,13077170601,1706.01,ARC 20,32725,10.38,{4BA7CAD4-B67C-44A7-9ACB-EB98E96A3CC1},2015-06-02T12:14:55.000Z,165.9,128.22,68.28,59.94,18070
697,13077170603,1706.03,ARC 20,69276,0,{B74C252D-B195-40FD-B479-664C207DC562},2015-06-02T12:14:55.000Z,75.5,164.26,90.7,73.56,22078
698,13077170502,1705.02,ARC 20,61650,0,{E1506C6A-C97C-4696-9F76-19FB073E127C},2015-06-02T12:14:55.000Z,69,148.11,72.83,75.28,22523
699,13077170405,1704.05,ARC 20,79531,7.14,{2AFF9025-A842-41A9-9C3C-48B4F96A3BD6},2015-06-02T12:14:55.000Z,153.8,177.09,105.88,71.21,21408
700,13077170404,1704.04,ARC 20,78459,22,{261BFD2A-015B-4258-B622-8F64BB391F60},2015-06-02T12:14:55.000Z,90.3,184.98,112.17,72.81,21685
701,13077170403,1704.03,ARC 20,88071,0,{4839EE12-8315-4A0F-B093-6D92FA43D8DB},2015-06-02T12:14:55.000Z,108.8,178.73,106.07,72.66,20852
702,13077170306,1703.06,ARC 20,59006,18.88,{DEEBC505-355A-4406-831E-EF27D098490C},2015-06-02T12:14:55.000Z,430.1,153.49,90.91,62.57,18649
703,13097080603,806.03,ARC 10,70833,3.48,{D9BD16E8-1C83-4C71-896F-AAC7EF9A31FA},2015-06-02T12:14:55.000Z,316.7,145.84,80.25,65.59,19367
704,13097080511,805.11,ARC 10,65185,0.41,{301BD2EF-6764-4707-9177-FB337594CA1F},2015-06-02T12:14:55.000Z,291.3,171.3,99.69,71.6,20961
705,13097080304,803.04,ARC 10,42972,12.56,{DD4E90E8-8A04-4433-9937-5A8463DA4673},2015-06-02T12:14:55.000Z,229,135.34,81.08,54.26,16472
706,13097080404,804.04,ARC 10,61341,2.6,{A7CFFAB4-24BC-4ABF-8EF6-02A5B153FABC},2015-06-02T12:14:55.000Z,190.8,156.52,86.15,70.37,20770
707,13097080303,803.03,ARC 10,37266,16.92,{00753E4E-FA6E-4593-9B3F-CF4D46A34213},2015-06-02T12:14:55.000Z,-72,138.05,80.29,57.76,17050
708,13097080403,804.03,ARC 10,64917,0,{B8A8E703-7B27-46AA-922C-9B19A5EDA3C3},2015-06-02T12:14:55.000Z,139.6,165.39,92.78,72.61,21255
709,13097080103,801.03,ARC 10,32285,92.1,{B2944383-4D86-40A9-BA31-4151BFB958B1},2015-06-02T12:14:55.000Z,60.3,125.12,75.28,49.84,15034
710,13097080604,806.04,ARC 10,57674,3.66,{876835C6-45F3-4053-BBA5-D50DF98DCA64},2015-06-02T12:14:55.000Z,331.2,174.96,104.74,70.21,20562
711,13077170304,1703.04,ARC 20,69519,0,{3D72E5CC-D81A-421A-BBE4-6C35F6D7304B},2015-06-02T12:14:55.000Z,159.4,172.01,102.48,69.53,20896
712,13077170303,1703.03,ARC 20,95767,0,{28991070-6DCA-4969-A446-923BCF7FFFF4},2015-06-02T12:14:55.000Z,87.2,187.54,112.37,75.17,22195
713,13077170802,1708.02,ARC 20,48403,0,{0F708336-0E48-4059-A076-5CF1006DE808},2015-06-02T12:14:55.000Z,27.6,149.21,74.87,74.34,21928
714,13077170801,1708.01,ARC 20,47640,0,{4F26EBDE-EBE9-47CB-9BEB-0CE439F63E89},2015-06-02T12:14:55.000Z,40.5,153.56,80.07,73.49,21990
715,13077170700,1707,ARC 20,38075,16.92,{1BF7E7C2-019B-45F0-BE11-36FBDD5700C0},2015-06-02T12:14:55.000Z,27.2,139.14,75.08,64.07,19215
716,13077170402,1704.02,ARC 20,88426,3.35,{E4D96DE6-76DD-4A41-AF71-C486B8F1F461},2015-06-02T12:14:55.000Z,144.4,168.89,98.81,70.08,20611
717,13077170200,1702,ARC 20,44712,11.46,{2FBA70F1-C380-4172-8FFA-23A6030DE2C2},2015-06-02T12:14:55.000Z,41.1,151.02,83.77,67.25,20086
718,13077170100,1701,ARC 20,58720,0,{AA47CBC1-9D1D-4A03-AB77-4C00C7DF8C38},2015-06-02T12:14:55.000Z,13.2,167.89,93.98,73.91,21824
719,13097080201,802.01,ARC 10,52963,6.57,{17D7DE39-A0FC-4E38-A3C9-F17B14EBADF1},2015-06-02T12:14:55.000Z,185.1,164.36,97.72,66.64,19771
720,13097080506,805.06,ARC 10,51723,3.67,{A8B7E9FE-8A94-4EE0-BBD7-0155D249E949},2015-06-02T12:14:55.000Z,84.8,157.2,86.93,70.27,20863
721,13097080505,805.05,ARC 10,54344,0,{601790BE-DDF2-45D6-BAF0-2F3F5A708165},2015-06-02T12:14:55.000Z,224.7,140.13,77.66,62.47,18206
722,13097080202,802.02,ARC 10,39663,30.67,{2FC13B98-A969-4352-B4B7-B8E7ACC3E8EE},2015-06-02T12:14:55.000Z,382.2,143.43,82.46,60.97,18224
723,13097080507,805.07,ARC 10,60694,1.02,{86719128-4CAD-495E-A186-1C3D2F567F61},2015-06-02T12:14:55.000Z,119.2,172.38,100.08,72.3,21116
724,13097080402,804.02,ARC 10,80386,0,{D7E8BFC2-173E-4834-BB20-4599C3C7BCF3},2015-06-02T12:14:55.000Z,72.1,172.97,98.85,74.11,21850
725,13097080301,803.01,ARC 10,40722,13.32,{F5D01C34-46A1-4E6C-AD5E-0D52759EC57A},2015-06-02T12:14:55.000Z,536.9,146.01,82.72,63.29,19009
726,13089980000,9800,ARC 10,,,{35D1F31B-13B6-484E-B326-514EE8071A60},2015-06-02T12:14:55.000Z,,,,,
727,13089023428,234.28,ARC 10,34297,140.31,{1A1074B5-BEC2-4EEA-93DF-B84A52D92861},2015-06-02T12:14:55.000Z,633,129.28,78.56,50.72,15346
728,13089023426,234.26,ARC 10,60523,49.44,{F20B4B4A-334D-4E3F-BCE3-E12C9C339EC7},2015-06-02T12:14:55.000Z,405.7,153.76,87.67,66.09,19259
729,13089021502,215.02,ARC 10,59383,154.06,{65C7F30C-5ABA-4BD6-9D2C-4CF57A154555},2015-06-02T12:14:55.000Z,117.1,148.35,104.63,43.72,12539
730,13089022302,223.02,ARC 10,58977,105.67,{15B47FE9-4CF7-48F2-A093-4F0B03B10EFD},2015-06-02T12:14:55.000Z,-18.6,154.35,105.15,49.19,13707
731,13089022007,220.07,ARC 10,33039,210.65,{5A1EBF97-DB6C-43FA-AC9C-257497DFDA86},2015-06-02T12:14:55.000Z,-450,121.09,79.19,41.91,12217
732,13089021602,216.02,ARC 10,72168,182.67,{DE62FC30-8139-4B7A-8CEA-DDD7B2A4E36D},2015-06-02T12:14:55.000Z,377.5,160.75,114.53,46.21,13212
733,13089023803,238.03,ARC 10,40352,48.26,{DC450205-255C-4FC8-A6AC-6B326E54C1BD},2015-06-02T12:14:55.000Z,-439.5,130.06,71.05,59.01,16756
734,13089022402,224.02,ARC 10,27045,124.67,{2D51186E-DB77-4D0F-A0EC-F5453414CA93},2015-06-02T12:14:55.000Z,1050.8,140.03,99.47,40.57,12690
735,13089022700,227,ARC 10,92667,104.68,{9EEA6CFE-FADC-40AE-9B93-DB6F0F723578},2015-06-02T12:14:55.000Z,392.2,171.71,121.71,50,14187
736,13089022403,224.03,ARC 10,132313,80.87,{4113D3D9-A2C2-4DF4-B876-5A2918D0866E},2015-06-02T12:14:55.000Z,15.8,230.36,176.24,54.12,14331
737,13089023425,234.25,ARC 10,63816,41.55,{0F243240-4503-4115-BF7D-F16290D9F6EE},2015-06-02T12:14:55.000Z,211,149.99,88.31,61.67,17478
738,13089022204,222.04,ARC 10,40044,110.26,{6F2C730B-70D2-4003-87A1-09418B07D391},2015-06-02T12:14:55.000Z,323.8,126.06,81.91,44.15,12690
739,13089023423,234.23,ARC 10,50175,34.64,{15C80CFA-B9D6-4114-952A-97531E13C6B6},2015-06-02T12:14:55.000Z,372.7,163.46,102.57,60.89,17509
740,13089023419,234.19,ARC 10,62813,29.7,{3DBFA001-9D9D-44F7-9305-DD8CF5E85214},2015-06-02T12:14:55.000Z,551.5,172.71,105.19,67.52,19055
741,13089023312,233.12,ARC 10,63025,80,{9C133FF4-F539-4CAA-BA17-FEA8149779A8},2015-06-02T12:14:55.000Z,627.1,176.07,111.41,64.66,18660
742,13089023311,233.11,ARC 10,80149,50.9,{75C537D7-F402-43D7-8FE7-292407C04810},2015-06-02T12:14:55.000Z,257.9,190.83,123.02,67.82,19375
743,13089023213,232.13,ARC 10,42072,54.59,{293C872E-4E34-4547-AD29-B03CF3840B9F},2015-06-02T12:14:55.000Z,793,163.26,104.8,58.46,16657
744,13089022301,223.01,ARC 10,51310,151.55,{0D689838-9B83-410B-B6AE-AF9889CE7BA6},2015-06-02T12:14:55.000Z,274.4,142.46,96.89,45.57,12856
745,13089023602,236.02,ARC 10,36875,35.99,{AA906C3B-DD12-4C44-A52C-98E24373CCE2},2015-06-02T12:14:55.000Z,-543.6,129.95,72.67,57.28,16106
746,13089023504,235.04,ARC 10,20022,144.04,{B1CEF0BE-588C-4042-9836-243544A4438E},2015-06-02T12:14:55.000Z,-1242.5,119.8,69.85,49.95,14384
747,13089023411,234.11,ARC 10,47557,68.92,{866F140E-9B3E-4108-8675-839912510A08},2015-06-02T12:14:55.000Z,-717.3,134.47,77.23,57.24,16167
748,13089023410,234.10,ARC 10,28822,114.78,{FCFE5192-79C8-4BE1-BD2D-626EA92BF973},2015-06-02T12:14:55.000Z,-563.1,122.51,74.19,48.32,14210
749,13089023501,235.01,ARC 10,31534,87.16,{82DBB917-396E-47D6-87DB-03F72B04DEE3},2015-06-02T12:14:55.000Z,-153.3,126.78,74.22,52.56,15037
750,13089023114,231.14,ARC 10,54608,50.62,{453CD791-E91A-45ED-BBF8-DE07C7021039},2015-06-02T12:14:55.000Z,-283.3,141.06,80.44,60.63,17860
751,13089023112,231.12,ARC 10,26496,186,{F5D77CCF-E220-4348-B072-30F2A2CBB791},2015-06-02T12:14:55.000Z,-1778,111.35,68.12,43.23,13040
752,13089021912,219.12,ARC 10,79844,26.78,{DD136305-0A8E-47CB-BA2B-B07A30F5F817},2015-06-02T12:14:55.000Z,-25.2,194.67,128.25,66.42,18610
753,13089021910,219.10,ARC 10,51382,109.73,{26D13D6A-2185-4845-A49F-372593D885AD},2015-06-02T12:14:55.000Z,185.7,135.4,81.81,53.59,16247
754,13089021604,216.04,ARC 10,128750,118.23,{93325740-6A91-459D-8BCD-FC61F622FE08},2015-06-02T12:14:55.000Z,231.5,153.11,97.38,55.73,15929
755,13089021504,215.04,ARC 10,57861,212.31,{F805EB92-10F7-4CF9-8AF9-25770D190DA7},2015-06-02T12:14:55.000Z,213.3,135.93,93.19,42.74,12160
756,13089021503,215.03,ARC 10,41453,207.78,{E450E320-101D-4B0D-B0F2-D1719CE5DD47},2015-06-02T12:14:55.000Z,-18.6,131.31,89.09,42.22,12117
757,13089023107,231.07,ARC 10,37776,28.01,{A2B88CCF-383B-4D6F-AA68-99C7D17A9313},2015-06-02T12:14:55.000Z,-812.1,132.93,75.69,57.24,16076
758,13089023418,234.18,ARC 10,52517,9.98,{8B154165-0A3F-4889-9622-A70E40CC91FB},2015-06-02T12:14:55.000Z,496.4,157.16,93.64,63.52,18737
759,13089023101,231.01,ARC 10,40952,54.32,{51C5967A-B0AF-467E-BDBE-3F310B70A381},2015-06-02T12:14:55.000Z,-695,133.14,78.38,54.76,15557
760,13089022401,224.01,ARC 10,69917,207.02,{8AFF7231-BC86-4127-B00B-42441D832F57},2015-06-02T12:14:55.000Z,563,197.48,152.79,44.69,12628
761,13089020900,209,ARC 10,37242,69.99,{5514C84B-8079-4AC4-A6DC-1D4787205C6D},2015-06-02T12:14:55.000Z,-610.6,151.98,99.21,52.77,15048
762,13089020700,207,ARC 10,46458,123.77,{39D2EC43-E358-4486-81A8-589BEE319BA3},2015-06-02T12:14:55.000Z,-1174,129.54,81.02,48.52,14003
763,13089020600,206,ARC 10,39718,143.41,{E268EDAC-9F05-4F9E-BE87-585BE30C41EF},2015-06-02T12:14:55.000Z,-412.5,126.6,81.32,45.28,13205
764,13089020500,205,ARC 10,39282,135.77,{33659F60-7503-4549-A80D-AFEE22F3C02C},2015-06-02T12:14:55.000Z,-565.7,118.02,72.59,45.43,12791
765,13089021410,214.10,ARC 10,44159,153.64,{92C0E4ED-6564-4BAB-ACBC-A4A32FAFFC47},2015-06-02T12:14:55.000Z,-320.9,136.73,92.58,44.15,12986
766,13089021216,212.16,ARC 10,63595,234.22,{909A1826-5BCA-4B48-8F2F-7868EBCB1657},2015-06-02T12:14:55.000Z,2567.9,162.93,124.29,38.64,11147
767,13089021911,219.11,ARC 10,24355,210.26,{9AC6BAE3-5DC0-4CB9-A737-04F0EABD3221},2015-06-02T12:14:55.000Z,-1460,110.66,68.47,42.19,12874
768,13089020802,208.02,ARC 10,42679,99.69,{7096A843-3C66-4A0C-A9A2-58D60C0609D4},2015-06-02T12:14:55.000Z,447.3,144.07,92.87,51.2,14591
769,13089021416,214.16,ARC 10,53555,245.56,{512DFD43-AFF1-4810-AA2E-957D2DCC7949},2015-06-02T12:14:55.000Z,-2486.7,148.71,107.29,41.42,12280
