OBJECTID,GEOID10,NAME10,PLNG_REGIO,last_edited_user,Percent_BA_or_Higher,Median_household_income,Change_in_Total_Jobs__2015_2040,GlobalID,Pop_Chng_per_SqMi_2000_2010,Chng_AgForFshHnt_jobs_2015_2040,Change_Mining_jobs_2015_2040,Chng_Util_Sect_jobs_2015_2040,Chng_Const_jobs_2015_2040,Chng_Manuf_jobs_2015_2040,Chng_Whlsl_Trade_jobs_2015_2040,Chng_Retail_Trad_jobs_2015_2040,Chng_Trans_Wareh_jobs_2015_2040,Chng_Info_jobs_2015_2040,Chng_Finance_jobs_2015_2040,Chng_RealEs_Rent_jobs_2015_2040,Chng_ProSciTech_jobs_2015_2040,Chng_Mgmt_Comps_jobs_2015_2040,Chng_Ad_Wst_Mgmt_jobs_2015_2040,Chng_Educ_Svcs_jobs_2015_2040,Chng_HealthSocAs_jobs_2015_2040,Chng_ArtsEntRec_jobs_2015_2040,Chng_AccFoodSvcs_jobs_2015_2040,Chg_OthrNotPubAd_jobs_2015_2040,Chng_PubAdmin_jobs_2015_2040,Chg_Pct_AgFoFiHu_jobs_2015_2040,Chng_Pct_Mining_jobs_2015_2040,Chg_Pct_Util_Sec_jobs_2015_2040,Chng_Pct_Const_jobs_2015_2040,Chng_Pct_Manuf_jobs_2015_2040,Chng_Pct_WhlslTr_jobs_2015_2040,Chg_Pct_RetailTr_jobs_2015_2040,Chg_Pct_TranspWH_jobs_2015_2040,Chng_Pct_Info_jobs_2015_2040,Chng_Pct_Finance_jobs_2015_2040,ChgPct_RlEs_Rent_jobs_2015_2040,ChgPct_ProSciTec_jobs_2015_2040,ChgPct_MgmtComps_jobs_2015_2040,ChgPct_AdWstMgmt_jobs_2015_2040,ChgPct_EducSvcs_jobs_2015_2040,ChgPct_HlthSocAs_jobs_2015_2040,ChgPct_ArtEntRec_jobs_2015_2040,ChgPct_AcFoodSvc_jobs_2015_2040,ChPct_OthNotPubAd_job_2015_2040,ChgPct_PubAdmin_jobs_2015_2040
815,13089022005,220.05,ARC 10,SDE,21.9,31778,1559,{B6695471-4F6C-4A05-901E-452589E84264},-692.3,0,0,0,2,0,9,-6,0,0,-6,1,14,0,64,1393,40,0,7,5,36,0,0,0,0.1,0,0,-0.7,0,0,-0.6,-0.4,-1,0,-0.8,2.7,0.5,0,-0.3,-0.1,0.6
816,13089023214,232.14,ARC 10,SDE,30.1,48961,1257,{1E34672F-890C-4642-90F9-85C55D92510B},188.1,0,0,0,408,-303,124,2,140,-100,71,22,31,0,189,95,384,6,42,93,53,0,0,0,4.6,-9.3,-0.1,-0.1,-0.2,-3.7,0,0.2,0.4,0,1.4,0.8,4.8,0.1,0.1,0.7,0.3
817,13089022203,222.03,ARC 10,SDE,55.8,38182,5471,{435F0A2D-277B-49BE-B97B-6AEE2355D16D},482.7,0,0,0,114,-54,32,-78,48,-2,-7,-9,9,0,188,373,4134,-1,33,4,687,0,0,0,0.1,-1.1,-0.3,-3.6,-5.2,-0.1,-0.2,-0.2,-0.2,0,-1.3,1,10.3,-0.1,-0.6,-0.5,1.7
818,13089022009,220.09,ARC 10,SDE,17,26720,1188,{122526D3-5D3D-4BC1-97A0-8E7C55FAE23B},-1125.7,0,0,0,262,0,1,48,40,-2,25,16,256,2,118,0,102,2,211,56,51,0,0,0,4.9,0,-0.1,-1.4,-0.7,-0.3,-0.3,-0.4,4.4,0.1,-1.2,0,2.3,0.1,-5,0.1,-2.3
819,13089021913,219.13,ARC 10,SDE,17.8,33221,1125,{1CFCC572-563C-46D4-873B-1EA3FC15A38F},-829.2,0,0,0,50,-96,140,-1,13,-30,4,22,8,0,62,0,951,2,0,0,0,0,0,0,0.7,-7.7,-2,-0.2,-0.7,-3.3,0.1,-0.4,0,0,-0.1,0,13.8,0.1,0,0,0
820,13089021813,218.13,ARC 10,SDE,24.8,27564,331,{7683FBB3-FE02-4A98-B731-1953057BCA40},1995,0,0,0,7,-13,11,0,0,0,9,11,0,0,11,0,0,4,16,271,4,0,0,0,0.4,-7.3,0.1,0,0,-0.1,-0.4,0.1,0,0,0.2,0,0,-0.1,-1.1,7.6,0.4
821,13089021605,216.05,ARC 10,SDE,53.7,52218,310,{A798B7DA-3337-4285-823A-243DD69557FA},277.1,0,0,0,13,0,0,2,0,-5,4,52,38,0,21,28,100,2,39,14,2,0,0,0,0.7,0,-0.1,0,0,-5,-0.5,-1.2,0.7,-0.3,-0.4,0.4,10.8,0.3,-5.4,-0.1,0.3
822,13089021308,213.08,ARC 10,SDE,27.8,43750,589,{F26A408C-95C6-4043-A819-4DB9CAFAA6C0},-723,0,0,0,16,-3,4,-3,1,-15,-18,23,47,0,43,11,452,-2,16,17,0,0,0,0,0.3,-0.2,-0.2,-0.6,-0.1,-1.4,-4.7,-1.4,-0.8,0,0.2,0.2,8.8,-0.2,-0.1,0,0
823,13089022004,220.04,ARC 10,SDE,29.6,49503,167,{ECCAE12E-714E-4A6B-8037-E19CE4CAC613},-245,0,0,0,0,0,0,-13,0,0,1,2,43,0,10,4,97,0,18,5,0,0,0,0,0,-0.1,0,-10.4,0,0,0,-1.1,3.7,0,-0.3,0.3,10.6,0,-2.5,-0.4,0
824,13089022008,220.08,ARC 10,SDE,15.6,26211,54,{7EE9BFD6-1C54-4DBE-98B5-745E6C4B2130},-393.3,0,0,0,6,0,0,0,0,0,-1,-7,0,0,2,36,8,0,0,0,10,0,0,0,1.4,0,0,-0.1,-0.1,0,-0.5,-3.3,-0.1,0,-0.6,5.4,1.9,0,0,-0.4,-3.3
825,13089021909,219.09,ARC 10,SDE,27,38741,380,{D4CDE072-5788-41F7-821B-93326730B29F},-1130,0,0,0,14,0,8,-6,1,0,-1,-8,0,0,8,93,164,0,4,1,102,0,0,0,0.4,0,-0.3,-4.1,-0.1,0,-0.5,-3.5,-0.6,0,-1.7,-2.9,8.5,0,-2,-1.8,8.6
826,13089022001,220.01,ARC 10,SDE,49.5,56641,731,{018990D7-935C-4138-9EA7-AE307B8CC254},245.9,0,0,0,27,0,6,1,0,0,0,-1,28,0,28,0,612,1,9,18,2,0,0,0,0.7,-0.4,-1.4,-0.9,0,-0.2,-1.3,-4.4,0.5,0,-1.6,-0.1,15,0,-1.2,-4.7,0.1
827,13089023108,231.08,ARC 10,SDE,11.3,32393,205,{30E38A06-9312-4DFE-8D6B-C8AB79307FA3},-641.4,0,0,0,3,0,6,-2,20,-2,2,2,9,0,23,81,34,0,13,2,14,0,0,0,0.2,0,-0.5,-0.7,-1.1,-0.5,-0.2,-0.1,0.1,0,0.9,3.7,2.5,0,-0.1,0.1,-4.3
828,13089020200,202,ARC 10,SDE,70.9,79289,43,{92E4DAF7-DFCF-4320-8597-E752E3DD5C7C},-431.7,0,0,0,15,0,0,2,0,0,0,0,0,0,6,59,0,-41,0,2,0,0,0,0,2.3,0,0,0.3,0,0,0,0,-0.2,0,0.5,6.9,0,-9.4,-0.2,-0.2,0
829,13089021306,213.06,ARC 10,SDE,22.8,37325,1992,{E30FE936-81F9-467B-9CE1-5CB8034592D6},-309.5,0,0,0,239,-24,223,53,183,-1,54,106,290,2,378,78,188,7,123,93,0,0,0,0,2.8,-3,-6.8,-1.2,-1.5,-0.1,0,0.5,2.9,-0.2,2.3,0.6,2.8,0.1,-0.2,0.7,0
830,13089021305,213.05,ARC 10,SDE,27.1,40397,454,{37F73CE8-694F-4D94-8EF7-EACFB9442713},-35,0,0,0,0,0,3,4,16,-25,15,135,114,0,74,5,103,0,0,0,10,0,0,0,-4.8,0,-0.2,0.1,0.6,-10,0.6,2.5,7.3,0,3.2,0.4,7.4,-0.1,-0.1,-7.9,1
831,13089021417,214.17,ARC 10,SDE,29.7,39141,488,{F9EEB3FB-B91F-4B72-919C-CD61F9DF2881},358.6,0,4,0,21,-6,12,-10,0,-28,3,23,148,0,86,119,35,1,20,60,0,0,0.1,0,0.6,-0.3,0.1,-3.9,0,-2.3,-0.2,0.2,1.6,0,1.2,2.4,1.1,-0.1,-1.2,0.8,0
832,13089021415,214.15,ARC 10,SDE,64.8,72813,1269,{A53BC8CB-F862-4081-8F42-E00D0C31679B},913.8,0,1,0,22,-10,112,0,0,-258,4,9,231,-9,161,28,827,2,22,123,4,0,0,0,0.3,-0.3,0,-0.1,0,-12,-0.2,-0.1,0.3,-0.9,0.9,0.2,11.2,0,-0.1,0.7,0.1
833,13089021102,211.02,ARC 10,SDE,73.9,89351,2805,{62744CEB-72D2-4ACD-A4DB-AFCC357CABD2},-530.7,0,0,0,14,0,3,71,10,0,117,174,62,6,148,1582,333,51,124,104,6,0,0,0,-0.1,-0.1,-0.2,-6.5,-0.6,-0.2,-4.7,-2.5,-0.1,-1,-2,21.2,3.7,-1.8,-4.5,-1,0.1
834,13089021307,213.07,ARC 10,SDE,23.7,47169,1657,{F4AFB55D-6125-4DB0-A4C3-9AC6F3A7DA7B},-10,0,0,0,415,-3,96,6,2,-32,24,39,99,1,120,168,488,6,43,179,6,0,0,0,4.2,-0.3,-3.4,-1.9,-0.1,-4,-0.9,-0.2,0.2,-0.7,-0.5,1.1,8.4,-0.3,-1.2,-0.5,0.1
835,13089023601,236.01,ARC 10,SDE,32.2,54120,235,{FBD4124D-E35D-4F47-9BAD-7190A3A46BA3},-865.7,0,0,0,2,0,0,0,0,0,5,5,19,0,15,1,80,0,45,30,33,0,0,0,0.2,0,0,0,0,0,-1.3,-0.1,0.5,0,-0.5,0.2,10.4,0,-7.6,0.2,-1.8
836,13089021412,214.12,ARC 10,SDE,63.5,97500,1139,{228C2AD8-6167-4176-89B3-0141D62C55BD},80,0,0,2,63,14,13,1,287,-1,20,148,142,0,184,51,34,1,4,176,0,0,0,-0.5,1.3,-2.6,-2.3,-4,-1.7,-0.2,-0.2,1.3,2.7,0,2.2,0.7,0.8,0,-0.3,2.8,0
837,13089023208,232.08,ARC 10,SDE,30.1,39960,144,{C4F371C5-BBA7-46C8-AADD-A1AA7E4D02FE},-531.7,0,0,0,12,0,0,-2,0,0,0,0,0,0,5,120,0,0,7,2,0,0,0,0,1.7,0,0,-2.6,0,0,-0.8,0,-0.6,0,-1.4,7,0,0,-3.4,-0.2,0
838,13089023310,233.10,ARC 10,SDE,25,32487,1234,{9E4E131B-D67A-4E50-A2DA-CEE5F0EBC7C4},663.7,0,0,0,75,-27,9,15,5,0,10,79,26,0,80,125,754,0,62,9,12,0,0,0,0.9,-8.1,-1.8,-2.5,-0.5,0,-0.2,-0.8,0,0,-0.9,-0.7,17.9,0,-3.1,-0.1,-0.1
839,13089020801,208.01,ARC 10,SDE,52.4,70556,197,{A64F7C18-5471-4A36-BB1C-BE1966BA71FB},-532,0,0,0,4,0,0,2,0,0,0,86,30,0,27,0,10,2,30,6,0,0,0,0,-0.1,0,-0.6,-0.4,-0.6,0,-1.2,0,3.2,0,0.3,0,1.8,-0.4,-2.2,0.4,0
840,13089021812,218.12,ARC 10,SDE,41.4,63056,871,{1C4E712D-194B-4AD7-AC34-812BA87A9A30},187.5,0,0,0,26,0,5,9,2,0,4,66,344,0,64,0,217,4,99,31,0,0,0,0,0.3,-0.9,-4,-1.2,-0.2,-0.4,-0.1,-0.7,4.1,0,-0.4,0,8.4,-0.3,-4.5,0.2,0
841,13089021214,212.14,ARC 10,SDE,72.1,105161,914,{FBFD53AE-977B-4079-8F51-93F0835FA639},112.7,0,0,0,37,-3,3,18,11,-2,27,33,122,0,81,60,380,1,64,71,11,0,0,0,0.7,-0.5,-0.9,-3,-0.8,-0.3,-3.4,-0.4,-1,-0.1,-0.4,0.5,10.5,-0.2,-0.7,-0.3,0
842,13089021810,218.10,ARC 10,SDE,60.7,78622,3754,{41EA5611-BCA0-479F-9E66-EB62B0F33353},336,0,0,-94,358,-75,275,70,15,-191,97,31,380,-13,485,224,1928,10,81,76,97,0,0,-1.5,1.5,-1.1,0,-1.8,-0.2,-4.1,-2.1,0,0.3,-1.8,0.5,0.8,10.1,0.1,-0.1,-0.1,-0.7
843,13089021809,218.09,ARC 10,SDE,62.9,91206,2807,{356FDAE9-FC7E-4D00-9D11-0163376F1539},65.3,0,0,0,245,31,49,61,24,-16,101,215,703,1,331,131,688,11,99,125,8,0,0,0,1.7,-1.7,-1.7,-1.7,-1.4,-1.6,-1.9,1,3.9,-0.1,0,-0.9,6.9,0.1,-2.7,0.1,0.1
844,13089021808,218.08,ARC 10,SDE,51.5,72390,138,{C618D1D7-7F0C-43DA-B67E-03E6D79F14F1},37.5,0,0,0,13,0,5,0,0,0,0,22,14,0,12,54,9,0,3,6,0,-0.9,0,0,0.9,0,-1.2,0,0,-1.6,0,-1.2,0.9,0,-0.7,1.2,2.2,0,1.1,-0.5,0
845,13089021806,218.06,ARC 10,SDE,29.5,43456,4249,{9876878B-C1F5-4B48-83DF-D6AC2BD56374},116.3,0,0,0,1004,-188,393,306,150,-39,201,206,364,13,1008,11,242,64,191,310,13,0,0,0,4.8,-6.4,-2.5,-2.5,-0.2,-1.1,0.1,0.7,1.6,-0.2,2.6,0,1.5,0.1,0.1,1.2,0.1
846,13089021805,218.05,ARC 10,SDE,36.3,50486,1439,{BCA8441A-FA15-4D42-8CF2-D0EA83C4F6CE},-146.3,0,0,0,20,28,16,107,163,0,18,16,36,0,311,239,406,3,23,33,20,0,0,0,0.4,-0.9,-0.4,-1.1,2.6,0,-0.5,-0.3,0.3,-11.9,3.9,0.8,9,0,-1.6,-0.4,0.1
847,13089021704,217.04,ARC 10,SDE,59.1,79361,3635,{8363C408-6E51-419C-9859-0FB41A6F3FA3},108.6,0,0,-7,40,-136,52,17,421,-6,69,4,270,-4,317,101,1870,7,110,480,30,0,0,-0.2,-3.6,-4.5,-1.1,-1.8,-1,-0.2,-0.8,0,0.7,-1,0.6,0.3,12.2,-0.4,-0.7,1.7,0.2
848,13089021703,217.03,ARC 10,SDE,68.4,113409,562,{2C6E77E1-6324-4BCE-814B-F9FAF1593476},63.5,0,0,0,4,-5,2,-3,0,-4,5,10,34,0,31,149,295,1,19,24,0,0,0,0,0.1,-0.9,-1.1,-5.5,0,-0.9,-2.4,-0.6,-1.1,0,-0.5,2.4,12.3,0.1,-1.4,-0.5,0
849,13089021705,217.05,ARC 10,SDE,49.8,44645,1287,{4FCCA300-621E-4405-A395-658D65C3673F},26.5,0,0,0,90,-74,119,-21,0,-5,-27,-17,-101,0,55,656,589,-1,14,10,0,0,0,0,0.9,-1.4,0.4,-0.7,-0.1,-0.1,-0.7,-0.4,-5,0,-0.1,6.9,5.7,0,-0.1,-0.5,-4.4
850,13089021908,219.08,ARC 10,SDE,27.9,34241,217,{54CBD334-8871-4BAA-9759-DEE24C423E96},259.2,0,0,0,1,0,0,-7,0,0,-5,-1,2,0,8,93,109,-1,16,2,0,0,0,0,0.1,0,0,-3.6,0,0,-2.3,-0.6,-1.1,0,-0.7,3.6,9.5,-0.2,-3.4,-1.3,0
851,13089023309,233.09,ARC 10,SDE,22.7,43577,542,{CB5D5D13-000D-4764-9E96-ABFAE92DE499},1040.5,0,0,0,1,0,0,67,0,-3,40,37,13,0,78,129,77,10,78,15,0,0,0,0,0.1,-6,0,-3.5,0,-0.9,-0.3,0.9,0.8,-0.2,1.8,2.6,4.6,0,-0.2,0.4,0
852,13089023211,232.11,ARC 10,SDE,29.5,59938,199,{A0E2BD06-E3AB-4A4D-9F00-6323C9847F70},-811,0,0,0,0,0,0,2,0,0,2,128,15,0,10,0,36,0,0,6,0,0,0,0,0,0,0,-3,0,0,-0.2,-2.4,0.3,0,0.4,0,4.9,0,0,0,0
853,13089023212,232.12,ARC 10,SDE,28,57667,28,{59FBE282-31AB-4241-B141-2908339185BE},-230,0,0,0,2,0,1,-6,0,0,-2,-1,0,0,4,27,2,0,0,1,0,0,0,0,0.6,0,0.3,-5.7,0,0,-1.3,-1,0,0,0.8,5.5,0.6,0,0,0.2,0
854,13089023306,233.06,ARC 10,SDE,29.5,67881,574,{1FAE32AF-E507-4E8B-AD14-02FD6EF20FB5},332.3,0,0,0,8,27,10,5,131,0,11,4,18,6,143,51,63,0,39,56,2,0,0,0,0.3,-9.3,-2.3,-0.1,-0.1,-0.5,0.3,0.2,0.8,-1.7,4.4,1.2,3.5,-0.1,0.9,2.2,0.1
855,13089023303,233.03,ARC 10,SDE,21.9,36324,2373,{026D6805-118C-45BC-B6A6-3375DCCBBCB2},249.7,0,35,0,825,-82,17,23,30,-3,75,94,115,0,183,176,266,0,143,17,459,0,-0.3,0,6.9,-10.6,-0.8,-0.9,-1.3,-0.4,-0.4,-0.4,0.6,-0.4,0,-0.2,3.3,0,0.8,0,4.3
856,13089021706,217.06,ARC 10,SDE,64.8,75592,1068,{B836534B-2D34-465A-B57E-15865F16A3E3},327,0,0,0,10,0,7,119,63,-24,42,281,185,9,140,109,28,1,25,69,4,0,0,0,0.1,0,-0.4,-0.6,0.1,-7,-0.3,1.8,4.9,-0.9,1.3,-1.3,0.9,0,0,1.3,0.2
857,13089021211,212.11,ARC 10,SDE,67.3,101226,64,{6B2AE89D-F49F-412D-8E7A-23C3D7A86676},25.8,0,0,0,18,0,1,2,0,0,0,4,7,0,5,0,8,0,8,11,0,0,0,0,4.4,0,-0.2,-0.7,0,0,-1.5,-1.6,-1.5,0,0.1,-0.2,3,0,-2.1,0.3,0
858,13089021210,212.10,ARC 10,SDE,77.1,113493,700,{D8CBECF0-B5A6-48BD-BA05-3DDFEC7300E8},136,0,0,0,15,0,17,0,0,-2,-7,0,0,0,24,344,364,-63,7,1,0,0,0,0,0.3,0,0.2,-0.5,0,-0.3,-1.1,-0.3,-3.4,0,-0.9,4.6,9.2,-7.3,-0.3,-0.2,0
859,13089021213,212.13,ARC 10,SDE,76,131324,87,{2499A286-84E6-4333-A49F-A8D7FCE87DBB},170,0,0,0,2,0,3,-4,0,-1,0,0,6,0,11,6,34,0,18,10,2,0,0,0,0.2,0,0.3,-3.2,0,-0.3,-0.9,-1.9,0.4,0,0.9,0.6,4.2,-1.7,0.6,0.7,0.3
860,13089021303,213.03,ARC 10,SDE,13.8,33318,1640,{B1D7AE7D-36A6-44A9-9104-0381FBADC747},200,0,0,0,487,-227,191,59,65,-13,111,110,77,0,301,38,280,3,63,95,0,0,0,0,5.5,-9.6,-1.2,-0.7,-0.5,-0.6,0.8,0.8,0.7,-0.2,1.6,0.3,3.5,0,0.2,0.8,-1.3
861,13089021301,213.01,ARC 10,SDE,34.5,37292,1263,{DF8D37B9-7BB3-4C79-95DC-A1BF47ADD211},191.4,0,0,0,165,-81,59,58,6,-8,4,40,114,6,487,1,201,1,23,91,96,0,0,0,2.2,-4.7,-0.3,-7.3,0,-0.7,-0.6,-0.2,0.6,0,7.5,0,3,0,-0.6,0.4,0.6
862,13089021209,212.09,ARC 10,SDE,57.7,64410,492,{FA2BE170-D450-44C4-A002-3B89F0652C13},-9.5,0,0,0,19,0,11,-1,0,0,1,12,15,0,44,101,239,1,40,10,0,0,0,0,0.7,0,-0.6,-7.9,-0.1,0,-0.5,-0.3,0.2,-0.3,0.3,1.1,9.1,-0.7,-1.2,0.1,0
863,13089021405,214.05,ARC 10,SDE,76.6,103608,270,{D19D9EFF-57A4-42C2-A8D4-3F00916F761D},651.1,0,0,0,6,15,2,1,0,-1,8,100,113,0,39,6,4,0,6,67,-96,0,0,0,0.4,0.1,0,0.1,0,-0.2,0.4,5.8,6.9,0,1.9,0.3,0.2,-0.1,-0.2,4,-20
864,13089021208,212.08,ARC 10,SDE,56.6,57964,1012,{B186B3BD-4554-474C-A840-59C5F96CFC61},616.4,0,0,-2,307,-60,104,-25,7,-50,3,6,41,-1,79,181,196,1,44,36,145,0,0,-0.1,4.4,-2.6,0.1,-4.3,-0.3,-2.9,-0.6,-0.3,0,-0.1,0.2,2.2,3.3,0,-0.6,0,1.5
865,13089021204,212.04,ARC 10,SDE,1.3,31462,557,{3452FFD6-137D-4DF2-AA6E-CB0C27B5EEF4},-617.8,-1,0,0,181,-81,36,-3,31,-40,6,45,57,0,402,111,207,0,21,37,-452,0,0,0,1.5,-0.8,0.2,0,0.1,-0.5,0,0.3,0.4,0,3.1,0.9,1.7,0,0.2,0.2,-7.2
866,13089021202,212.02,ARC 10,SDE,75.6,97583,5875,{216D0553-04FE-469B-A3BB-C477EF793A79},459.6,0,0,0,29,-21,136,8,17,-63,1370,611,1487,930,600,47,613,18,58,35,0,0,0,0,0.1,-0.8,-1.7,-0.4,-0.1,-2.6,0.2,-0.2,4.2,-0.9,-0.1,0.1,3,-0.4,-0.5,0,0
867,13089023210,232.10,ARC 10,SDE,23.2,40298,203,{BEBA931A-DDC9-44DD-BCC8-7DD2EB2EB64B},-448.8,0,0,0,6,-2,0,41,0,0,19,8,16,0,26,0,24,2,48,13,2,0,0,0,0.5,-1.4,0,-6,0,0,-0.6,0.3,2.2,-0.4,1.5,0,3.8,-0.2,-1.1,1,0.4
868,13089023209,232.09,ARC 10,SDE,27.1,60625,65,{61B244FE-7896-4E0A-921B-D09DFA4CC3C3},-452.8,0,0,0,1,0,0,2,8,0,0,0,21,0,14,0,10,2,0,7,0,0,0,0,-1.2,-4.6,0,2.1,-0.7,0,0,0,6.2,0,-8,0,3.7,2.1,0,0.5,0
869,13089023603,236.03,ARC 10,SDE,11.2,32087,117,{086F9574-71D4-4A14-AFF2-6101D73A2BB4},-865.5,0,0,0,1,0,0,0,0,0,0,3,0,0,8,27,16,0,10,52,0,0,0,0,0,0,0,-0.7,0,0,-0.1,-0.7,0,0,-0.2,1.5,3.1,0,-2.3,-0.7,0
870,13089021603,216.03,ARC 10,SDE,68,52438,978,{87AED8B7-FE83-4FC0-8BF1-45C8AA5ED634},-252,0,0,0,27,-2,18,-17,3,-1,-9,-5,-31,0,62,144,780,-22,28,4,-1,0,0,0,0.4,-1.7,0.2,-1.6,-0.2,-0.1,-1.7,-0.2,-2.1,-1.2,-0.3,0.8,10.1,-0.6,-0.5,-1.1,0
871,13057090905,909.05,ARC 10,SDE,37.4,48494,159,{AE6F6E1B-BB5E-4C73-9FFF-FAF0A14B1AFC},674.4,0,0,0,28,0,10,0,0,0,-2,6,88,0,4,10,17,-2,0,0,0,0,0,0,2.8,0,-4,-1.3,0,0,-1.9,-0.4,11.1,0,-0.7,0.1,2.4,-1.2,-6.1,-0.8,0
872,13057090904,909.04,ARC 10,SDE,28.7,58483,2507,{718FBFCB-0792-406F-B8D9-DEE879605B53},443.1,0,0,0,192,-4,19,57,0,-11,77,31,407,0,184,18,756,20,122,135,504,0,0,0,0.6,-1.4,-2.2,-2.5,0,-2.8,-1.3,-0.4,-1.5,-0.1,-1.8,0,9.9,-4.2,-2.7,0.3,10.3
873,13057091007,910.07,ARC 10,SDE,56.8,94773,343,{28526CBF-437A-40FC-94FC-C8694FA3738B},110.3,0,0,0,50,0,10,1,3,-2,1,1,23,1,26,56,124,5,0,42,2,0,0,0,2.3,0,-1.3,-0.2,-0.9,-0.9,-0.9,-0.2,-0.8,0,-1,-0.9,7.7,-1.3,0,-1.6,0.2
874,13057090803,908.03,ARC 10,SDE,53.2,86046,962,{65C9ADCF-A75A-4CEB-8A08-176E83202A48},509.5,0,0,0,75,0,13,36,0,-1,51,21,127,0,119,224,68,17,140,53,19,-0.1,0,0,2,-0.2,-1.1,-1.6,-0.1,-0.5,-1,-0.5,3.2,0,0.7,-1.8,2.1,-2.1,2.8,0.1,-1.8
875,13057090804,908.04,ARC 10,SDE,39.2,93526,796,{03D30F26-9275-4809-AE4D-1BC0288F70FA},244,0,0,0,153,0,3,9,0,0,7,10,72,0,68,231,153,7,32,6,45,0,0,0,3.3,0,-0.2,-7.2,-0.1,0,-0.8,0,0.7,-0.4,-1.2,0.9,6.3,0,-1.5,0,0.2
876,13057091008,910.08,ARC 10,SDE,55.4,99054,679,{08866039-3073-44BD-854E-11B79EE8C54D},600.8,0,0,0,24,0,6,2,3,-5,8,32,39,1,36,1,378,18,100,33,3,0,0,0,0.6,0,-0.7,-2,-0.4,-1.2,-0.8,-0.3,-0.4,0,-0.3,0,13.4,-2.3,-5.5,-0.4,0.2
877,13057090802,908.02,ARC 10,SDE,42.6,97866,1869,{C297CD9D-AB92-4437-97B7-B660F08CF2DB},74.4,0,0,0,390,0,13,74,0,-2,71,165,535,0,128,11,86,86,65,230,17,0,0,0,5.6,-0.1,-1,-6.8,-0.1,-0.3,-1,-0.5,6.7,-0.2,-0.4,0.2,1.4,-2.2,-2.9,1.5,0.1
878,13057090501,905.01,ARC 10,SDE,28,66957,984,{B9217401-AFFE-40A3-A23F-4F9D52FFD05F},66.4,0,42,0,312,-1,8,37,6,0,54,117,200,0,173,9,4,-11,17,15,2,0,-3,0,11,-6.2,-0.9,-0.5,-0.6,0,0,1.4,6,-0.2,1.1,-1.8,-1.6,-5,-0.1,0.1,0.1
879,13057090902,909.02,ARC 10,SDE,50.1,76104,5077,{B004CCD8-A5A8-4282-A059-DDB9BFAF3E8E},814.2,0,0,0,1052,0,7,239,21,-3,636,390,1379,0,515,16,109,60,355,296,5,0,0,0,7.5,0,-0.1,-7.4,0.1,-0.4,-2.8,0.1,7.9,-0.1,-0.3,0,0.6,-1.1,-4.3,0.8,-0.6
880,13057091001,910.01,ARC 10,SDE,21.2,47471,3631,{40BDA474-86C8-499D-AD68-F930C56A6DD0},394.9,0,0,0,344,-3,36,125,18,-15,222,63,293,3,717,137,520,14,180,545,432,0,0,0,2.3,-4,-0.9,-1,-0.5,-0.7,-1.8,0.1,1,0,2.9,0.6,3.5,-0.1,-4.4,3.2,-0.1
881,13057091003,910.03,ARC 10,SDE,21.2,46634,5630,{B7B64582-BFC6-4E1B-8F9D-338331384527},321.8,0,0,0,465,89,30,1463,24,-6,247,417,617,51,963,16,299,53,239,634,29,0,0,0,2.3,-0.7,-1.5,-4.7,0,-0.3,-0.6,0,3.4,-1.7,1,0.2,1.8,0,-1,2.2,-0.3
882,13057091102,911.02,ARC 10,SDE,19.3,59813,2086,{6C86B7FF-52CA-46FC-BF27-6C0E09431BD2},303.5,0,0,0,504,0,5,90,43,-5,97,308,313,0,173,110,130,6,12,287,13,0,0,0,8.6,-0.3,-0.3,-3,0.4,-0.6,-3.5,-1.9,2.8,-0.3,-0.7,-3.1,1.6,-0.2,-1,0.8,0.4
883,13057091101,911.01,ARC 10,SDE,31.9,63835,376,{DA2DEAE9-75B4-4C8C-84E8-AE4F3E296BB8},16.3,0,0,0,44,-1,2,31,13,0,3,7,49,0,35,156,0,-1,12,26,0,0,0,0,1.6,-0.7,-0.3,-1,-0.7,-0.5,-0.8,-0.3,1.4,0,0.5,1.4,0,-1.3,-0.2,0.8,0
884,13057091103,911.03,ARC 10,SDE,28.1,71285,5075,{0DD6A8C4-26D8-4D16-BF67-102F5427A158},81.9,0,0,0,1724,55,2,85,98,-1,374,195,827,10,588,9,27,6,638,389,49,0,0,0,9.1,-0.3,-0.1,-0.1,0,-0.3,-4,-1.6,3.9,-0.4,-2.1,0.1,0.2,-0.3,-3.6,0.1,-0.5
885,13057090701,907.01,ARC 10,SDE,38.7,73542,2963,{A10D9C9F-A65B-4492-9FDB-7560E039C384},798.2,0,0,0,306,32,10,128,13,0,178,293,175,2,613,245,396,26,232,299,15,0,0,0,2.4,-0.4,-0.3,-1.9,-0.1,-0.2,-0.7,0.3,0.9,-0.1,2.9,-2.8,1.6,-1.8,-1.1,1.2,0.2
886,13297110601,1106.01,ARC 20,SDE,19.9,61140,925,{C011018F-9853-47E9-87DD-A8F1F66B706B},100.1,0,0,0,145,0,0,35,0,0,112,104,75,3,67,0,193,3,33,60,95,0,0,0,4.4,0,-0.1,0,-0.1,0,-2.3,-0.5,2.5,0.2,0.2,-10.7,6.5,0.2,-0.1,1,-1.3
