OBJECTID,GEOID10,NAME10,PLNG_REGIO,last_edited_user,Percent_BA_or_Higher,Median_household_income,Change_in_Total_Jobs__2015_2040,GlobalID,Pop_Chng_per_SqMi_2000_2010,Chng_AgForFshHnt_jobs_2015_2040,Change_Mining_jobs_2015_2040,Chng_Util_Sect_jobs_2015_2040,Chng_Const_jobs_2015_2040,Chng_Manuf_jobs_2015_2040,Chng_Whlsl_Trade_jobs_2015_2040,Chng_Retail_Trad_jobs_2015_2040,Chng_Trans_Wareh_jobs_2015_2040,Chng_Info_jobs_2015_2040,Chng_Finance_jobs_2015_2040,Chng_RealEs_Rent_jobs_2015_2040,Chng_ProSciTech_jobs_2015_2040,Chng_Mgmt_Comps_jobs_2015_2040,Chng_Ad_Wst_Mgmt_jobs_2015_2040,Chng_Educ_Svcs_jobs_2015_2040,Chng_HealthSocAs_jobs_2015_2040,Chng_ArtsEntRec_jobs_2015_2040,Chng_AccFoodSvcs_jobs_2015_2040,Chg_OthrNotPubAd_jobs_2015_2040,Chng_PubAdmin_jobs_2015_2040,Chg_Pct_AgFoFiHu_jobs_2015_2040,Chng_Pct_Mining_jobs_2015_2040,Chg_Pct_Util_Sec_jobs_2015_2040,Chng_Pct_Const_jobs_2015_2040,Chng_Pct_Manuf_jobs_2015_2040,Chng_Pct_WhlslTr_jobs_2015_2040,Chg_Pct_RetailTr_jobs_2015_2040,Chg_Pct_TranspWH_jobs_2015_2040,Chng_Pct_Info_jobs_2015_2040,Chng_Pct_Finance_jobs_2015_2040,ChgPct_RlEs_Rent_jobs_2015_2040,ChgPct_ProSciTec_jobs_2015_2040,ChgPct_MgmtComps_jobs_2015_2040,ChgPct_AdWstMgmt_jobs_2015_2040,ChgPct_EducSvcs_jobs_2015_2040,ChgPct_HlthSocAs_jobs_2015_2040,ChgPct_ArtEntRec_jobs_2015_2040,ChgPct_AcFoodSvc_jobs_2015_2040,ChPct_OthNotPubAd_job_2015_2040,ChgPct_PubAdmin_jobs_2015_2040
741,13089023312,233.12,ARC 10,SDE,36.7,63025,96,{81409ED2-D852-4E89-8204-1F8F528C2232},627.1,0,0,0,7,0,0,-5,0,0,0,1,1,0,7,81,3,-2,2,1,0,0,0,0,0.9,0,0,-3.3,-0.5,0,-0.1,-0.1,0,0,0.1,3.7,0.3,-0.6,-0.3,0,0
742,13089023311,233.11,ARC 10,SDE,39.7,80149,99,{509EA7F4-EAE6-41F1-83C9-63EA7D9198BB},257.9,0,0,0,2,0,0,2,0,0,0,0,1,0,6,53,22,-1,14,0,0,0,0,0,0.3,0,0,0.4,0,0,0,-0.1,-0.9,0,-0.5,1.4,2.8,-0.3,-2.8,-0.1,0
743,13089023213,232.13,ARC 10,SDE,23.7,42072,273,{9A974148-37FB-49D9-8729-F99473526DCB},793,0,0,0,1,0,84,15,0,0,4,24,7,0,31,0,76,0,31,0,0,0,0,0,0.1,0,-1.1,-5.7,0,0,-0.4,0.4,0.5,-0.3,0.9,0,5.9,0,-0.3,0,0
744,13089022301,223.01,ARC 10,SDE,58.8,51310,172,{11B22748-00BD-462B-95E2-EC920A406D47},274.4,0,0,0,13,-10,7,-42,0,0,-1,-5,-4,0,15,28,129,-1,39,4,0,0,0,0,0.6,-0.8,0.3,-4.7,0,0,-1.1,-0.5,-0.9,0,0.1,1.1,6,0,-0.2,-0.1,0
745,13089023602,236.02,ARC 10,SDE,12.9,36875,92,{CE894F33-8385-4576-8765-877399064116},-543.6,0,0,0,0,0,0,-2,0,0,0,-1,0,0,2,93,0,0,0,0,0,0,0,0,0,0,0,-3.5,-0.2,-0.6,0,-0.9,-0.2,0,-1.6,6.9,0,0,0,0,0
746,13089023504,235.04,ARC 10,SDE,6,20022,122,{AF734E14-BBE5-4A60-9728-80FDBDDD6D4D},-1242.5,0,0,0,0,0,0,1,0,0,0,8,2,0,11,27,33,0,36,4,0,0,0,0,0,0,0,-3.4,0,-0.4,0,-0.3,0.5,0,0.3,1.6,5.4,0,-3.8,0.1,0
747,13089023411,234.11,ARC 10,SDE,17.3,47557,6,{BBB1A960-811F-46DD-ACEF-CF14210025E1},-717.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,-1.4,-5.5,0,0,0,0,0,0,-1.4,0,8.3,0,0,0,0
748,13089023410,234.10,ARC 10,SDE,12.7,28822,192,{14FC7432-33F7-4883-ACBE-14B12502CA31},-563.1,0,0,-2,0,0,0,-12,0,-13,3,6,10,0,29,14,147,0,34,10,-34,0,0,-0.1,0,0,-1.4,-2.8,0,-1.5,-0.3,0.1,0.3,0,1,0.5,7.2,0,0.5,0.3,-3.9
749,13089023501,235.01,ARC 10,SDE,6,31534,529,{8D6F2606-A89F-46DD-AC23-D858A67C2C8A},-153.3,0,0,0,0,0,0,65,0,-2,13,56,46,0,46,34,44,0,20,199,8,0,0,0,0,0,0,-6,0,-1.1,-0.7,-0.5,2.1,-0.4,-0.4,-0.3,2.8,0,-0.7,4.6,0.8
750,13089023114,231.14,ARC 10,SDE,29.9,54608,350,{CBE220E9-E18B-4ADE-9331-8A62F05DCAB2},-283.3,0,0,0,0,0,1,16,2,0,49,0,35,2,37,61,50,0,76,21,0,0,0,0,0,0,-0.1,-3.1,-0.1,0,-3,0,1.8,0.3,1,1.6,4.8,0,-3.7,0.5,0
751,13089023112,231.12,ARC 10,SDE,8.6,26496,674,{110910A2-324B-47E4-B8C2-E27CF948A593},-1778,0,0,0,0,0,2,1,0,0,1,27,5,0,18,1,295,0,6,27,291,0,0,0,0,0,-0.2,-1.5,0,-0.1,-0.3,-3.7,-0.5,0,-1,0.1,13.5,0,-1.2,-2,-2.9
752,13089021912,219.12,ARC 10,SDE,61.2,79844,168,{02DFA0C4-FC5C-409D-85BA-9BCE8745695C},-25.2,0,0,0,14,0,1,0,0,0,3,7,25,0,10,35,57,0,0,16,0,0,0,0,1.6,0,-0.6,-4.2,0,-0.2,-1.3,0,0.1,0,-0.7,-2,9,-0.2,0,-1.6,0
753,13089021910,219.10,ARC 10,SDE,33.2,51382,738,{1A120B71-7B1C-400B-A2A2-E8C8FEB6820D},185.7,0,0,0,193,33,34,9,78,-118,89,5,69,0,266,6,14,0,0,58,2,0,0,0,0.8,-3,-0.7,0.1,1.5,-12.3,2.2,0.1,2.3,0,6.8,0.1,0.4,0,0,1.7,0.1
754,13089021604,216.04,ARC 10,SDE,69.6,128750,52,{FF571369-D6DA-4F11-A365-F3EEDE292EBA},231.5,0,2,0,2,0,2,1,0,0,0,0,1,0,3,28,5,0,3,2,3,0,0.4,0,0.4,0,0.3,0.3,0,-0.2,-1.2,-0.1,-1.8,0,0,5,1.5,0,-1.4,-1.9,-1.1
755,13089021504,215.04,ARC 10,SDE,75.3,57861,2853,{7F624D04-4A7B-4DEB-B422-E65396580A2C},213.3,0,0,0,15,0,23,-36,0,0,-6,-6,-17,0,40,41,2759,-1,26,7,8,0,0,0,0.1,0,-0.2,-2.6,0,0,-0.3,-0.3,-1.7,0,-1.1,0,8.2,-0.1,-1.4,-0.6,0
756,13089021503,215.03,ARC 10,SDE,49.1,41453,363,{09B7EB32-A3A4-491F-ADD9-594E192AB223},-18.6,0,0,0,0,-2,0,-1,0,-3,0,-5,-1,0,9,131,228,0,5,2,0,0,0,0,0,-0.7,0,-1.7,0,-1.7,-0.1,-2.2,-1.1,0,-3,0.3,14.5,0,-2.6,-1.6,0
757,13089023107,231.07,ARC 10,SDE,18.7,37776,863,{0922BB80-8C8B-4A96-AD1F-D46A2106FD4D},-812.1,0,0,0,0,0,0,56,0,-2,52,0,64,36,113,52,81,0,199,204,8,0,0,0,0,0,0,-0.6,0,-1,-1,0,2.1,-7.5,1.3,-0.4,3.1,-0.2,-0.9,4.5,0.5
758,13089023418,234.18,ARC 10,SDE,37,52517,1084,{01F0ABE9-2B8D-4F95-BDB6-682975E32796},496.4,0,0,-18,44,0,7,54,0,-15,5,7,151,6,189,159,136,3,343,13,0,0,0,-0.7,0.7,0,0,-8.2,0,-0.9,0,0,2.5,0.1,1.9,1.8,2.4,0.1,0.2,0.1,0
759,13089023101,231.01,ARC 10,SDE,23.2,40952,144,{DB18E75D-C025-4EE4-B8BA-012E18375200},-695,0,0,0,7,-1,2,-6,0,0,-1,0,1,0,5,23,103,0,0,2,9,0,0,0,0.5,-0.6,-0.2,-9,-0.9,-0.4,-2,-0.2,-2,0,-1,0.5,17,0,0,-0.7,-1.2
760,13089022401,224.01,ARC 10,SDE,80.6,69917,225,{3F1BC87C-7A36-4E17-B307-B32DBB700D7F},563,0,0,0,0,0,0,0,0,-24,0,-3,6,0,10,16,219,-2,1,2,0,0,0,0,0,0,0,-0.1,0,-8.2,-0.1,-1.2,-1.3,0,-0.6,0.3,12.1,-0.5,-0.1,-0.2,0
761,13089020900,209,ARC 10,SDE,35.6,37242,502,{EFB4F1B7-5753-432A-920A-AFFEE23C2B51},-610.6,0,0,0,1,0,0,17,10,-2,20,37,29,0,60,80,71,3,104,28,44,0,0,0,0,-0.1,0,-3.3,-0.4,-0.4,-0.7,0.4,0.7,0,1.2,1.6,3.4,0,-1.7,0.5,-1.2
762,13089020700,207,ARC 10,SDE,51.3,46458,327,{15535441-993C-424F-A9E5-1D123C21EED2},-1174,0,0,0,10,0,0,11,22,-2,2,18,31,0,31,2,65,2,49,65,21,0,0,0,0.4,0,0,-1.5,-1.7,-1.4,0.4,0.1,1.6,-0.3,0.3,0.4,6.2,-0.7,-3.4,1.3,-1.8
763,13089020600,206,ARC 10,SDE,42.3,39718,300,{06D2417A-A4FC-4E91-A97A-855DF921F93C},-412.5,0,0,0,0,-23,0,0,0,-1,12,88,42,0,54,118,2,0,0,8,0,0,0,0,0,-20.3,0,0,0,-0.3,0.8,6,3.3,0,2.9,6.6,0.2,0,0,0.7,0
764,13089020500,205,ARC 10,SDE,38.6,39282,63,{545F9376-6FA3-46CD-8C23-B3C4E3E457CC},-565.7,0,0,0,20,0,0,-54,0,-2,0,0,1,0,12,15,59,0,11,1,0,0,0,0,1.3,0,0,-5.8,0,-0.2,-0.5,0,0,-0.9,0.6,0.9,4,0,0.4,0,-0.1
765,13089021410,214.10,ARC 10,SDE,28.4,44159,100,{325862B4-EE95-417F-80CD-72223DAC9EE4},-320.9,0,0,-4,22,-55,69,-2,1,-93,-49,0,38,-1,320,33,380,1,6,0,-566,0,0,0,0.4,-0.9,1,-0.1,0,-1.7,-0.9,0,0.5,-0.1,4.9,0.5,5.9,0,0,0,-9.5
766,13089021216,212.16,ARC 10,SDE,70.9,63595,1547,{2F505D37-43AF-4C13-B534-E02EAD6D93C6},2567.9,0,0,-8,34,-21,104,-33,3,-41,12,29,680,0,238,23,351,-4,179,16,-15,0,0,-0.1,0.2,-0.3,0.4,-1.4,-0.1,-0.8,-1.4,0,1.8,-1.9,1,0.1,2.5,-0.1,0.4,0,-0.3
767,13089021911,219.11,ARC 10,SDE,7.9,24355,743,{73C19EE3-1861-47C2-9834-7CBE8C8986DC},-1460,0,0,0,0,9,30,12,11,0,36,136,51,0,76,120,178,0,60,22,2,0,0,0,0,-5.1,-6.4,-0.7,-0.2,0,0.6,1.5,2.6,0,0.5,-0.4,8.2,-0.2,-1.1,0.4,0.1
768,13089020802,208.02,ARC 10,SDE,42.1,42679,1320,{A9386DA3-9C4D-41B9-8BB4-577ECE9E0166},447.3,0,0,0,8,0,1,9,0,0,7,8,15,0,56,107,1080,3,9,13,4,0,0,0,0,0,0,-2.8,0,0,-0.6,-0.1,0.1,0,-1,-1.7,7.1,-0.2,-0.6,-0.2,-0.1
769,13089021416,214.16,ARC 10,SDE,38.1,53555,17,{5791BF03-7ECF-4345-B797-3DBD999FC68E},-2486.7,0,5,0,1,0,0,0,0,0,0,2,3,0,3,0,0,0,3,0,0,0,3.5,0,0.9,-0.6,0,-3.9,0,-1.1,-1.1,2,1.5,-0.3,1.2,0,0,0,-2.2,0,0
770,13089021413,214.13,ARC 10,SDE,15.9,32076,12,{A0DF80F8-3A0B-4C8C-96F9-E409FC7668BA},2352.5,0,0,0,1,0,0,0,0,0,-1,5,1,0,1,2,0,0,3,0,0,0,0,0,0.8,0,0,-1.5,-0.3,-0.6,-2.5,1.7,0.7,-0.5,0.3,1.1,0,0,0.7,0,0
771,13089021411,214.11,ARC 10,SDE,76,88681,274,{1E9BA3C7-DC17-4ED7-BCB0-B430F5DD5A07},736.7,0,0,1,23,18,2,0,1,0,0,78,50,0,42,0,3,0,3,5,48,0,0,-2.6,1.9,-11.2,-0.9,0,0.1,0,0,3.8,4,-0.1,2.6,0,0.3,-0.1,-1.4,0.4,3.2
772,13089020400,204,ARC 10,SDE,78.9,83378,162,{A3A9E357-4877-4DF7-A109-55B7639142E3},612.5,0,0,0,4,0,5,0,1,0,0,9,44,0,15,47,4,0,5,4,24,0,0,0,0.4,0,0.4,-0.1,0,0,-13.3,0.6,3.7,0,1.2,4.3,0.5,0,0,0.2,2
773,13089020300,203,ARC 10,SDE,82.8,104311,691,{94159D29-F16F-48DA-A169-ECF45D26FBCD},452.9,0,0,-2,163,0,0,6,0,-15,12,17,122,3,67,19,36,58,78,117,10,0,0,-0.8,5.3,-0.1,-0.5,-0.7,0,-7.8,0.4,0.3,3.6,-0.6,0.2,0.2,1.7,-1,-2.1,1.8,0.2
774,13089020100,201,ARC 10,SDE,78,159362,40,{311104D9-12A2-4761-8B11-BCDF8A60DB18},-82.5,0,0,0,20,0,0,0,0,-2,-1,2,14,0,1,0,4,0,0,2,0,0,0,0,6.8,0,0,-0.6,0,-3.7,-2.3,0.9,-1.6,0,-0.7,0,1.7,0,0,-0.5,0
775,13089023802,238.02,ARC 10,SDE,21.8,32204,1188,{585F8B4B-19CD-4274-9623-78F3D1F91F77},-25.4,0,0,0,498,-21,13,-3,79,0,0,2,8,0,46,36,344,0,0,2,184,0,0,0,6.4,-1.1,0,-0.6,-6,0,-0.9,-0.1,0.1,-1.9,-0.4,0.1,5.3,0,0,-0.1,-0.9
776,13089023801,238.01,ARC 10,SDE,28.7,48450,553,{42EFA456-E03F-4C73-8155-383B1C367093},-660,0,0,0,14,0,2,1,18,0,139,113,60,0,92,73,4,0,10,25,2,0,0,0,0.7,0,-0.6,-0.1,0.3,-0.2,-3.2,-0.1,3.5,0,2,-4,0.4,-0.2,0.1,0.9,0.2
777,13089023700,237,ARC 10,SDE,27.9,25772,76,{24DBD5C7-AC90-4E00-8B6B-8DDE77E1FE13},-349.4,0,0,0,2,0,1,-7,1,0,0,0,4,0,11,34,22,0,3,5,0,0,0,0,0.3,0,-1.4,-6.3,0,0,-1.6,-0.2,0.5,0,1,4,3.1,0,0.2,0.4,0
778,13089023506,235.06,ARC 10,SDE,17.1,42477,178,{1F917E72-DD21-4C2C-BBCE-2B5F9082F42D},-751,0,0,0,5,-1,0,2,0,0,0,2,0,0,8,42,114,0,5,1,0,0,0,0,0.4,-0.5,0,0,0,0,0,-0.1,0,0,-1,-4.4,6,0,-0.6,0,0
779,13089023505,235.05,ARC 10,SDE,20.3,41853,26,{A18B0CA0-83FD-4DF4-8368-780384288A27},-751.3,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,17,12,0,0,0,0,0,0,0,0,0,0,-0.8,0,0,-0.2,-4.1,0,0,-1,1.3,5.1,0,0,-0.2,0
780,13089023427,234.27,ARC 10,SDE,33,55322,18,{D1C0FC4A-5CFF-440E-9F76-03664ACF5ACB},-261.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,11,0,0,0,0,0,0,0,0,-1.8,0,0,-2.6,0,0,0,-2.6,0,-0.8,1.2,6.8,0,0,0,0
781,13089023424,234.24,ARC 10,SDE,22.1,55779,96,{02032B66-6292-4D72-BDC1-5B2B532F2F27},538.1,0,0,0,4,0,0,0,0,0,0,0,2,0,10,41,30,0,0,9,0,0,0,0,0.7,0,0,-0.4,-0.1,0,0,0,0.2,0,1,-9.1,7,0,0,0.8,0
782,13089023422,234.22,ARC 10,SDE,21.6,51231,3,{06226794-FA6C-4D8D-8FFB-D48A750F1B4C},288,0,21,0,0,0,0,0,0,-26,0,0,0,0,3,0,5,0,0,0,0,0,6.8,0,0,0,0,0,0,-9.4,0,0,0,0,0.9,0,1.6,0,0,0,0
783,13089023421,234.21,ARC 10,SDE,25.5,42159,360,{931BBC2A-1664-44F5-AB76-1B682BC3B031},955,0,0,0,187,-67,54,-3,2,0,-1,-3,-1,0,9,35,143,0,5,0,0,0,0,0,7.5,-9.8,-0.6,-0.7,-0.9,-0.1,-0.2,-0.5,-0.7,0,-0.8,0.6,7.1,0,-0.5,-0.3,0
784,13089023315,233.15,ARC 10,SDE,41.9,62793,562,{AA37D488-7EDF-4A33-A1B1-AEE15E40E1B1},266.4,0,28,0,100,62,6,6,34,-8,20,10,34,0,109,56,96,0,0,9,0,0,-2.2,0,4,-4.9,-0.4,0,0.1,-6.4,0.8,0.5,1.4,0,1.9,-0.3,5.4,0,0,0.2,0
785,13089023314,233.14,ARC 10,SDE,24.9,45861,644,{FA122BB6-EB60-4993-AE23-C50AA4F14B2E},-519.5,0,0,0,219,0,0,4,62,-1,20,3,27,0,154,63,30,0,0,35,28,0,0,0,12,0,0,0.2,1.5,-1.2,-1.4,-1.6,1.6,-0.2,-1.5,-7.4,1,0,-0.2,0.6,-3.2
786,13089023115,231.15,ARC 10,SDE,6,,-27,{D9E22F57-E5B4-4434-AC20-C6138B78A4FA},2356.7,0,0,0,0,0,0,0,0,-47,0,0,0,0,39,16,22,1,5,0,-63,0,0,0,0,0,0,0,0,-2.1,0,0,0,0,1.9,0.8,1,0,0.3,0,-2.1
787,13089023413,234.13,ARC 10,SDE,26.8,54648,674,{286782B5-4DF2-4B98-A9F6-DF34D9217047},-381.9,0,0,0,35,0,1,9,0,-3,6,0,51,0,45,160,21,9,1,327,12,0,0,0,0.8,0,-0.1,-1.6,0,-0.8,-0.1,0,0.8,0,-0.5,-0.8,1.1,-0.7,0,0.9,0.9
788,13089023414,234.14,ARC 10,SDE,20.1,54151,59,{296E561D-C67D-4716-8E1B-6F292837D204},-411.1,0,0,0,24,0,0,-35,4,0,-2,-1,-1,0,15,10,39,-6,13,1,-2,0,0,0,1.3,0,0,-2.7,0.1,0,-0.2,0,0,0,0.7,0.5,2.1,-0.4,0.5,-1.5,-0.2
789,13089023206,232.06,ARC 10,SDE,18,45893,126,{938945D8-C436-406B-AF56-4045BB0E6E33},-172.9,0,0,-2,16,0,0,-7,0,0,-1,-2,2,0,7,79,25,-2,2,9,0,0,0,-0.8,1.8,0,0,-6.2,0,0,-0.3,-2.1,0.3,0,-0.3,6.7,2.4,-0.5,-0.7,-0.1,0
790,13089021907,219.07,ARC 10,SDE,45.2,63097,1823,{529DA1EC-19A6-400E-8D5C-0F37EEE54BF6},103.8,0,0,0,103,0,8,36,0,-4,35,8,64,0,142,75,1173,-45,69,106,53,0,0,0,1.3,-0.1,-0.2,-0.6,0,-0.6,-0.3,0.2,0.1,0,-0.6,0.1,21.8,-15.8,-6,0.9,0.1
791,13089023204,232.04,ARC 10,SDE,27.3,53931,222,{972C04AD-A8BF-4966-819A-7718017A1A79},-113.1,0,0,0,2,0,0,14,15,0,0,33,8,0,34,58,34,2,5,16,1,0,0,0,0.2,-0.1,0,-12.3,1.3,0,0,-0.2,0.6,-0.1,1.9,3.7,4.1,0.3,-0.8,1.5,0.2
792,13089023113,231.13,ARC 10,SDE,26.3,27410,1144,{DF6F8B73-05E1-480B-8B11-25F6ABA42AF6},-1697.5,0,0,0,3,-4,1,14,0,-1,11,82,52,1,62,77,49,5,57,83,652,0,0,0,0,-7.4,-0.1,-1.7,0,-0.4,-0.1,-0.9,-0.3,0,-0.7,-1.8,1,0,-2.7,-0.8,15.9
793,13089022010,220.10,ARC 10,SDE,19.4,40123,210,{F7E1F772-6D84-4CE5-B456-F8E22AEA9769},182,0,0,0,27,0,0,0,0,-1,0,8,0,1,39,55,75,1,0,5,0,0,0,0,2.9,0,0,0,0,-0.8,0,-0.8,0,0.3,-1.4,-11.2,10.6,0.3,0,-0.1,0
794,13089023111,231.11,ARC 10,SDE,31.1,56050,648,{3D501DFC-FEFF-4605-8551-00DCFE9EB025},-176.7,0,0,0,0,-1,1,220,30,0,1,0,35,3,111,31,3,3,129,41,41,0,0,0,0,-0.5,-0.3,8.7,0.9,0,-0.2,0,-0.6,-0.6,0.3,-5.6,0.2,0.3,-1,1.2,-2.6
795,13089021814,218.14,ARC 10,SDE,28.8,32896,1321,{C939422E-354A-459E-9BBC-661D34C02035},-40,0,0,0,8,0,0,10,842,-69,1,28,86,0,231,60,80,0,21,15,8,0,0,0,0.1,0,0,-0.2,-1.7,-4.2,0,0.3,0.9,0,2.2,0.7,1.3,0,0.1,0.2,0.2
796,13089021409,214.09,ARC 10,SDE,25.4,43307,154,{A3A6C17C-830A-40E4-A07A-9812D704A9A5},-1357.5,0,0,-4,16,0,31,-2,0,-7,-1,-2,2,0,9,81,29,0,2,0,0,0,0,-1,1.5,0,0,-0.5,-0.1,-3.1,-0.6,-2.6,-0.7,0,-0.2,4.4,2.9,0,-0.2,0,0
797,13089021218,212.18,ARC 10,SDE,55.2,53820,1896,{39FAD217-98E0-4534-BC8A-2F22A924AAA6},1124.5,0,0,-14,36,0,14,-6,0,-1,-9,-12,-9,-1,32,114,1723,0,11,3,15,0,0,-1.8,-0.1,0,-0.2,-1.5,0,-0.6,-1.7,-2,-4.2,-0.2,-3.9,-1.4,21.6,0,-2.6,-0.6,-0.5
798,13089023507,235.07,ARC 10,SDE,14.3,43929,99,{21413042-6386-4545-A45A-89710D9D0932},-386.4,0,0,0,2,-4,0,-8,0,0,-4,1,1,0,7,25,60,0,17,2,0,0,0,0,0.2,-1,0,-3.9,0,0,-1.5,-0.1,-0.5,0,0,2.2,6.9,0,-1.7,-0.5,0
799,13089023412,234.12,ARC 10,SDE,21.7,44942,311,{8ACF3FAD-D5DD-4C54-836C-95F459981072},-276.8,0,0,0,24,0,0,5,0,-3,1,40,5,0,39,87,107,1,5,0,0,0,0,0,1.1,0,0,-5.2,-0.1,-1.5,0.1,-1,0.4,0,-0.1,-0.5,7.5,0.1,-0.7,0,0
800,13089023416,234.16,ARC 10,SDE,29,57057,-43,{2A5071A8-1E4B-43FF-A18B-570387D8DD32},317.3,0,0,-21,0,-142,5,-6,3,-1,0,2,2,0,19,36,56,0,3,1,0,0,0,-1.5,0,-10.3,0.5,-0.2,0.4,-0.1,0,0.5,0.2,0,1.8,3.3,4.8,0,0.4,0.1,0
801,13089023102,231.02,ARC 10,SDE,40.6,41028,1599,{23567E5F-3EB0-43DD-B7C9-D3BD38FD6921},-410,0,0,0,1,0,0,315,44,-3,14,117,95,7,212,136,34,11,255,349,12,0,0,0,0,0,0,-4.2,-0.3,-0.4,-0.2,0.2,1.9,-0.1,0.9,-0.9,0.8,0.1,-1.8,3.6,0.4
802,13089023000,230,ARC 10,SDE,59.7,62400,427,{4045A6BF-DA5F-4370-8DB8-797BF58AE5BE},-54.3,0,0,0,291,-3,11,0,2,0,6,8,32,0,19,19,1,0,14,26,1,0,0,0,10.4,-0.8,0,-0.8,-0.3,0,-0.6,-0.4,-0.5,0,-0.8,-0.3,0.1,-0.2,-1.8,-1.1,-2.9
803,13089021906,219.06,ARC 10,SDE,20.7,39966,150,{21D44A2A-4666-45F5-9711-13ECE46A053B},-615.8,0,0,0,25,0,0,1,2,0,-2,-1,0,0,3,47,24,0,1,0,50,0,0,0,2.3,0,0,-0.1,-4.5,-0.1,-0.8,-0.5,-0.6,0,-1.1,-0.7,2.5,0,-0.3,-0.1,4.2
804,13089021217,212.17,ARC 10,SDE,63,73927,68,{F27F2439-CB9E-4C6C-9D5C-130A74CB3E65},-768.3,0,0,0,1,-1,8,0,0,0,0,-2,1,0,4,2,53,0,1,1,0,0,0,0,0.3,-0.9,0.3,-0.2,-0.2,-0.2,-1.6,-6.8,-1,0,-0.9,0.2,11.3,-0.2,0.1,-0.3,0
805,13089021215,212.15,ARC 10,SDE,79.1,88346,3277,{C6BFD08D-98BD-48F7-A631-67D08D7F2255},1816.9,0,0,0,37,-21,331,15,11,-47,73,30,895,-18,945,28,568,4,341,73,12,0,0,0,0.1,-0.3,0.2,-3.4,-0.1,-0.7,-1.8,-0.1,1.3,-0.9,2.6,0.1,2.6,0,0.1,0.2,0.1
806,13089021414,214.14,ARC 10,SDE,29.1,39250,131,{F15E4B8C-E6EF-4FC9-BD3A-6F4FF911F78F},-1117.5,0,0,0,1,-9,12,-4,0,-5,3,7,43,0,17,27,39,0,0,0,0,0,0,0,0.1,-1.5,0.9,-1.8,-0.1,-1.1,-1.5,0.1,1.6,-0.1,1,1.6,3.4,0,-2.6,0,0
807,13089021101,211.01,ARC 10,SDE,68.4,116250,20,{7C7F3739-0D56-4EDA-8143-422A1DE2727F},583.1,0,0,0,1,-1,1,0,0,0,0,1,4,0,3,1,6,0,2,2,0,0,0,0,0.8,-1.8,0.5,-0.2,0,-0.9,-0.2,-1,-2.9,0,0.2,0.3,4.3,0,0.4,0.6,0
808,13089023316,233.16,ARC 10,SDE,40,60406,229,{A1889201-6D62-4B05-94D7-EAE4DC1ACE42},277.4,0,0,0,19,0,0,15,2,0,8,18,24,0,18,0,82,0,36,7,0,0,0,0,1.6,-1.1,0,-9.4,-0.7,0,-0.1,0.3,1.6,0,0,-0.1,10.7,0,-2.8,0.1,0
809,13089023313,233.13,ARC 10,SDE,19,46058,666,{CF594C19-792C-4F1D-A0BE-050F3F3059F5},-11.6,0,0,0,275,-33,49,18,68,0,21,10,33,0,98,16,9,5,3,91,3,0,0,0,8.7,-12.1,-3.2,0,-1.9,0,0.7,0.4,1.5,0,2,0.4,0.4,0.2,0,2.6,0.2
810,13089022900,229,ARC 10,SDE,55.4,66985,1182,{6E0A4225-6264-47AB-AEAC-BB9095D709E8},-465.3,0,0,0,103,0,0,141,0,-2,51,316,68,4,174,55,86,7,68,104,7,0,0,0,3.1,-0.8,-0.2,-3.5,0,-1.3,-0.8,4.1,1.7,-0.2,2.4,0,-5.9,0.3,-1,2,0.3
811,13089022800,228,ARC 10,SDE,76.3,84341,1669,{D3B08F8A-0E69-4667-A6B1-960E6AED0D1A},-90,0,0,0,66,-3,4,10,0,-8,5,15,62,4,134,717,583,2,20,43,15,0,0,0,0.6,-0.6,-0.2,-1.1,0,-1.5,0.1,-0.1,0,-3.5,-0.6,-2.4,10.2,0,-0.6,-0.1,-0.2
812,13089022600,226,ARC 10,SDE,74.6,65921,1499,{4AA466EF-EAA6-454E-AA84-C834D5CD5DF5},595,0,0,-6,88,0,13,5,0,-2,-10,-1,96,0,66,79,987,-1,85,14,86,0,0,-0.4,1,0,0,-1.1,-0.1,-0.2,-1.4,-0.4,-7.9,0,-0.7,0.5,16.3,0,-2.5,-0.7,-2.4
813,13089022500,225,ARC 10,SDE,72.8,67756,1147,{7EE19D97-61CF-4A46-B5B8-BAEE20874050},151.8,0,0,0,2,-2,7,-4,18,-35,3,15,82,0,83,114,652,-2,71,34,109,0,0,0,0,-0.1,0.1,-0.4,-0.4,-1.7,-0.3,-0.1,0.1,0,0.3,1.2,8.9,-0.1,-0.6,0.1,-6.7
814,13089022100,221,ARC 10,SDE,29.5,35250,296,{4E7C29BF-9CF6-471C-BDD5-06521B1CE3BA},-21.5,0,0,0,161,-88,20,-1,0,-6,3,4,7,0,20,40,119,-1,1,18,-1,0,0,0,7.3,-10.1,0.1,-0.2,0,-1.1,0.2,-0.8,0.1,-1.7,0.2,0.9,5.7,-0.2,0,0.1,-0.6
