OBJECTID,GEOID10,County,Area_Name,Total_Population,Total_Population_MOE_2016,Planning_Region,AcresLand,AcresWater,AcresTotal,SqMi_Land,SqMi_Water,SqMi_Total,TRACTCE10,CountyName,TOTAL_JOBS_2014,JOBS_PER_SQ_MILE_2014,JOB_TO_WORKER_RATIO_2014,JOBS_AGE_29_YNGR_2014,JOBS_AGE_30_54_2014,JOBS_AGE_55_OLDR_2014,PCT_JOBS_AGE_29_YNGR_2014,PCT_JOBS_AGE_30_54_2014,PCT_JOBS_AGE_55_OLDR_2014,JOBS_EARN_1250_MO_LESS_2014,JOBS_EARN_1251_3333_MO_2014,JOBS_EARN_MORE_3333_MO_2014,PCT_JOBS_EARN_1250_MO_LESS_2014,PCT_JOBS_EARN_1251_3333_MO_2014,PCT_JOBS_EARN_MORE_3333_MO_2014,JOBS_NAICS_11_AG_FOR_FISH_2014,JOBS_NAICS_21_MINE_OIL_GAS_2014,JOBS_NAICS_22_UTILITIES_2014,JOBS_NAICS_23_CONSTRUCTION_2014,JOBS_NAICS_31_33_MANUFACT_2014,JOBS_NAICS_42_WHOLESALE_2014,JOBS_NAICS_44_45_RETAIL_2014,JOBS_NAICS_48_49_TRANS_WHS_2014,JOBS_NAICS_51_INFORMATION_2014,JOBS_NAICS_52_FINANCE_INS_2014,JOBS_NAICS_53_REAL_ESTATE_2014,JOBS_NAICS_54_PRO_SCI_TECH_2014,JOBS_NAICS_55_MANAGEMENT_2014,JOBS_NAICS_56_ADMIN_WASTE_2014,JOBS_NAICS_61_EDUCATION_2014,JOBS_NAICS_62_HEALTH_SOC_2014,JOBS_NAICS_71_ARTS_ENT_REC_2014,JOBS_NAICS_72_ACCOMM_FOOD_2014,JOBS_NAICS_81_OTHER_SERV_2014,JOBS_NAICS_92_PUBLIC_ADMIN_2014,TOTAL_JOBS_2015,JOBS_PER_SQ_MILE_2015,JOB_TO_WORKER_RATIO_2015,JOBS_AGE_29_YNGR_2015,JOBS_AGE_30_54_2015,JOBS_AGE_55_OLDR_2015,JOBS_EARN_1250_MO_LESS_2015,JOBS_EARN_1251_3333_MO_2015,JOBS_EARN_MORE_3333_MO_2015,PCT_JOBS_AGE_29_YNGR_2015,PCT_JOBS_AGE_30_54_2015,PCT_JOBS_AGE_55_OLDR_2015,PCT_JOBS_EARN_1250_MO_LESS_2015,PCT_JOBS_EARN_1251_3333_MO_2015,PCT_JOBS_EARN_MORE_3333_MO_2015,JOBS_NAICS_11_AG_FOR_FISH_2015,JOBS_NAICS_21_MINE_OIL_GAS_2015,JOBS_NAICS_22_UTILITIES_2015,JOBS_NAICS_23_CONSTRUCTION_2015,JOBS_NAICS_31_33_MANUFACT_2015,JOBS_NAICS_42_WHOLESALE_2015,JOBS_NAICS_44_45_RETAIL_2015,JOBS_NAICS_48_49_TRANS_WHS_2015,JOBS_NAICS_51_INFORMATION_2015,JOBS_NAICS_52_FINANCE_INS_2015,JOBS_NAICS_53_REAL_ESTATE_2015,JOBS_NAICS_54_PRO_SCI_TECH_2015,JOBS_NAICS_55_MANAGEMENT_2015,JOBS_NAICS_56_ADMIN_WASTE_2015,JOBS_NAICS_61_EDUCATION_2015,JOBS_NAICS_62_HEALTH_SOC_2015,JOBS_NAICS_71_ARTS_ENT_REC_2015,JOBS_NAICS_72_ACCOMM_FOOD_2015,JOBS_NAICS_81_OTHER_SERV_2015,JOBS_NAICS_92_PUBLIC_ADMIN_2015,GlobalID,last_edited_date
43,13247060306,13247,"Census Tract 603.06, Rockdale County",2993,416,ARC 10,3571.5300293,47.71649933,3619.25,5.58052015,0.074557,5.65507984,060306,Rockdale,2303,404,2,630,1241,432,27.4,53.9,18.8,592,757,954,25.7,32.9,41.4,3,0,50,691,178,236,394,47,57,14,8,98,1,105,7,94,33,275,10,2,2473,433.9,1.12,594,1387,492,570,859,1044,24,56.1,19.9,23,34.7,42.2,0,0,61,898,177,191,388,89,49,15,10,86,0,90,7,39,28,336,9,0,{72E9D2C6-01D1-4B25-BC3D-3AB7165587EA},
44,13247060407,13247,"Census Tract 604.07, Rockdale County",3535,528,ARC 10,1457.82995605,33.19340134,1491.02001953,2.27785993,0.0518647,2.32972002,060407,Rockdale,76,33,0.1,12,45,19,15.8,59.2,25,23,31,22,30.3,40.8,28.9,0,0,0,49,2,0,16,2,0,0,4,0,0,0,0,2,0,0,1,0,83,36.1,0.04,24,47,12,34,32,17,28.9,56.6,14.5,41,38.6,20.5,0,0,0,41,0,0,16,0,0,0,5,3,0,0,1,5,0,11,1,0,{EABEF0B4-0C94-468B-A95E-C27AC7C0795E},
45,13247060403,13247,"Census Tract 604.03, Rockdale County",3612,375,ARC 10,9418.45019531,155.01300049,9573.45996094,14.71630001,0.242208,14.95849991,060403,Rockdale,637,42.5,0.4,221,304,112,34.7,47.7,17.6,272,248,117,42.7,38.9,18.4,5,0,0,27,1,11,173,1,7,6,3,18,14,19,5,86,8,215,5,33,852,56.8,0.39,320,381,151,372,340,140,37.6,44.7,17.7,43.7,39.9,16.4,2,0,0,18,2,7,178,5,3,10,3,17,17,17,0,83,11,405,2,72,{39ACF5B4-7371-4EAB-9713-2B77F16E55D1},
46,13247060406,13247,"Census Tract 604.06, Rockdale County",5470,528,ARC 10,2669.13989258,31.49780083,2700.63989258,4.17052984,0.0492153,4.21974993,060406,Rockdale,765,182.1,0.3,244,380,141,31.9,49.7,18.4,366,249,150,47.8,32.5,19.6,0,0,0,28,0,52,216,5,0,10,0,11,0,11,92,94,20,146,77,3,615,146.4,0.28,207,296,112,287,226,102,33.7,48.1,18.2,46.7,36.7,16.6,0,0,0,23,0,47,185,5,0,10,0,12,0,1,4,78,22,159,69,0,{38269FB7-2342-4F3B-A02B-BE40F7670709},
47,13247060305,13247,"Census Tract 603.05, Rockdale County",5348,611,ARC 10,4099.95019531,76.25920105,4176.20996094,6.40616989,0.119155,6.52533007,060305,Rockdale,7159,1101.4,4.1,1662,4184,1313,23.2,58.4,18.3,1549,2496,3114,21.6,34.9,43.5,0,2,37,189,2355,447,1438,115,92,231,48,403,1,300,65,35,99,754,178,370,7593,1168.2,3.43,1803,4357,1433,1674,2712,3207,23.7,57.4,18.9,22,35.7,42.2,0,0,35,190,2464,330,1525,130,86,267,43,425,4,490,57,57,27,893,155,415,{0EE951B2-675C-4485-9A2D-C5A66B27CF56},
48,13247060309,13247,"Census Tract 603.09, Rockdale County",5565,572,ARC 10,2060.30004883,17.58650017,2077.87988281,3.21921992,0.0274789,3.24669003,060309,Rockdale,1575,492.2,0.7,297,956,322,18.9,60.7,20.4,253,892,430,16.1,56.6,27.3,0,0,0,0,3,1,77,1,29,19,4,12,1,23,1,250,0,84,10,1060,1653,516.6,0.75,294,1013,346,265,867,521,17.8,61.3,20.9,16,52.5,31.5,0,0,0,0,3,17,112,2,27,10,9,7,1,1,0,249,0,103,6,1106,{572902E1-5FC0-4165-A71F-91750412186E},
49,13247060308,13247,"Census Tract 603.08, Rockdale County",8097,724,ARC 10,1967.76000977,35.12210083,2002.88000488,3.07463002,0.0548783,3.12949991,060308,Rockdale,3102,1000.6,1.3,504,1904,694,16.2,61.4,22.4,786,1220,1096,25.3,39.3,35.3,0,0,0,123,19,15,249,6,11,23,9,19,2,45,469,1888,2,173,42,7,2796,901.9,1.26,524,1674,598,753,1135,908,18.7,59.9,21.4,26.9,40.6,32.5,0,0,0,140,16,5,220,8,0,52,7,4,0,41,12,2024,47,187,33,0,{E68DD460-4AAD-4CBD-B6FB-75A93F4518D7},
50,13247060405,13247,"Census Tract 604.05, Rockdale County",7172,815,ARC 10,11252.09960938,164.6190033,11416.79980469,17.58139992,0.25721699,17.83869934,060405,Rockdale,811,45.6,0.3,247,418,146,30.5,51.5,18,385,238,188,47.5,29.3,23.2,0,0,0,30,0,23,240,28,2,17,1,13,0,17,144,87,3,182,22,2,674,37.9,0.3,236,338,100,347,211,116,35,50.1,14.8,51.5,31.3,17.2,0,0,0,35,1,7,253,48,0,19,0,12,0,7,1,77,6,189,19,0,{B006B9D5-F020-497C-8262-66FE51E908E1},
51,13247060307,13247,"Census Tract 603.07, Rockdale County",10714,840,ARC 10,3568.44995117,79.61090088,3648.06005859,5.57569981,0.124392,5.70008993,060307,Rockdale,2936,515.1,0.7,678,1697,561,23.1,57.8,19.1,922,936,1078,31.4,31.9,36.7,0,0,0,28,2,30,171,6,712,97,30,98,2,529,505,449,2,234,29,12,2366,415.1,1.07,607,1310,449,752,733,881,25.7,55.4,19,31.8,31,37.2,0,0,0,31,0,31,325,13,619,92,10,93,3,346,98,424,0,253,28,0,{45F56ED4-BA82-4BB8-AACE-B7AAC015D8DE},
52,13247060102,13247,"Census Tract 601.02, Rockdale County",5446,573,ARC 10,17061.59960938,331.36300659,17393,26.65870094,0.51775497,27.1765995,060102,Rockdale,293,10.8,0.1,39,196,58,13.3,66.9,19.8,71,116,106,24.2,39.6,36.2,0,0,0,108,10,14,14,4,0,0,6,13,0,14,79,1,0,21,9,0,251,9.2,0.11,43,151,57,62,94,95,17.1,60.2,22.7,24.7,37.5,37.8,0,0,0,146,5,12,12,7,0,0,1,4,1,17,0,1,0,32,13,0,{8ED5266F-F3CA-43E3-B1F5-5E661FCC28EB},
53,13067030330,13067,"Census Tract 303.30, Cobb County",5959,313,ARC 10,1493.81005859,3.97221994,1497.7800293,2.33407998,0.00620659,2.34028006,030330,Cobb,1020,443.5,0.4,308,523,189,30.2,51.3,18.5,483,323,214,47.4,31.7,21,0,0,7,18,1,44,230,3,10,66,42,64,8,149,11,14,49,142,160,2,1019,443,0.46,312,504,203,465,323,231,30.6,49.5,19.9,45.6,31.7,22.7,0,0,0,19,5,54,242,2,5,60,36,91,16,93,10,23,67,99,197,0,{9B6E0F77-3EDD-415F-A960-C9B9169DBA03},
54,13067030328,13067,"Census Tract 303.28, Cobb County",6557,481,ARC 10,1630.51000977,37.84389877,1668.34997559,2.54766989,0.0591311,2.60680008,030328,Cobb,1770,680.8,0.6,445,936,389,25.1,52.9,22,632,627,511,35.7,35.4,28.9,0,0,0,29,52,63,482,6,14,38,5,204,2,97,279,120,7,186,183,3,1862,716.2,0.84,462,991,409,566,599,697,24.8,53.2,22,30.4,32.2,37.4,0,0,0,12,73,184,463,16,12,31,10,198,0,75,249,149,8,200,182,0,{833ECDD7-F741-4601-A872-BBAF1CA253DC},
55,13067030700,13067,"Census Tract 307, Cobb County",4369,394,ARC 10,1064.33996582,0,1064.33996582,1.66303003,0,1.66303003,030700,Cobb,8352,4912.9,5.2,1416,5202,1734,17,62.3,20.8,1354,2329,4669,16.2,27.9,55.9,0,0,0,154,10,112,664,10,92,137,30,427,8,222,126,621,20,239,56,5424,8724,5131.8,3.94,1458,5333,1933,1262,2225,5237,16.7,61.1,22.2,14.5,25.5,60,0,0,0,138,12,105,694,10,38,171,31,387,1,149,105,647,37,176,65,5958,{C72F3DC1-27C6-45E7-93CF-63EBFD5AD39D},
56,13067030324,13067,"Census Tract 303.24, Cobb County",3730,269,ARC 10,905.3170166,9.96551037,915.28198242,1.41455996,0.0155711,1.43013,030324,Cobb,319,227.9,0.2,42,209,68,13.2,65.5,21.3,77,92,150,24.1,28.8,47,0,0,0,33,0,25,0,4,2,1,0,81,0,62,92,5,5,8,0,1,277,197.9,0.13,33,187,57,25,47,205,11.9,67.5,20.6,9,17,74,0,0,0,34,0,28,0,12,0,1,0,89,0,3,93,10,3,0,4,0,{6081856F-8CEE-497E-8AEE-8F4E7506DEB0},
57,13067030312,13067,"Census Tract 303.12, Cobb County",6044,301,ARC 10,2134.67993164,15.08530045,2149.76000977,3.33543992,0.0235708,3.35899997,030312,Cobb,1455,427.9,0.5,329,816,310,22.6,56.1,21.3,507,547,401,34.8,37.6,27.6,0,0,0,99,19,40,310,42,6,52,15,128,0,131,256,88,33,198,37,1,1513,445,0.68,361,811,341,507,546,460,23.9,53.6,22.5,33.5,36.1,30.4,0,1,0,124,16,23,360,34,3,42,17,132,1,148,227,123,27,197,38,0,{0C9E308C-AD96-4B92-8313-CDBA47A21E54},
58,13067030228,13067,"Census Tract 302.28, Cobb County",7291,712,ARC 10,2361.5,36.51110077,2398.01000977,3.68984008,0.0570486,3.74689007,030228,Cobb,15672,4235.7,5.4,4293,8872,2507,27.4,56.6,16,3890,4909,6873,24.8,31.3,43.9,0,0,77,699,173,1916,3108,249,300,2591,190,1731,556,510,176,903,43,2057,215,178,16355,4420.3,7.39,4487,9181,2687,4002,4886,7467,27.4,56.1,16.4,24.5,29.9,45.7,0,0,81,732,196,2046,3384,334,144,2509,308,1822,606,763,141,888,44,2043,211,103,{E8A66050-0F5F-4672-8C39-0FC2D8E14921},
59,13067030231,13067,"Census Tract 302.31, Cobb County",7301,509,ARC 10,3570.48999023,34.99850082,3605.48999023,5.57888985,0.0546852,5.63358021,030231,Cobb,2216,395.7,0.6,700,1092,424,31.6,49.3,19.1,767,905,544,34.6,40.8,24.5,6,0,0,40,19,66,794,28,9,86,6,140,1,63,258,84,141,402,70,3,2057,367.3,0.93,606,1015,436,649,839,569,29.5,49.3,21.2,31.6,40.8,27.7,7,0,0,37,14,25,810,42,6,75,6,107,1,45,241,117,124,326,74,0,{60EC0612-A1B3-40B5-A9BA-B4433BEB0EAE},
60,13067030230,13067,"Census Tract 302.30, Cobb County",14286,974,ARC 10,3799.22998047,99.91059875,3899.13989258,5.9362998,0.15611,6.09241009,030230,Cobb,4530,742.6,0.8,983,2752,795,21.7,60.8,17.5,961,1645,1924,21.2,36.3,42.5,4,0,0,358,500,596,217,547,10,39,92,183,61,204,422,913,78,268,33,5,4725,774.6,2.14,1054,2791,880,893,1691,2141,22.3,59.1,18.6,18.9,35.8,45.3,0,0,0,440,494,707,199,559,12,36,115,182,59,189,419,874,89,281,70,0,{E07F6510-7F63-4A80-8820-B7B4E7CCD457},
61,13067030311,13067,"Census Tract 303.11, Cobb County",5969,454,ARC 10,2091.37011719,38.91460037,2130.2800293,3.26777005,0.0608041,3.32856011,030311,Cobb,1623,491.8,0.6,304,969,350,18.7,59.7,21.6,271,529,823,16.7,32.6,50.7,0,1,28,267,204,219,78,11,150,12,18,74,0,143,287,35,14,34,44,4,1739,527,0.79,364,998,377,269,519,951,20.9,57.4,21.7,15.5,29.8,54.7,0,0,39,316,211,268,88,4,115,10,21,78,0,185,274,15,11,56,48,0,{68FCC319-7504-4169-9902-67BA54FC4745},
62,13067031001,13067,"Census Tract 310.01, Cobb County",5394,618,ARC 10,3835.2199707,18.64609909,3853.87011719,5.99252987,0.0291345,6.02166986,031001,Cobb,11236,1872.7,7.3,1419,6029,3788,12.6,53.7,33.7,1254,1821,8161,11.2,16.2,72.6,3,3,25,169,6815,111,1777,42,43,30,144,66,2,110,1035,84,38,464,139,136,10522,1753.7,4.76,1394,5626,3502,1136,1728,7658,13.2,53.5,33.3,10.8,16.4,72.8,0,0,34,114,6482,61,1400,65,63,22,183,64,4,189,899,76,41,541,153,131,{C09F5F8D-A03D-4CB6-A5F4-E715F28552DD},
63,13067030310,13067,"Census Tract 303.10, Cobb County",8204,669,ARC 10,2150.06005859,18.46520042,2168.52001953,3.35946989,0.0288519,3.38830996,030310,Cobb,1060,311.8,0.3,252,616,192,23.8,58.1,18.1,237,433,390,22.4,40.8,36.8,0,0,0,219,75,168,50,15,143,21,6,83,6,55,23,24,29,34,109,0,1093,321.5,0.49,248,610,235,233,444,416,22.7,55.8,21.5,21.3,40.6,38.1,0,0,0,233,84,173,58,14,153,15,9,87,2,50,22,26,32,28,107,0,{85521A6F-A04C-4F89-A1F0-B85C83AB7E69},
64,13067030215,13067,"Census Tract 302.15, Cobb County",9711,888,ARC 10,1782.93994141,6.19344997,1789.13000488,2.78584003,0.00967727,2.79552007,030215,Cobb,977,348.9,0.3,243,590,144,24.9,60.4,14.7,253,384,340,25.9,39.3,34.8,0,0,0,36,1,37,144,36,15,67,11,213,0,50,3,243,5,82,31,3,914,326.4,0.41,228,539,147,215,335,364,24.9,59,16.1,23.5,36.7,39.8,0,0,0,39,5,33,148,59,4,13,12,229,0,38,4,224,6,75,25,0,{7B8856F2-C2DE-4A2F-9713-C2622A9A11A3},
65,13067030601,13067,"Census Tract 306.01, Cobb County",9324,845,ARC 10,2275.60009766,42.58390045,2318.18994141,3.55562997,0.0665373,3.62216997,030601,Cobb,6632,1842.2,1.6,1932,3689,1011,29.1,55.6,15.2,2335,2531,1766,35.2,38.2,26.6,2,0,0,1051,310,209,1166,22,20,83,56,217,21,2348,73,42,18,760,227,7,6557,1821.4,2.96,1896,3575,1086,2343,2299,1915,28.9,54.5,16.6,35.7,35.1,29.2,3,0,0,1087,304,206,1314,14,23,105,55,199,21,2376,70,34,23,489,234,0,{B629B129-142E-4FD8-9910-EF1B44A5C779},
66,13067030227,13067,"Census Tract 302.27, Cobb County",7798,629,ARC 10,2137.48999023,13.70940018,2151.19995117,3.33982992,0.0214209,3.36124992,030227,Cobb,7797,2293.2,2.3,2276,4336,1185,29.2,55.6,15.2,2191,3335,2271,28.1,42.8,29.1,0,16,5,598,419,569,301,121,61,150,35,461,9,3605,129,302,26,314,343,333,6496,1910.6,2.94,1526,3799,1171,1845,2302,2349,23.5,58.5,18,28.4,35.4,36.2,9,10,2,599,523,633,283,142,64,279,20,432,0,2112,19,335,23,294,371,346,{001FA24D-E963-4880-9722-BEA5DF364194},
67,13067030602,13067,"Census Tract 306.02, Cobb County",6872,427,ARC 10,3940.87988281,10.90550041,3951.79003906,6.15761995,0.0170398,6.17467022,030602,Cobb,13756,2218.7,5,2199,8654,2903,16,62.9,21.1,2135,4862,6759,15.5,35.3,49.1,0,0,504,876,317,160,424,11,90,242,111,639,52,380,246,8917,21,563,166,37,14107,2275.3,6.38,2204,8866,3037,2170,4952,6985,15.6,62.8,21.5,15.4,35.1,49.5,1,0,517,990,334,148,477,11,57,148,100,563,49,427,207,9386,11,511,170,0,{BF1AFA75-9E95-4E17-9DB0-2D235BC4B7B3},
68,13067030506,13067,"Census Tract 305.06, Cobb County",4017,330,ARC 10,1978.52001953,9.26496983,1987.79003906,3.09143996,0.0144765,3.10592008,030506,Cobb,5735,1850,2.9,1095,3543,1097,19.1,61.8,19.1,879,2290,2566,15.3,39.9,44.7,0,0,0,757,289,870,368,271,120,33,97,294,1235,394,13,587,33,147,193,34,5862,1891,2.65,1125,3554,1183,848,2227,2787,19.2,60.6,20.2,14.5,38,47.5,0,0,0,933,246,881,331,393,86,32,108,248,1145,362,8,667,21,189,194,18,{70D0156F-F356-46FB-998A-2C7A743770FF},
69,13067030507,13067,"Census Tract 305.07, Cobb County",5156,267,ARC 10,1509.43005371,21.38750076,1530.81005859,2.35847998,0.033418,2.39189005,030507,Cobb,1309,545.4,0.5,282,779,248,21.5,59.5,18.9,366,437,506,28,33.4,38.7,0,0,0,190,3,39,83,24,15,31,58,124,0,242,371,13,0,105,7,4,1282,534.2,0.58,255,755,272,305,366,611,19.9,58.9,21.2,23.8,28.5,47.7,0,0,0,192,20,33,91,32,8,35,67,123,0,209,344,5,0,104,19,0,{E3EE58E0-C918-417C-BD86-7CE0D93B0C21},
70,13067030229,13067,"Census Tract 302.29, Cobb County",5979,527,ARC 10,3211.2199707,27.81439972,3239.0300293,5.01752996,0.04346,5.06097984,030229,Cobb,21000,4117.6,11.7,5494,11766,3740,26.2,56,17.8,5682,6460,8858,27.1,30.8,42.2,2,55,0,962,577,1719,2724,836,655,860,184,2043,704,2705,3044,828,314,2629,109,50,24240,4752.9,10.96,6408,13365,4467,6291,7709,10240,26.4,55.1,18.4,26,31.8,42.2,0,49,0,1112,588,1890,2914,1023,630,969,141,2276,792,4326,3651,816,356,2564,138,5,{E2719627-7F27-484B-BE79-2627A07837D9},
71,13067031208,13067,"Census Tract 312.08, Cobb County",6283,437,ARC 10,893.96398926,5.90384007,899.86798096,1.39681995,0.00922475,1.40603995,031208,Cobb,10084,7202.9,3.1,1967,6383,1734,19.5,63.3,17.2,1747,3016,5321,17.3,29.9,52.8,9,0,0,5,2,87,480,10,40,76,25,1863,6347,232,280,126,10,400,46,46,9130,6521.4,4.13,1885,5504,1741,1716,3075,4339,20.6,60.3,19.1,18.8,33.7,47.5,0,0,0,9,4,78,517,7,181,110,31,396,6701,138,257,73,12,564,52,0,{82CD4A46-331B-43AC-9BB6-25F1AF231A4C},
72,13067031207,13067,"Census Tract 312.07, Cobb County",3960,510,ARC 10,688.309021,12.23340034,700.54302979,1.07547998,0.0191147,1.09459996,031207,Cobb,15950,14500,7.7,3350,9700,2900,21,60.8,18.2,4237,3811,7902,26.6,23.9,49.5,4,0,2,369,63,1317,2650,124,1554,1205,528,4441,581,403,176,716,52,1607,138,20,16917,15379.1,7.65,3632,10100,3185,4449,3648,8820,21.5,59.7,18.8,26.3,21.6,52.1,3,0,5,724,179,1302,2862,123,2367,1058,482,3862,614,841,100,704,15,1559,111,6,{83BB9F79-1CD2-48CD-9D3B-A7849183165E},
73,13067030226,13067,"Census Tract 302.26, Cobb County",10002,716,ARC 10,1721.04003906,10.27219963,1731.31994629,2.68913007,0.0160503,2.70518994,030226,Cobb,2720,1007.4,0.6,651,1608,461,23.9,59.1,16.9,678,989,1053,24.9,36.4,38.7,0,0,0,364,330,564,321,15,3,22,77,124,5,95,250,97,13,357,81,2,3074,1138.5,1.39,719,1811,544,671,1175,1228,23.4,58.9,17.7,21.8,38.2,39.9,0,0,0,507,462,558,357,8,0,25,99,163,6,117,233,62,20,378,79,0,{4998431D-4C8F-4AED-AEE4-376350028F80},
74,13067031505,13067,"Census Tract 315.05, Cobb County",6105,466,ARC 10,2487.23999023,2.44634008,2489.68994141,3.8863101,0.00382241,3.89014006,031505,Cobb,1731,443.8,0.7,353,990,388,20.4,57.2,22.4,509,627,595,29.4,36.2,34.4,0,0,0,153,77,50,255,23,8,45,28,64,9,122,458,151,32,124,20,112,1627,417.2,0.74,379,914,334,455,617,555,23.3,56.2,20.5,28,37.9,34.1,1,0,0,251,88,49,271,33,1,50,54,57,5,149,197,139,0,163,21,98,{69FE4948-DB2E-42A0-864F-925FA3DF0D67},
75,13067030313,13067,"Census Tract 303.13, Cobb County",8969,636,ARC 10,2348.65991211,16.18860054,2364.84008789,3.66978002,0.0252947,3.69506001,030313,Cobb,1850,500,0.5,529,967,354,28.6,52.3,19.1,678,654,518,36.6,35.4,28,0,0,0,45,19,58,466,4,8,220,1,116,0,91,226,145,34,319,98,0,1996,539.5,0.9,625,1012,359,721,710,565,31.3,50.7,18,36.1,35.6,28.3,0,0,0,37,22,27,491,0,5,214,6,140,0,93,231,154,26,451,99,0,{57D90DDF-4047-42C8-A95A-2FA90725F6AC},
76,13067031310,13067,"Census Tract 313.10, Cobb County",7646,829,ARC 10,2881.82006836,49.67359924,2931.5,4.50284004,0.077615,4.58047009,031310,Cobb,4950,1076.1,2.2,943,3216,791,19.1,65,16,753,1664,2533,15.2,33.6,51.2,0,0,0,771,226,1216,148,839,281,2,185,440,14,514,31,54,2,207,14,6,7369,1602,3.33,2324,3975,1070,2148,2033,3188,31.5,53.9,14.5,29.1,27.6,43.3,0,0,0,860,217,1164,142,1225,318,0,265,426,8,503,19,51,1846,247,78,0,{2D4ED616-C783-438C-8C1D-F8B7CCB43C87},
77,13067030214,13067,"Census Tract 302.14, Cobb County",7617,634,ARC 10,2619.05004883,17.09519958,2636.13989258,4.0922699,0.0267112,4.11896992,030214,Cobb,1042,254.1,0.3,355,533,154,34.1,51.2,14.8,451,285,306,43.3,27.4,29.4,0,0,0,56,1,28,32,8,7,70,28,68,1,23,339,17,13,296,54,1,978,238.5,0.44,347,474,157,363,290,325,35.5,48.5,16.1,37.1,29.7,33.2,0,0,0,40,1,26,35,15,1,59,31,42,0,17,337,18,24,273,59,0,{C9EE0A4A-F6A9-4676-8CB9-21E84A285AFF},
78,13067031212,13067,"Census Tract 312.12, Cobb County",2475,214,ARC 10,986.66601563,49.68099976,1036.34997559,1.54166996,0.0776266,1.61930001,031212,Cobb,448,280,0.4,137,222,89,30.6,49.6,19.9,182,131,135,40.6,29.2,30.1,0,0,0,0,1,41,123,6,10,42,15,22,4,4,1,38,4,114,23,0,538,336.3,0.24,177,272,89,215,167,156,32.9,50.6,16.5,40,31,29,0,0,0,0,2,39,125,6,3,47,7,27,2,2,1,46,0,201,30,0,{A2A8771A-1C85-44B8-9758-B930244ECDF4},
79,13067031211,13067,"Census Tract 312.11, Cobb County",4149,626,ARC 10,367.50299072,5.22999001,372.73300171,0.57422298,0.00817186,0.58239502,031211,Cobb,4645,7741.7,2.1,1222,2649,774,26.3,57,16.7,951,1652,2042,20.5,35.6,44,0,0,159,77,1,84,725,4,29,285,480,479,5,1087,10,158,18,985,56,3,4401,7335,1.99,1101,2506,794,785,1445,2171,25,56.9,18,17.8,32.8,49.3,0,0,167,91,2,63,785,2,16,246,451,520,18,964,1,76,18,920,61,0,{FDB936C8-63EC-4CE7-AD18-E6504730C05A},
80,13067031209,13067,"Census Tract 312.09, Cobb County",4585,301,ARC 10,842.32598877,1.20167005,843.52801514,1.31613004,0.00187761,1.31800997,031209,Cobb,1616,1243.1,0.7,450,925,241,27.8,57.2,14.9,544,653,419,33.7,40.4,25.9,0,0,0,47,4,55,71,37,8,135,8,38,3,889,3,138,28,75,72,5,1143,879.2,0.52,293,650,200,454,369,320,25.6,56.9,17.5,39.7,32.3,28,0,0,0,70,3,17,67,25,0,146,9,47,2,469,0,92,26,75,95,0,{EAF06AEC-23F9-4219-B57D-EC865ADB1562},
81,13067030224,13067,"Census Tract 302.24, Cobb County",6354,652,ARC 10,1129.65002441,3.56103992,1133.20996094,1.76507998,0.00556412,1.77064002,030224,Cobb,1064,591.1,0.4,280,586,198,26.3,55.1,18.6,299,385,380,28.1,36.2,35.7,0,0,0,64,0,49,233,86,6,141,55,55,0,66,136,42,2,82,47,0,1166,647.8,0.53,307,653,206,294,439,433,26.3,56,17.7,25.2,37.7,37.1,0,0,0,57,0,32,248,92,0,107,49,65,0,70,215,53,0,83,95,0,{0B99949F-84D2-4465-A82D-302FD31E7E21},
82,13067031205,13067,"Census Tract 312.05, Cobb County",6304,604,ARC 10,1791.97998047,78.37889862,1870.35998535,2.79996991,0.122467,2.92244005,031205,Cobb,1298,447.6,0.4,235,797,266,18.1,61.4,20.5,214,498,586,16.5,38.4,45.1,3,0,0,387,61,206,38,1,14,5,35,43,5,158,5,228,5,57,47,0,2064,711.7,0.93,366,1241,457,341,714,1009,17.7,60.1,22.1,16.5,34.6,48.9,4,0,33,673,79,384,89,0,10,11,35,38,5,218,6,261,3,171,44,0,{E86527C6-BCBD-4F78-9882-1C2B106325A1},
83,13067031206,13067,"Census Tract 312.06, Cobb County",10302,686,ARC 10,2269.93994141,4.48273993,2274.42993164,3.54678011,0.00700428,3.55380011,031206,Cobb,15210,4225,2.9,2467,9492,3251,16.2,62.4,21.4,2145,4004,9061,14.1,26.3,59.6,0,1,0,1585,1230,5013,745,827,215,596,97,1322,82,1125,185,351,277,879,165,515,15978,4438.3,7.22,2550,9954,3474,2304,4173,9501,16,62.3,21.7,14.4,26.1,59.5,8,0,0,1650,1220,5218,551,1015,181,675,121,1390,89,1484,128,511,89,980,159,509,{A39ABE84-C542-4CF7-986F-CAA0D1058E84},
84,13067030220,13067,"Census Tract 302.20, Cobb County",1757,109,ARC 10,448.77099609,1.02845001,449.79998779,0.70120502,0.00160695,0.70281202,030220,Cobb,152,217.1,0.2,34,95,23,22.4,62.5,15.1,60,45,47,39.5,29.6,30.9,0,0,0,1,0,1,1,0,0,0,3,0,0,7,82,0,0,57,0,0,167,238.6,0.08,55,88,24,58,38,71,32.9,52.7,14.4,34.7,22.8,42.5,0,0,0,0,0,3,9,0,0,0,4,0,0,9,83,0,0,52,7,0,{5F320183-B17E-4B68-806C-1342A2671E47},
