OBJECTID,GEOID10,NAME10,PLNG_REGIO,last_edited_date,Percent_BA_or_Higher,Median_household_income,GlobalID,Pop_Change_per_SqMi_2000_2010,Pct_HH_wBroadandAccess_5isBest
548,13121009900,99,ARC 10,2015-05-19T14:17:37.000Z,81,110865,{21D269AA-80A9-45C3-8047-3C7181B58503},167.3,5
549,13121009000,90,ARC 10,2015-05-19T14:17:37.000Z,91.3,103387,{9816DE42-F398-49B4-9F92-E0352C0BC91E},693.3,5
550,13121009700,97,ARC 10,2015-05-19T14:17:37.000Z,86.9,163125,{76E3D054-8CB8-4136-897D-E72874C333C5},-94.3,5
551,13121010206,102.06,ARC 10,2015-05-19T14:17:37.000Z,81,160223,{F94A37F3-E370-46FE-A9B8-449E3EECA09C},9.1,5
552,13121010204,102.04,ARC 10,2015-05-19T14:17:37.000Z,81.5,143158,{A365C034-BB7C-4AD9-8408-36D1E8BE7E99},2.4,5
553,13121007100,71,ARC 10,2015-05-19T14:17:37.000Z,9.5,20282,{D138A26A-6B06-4252-A938-5B7B4C309124},-1778,2
554,13121006801,68.01,ARC 10,2015-05-19T14:17:37.000Z,4.3,,{B9A36162-735F-423E-8D46-71455864C396},-766.7,1
555,13121006900,69,ARC 10,2015-05-19T14:17:37.000Z,30.7,48482,{A3D7D2A0-50CA-4DA5-B542-25F29F6E9615},-113.3,3
556,13121005200,52,ARC 10,2015-05-19T14:17:37.000Z,67.8,78438,{AB64A0A7-C977-4A75-8A6E-301D69CADBBA},687.8,5
557,13121005000,50,ARC 10,2015-05-19T14:17:37.000Z,60.4,57670,{F17F6B98-285A-44D1-81FB-A6B4D78E89BD},-44,4
558,13121001500,15,ARC 10,2015-05-19T14:17:37.000Z,65.9,60722,{864262AA-4C5D-4D75-9145-75458877DD74},302.5,4
559,13121007807,78.07,ARC 10,2015-05-19T14:17:37.000Z,12.5,17466,{CE21A56E-C8CB-4751-BD6C-7516596FF461},-449.1,2
560,13121010510,105.10,ARC 10,2015-05-19T14:17:37.000Z,25.7,42651,{F5F8AEFB-2317-4B05-AF69-BDB277AC4E4F},766.3,3
561,13121010512,105.12,ARC 10,2015-05-19T14:17:37.000Z,10.9,28529,{99C9A0B1-7A58-4F44-B847-E0544EFE0251},213.9,3
562,13121007802,78.02,ARC 10,2015-05-19T14:17:37.000Z,43.6,46116,{94563D5A-D25E-4C78-B70B-DAA76DB73507},332.6,4
563,13121007805,78.05,ARC 10,2015-05-19T14:17:37.000Z,25.1,37857,{575FAE48-AA32-45D3-B15F-917544C3217C},-118.6,2
564,13121011618,116.18,ARC 10,2015-05-19T14:17:37.000Z,71,97763,{61454F67-0E9F-411A-9FA6-0502DD67307E},1114.5,5
565,13121011610,116.10,ARC 10,2015-05-19T14:17:37.000Z,57.6,81992,{8B2A8B7A-42C4-4564-8955-CF89C3A01732},-1.7,5
566,13121011614,116.14,ARC 10,2015-05-19T14:17:37.000Z,54.1,73697,{DF1E0BF3-E2B5-454C-ACC9-B9A832672663},2205.5,5
567,13121011620,116.20,ARC 10,2015-05-19T14:17:37.000Z,61.8,96875,{B6C0C4BB-962B-4067-8CF1-E9EB2AF2DFA1},719,5
568,13121011420,114.20,ARC 10,2015-05-19T14:17:37.000Z,12.8,31662,{C4E3EE10-7C62-43FE-A61E-3885D8ED1F32},670,3
569,13121011613,116.13,ARC 10,2015-05-19T14:17:37.000Z,53.6,91461,{933F15F4-9A58-41AE-BDE3-CDF385C9B1A6},398.4,5
570,13121011426,114.26,ARC 10,2015-05-19T14:17:37.000Z,49.2,99196,{2CE29A64-5E81-4CBC-A640-F3A7AF915BAB},-91.7,5
571,13121011425,114.25,ARC 10,2015-05-19T14:17:37.000Z,77.3,176818,{1EA96B27-2128-4AC8-A101-6EEA1B572F61},176.7,5
572,13121011423,114.23,ARC 10,2015-05-19T14:17:37.000Z,68.1,104333,{CF3C4F39-859C-416A-8083-7EAD3BCB58F0},72.8,5
573,13121011418,114.18,ARC 10,2015-05-19T14:17:37.000Z,62.8,103926,{C9DA10B5-0216-446B-830E-7CF33C112A16},64,5
574,13121002600,26,ARC 10,2015-05-19T14:17:37.000Z,38.7,30458,{D90FB4A0-4E33-43EC-B436-EFC40A7227B3},-1160,2
575,13121001700,17,ARC 10,2015-05-19T14:17:37.000Z,55.3,32847,{F8F44FA9-36EE-408A-AF43-A0E193721047},588,3
576,13121001400,14,ARC 10,2015-05-19T14:17:37.000Z,70.5,69018,{C329B89F-37AE-437D-9EF5-4795C3EBDB99},173.3,4
577,13121003000,30,ARC 10,2015-05-19T14:17:37.000Z,78.2,71875,{718083C5-48AF-4927-8DB2-953A6349F71D},1808,4
578,13121011000,110,ARC 10,2015-05-19T14:17:37.000Z,5.2,22411,{B0950517-E18E-48F9-BE3C-50B6221B05C1},-1281.8,2
579,13121007400,74,ARC 10,2015-05-19T14:17:37.000Z,3.7,14754,{7510225F-5950-4EBD-A149-F9429A4C0FC0},-930,2
580,13121006400,64,ARC 10,2015-05-19T14:17:37.000Z,15.9,27159,{0B8FF43B-ED26-4C7A-A9B9-E2A5E80ADAE0},-3252,2
581,13121005300,53,ARC 10,2015-05-19T14:17:37.000Z,66.3,91250,{5A7B2A6F-12EB-415D-9307-F1FB5CB58B75},612.2,4
582,13121005502,55.02,ARC 10,2015-05-19T14:17:37.000Z,22,16321,{44AFA7D5-995B-41EB-BE1A-C6F012E8245B},1895.7,2
583,13121008202,82.02,ARC 10,2015-05-19T14:17:37.000Z,12.8,26736,{A510CCFA-BA73-434C-A1F3-2832621C78BB},-907,2
584,13121010513,105.13,ARC 10,2015-05-19T14:17:37.000Z,23.3,46486,{C0F23122-9CDB-4BA8-B598-4B858AE24B97},532.7,4
585,13121010304,103.04,ARC 10,2015-05-19T14:17:37.000Z,52.7,83798,{8E4A9A99-6DC7-49FB-8C73-1C8C08DDCC28},532.8,5
586,13121010303,103.03,ARC 10,2015-05-19T14:17:37.000Z,46.7,71333,{A163A001-38F9-45B3-999B-53D99A85D8DD},237.1,4
587,13121010514,105.14,ARC 10,2015-05-19T14:17:37.000Z,26.5,59005,{EAC8006F-7A85-4FD0-BAFB-630B046955A2},374.3,4
588,13121010301,103.01,ARC 10,2015-05-19T14:17:37.000Z,37.2,60972,{E9B50F88-4F43-485B-9B89-F88485579487},363.3,4
589,13121010400,104,ARC 10,2015-05-19T14:17:37.000Z,20.2,51907,{F2DE3DEB-0EA7-4371-AD05-1E2E02B0521D},18.5,3
590,13121011421,114.21,ARC 10,2015-05-19T14:17:37.000Z,38.3,48117,{3307338E-53B4-4589-848A-E7A23D49E5B2},396,4
591,13121011416,114.16,ARC 10,2015-05-19T14:17:37.000Z,58.4,99355,{6393F053-FB8B-4F42-8777-991E5DFE061E},147.3,5
592,13121011506,115.06,ARC 10,2015-05-19T14:17:37.000Z,70.4,152898,{DD129889-4798-4DF6-9D4C-D3B1D4F67F4D},136.8,5
593,13121011417,114.17,ARC 10,2015-05-19T14:17:37.000Z,69.5,87083,{804E115D-57BC-4BE1-BB47-1CD53A6B70A7},246.6,4
594,13121007001,70.01,ARC 10,2015-05-19T14:17:37.000Z,11.2,26157,{74B9B700-1832-43ED-AD58-9C984FA04FFD},-579.4,2
595,13121006700,67,ARC 10,2015-05-19T14:17:37.000Z,23.7,19907,{5714DFED-5C69-4427-854A-57D25F3E9B32},-236.9,3
596,13121006300,63,ARC 10,2015-05-19T14:17:37.000Z,13.5,23398,{6D1C5C1F-08FA-4451-9528-C80B712A2FFC},90,2
597,13121005700,57,ARC 10,2015-05-19T14:17:37.000Z,11.4,16310,{6A6BF6D5-6CC0-4639-9DC4-86FA0703CEDD},540,2
598,13121006500,65,ARC 10,2015-05-19T14:17:37.000Z,21.2,42442,{3EED4109-D83D-43B3-A0FD-DACCF5696CE6},-766.2,3
599,13121005501,55.01,ARC 10,2015-05-19T14:17:37.000Z,20.1,20150,{DF3AF910-B132-4C82-ADE6-2F1A96E23299},-122,3
600,13121004900,49,ARC 10,2015-05-19T14:17:37.000Z,52.4,58485,{77406D1B-4868-4B46-8A2F-7C086ADEC5A7},1110,5
601,13121004800,48,ARC 10,2015-05-19T14:17:37.000Z,19.6,10785,{1E45044A-0785-4523-9513-908C30AE064B},-6635,2
602,13121002800,28,ARC 10,2015-05-19T14:17:37.000Z,38.9,15172,{8374DACB-81C7-482B-A361-4FD2F8FEE0CC},2296.7,3
603,13121011419,114.19,ARC 10,2015-05-19T14:17:37.000Z,61.1,81942,{3D90A3CA-B95B-45ED-A961-6D099EF42735},528.5,4
604,13121011503,115.03,ARC 10,2015-05-19T14:17:37.000Z,74.9,123068,{781FBB51-F29F-47CF-B052-3BAA9D7CFC6F},259.6,5
605,13121011615,116.15,ARC 10,2015-05-19T14:17:37.000Z,66.3,135471,{851FE352-6AED-4869-A41A-A71210EEC7B2},350.8,5
606,13121011504,115.04,ARC 10,2015-05-19T14:17:37.000Z,69,160431,{BDABD452-C8FC-407E-94C5-D0B777A8CC94},250,5
607,13121010515,105.15,ARC 10,2015-05-19T14:17:37.000Z,23.9,45392,{6E3C5ED3-F351-4761-91E9-12DDD2416199},616.1,2
608,13121010516,105.16,ARC 10,2015-05-19T14:17:37.000Z,24.1,50179,{D12C89D4-E04D-4787-8AA2-43AF8A5D4823},449.1,3
609,13121010120,101.20,ARC 10,2015-05-19T14:17:37.000Z,41.6,54495,{5420B4FF-224C-493F-BEB8-1C5E04A834D2},1057.5,4
610,13121010117,101.17,ARC 10,2015-05-19T14:17:37.000Z,42,43949,{14619908-57A3-447E-B2FE-D90A815AF8CF},678,4
611,13121001800,18,ARC 10,2015-05-19T14:17:37.000Z,49.9,32453,{8A821C26-6C47-41AA-B0BE-6AAC05BC4A93},915,3
612,13121001300,13,ARC 10,2015-05-19T14:17:37.000Z,56.7,56320,{2EB737B6-F7BF-4FCF-9DA4-9E7696DC7556},348,3
613,13121001900,19,ARC 10,2015-05-19T14:17:37.000Z,53,51098,{5B8E4A94-CA6A-4421-A697-1BC86529FA50},6302.5,3
614,13121002100,21,ARC 10,2015-05-19T14:17:37.000Z,38.2,35250,{32122246-10BB-427D-9B3F-C379B632ACD8},2926.7,2
615,13121004400,44,ARC 10,2015-05-19T14:17:37.000Z,16.4,18778,{E1C25624-F484-4BFA-AC23-9642422B635A},1736.7,2
616,13121003200,32,ARC 10,2015-05-19T14:17:37.000Z,78.6,48699,{45349810-4B16-4759-A2A0-02C1280025FE},1287.5,4
617,13121004200,42,ARC 10,2015-05-19T14:17:37.000Z,29.9,18722,{6F7F47F6-578C-43FD-B6D9-21C75BBF10CA},-562,2
618,13121003800,38,ARC 10,2015-05-19T14:17:37.000Z,41.2,21932,{38BB1C48-C784-4B2E-97FB-A73961352E39},5646.7,2
619,13121002500,25,ARC 10,2015-05-19T14:17:37.000Z,18.4,19912,{45E695B7-FC6D-4E63-930E-669D0AB64B6E},-256.7,2
620,13121002300,23,ARC 10,2015-05-19T14:17:37.000Z,12,19840,{0C6579CC-14D0-4AFC-8E04-A3187080BB57},-3095,1
621,13139001608,16.08,ARC 20,2015-05-19T14:17:37.000Z,44,82111,{732855AA-A40B-4AE2-89BD-C0F9184DF2DE},567.6,3
622,13139001603,16.03,ARC 20,2015-05-19T14:17:37.000Z,28.3,66813,{4942409F-8E38-4137-AAE7-377282E60979},104.9,4
623,13121010118,101.18,ARC 10,2015-05-19T14:17:37.000Z,32.8,27064,{F5079041-A34F-4D33-AA59-EECC80CFFC82},800,3
624,13121010113,101.13,ARC 10,2015-05-19T14:17:37.000Z,49.8,49284,{D2A482AF-EDC2-4E37-8FA0-6CBA41776BE3},1258.9,4
625,13121010115,101.15,ARC 10,2015-05-19T14:17:37.000Z,72.5,106167,{5B80E4EF-82C5-4B04-AE4B-DB90B76462ED},475.4,4
626,13121010122,101.22,ARC 10,2015-05-19T14:17:37.000Z,72.4,69943,{DD41AE75-3630-43E1-93CC-42D7BC99BD5B},900.8,4
627,13121010114,101.14,ARC 10,2015-05-19T14:17:38.000Z,52.2,54105,{8A02FE69-95E4-434F-977F-AA26B5F3BC1E},221.9,5
628,13121000600,6,ARC 10,2015-05-19T14:17:38.000Z,63.1,43570,{12DB03EC-3431-4B8B-A97E-8604AFBA2367},4160,4
629,13121006601,66.01,ARC 10,2015-05-19T14:17:38.000Z,16.8,30234,{924CDCEC-4692-48F8-8A3C-E75E7C3EB72E},-670,3
630,13121006602,66.02,ARC 10,2015-05-19T14:17:38.000Z,0,12439,{205E8E9D-56AF-4246-A790-5743C322738C},-1380,2
631,13121006200,62,ARC 10,2015-05-19T14:17:38.000Z,9.1,20900,{26A72035-B998-4150-99A0-5AE860372C36},-757.5,2
632,13121006100,61,ARC 10,2015-05-19T14:17:38.000Z,14.5,22500,{B810D994-4CE0-491A-9B26-4A7AA630EB22},-950,2
633,13121001600,16,ARC 10,2015-05-19T14:17:38.000Z,67.7,63750,{A2A320E2-1D5F-441A-8715-D5F3FDA42019},1705,4
634,13121003100,31,ARC 10,2015-05-19T14:17:38.000Z,44.4,47941,{38266CEA-F0A6-4117-9F43-FBF1E6108A95},-90,4
635,13121006802,68.02,ARC 10,2015-05-19T14:17:38.000Z,3.8,7872,{762ED7A9-43F5-4F47-B86A-5F5B7463E5AB},206.7,1
636,13121007602,76.02,ARC 10,2015-05-19T14:17:38.000Z,14.3,32893,{D674414E-9D08-4C7D-AA64-4FA60B5119DE},-330.8,3
637,13139001606,16.06,ARC 20,2015-05-19T14:17:38.000Z,32.1,48051,{C3D80916-F815-4F5A-B38D-827210A92135},543.6,4
638,13139001101,11.01,ARC 20,2015-05-19T14:17:38.000Z,6.8,22392,{E1B0D38F-9A39-4104-89B7-38F16B528FAB},-808.1,2
639,13139001605,16.05,ARC 20,2015-05-19T14:17:38.000Z,34.6,74917,{9A8DF22F-3DF1-436D-B746-DC84DE808D1D},357.6,4
640,13139001604,16.04,ARC 20,2015-05-19T14:17:38.000Z,27.5,72337,{E3143E54-6D60-4F3C-95FD-4C78253E0B47},470.2,4
641,13139001502,15.02,ARC 20,2015-05-19T14:17:38.000Z,29.8,77448,{B74B1784-6996-4724-B585-FF7E67A430A1},46.9,5
642,13139001607,16.07,ARC 20,2015-05-19T14:17:38.000Z,21.7,53454,{2CA00CDD-2F68-4899-BAF6-158FC61F3202},211.3,4
643,13139001302,13.02,ARC 20,2015-05-19T14:17:38.000Z,28.9,62477,{9B781A13-C18F-44C6-884B-AB45577F960D},122.1,4
644,13139001301,13.01,ARC 20,2015-05-19T14:17:38.000Z,25.7,57744,{40738DA7-6105-41DC-9592-32E8771A1BCD},149.1,5
645,13139001403,14.03,ARC 20,2015-05-19T14:17:38.000Z,11.4,34009,{3D4A586B-47D7-4B3C-B06F-004496279512},214.4,3
646,13139001404,14.04,ARC 20,2015-05-19T14:17:38.000Z,16.1,48810,{F8FD8FB8-4515-4ED0-968A-F5EF43EF3904},89.3,4
647,13121010212,102.12,ARC 10,2015-05-19T14:17:38.000Z,45.2,51790,{3709CE2E-3B7C-4527-840F-5F894A0F6F45},-163.8,4
648,13121009802,98.02,ARC 10,2015-05-19T14:17:38.000Z,90.3,159405,{55E97907-5BFC-457F-8546-4FE18CF41E76},110.2,4
649,13121009403,94.03,ARC 10,2015-05-19T14:17:38.000Z,52.5,54643,{D0D0B403-EC54-4E8B-8EC3-6DD8E0334D75},3148,3
650,13121009404,94.04,ARC 10,2015-05-19T14:17:38.000Z,74.5,86205,{012555EF-FBD7-4221-831B-103799B5CF87},1475,4
651,13121010001,100.01,ARC 10,2015-05-19T14:17:38.000Z,78.6,96343,{0E898262-57A4-42DA-939C-3BB16AF0E14C},570.6,5
652,13121009602,96.02,ARC 10,2015-05-19T14:17:38.000Z,75.6,96696,{C3051743-B2CB-4C09-B44C-E7201A0CEA96},1134.4,4
653,13121010002,100.02,ARC 10,2015-05-19T14:17:38.000Z,80.2,148838,{DB126725-B2E4-450B-8736-C6EFEE6A3052},793.3,4
654,13121009502,95.02,ARC 10,2015-05-19T14:17:38.000Z,63.3,50655,{343F68A7-DA50-4336-A60C-69306010756C},600,3
655,13121008000,80,ARC 10,2015-05-19T14:17:38.000Z,29.1,40517,{115EEA83-B6C1-4962-9751-370FE81D60D7},-400.9,3
656,13121003900,39,ARC 10,2015-05-19T14:17:38.000Z,22.1,19808,{40CADE0F-477F-4E7D-8C3B-D387C0C9994C},-3650,2
657,13121004100,41,ARC 10,2015-05-19T14:17:38.000Z,13.1,22372,{BC555A10-D156-4400-B776-B0B96D9B1FD5},-1406,2
658,13121002400,24,ARC 10,2015-05-19T14:17:38.000Z,22.6,30500,{315048AE-B586-4A84-87CD-0EE95C70777B},-388,2
659,13121004000,40,ARC 10,2015-05-19T14:17:38.000Z,23.1,26875,{362AD00A-62B9-497F-B401-BDF1B14D9C5D},-1558.3,2
660,13121008400,84,ARC 10,2015-05-19T14:17:38.000Z,9.3,20458,{132E5F94-007C-47C8-9898-9D5A85CEADDB},-3184.3,2
661,13121008302,83.02,ARC 10,2015-05-19T14:17:38.000Z,17.4,28542,{38B7B0C5-B534-4053-9F94-10C5771B6FE9},-1161.4,2
662,13121008301,83.01,ARC 10,2015-05-19T14:17:38.000Z,13.5,24286,{780EB339-1B49-442A-9128-51534F244080},-941,2
663,13121007200,72,ARC 10,2015-05-19T14:17:38.000Z,13,22669,{DF206FC5-DD4C-4C24-8887-01F0F7B97DDB},-701.7,3
664,13139001501,15.01,ARC 20,2015-05-19T14:17:38.000Z,37,67775,{AB914C4E-A44C-4E2B-AE0F-BDB0C0B115AD},82.7,4
665,13139001102,11.02,ARC 20,2015-05-19T14:17:38.000Z,6.3,33533,{320DCC9B-6D44-4810-8270-1CAA0390EF90},991.4,2
666,13139001201,12.01,ARC 20,2015-05-19T14:17:38.000Z,8.5,36282,{59514FA2-E6FA-42FD-9A71-118670D5EDD5},96.6,3
667,13139001004,10.04,ARC 20,2015-05-19T14:17:38.000Z,25.2,45560,{552832D7-C4EB-49C5-A344-19073A338B8A},489.7,3
668,13139001003,10.03,ARC 20,2015-05-19T14:17:38.000Z,3.4,30241,{2AE765FD-579F-49C8-A6DB-7ABFC90929F7},740.9,2
669,13139000305,3.05,ARC 20,2015-05-19T14:17:38.000Z,31.8,56656,{85AFAB4B-5A57-4CB8-A454-37E8D222F4D3},91.8,4
670,13139000304,3.04,ARC 20,2015-05-19T14:17:38.000Z,28.9,42417,{3EDAE756-5081-44AA-8FE1-4FAC975F6ACB},76.5,3
671,13139000303,3.03,ARC 20,2015-05-19T14:17:38.000Z,41.5,71346,{EE36D5DC-B841-423A-82A9-0AA58E7BE2E1},74.1,3
672,13139000203,2.03,ARC 20,2015-05-19T14:17:38.000Z,20.9,66840,{BB607AE0-BFD1-49E9-9430-40B55E27C849},39.9,3
673,13139000204,2.04,ARC 20,2015-05-19T14:17:38.000Z,33.6,74457,{7A54514B-1466-45DC-899F-FAEB7D01C065},27.8,4
674,13255160100,1601,ARC 20,2015-05-19T14:17:38.000Z,11.3,51509,{6AFC87B9-6E32-44B5-8C14-6906863C7A7C},11.6,3
675,13255160200,1602,ARC 20,2015-05-19T14:17:38.000Z,17.8,49301,{5294F708-3795-437E-8764-54C596357587},43.8,3
676,13255161000,1610,ARC 20,2015-05-19T14:17:38.000Z,7,52612,{9C0B33CD-E125-47D8-A7CF-5D11D1F83A12},13.3,3
677,13255161200,1612,ARC 20,2015-05-19T14:17:38.000Z,27.2,50460,{3654DD21-6B43-4F41-8071-F6F6F19488CE},47.9,3
678,13255161100,1611,ARC 20,2015-05-19T14:17:38.000Z,33.9,54304,{7287BE39-976E-44AE-9505-E0BCE3E6CEA0},89.1,4
679,13255160900,1609,ARC 20,2015-05-19T14:17:38.000Z,4.1,31298,{FBB47D87-F424-4160-B9CF-90A51030D854},-79,2
680,13255160800,1608,ARC 20,2015-05-19T14:17:38.000Z,6.4,22888,{B6728E1F-9F4D-4E5F-B9AB-ACE606765AC0},-115.8,2
681,13255160700,1607,ARC 20,2015-05-19T14:17:38.000Z,10.5,37446,{5A1467A1-4AE0-49CB-A9C7-DDBF2DAC1940},129.6,3
682,13255160500,1605,ARC 20,2015-05-19T14:17:38.000Z,14.6,37444,{435875CF-8966-425A-B21A-C06BCD22547E},125.1,3
683,13255160400,1604,ARC 20,2015-05-19T14:17:38.000Z,7.9,22992,{BC023CD7-A72B-4B32-A086-90BC07B7CC9E},-133.3,2
684,13255160300,1603,ARC 20,2015-05-19T14:17:38.000Z,8.5,26618,{05D6D6ED-1237-443C-BD0A-3D898B97C811},0.1,2
685,13255160600,1606,ARC 20,2015-05-19T14:17:38.000Z,15.1,55174,{22478491-24F7-4906-A3A9-21EA725DBDC9},8.6,3
686,13097080102,801.02,ARC 10,2015-05-19T14:17:38.000Z,34.5,45830,{DE38BB75-36E1-4759-9DAC-EAA07A6DF722},296.1,4
687,13097080602,806.02,ARC 10,2015-05-19T14:17:38.000Z,31.3,60982,{FC6D87E9-AF5A-4526-9CD9-647ED4958837},145.6,4
688,13097080508,805.08,ARC 10,2015-05-19T14:17:38.000Z,20.8,54566,{C448C0C0-11FA-400B-B6FE-828FA2B2626F},16.4,3
689,13097080510,805.10,ARC 10,2015-05-19T14:17:38.000Z,25.8,65042,{E9410506-BF84-4E77-9A1A-A213A2D5C0CC},365.3,4
690,13097080509,805.09,ARC 10,2015-05-19T14:17:38.000Z,38.3,79085,{78F95E67-319B-4915-87AD-ED4B46B2BE6A},338.8,5
691,13077170602,1706.02,ARC 20,2015-05-19T14:17:38.000Z,54.9,82854,{1669FF0B-7246-4FD1-944A-9ADF5C715F19},1849.5,2
692,13077170503,1705.03,ARC 20,2015-05-19T14:17:38.000Z,30.4,73693,{B4500F9E-8D76-4D25-B0C2-D071BB48318F},84.1,4
693,13077170501,1705.01,ARC 20,2015-05-19T14:17:38.000Z,24.1,63905,{A9DDFD76-22E9-480D-A616-72E9BBD164A1},31.6,4
694,13077170406,1704.06,ARC 20,2015-05-19T14:17:38.000Z,37.9,73587,{418F02F4-DA5E-4321-8BDC-8F14FCB725A0},113.3,3
695,13077170305,1703.05,ARC 20,2015-05-19T14:17:38.000Z,15.1,37004,{ACEFD4B6-3786-43E8-9D56-BDBC81C4046C},349.9,2
696,13077170601,1706.01,ARC 20,2015-05-19T14:17:38.000Z,8.3,32725,{7B6683CC-4589-454A-B0F2-2CD9EABABBBD},165.9,5
697,13077170603,1706.03,ARC 20,2015-05-19T14:17:38.000Z,23.9,69276,{82F91CA6-7C8E-4C87-84DE-B7D16E3F15A9},75.5,3
698,13077170502,1705.02,ARC 20,2015-05-19T14:17:38.000Z,20.2,61650,{AAEDFF65-7FA6-49A7-A06E-B0AC69D87663},69,4
699,13077170405,1704.05,ARC 20,2015-05-19T14:17:38.000Z,23.7,79531,{89F4795D-FA97-41F5-996C-9B0D4AABD0A0},153.8,3
700,13077170404,1704.04,ARC 20,2015-05-19T14:17:38.000Z,37.9,78459,{9198DC13-7778-4198-AAD1-199B72F99206},90.3,4
701,13077170403,1704.03,ARC 20,2015-05-19T14:17:38.000Z,33.1,88071,{BDD1B566-725B-4E26-A5EB-D1BF466344BD},108.8,4
702,13077170306,1703.06,ARC 20,2015-05-19T14:17:38.000Z,33.5,59006,{3DD04E2A-6C3D-4837-9007-69C577B2691A},430.1,3
703,13097080603,806.03,ARC 10,2015-05-19T14:17:38.000Z,26.6,70833,{6AF7C902-73A6-4F92-9F2F-22F64D48D1C8},316.7,4
704,13097080511,805.11,ARC 10,2015-05-19T14:17:38.000Z,35.2,65185,{D61F2935-60C9-46DB-ACF0-48328F18DF0A},291.3,4
705,13097080304,803.04,ARC 10,2015-05-19T14:17:38.000Z,20,42972,{12CA7AFB-C795-40D8-AC4A-B318FF529FE9},229,4
706,13097080404,804.04,ARC 10,2015-05-19T14:17:38.000Z,27.1,61341,{786F0BCE-E600-440C-A576-BC95F770BF74},190.8,3
707,13097080303,803.03,ARC 10,2015-05-19T14:17:38.000Z,12.8,37266,{5D8A51D4-F41B-4B81-B9A6-F5230FA290B6},-72,3
708,13097080403,804.03,ARC 10,2015-05-19T14:17:38.000Z,30.9,64917,{02A9036B-8C92-41A6-AB87-FE14E367079E},139.6,4
709,13097080103,801.03,ARC 10,2015-05-19T14:17:38.000Z,19.7,32285,{F17717B5-5AE1-4151-BD03-6DD10B596C0A},60.3,2
710,13097080604,806.04,ARC 10,2015-05-19T14:17:38.000Z,22.2,57674,{2438CEAA-2172-4073-B235-F5DFCFA5D5E4},331.2,4
711,13077170304,1703.04,ARC 20,2015-05-19T14:17:38.000Z,27.9,69519,{D3114660-B246-4BB4-89F2-BD880C787DE6},159.4,5
712,13077170303,1703.03,ARC 20,2015-05-19T14:17:38.000Z,39.3,95767,{8170EFA4-B79E-4674-A3E2-CD459E7DD14B},87.2,5
713,13077170802,1708.02,ARC 20,2015-05-19T14:17:38.000Z,20,48403,{941DC333-182A-4787-94F0-06208F6EB8A3},27.6,3
714,13077170801,1708.01,ARC 20,2015-05-19T14:17:38.000Z,16.7,47640,{AB457543-1517-4D4D-9BD4-E0FA37D09F07},40.5,3
715,13077170700,1707,ARC 20,2015-05-19T14:17:38.000Z,14.3,38075,{DC1F2888-9A06-414A-B32E-2BC1854B3EBE},27.2,3
716,13077170402,1704.02,ARC 20,2015-05-19T14:17:38.000Z,34.8,88426,{A519F5CF-B2CE-414D-9381-A7CF1023DE47},144.4,5
717,13077170200,1702,ARC 20,2015-05-19T14:17:38.000Z,21.3,44712,{FE6A148C-8159-4C42-B6E6-5A2C47E823F1},41.1,5
718,13077170100,1701,ARC 20,2015-05-19T14:17:38.000Z,21.7,58720,{19C045DB-F332-490F-BE54-41AD0D9C7D0D},13.2,4
719,13097080201,802.01,ARC 10,2015-05-19T14:17:38.000Z,15.1,52963,{C0373280-1EAE-4A87-8DBC-7EB7A123E4AB},185.1,3
720,13097080506,805.06,ARC 10,2015-05-19T14:17:38.000Z,18.8,51723,{167336B7-5FEF-4BDD-ACFC-A5D9C9DD035B},84.8,4
721,13097080505,805.05,ARC 10,2015-05-19T14:17:38.000Z,17.3,54344,{19939ED2-648F-464F-8602-09C239F3D93C},224.7,4
722,13097080202,802.02,ARC 10,2015-05-19T14:17:38.000Z,19,39663,{6A2AF6F5-10C0-4435-8D7A-1BB237CE5327},382.2,3
723,13097080507,805.07,ARC 10,2015-05-19T14:17:38.000Z,22.2,60694,{DC7CECBA-FB6D-40FC-BB38-38F59CF35051},119.2,4
724,13097080402,804.02,ARC 10,2015-05-19T14:17:38.000Z,27.2,80386,{7DF86252-1335-4BF3-87DD-277F06D04FD7},72.1,4
725,13097080301,803.01,ARC 10,2015-05-19T14:17:38.000Z,18.9,40722,{83DC2E87-BE9B-4A81-8905-71DA8BDAB2AF},536.9,4
726,13089980000,9800,ARC 10,2015-05-19T14:17:38.000Z,,,{EA824413-04D4-45B0-9BB6-224780A93BC2},,0
727,13089023428,234.28,ARC 10,2015-05-19T14:17:38.000Z,21.6,34297,{0F7808EA-E6A5-4C2C-8897-69039B923594},633,3
728,13089023426,234.26,ARC 10,2015-05-19T14:17:38.000Z,39.8,60523,{CA0F02C1-D80B-4BAD-BDFD-01F32B831745},405.7,4
729,13089021502,215.02,ARC 10,2015-05-19T14:17:38.000Z,66.6,59383,{E345D775-C904-4BA1-AD9F-FE93DAB78C3F},117.1,4
730,13089022302,223.02,ARC 10,2015-05-19T14:17:38.000Z,59.6,58977,{6654CDF4-EA69-4C0C-912E-9F198C646371},-18.6,4
731,13089022007,220.07,ARC 10,2015-05-19T14:17:38.000Z,16.3,33039,{E904DD24-9DF0-4361-A52E-95939E43795D},-450,2
732,13089021602,216.02,ARC 10,2015-05-19T14:17:38.000Z,66.5,72168,{ED6B1054-4FFB-4897-AC2D-FFB7E1191C53},377.5,4
