OBJECTID,MAXGISID,FACILITY_ID,LAKENAME,SUBDIVISION_NAME,EST_DEPTH,ACCESSIBLE,ACCESS_REMARKS,INSTALLDATE,ABANDONED,JURISDICTION,LANDDISTRICT,LANDLOT,PLTBKNUM,PLTBKPG,FEMA_ZONE,EPD_REACH_NAME,EPD_CRITERION_VIOLATED,EPD_POTENTIAL_CAUSES,EPD_IMPAIRED_CATEGORY,EPD_IMPAIRED_PRIORITY,EPD_IMPAIRED_NOTES,EPD_305B_303D_LIST,EPD_IMPAIRED_WATERSHED,EPD_IMPAIRED_USE,LOCATIONVERIFIED,MAPDATE,IMAGES,BRE,REMARKS,EDITOR,EDITDATE,COLLECTED_BY,INVENTORY_DATE,SURVEY_METH,INSIDE_COBB_COUNTY,shapearea,shapelen
607831,,PD1604630001,Zimmerman Pond,N/A,,YES,,,NO,PRIVATE,16,463,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-17T12:05:55.000Z,,,ORTHO,YES,28519.462210432,881.127682275377
607832,,LK1605360001,Covington Ridge Lake,Covington Ridge,  ,YES,,,NO,PRIVATE,16,536,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-17T12:05:57.000Z,,,ORTHO,YES,55475.7983555964,1294.77033137162
607833,,LK1605440002,Madison Hall No. 1 Lake,Madison Hall, ,YES,,,NO,PRIVATE,16,544,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-17T12:06:03.000Z,,,ORTHO,YES,110276.377121076,1704.97471180029
607834,,PD1606150001,Regency Lake Pond,Regency Lake,,YES,,,NO,PRIVATE,16,615,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2015-06-04T19:21:26.000Z,,,ORTHO,YES,32808.926957258,878.870240208279
607835,,PD1605400001,Byrons Pond Pond,Byrons Pond,,YES,,,NO,PRIVATE,16,540,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2015-06-04T19:21:28.000Z,,,ORTHO,YES,16063.3565536011,477.885334844258
607836,,PD1603790001,Demestihas Pond,N/A,,YES,,,NO,PRIVATE,16,379,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2015-06-04T19:21:31.000Z,,,ORTHO,YES,3899.7792827366,265.964588208299
607837,,LK1600050001,Khvitia Lake,N/A, ,YES,,,NO,PRIVATE,16,5,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T17:48:09.000Z,,,ORTHO,YES,170206.005548407,2559.67102171392
607838,,PD1600690001,Provost Pond,N/A,,YES,,,NO,PRIVATE,16,69,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2015-06-04T19:21:57.000Z,,,ORTHO,YES,16943.8777021734,618.704276390151
607839,,PD1600660001,Calvary Chapel Pond,N/A,,YES,,,NO,PRIVATE,16,66,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:21:58.000Z,,,ORTHO,YES,9331.27434688448,408.480969089661
607840,,PD1600790001,Lake Latimer No. 1 Pond,Lake Latimer,,YES,,,NO,PRIVATE,16,79,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2015-06-04T19:22:00.000Z,,,ORTHO,YES,42125.9773241825,1100.89335626368
607841,,PD1600790002,Lake Latimer No. 2 Pond,Lake Latimer,,YES,,,NO,PRIVATE,16,79,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2015-06-04T19:22:01.000Z,,,ORTHO,YES,26671.7714061422,695.884117558583
607843,,LK2000160001,Shaw Lake Lake,Shaw Lake,,YES,,,NO,PRIVATE,20,16,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:22:02.000Z,,,ORTHO,YES,120557.578509739,1770.48861165949
607844,,LK2001930001,Jenkins Lake,N/A,,,,,NO,PRIVATE,20,193,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2015-06-04T19:22:05.000Z,,,ORTHO,YES,185341.233695821,2329.26235348307
607845,,LK2000040001,Lake Allatoona,N/A,,YES,,,NO,COE,20,4,,,Zone AE,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2018-05-18T19:47:26.000Z,,,ORTHO,YES,31647942.2132815,141503.342081461
607847,,PD2003410001,Roukosi Pond,n/a, ,YES,,,NO,PRIVATE,20,341,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:59:49.000Z,,,ORTHO,YES,6376.56039490753,433.099038379324
607848,,PD2003410002,Wright No. 2 Pond,N/A, ,YES,,,NO,PRIVATE,20,341,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:59:52.000Z,,,ORTHO,YES,16003.3821530033,633.565967518624
607850,,PD1801290002,Rogers No. 1 Pond,N/A,,,,,NO,PRIVATE,18,129,,,Zone X,,,,,,,Not on EPA List,,,,,,,Cobb Road is Dam,YAGADJ,2015-06-04T19:22:10.000Z,,,ORTHO,YES,16078.516724746,524.510507195181
607851,,PD1801290001,Rogers No. 2 Pond,N/A,,,,,,PRIVATE,18,129,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:59:54.000Z,,,ORTHO,YES,20754.3197314025,562.692083617914
607852,,PD1801280001,Hurst Pond,N/A,,,,,,PRIVATE,18,128,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:59:57.000Z,,,ORTHO,YES,2835.0801342086,205.959728814532
607854,,PD1601220001,Wexford Pond,Wexford,,,,,,PRIVATE,16,122,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T15:00:00.000Z,,,ORTHO,YES,2317.7403029754,268.868165326463
607855,,PD1601220002,Goss Pond,N/A,,,,,,PRIVATE,16,122,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T15:00:02.000Z,,,ORTHO,YES,9448.43900296095,402.558642580796
607856,,PD1903850001,Vansant Pond,N/A,,,,,,PRIVATE,19,385,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T15:00:04.000Z,,,ORTHO,YES,15450.0718219039,522.140651240852
607857,,PD1903850002,Hamlin Pond,N/A,,,,,,PRIVATE,19,385,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T15:00:07.000Z,,,ORTHO,YES,14947.8790396926,501.399779622142
607858,,LK1903800001,Kernodle  Lake,N/A,,,,,,PRIVATE,19,380,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T15:00:10.000Z,,,ORTHO,YES,53511.1934334999,1169.45489608527
607859,,PD1904340001,Killian Pond,N/A,,,,,,PRIVATE,19,434,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T15:00:13.000Z,,,ORTHO,YES,32822.6584083731,790.480434799637
607860,,PD1905300001,Brown No. 1 Pond,N/A,,,,,,PRIVATE,19,530,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T15:00:15.000Z,,,ORTHO,YES,27872.5169632522,707.384611032986
607861,,PD1612590001,Paper Mill Rd at Atl Cty Club Pond,Paper Mill Road at Atlanta Country Club,,,,,,PRIVATE,16,1259,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T15:00:18.000Z,,,ORTHO,YES,14423.8231138707,479.198223898645
607862,,PD1611860001,Hubbard Pond,N/A,,,,,,PRIVATE,16,1186,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T15:00:22.000Z,,,ORTHO,YES,14580.9294886695,652.474108437739
607863,,PD1710770001,Atlanta Country Club No. 2 Pond,Atlanta Country Club,,YES,,,YES,PRIVATE,17,1077,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:25:51.000Z,,,ORTHO,YES,43043.1469683898,1068.93671404799
607864,,PD0100800001,Park at Paper Mill Pond,Park at Paper Mill ,,,,,,PRIVATE,1,80,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-02-27T00:00:00.000Z,,,ORTHO,YES,29780.4284562428,714.315662586041
607865,,PD0100820001,Hampton Farms Pond,Hampton Farms,,,,,,PRIVATE,1,82,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-02-27T00:00:00.000Z,,,ORTHO,YES,37057.6369767897,800.693674813548
607866,,PD0101450001,Park Ridge Condominum Pond,Park Ridge Condominium,,,,,,PRIVATE,1,145,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-07T00:00:00.000Z,,,ORTHO,YES,20473.7317530675,537.254851112008
607867,,PD0102130001,New Bedford Pond,New Bedford,,,,,,PRIVATE,1,213,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-07T00:00:00.000Z,,,ORTHO,YES,27999.3061323522,868.808441616545
607868,,LK0102070001,Baldwin Farms Lake,Baldwin Farms, ,YES,,,NO,PRIVATE,1,207,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2015-05-11T17:49:09.000Z,,,ORTHO,YES,44438.6854381146,987.105851049588
607869,,LK1707820001,Overlook Lake,N/A,,,,,,PRIVATE,17,782,,,Zone X,,,,,,,Not on EPA List,,,,,,,Cobb Road is Dam,ss\yagadj,2015-01-13T00:00:00.000Z,,,ORTHO,YES,102107.529902912,1381.06004072047
607870,,LK1708020001,Hub Lake,N/A,,,,,,PRIVATE,17,802,,,Zone X,,,,,,,Not on EPA List,,,,,,,Private Road is Dam,ss\yagadj,2015-01-13T00:00:00.000Z,,,ORTHO,YES,131250.294517469,2029.10967199588
607871,,LK1708530001,Mallard Cove Lake,Mallard Cove,,,,,,PRIVATE,17,853,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-13T00:00:00.000Z,,,ORTHO,YES,118970.912765605,1561.46493037325
607872,,LK1709180001,Inter. North Office Park No. 2 Lake,N/A,,,,,NO,PRIVATE,17,918,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2015-07-13T14:33:35.000Z,,,ORTHO,YES,133352.02281285,1524.45736919968
607873,,LK1706560001,Newmarket Business Park Lake,Newmarket Business Park,,YES,,,NO,PRIVATE,17,656,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road - aka: Sealy Lake,YAGADJ,2015-05-11T18:36:07.000Z,,,ORTHO,YES,74005.8470401489,1224.89397625472
607874,,PD1612010002,Blevins Pond,n/a,,YES,,,NO,PRIVATE,16,1201,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:36:09.000Z,,,ORTHO,YES,40517.8977071294,780.455716335532
607875,,PD1612480001,East Valley Estates Pond,East Valley Estates,,YES,,,NO,PRIVATE,16,1248,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:36:10.000Z,,,ORTHO,YES,20647.4113619732,635.305875929008
607876,,PD1708670001,Sanctuary Pond,N/A,,YES,,,NO,PRIVATE,17,867,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:36:12.000Z,,,ORTHO,YES,6859.11832309877,395.379421221528
607877,,PD1611970001,Sentinel Lake Pond,Sentinel Lake,,YES,,,NO,PRIVATE,16,1197,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:36:16.000Z,,,ORTHO,YES,22290.4468119565,986.461983929639
607878,,PD1612500001,Grant Quarters Pond,Gant Quarters,,YES,,,NO,PRIVATE,16,1250,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:36:18.000Z,,,ORTHO,YES,15303.4811327838,536.35468225147
607879,,LK1608230001,Dodgen School Lake,N/A, ,YES,,,NO,CCBOE,16,823,,,Zone X,,,,,,,Not on EPA List,,,,,,,Cobb School Road is Dam,YAGADJ,2015-05-11T17:52:14.000Z,,,ORTHO,YES,55714.2436644427,1201.00675927422
607880,,PD1608230001,Pickelsimer Pond,N/A,,YES,,,NO,PRIVATE,16,823,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:36:20.000Z,,,ORTHO,YES,4873.17025115911,266.194787769435
607881,,PD1608330001,Walton Plantation Pond,Walton Plantation ,,YES,,,NO,PRIVATE,16,833,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:36:22.000Z,,,ORTHO,YES,18173.849071316,497.198413188011
607882,,LK1912450001,Keaton Lake Heights Lake,Keaton Lake Heights,,YES,,,NO,PRIVATE,19,1245,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:36:24.000Z,,,ORTHO,YES,80267.8875776018,1124.09262708574
607883,,PD1912450012,Keaton Pond Heights Pond,Keaton Pond Heights,,YES,,,NO,PRIVATE,19,1245,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:36:26.000Z,,,ORTHO,YES,11400.1199784106,513.854437820342
607884,,PD1801310001,Loadman Pond,N/A,,YES,,,NO,PRIVATE,18,131,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:36:27.000Z,,,ORTHO,YES,8194.08819343321,358.626879515461
607885,,LK1801310001,Abbey Lake,N/A,,YES,,,NO,PRIVATE,18,131,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:25:14.000Z,,,ORTHO,YES,57262.0645040431,1084.01040432176
607886,,PD1610050001,Hubert Pond,N/A,,YES,,,NO,PRIVATE,16,1005,,,Zone AE,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-07-13T14:52:44.000Z,,,ORTHO,YES,6703.78299768498,331.199223451073
607887,,LK2000490002,Huddlestone Bridge No. 1 Lake,Huddlestone Bridge,,YES,,,NO,PRIVATE,20,49,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:36:32.000Z,,,ORTHO,YES,76879.8107378593,1692.67465738816
607888,,LK1607410001,Marcinko Lake,N/A, ,YES,,,,PRIVATE,16,741,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2015-10-16T17:49:57.000Z,,,ORTHO,YES,69150.1064340037,1042.90923181648
607889,,PD1607420001,Castle Pond Pond,Castle Pond,,YES,,,NO,PRIVATE,16,742,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:36:34.000Z,,,ORTHO,YES,8028.14073066213,392.989943791499
607890,,PD2000660001,Hayes No. 1 Pond,N/A,,,,,,PRIVATE,20,66,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T17:43:46.000Z,,,ORTHO,YES,18717.6507301324,521.608441067627
607891,,LK2002960001,Laurel Ridge Lake,Laurel Ridge,,YES,,,NO,PRIVATE,20,296,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:36:36.000Z,,,ORTHO,YES,45466.0982269186,808.35016394994
607892,,PD2003140001,Satterfiled Pond,N/A,,YES,,,NO,PRIVATE,20,314,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:36:39.000Z,,,ORTHO,YES,22448.9284551419,715.15585457329
607893,,PD2002740002,Charles Kemp Jr. Pond,Charles Kemp Jr.,,YES,,,NO,PRIVATE,20,274,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:36:41.000Z,,,ORTHO,YES,7398.73596570682,400.410565458957
607894,,PD2002740003,Kemp No. 2 Pond,N/A,,YES,,,NO,PRIVATE,20,274,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:37:47.000Z,,,ORTHO,YES,24783.4309962629,722.573470916877
607895,,PD2002740001,Kemp Pond,N/A,,YES,,,NO,PRIVATE,20,274,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:37:48.000Z,,,ORTHO,YES,5596.06885362985,308.422279624856
607896,,LK1706350001,Cobb County No. 2 Lake,Legacy Links Golf Course Park,,YES,,,NO,CCPARKS,17,635,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:08:59.000Z,,,ORTHO,YES,54187.0144881814,1163.29543822704
607897,,LK1705630001,Smyrna Course Lake,N/A,,YES,,,NO,PRIVATE,17,563,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:37:50.000Z,,,ORTHO,YES,48217.9657919572,1498.00710047366
607898,,LK1707080001,Baskey Crescent Apartments Lake,N/A,,YES,,,NO,PRIVATE,17,708,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:38:07.000Z,,,ORTHO,YES,45220.1248720851,815.599115695115
607899,,LK1705620001,Taylor No. 1 Lake,Taylor,,YES,,,NO,PRIVATE,17,562,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Cobb Road is Dam - aka: Adams Lake,YAGADJ,2015-05-11T18:38:08.000Z,,,ORTHO,YES,84938.7363194256,1541.97843843721
607900,,PD1705210001,Bank Street Pond,N/A,,YES,,,NO,PRIVATE,17,521,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Cobb Road is Dam,YAGADJ,2015-05-11T18:38:10.000Z,,,ORTHO,YES,31332.3297725815,770.981779828251
607901,,LK1707070001,Hillsdale Lake,Hillsdale,,YES,,,NO,PRIVATE,17,707,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:38:11.000Z,,,ORTHO,YES,51045.4235035583,1233.20813509135
607902,,PD1707340001,UCB Pond,N/A,,YES,,,NO,PRIVATE,17,734,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Cobb Road is Dam,YAGADJ,2015-05-11T18:38:12.000Z,,,ORTHO,YES,8338.23413094458,341.57534106417
607903,,PD1706370001,Dobbins Air Force Base No. 5 Pond,N/A,,YES,,,NO,PRIVATE,17,637,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:38:14.000Z,,,ORTHO,YES,21702.2426352092,873.226318424286
607904,,PD1706390001,Dobbins Air Force Base No. 4 Pond,Dobbins Air Force Base,,YES,,,NO,DOD,17,639,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T17:58:53.000Z,,,ORTHO,YES,11767.5620443931,460.29783169094
607905,,PD1705830001,Dobbins Air Force Base No. 3 Pond,Dobbins Air Force Base,,YES,,,NO,DOD,17,583,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T17:58:56.000Z,,,ORTHO,YES,14028.7190192784,583.778506631709
607906,,PD1705700001,Dobbins Air Force Base No. 2 Pond,Dobbins Air Force Base,,YES,,,NO,DOD,17,570,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T17:58:59.000Z,,,ORTHO,YES,19387.1955971598,708.956726083146
607907,,PD1705110001,Dobbins Air Force Base No. 1 Pond,Dobbins Air Force Base,,YES,,,NO,DOD,17,511,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T17:59:01.000Z,,,ORTHO,YES,36654.9400002703,1111.31121370069
607908,,LK1705110002,Dobbins Air Force Base No. 2 Lake,Dobbins Air Force Base,,YES,,,NO,DOD,17,511,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T17:59:07.000Z,,,ORTHO,YES,82850.8369526892,1464.05160228147
607909,,LK1705080001,Life College Lake,N/A,,YES,,,NO,PRIVATE,17,508,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:38:15.000Z,,,ORTHO,YES,59044.2061936206,1386.56061154084
607910,,LK1704230001,Tuff Lake,N/A,,YES,,,NO,PRIVATE,17,423,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:38:16.000Z,,,ORTHO,YES,113155.715778019,2178.42168691637
607911,,PD1907250001,Jack Fambrough Pond,Jack Fambrough,,YES,,,NO,PRIVATE,19,725,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:38:18.000Z,,,ORTHO,YES,25188.4685142244,672.113560350242
607912,,LK1906060001,Taylor No. 2 Lake,N/A,,YES,,,NO,PRIVATE,19,606,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:38:19.000Z,,,ORTHO,YES,81841.9598472374,1204.45394889663
607913,,PD1905110001,Oates Pond,N/A,,YES,,,NO,PRIVATE,19,511,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:38:23.000Z,,,ORTHO,YES,25759.9254402735,653.278835365293
607914,,PD1905270001,Shumake Pond,N/A,,,,,,PRIVATE,19,527,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-20T00:00:00.000Z,,,ORTHO,YES,8664.7010913965,390.865731569112
607915,,LK1903040001,Echo Mill Lake,Echo Mill,,,,,,PRIVATE,19,304,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-20T00:00:00.000Z,,,ORTHO,YES,57865.9963940102,1107.80930078496
607916,,PD1902920001,Stonemill Creek Pond,Stonemill Creek,,,,,,PRIVATE,19,292,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-20T00:00:00.000Z,,,ORTHO,YES,18920.6102674903,596.686000667262
607917,,LK1901440001,Shurling Lake,N/A,,,,,,PRIVATE,19,144,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-20T00:00:00.000Z,,,ORTHO,YES,58771.4341799244,1217.98559940442
607918,,LK1900590001,Mayes Lake,N/A,,,,,,PRIVATE,19,59,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-20T00:00:00.000Z,,,ORTHO,YES,93465.0851478448,1443.95679574633
607919,,PD1900580001,Collins Pond,N/A,,YES,,,NO,PRIVATE,19,58,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:22:35.000Z,,,ORTHO,YES,17797.5121966753,607.43258679659
607920,,PD1900890001,Boyle Pond,N/A,,YES,,,,PRIVATE,19,89,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2015-10-16T17:49:58.000Z,,,ORTHO,YES,11378.9592890897,525.456872586931
607921,,LK1901970002,Lakefield Manor No. 3 Lake,Lakefield Manor,,YES,,,NO,PRIVATE,19,197,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2015-05-11T18:34:23.000Z,,,ORTHO,YES,57157.8369756149,1324.89471955568
607922,,PD2000820001,Mars Hill Pond,N/A,,,,,,PRIVATE,20,82,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-20T00:00:00.000Z,,,ORTHO,YES,16363.7354677379,515.375519882533
607923,,PD2000720001,Duggar Pond,N/A,,,,,,PRIVATE,20,72,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-20T00:00:00.000Z,,,ORTHO,YES,15331.6445626791,572.281626649808
607924,,PD1602490001,Hicks Pond,N/A,,,,,,PRIVATE,16,249,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-20T00:00:00.000Z,,,ORTHO,YES,9419.20699196328,408.576809448294
607925,,PD1609860001,YMCA-MAI Pond,N/A,,,,,,PRIVATE,16,986,,,Zone AE,,,,,,,Not on EPA List,,,,,,,Cobb Road is Dam,ss\yagadj,2015-01-20T00:00:00.000Z,,,ORTHO,YES,37766.3970208674,897.260718256629
607926,,LK1710970001,Atlanta Country Club No. 4 Lake,Atlanta Country Club,,YES,,,,PRIVATE,17,1097,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2015-10-16T17:49:54.000Z,,,ORTHO,YES,81724.6710593901,1606.83626938572
607927,,LK1710940001,Atlanta Country Club No. 5 Lake,Atlanta Country Club,,YES,,,,PRIVATE,17,1094,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2015-10-16T17:49:55.000Z,,,ORTHO,YES,130481.885669825,2810.16305639373
607928,,PD1710940001,Atlanta Country Club No. 1 Pond,Atlanta Country Club,,YES,,,NO,PRIVATE,17,1094,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-07-13T14:44:12.000Z,,,ORTHO,YES,42213.6172278051,1036.94702059626
607929,,LK1601450001,Arden Lake Lake,Arden Lake, ,YES,,,NO,PRIVATE,16,145,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Cobb Road is Dam,YAGADJ,2015-05-11T18:24:04.000Z,,,ORTHO,YES,64545.1217860678,1196.89943904698
607930,,PD1701260001,Saddlebrook Creek Pond,Saddlebrook Creek,,YES,,,,PRIVATE,17,126,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2015-10-16T17:49:59.000Z,,,ORTHO,YES,14815.4073473587,588.973001368482
607931,,PD1701120001,Bernstein Pond,N/A,,YES,,,,PRIVATE,17,112,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-10-16T17:50:01.000Z,,,ORTHO,YES,42171.3123894601,959.487376077689
607932,,PD1700400001,Barton Pond,N/A,,YES,,,,PRIVATE,17,40,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2015-10-16T17:50:07.000Z,,,ORTHO,YES,8172.4306976528,370.800725498379
607933,,LK2003320001,Dickson Lake,N/A,,,,,,PRIVATE,20,332,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-20T00:00:00.000Z,,,ORTHO,YES,60052.1252000268,1079.57153940694
