OBJECTID,MAXGISID,FACILITY_ID,LAKENAME,SUBDIVISION_NAME,EST_DEPTH,ACCESSIBLE,ACCESS_REMARKS,INSTALLDATE,ABANDONED,JURISDICTION,LANDDISTRICT,LANDLOT,PLTBKNUM,PLTBKPG,FEMA_ZONE,EPD_REACH_NAME,EPD_CRITERION_VIOLATED,EPD_POTENTIAL_CAUSES,EPD_IMPAIRED_CATEGORY,EPD_IMPAIRED_PRIORITY,EPD_IMPAIRED_NOTES,EPD_305B_303D_LIST,EPD_IMPAIRED_WATERSHED,EPD_IMPAIRED_USE,LOCATIONVERIFIED,MAPDATE,IMAGES,BRE,REMARKS,EDITOR,EDITDATE,COLLECTED_BY,INVENTORY_DATE,SURVEY_METH,INSIDE_COBB_COUNTY,shapearea,shapelen
608261,,LK1700940001,G. B.'s Lake,N/A,,,,,,PRIVATE,17,94,,,Zone AE,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road - Dam Breach Model,YAGADJ,2018-05-18T19:42:58.000Z,,,ORTHO,YES,905235.949459667,7561.27302560512
608262,,LK1705490001,Laurel Lake,N/A,,,,,,PRIVATE,17,549,,,Zone AE,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road - Dam Breach Model,YAGADJ,2015-06-08T14:55:24.000Z,,,ORTHO,YES,958174.14733853,12143.2174819797
608263,,LK2002520001,Barrett Greene Lake,Barrett Green,,,,,,PRIVATE,20,252,,,Zone AE,,,,,,,Not on EPA List,,,ORTHO,,,,Cobb Road is Dam,YAGADJ,2015-06-08T14:55:26.000Z,,,ORTHO,YES,198767.456514174,3469.12773423019
608264,,LK1704600001,King Valley at Vinnings Lake,Cash Farms,,,,,,PRIVATE,17,460,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2018-05-18T19:46:27.000Z,,,ORTHO,YES,75984.1474580072,1249.94969734091
608265,,PD1706900001,Horace Smith Pond,N/A,,,,,,PRIVATE,17,690,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Private Road is Dam,YAGADJ,2015-06-08T14:55:30.000Z,,,ORTHO,YES,34127.1787824956,864.029260114119
608266,,LK1706160001,Highland Park Lake,N/A,,,,,,PRIVATE,17,616,,,Zone A,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:55:32.000Z,,,ORTHO,YES,296523.987531624,3512.92735987843
608267,,LK1708950001,Ash Pond No.4 Lake,N/A,,YES,,,NO,PRIV_COM,17,895,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:25:54.000Z,,,ORTHO,YES,213816.03891559,1877.26409747366
608268,,LK1702460002,Hamilton Mortgage Lake,N/A,,,,,,PRIVATE,17,246,,,Zone A,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T17:57:42.000Z,,,ORTHO,YES,43761.7335447676,999.406444031996
608269,,LK1910760002,Glore Lake,Heritage Lakes,,,,,,PRIVATE,19,1076,,,Zone X Shaded,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2016-08-19T11:49:11.000Z,,,ORTHO,YES,321822.869542155,3564.92197182445
608270,,LK1910600001,Ewing Down Lake,Ewing Down,,,,,,PRIVATE,19,1060,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Cobb Road is Dam - aka: Blue Water Lake,YAGADJ,2015-05-11T17:57:46.000Z,,,ORTHO,YES,74049.9461002787,1194.73259761408
608271,,LK1910540001,Furr Lake,N/A,,,,,,PRIVATE,19,1054,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T17:57:48.000Z,,,ORTHO,YES,137357.104904387,1613.95482417454
608272,,LK1801100001,Ingram Lake,N/A,,,,,,PRIVATE,18,110,,,Zone A,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T17:45:21.000Z,,,ORTHO,YES,243061.988550358,3508.88333072128
608273,,LK1601980001,Lakewood Colony Lake,Lakewood Colony, ,,,,,PRIVATE,16,198,,,Zone AE,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road - Dam Breach Model,YAGADJ,2015-06-08T14:55:34.000Z,,,ORTHO,YES,80364.6977086704,2250.97767787919
608274,,LK1800840001,Gordon Acres Lake,Gordon Acres,,,,,,PRIVATE,18,84,,,Zone AE,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T17:57:50.000Z,,,ORTHO,YES,80185.2176472771,1552.109155076
608275,,PD1910640001,Doyal Pond,N/A,,,,,,PRIVATE,19,1064,,,Zone A,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T17:57:53.000Z,,,ORTHO,YES,26856.1530720847,898.649841935966
608276,,LK1708060001,Post Village Lake,Post Villages,,,,,,PRIVATE,17,806,,,Zone AE,,,,,,,Not on EPA List,,,ORTHO,,,,Cobb Road is Dam - aka: Park Lake - Dam Breach Model,YAGADJ,2015-05-11T17:57:55.000Z,,,ORTHO,YES,98947.8471940905,3129.15735585682
608277,,PD1705390001,Jackson No. 1 Pond,N/A,,,,,,PRIVATE,17,539,,,Zone A,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T17:57:57.000Z,,,ORTHO,YES,20262.0229396509,652.962401320473
608278,,PD1705380002,Bledsoe No. 1 Pond,N/A,,,,,,PRIVATE,17,538,,,Zone A,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T17:57:59.000Z,,,ORTHO,YES,4781.37574547939,282.200056239769
608279,,LK1709110001,Camp Bert Adams Lake,N/A,,,,,,PRIVATE,17,911,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Railroad is Dam,YAGADJ,2015-05-11T17:58:04.000Z,,,ORTHO,YES,511807.474032212,5371.49473084783
608280,,LK1709490001,Cumberland Circle Lake,N/A,,,,,,PRIVATE,17,949,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T17:58:07.000Z,,,ORTHO,YES,70479.5171815779,1289.49134962685
608281,,LK1710250001,Madison Vinings Ridge Lake,N/A,,,,,,PRIVATE,17,1025,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T17:58:09.000Z,,,ORTHO,YES,104269.248325116,1305.76716129789
608282,,LK1708870002,Cove No. 1 Lake,N/A,,,,,,PRIVATE,17,887,,,Zone AE,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road ,YAGADJ,2015-07-13T14:33:59.000Z,,,ORTHO,YES,149349.925356911,1955.79102213899
608283,,LK1909580001,Small Lake 2,N/A,,,,,,PRIVATE,19,958,,,Zone A,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T17:58:13.000Z,,,ORTHO,YES,115511.942870208,1862.48659348506
608284,,LK1907170001,Gause Lake,N/A,,,,,,PRIVATE,19,717,,,Zone A,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T17:58:15.000Z,,,ORTHO,YES,83124.4313742892,1506.25817336142
608285,,LK1907910001,Jerry James Lake,N/A,,,,,,PRIVATE,19,791,,,Zone A,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T17:58:18.000Z,,,ORTHO,YES,137652.618009161,1921.13272380434
608286,,LK1911790002,Leidigh Lake,N/A,,,,,,PRIVATE,19,1179,,,Zone A,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T17:58:20.000Z,,,ORTHO,YES,288491.369821777,2663.07825596737
608287,,LK1701720001,Covered Bridge South No. 1 Lake,Covered Bridge South,,,,,,PRIVATE,17,172,,,Zone A,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road - aka: Bussey Lake,YAGADJ,2015-05-11T17:58:22.000Z,,,ORTHO,YES,65054.610298363,1447.52960572122
608288,,LK1701890001,Covered Bridge South No. 2 Lake,Covered Bridge South,,,,,,PRIVATE,17,189,,,Zone A,,,,,,,Not on EPA List,,,ORTHO,,,,Cobb Road is Dam - aka: White Lake,YAGADJ,2015-05-11T17:58:24.000Z,,,ORTHO,YES,128425.44787236,1674.1835703481
608289,,LK1701890002,Covered Bridge South No. 3 Lake,Covered Bridge South,,,,,,PRIVATE,17,189,,,Zone A,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road - aka: Brooke Lake,YAGADJ,2015-05-11T17:58:26.000Z,,,ORTHO,YES,74009.3844352703,1355.60669072644
608290,,LK1701870001,Shannon Glen Lake,Shannon Glen,,,,,,PRIVATE,17,187,,,Zone A,,,,,,,Not on EPA List,,,GPS,,,,Dam Not Road,YAGADJ,2015-05-11T17:58:31.000Z,,,ORTHO,YES,52526.8555031484,1096.14033600093
608291,,LK1702460001,Sibley Lake,N/A,,,,,,PRIVATE,17,246,,,Zone A,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:55:36.000Z,,,ORTHO,YES,50814.7913189277,1021.58519931406
608292,,LK1703210001,Winters Lake,N/A,,,,,,PRIVATE,17,321,,,Zone A,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:55:38.000Z,,,ORTHO,YES,76344.3277780722,1234.26724535003
608293,,LK2001940001,Brookstone No. 1 Lake,Brookstone ,,,,,,PRIVATE,20,194,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:55:40.000Z,,,ORTHO,YES,153832.787056476,2128.82242506936
608294,,LK2002250001,Brookstone No. 2 Lake,Brookstone,,,,,,PRIVATE,20,225,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:55:42.000Z,,,ORTHO,YES,48411.1959868797,893.872215466456
608295,,LK2001880001,Starr Lake Lake,Starr Lake,,,,,,PRIVATE,20,188,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:55:45.000Z,,,ORTHO,YES,186428.295508905,2354.96791493867
608296,,PD2001580001,Fouts Pond,N/A,,,,,,PRIVATE,20,158,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:55:47.000Z,,,ORTHO,YES,15222.8341547031,565.371544624039
608297,,PD2001580002,Blackstone Pond,N/A,,,,,,PRIVATE,20,158,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:55:49.000Z,,,ORTHO,YES,21218.0943873253,612.444445257305
608298,,LK2002240001,Kentwater Lake,Kentwater,,,,,,PRIVATE,20,224,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:55:51.000Z,,,ORTHO,YES,84521.5581988165,1630.11930893242
608299,,LK2003360001,McDow Lake,N/A,,,,,,PRIVATE,20,336,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:55:54.000Z,,,ORTHO,YES,80824.264071666,1425.29462436362
608300,,PD2002740005,Old Abbey Pond Pond,Old Abbey Pond,,,,,,PRIVATE,20,274,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:55:56.000Z,,,ORTHO,YES,30384.8294242474,713.706506073036
608301,,PD2002180001,Hartford Lakes No. 1 Pond,Hartford Lakes,,,,,,PRIVATE,20,218,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Cobb Road is Dam,YAGADJ,2015-06-08T14:55:58.000Z,,,ORTHO,YES,34610.3010354956,1030.18882109345
608302,,PD2002760001,Myers Pond,N/A,,,,,,PRIVATE,20,276,,,Zone AE,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-07-13T14:53:22.000Z,,,ORTHO,YES,13151.1530584139,646.194245459595
608303,,PD2001270001,Rymer No. 1.Pond,N/A,,,,,,PRIVATE,20,127,,,Zone X Shaded,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:56:02.000Z,,,ORTHO,YES,26089.4112149986,637.286901070875
608304,,PD2001270002,Rymer No. 2 Pond,N/A,,,,,,PRIVATE,20,127,,,Zone X Shaded,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:56:04.000Z,,,ORTHO,YES,5790.76703102612,378.258308793899
608305,,PD2001270003,Rymer No. 3 Pond,N/A,,,,,,PRIVATE,20,127,,,Zone X Shaded,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:56:06.000Z,,,ORTHO,YES,8468.40579127435,360.540795870114
608306,,LK2000490001,Huddlestone Bridge No.2  Lake,Huddlestone Bridge,,,,,,PRIVATE,20,49,,,Zone A,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:56:08.000Z,,,ORTHO,YES,86377.6781595969,1369.81567884711
608307,,LK2001280001,Whispering Lake at Kennesaw Lake,Whispering Lake at Kennesaw,,,,,,PRIVATE,20,128,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:56:10.000Z,,,ORTHO,YES,66417.0746781632,1213.2372406445
608308,,LK1606150002,Walden No. 2 Lake,Walden, ,,,,,PRIVATE,16,615,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:56:12.000Z,,,ORTHO,YES,86534.8007958545,1875.66527661526
608309,,LK0101370001,Lake Fjord No. 1 Lake,Lake Fjord, ,,,,NO,PRIVATE,1,137,,,Zone X Shaded,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2015-06-04T19:24:55.000Z,,,ORTHO,YES,78546.8651978687,1908.437775532
608310,,LK0100920001,Lake Crest Estates Lake,Lake Crest Estates ,  ,,,,NO,PRIVATE,1,92,,,Zone X,,,,,,,Not on EPA List,,,,,,,Cobb Road is Dam,YAGADJ,2015-06-04T19:24:58.000Z,,,ORTHO,YES,68389.5141588875,1667.65483069673
608311,,LK1901530001,Caldwell no. 2 Lake,N/A,,,,,,PRIVATE,19,153,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:56:15.000Z,,,ORTHO,YES,56710.7738664807,1144.63041511383
608312,,LK1904500001,Cole Lake,N/A,,YES,,,NO,PRIVATE,19,450,,,Zone X Shaded,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:22:24.000Z,,,ORTHO,YES,195654.180148781,1995.11283024636
608313,,PD1801000001,Deerfield Creek Pond,Deerfield Creek,,,,,,PRIVATE,18,100,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Cobb Road is Dam,YAGADJ,2015-05-11T17:44:57.000Z,,,ORTHO,YES,41972.0035484449,851.409245088106
608314,,LK1910080001,Bailey Lake,N/A,,,,,,PRIVATE,19,1008,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road - Dam Breach Model,YAGADJ,2015-06-08T14:56:20.000Z,,,ORTHO,YES,134887.252019811,1526.24432879779
608315,,LK1903870001,Anderson No. 1 Lake,N/A,,YES,,,NO,PRIVATE,19,387,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:25:28.000Z,,,ORTHO,YES,119612.550571363,1554.97014173501
608316,,LK2002630001,Hickory Springs Lake,Hickory Springs,,,,,,PRIVATE,20,263,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:56:22.000Z,,,ORTHO,YES,101648.90894002,1709.12653289113
608317,,LK2002260001,Brookstone No. 3 Lake,Brookstone,,,,,,PRIVATE,20,226,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:56:25.000Z,,,ORTHO,YES,135704.49276788,1849.58283315411
608318,,LK2001730001,Cobb Place Lake,N/A,,YES,,,NO,PRIVATE,20,173,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:22:20.000Z,,,ORTHO,YES,45174.2503078899,898.187703652554
608319,,LK1606540001,The Park at Barrett Creek Lake,The Park at Barrett Creek, ,,,,,PRIVATE,16,654,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:56:27.000Z,,,ORTHO,YES,179734.662281972,2252.78480941972
608320,,PD1609810001,Misty Forest Pond,Misty Forest,  ,,,,,PRIVATE,16,981,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:56:29.000Z,,,ORTHO,YES,41769.1516514828,1198.55596449239
608321,,LK1609840001,Bridge Gate Lake,Bridge Gate,,,,,,PRIVATE,16,984,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:56:31.000Z,,,ORTHO,YES,48438.9774278966,1122.67278792462
608322,,PD1906040002,Trepke Pond,N/A,,,,,,PRIVATE,19,604,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:56:34.000Z,,,ORTHO,YES,23624.129371277,716.099360959348
608323,,LK1612020001,Cedar Cove Lake,Ceder Cove,,,,,,PRIVATE,16,1202,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:56:36.000Z,,,ORTHO,YES,168552.175750105,2332.82492370049
608324,,LK1904990001,Reid  Lake,N/A,,,,,,PRIVATE,19,499,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:56:38.000Z,,,ORTHO,YES,52069.6686780638,1003.69067376024
608325,,LK2001900001,Owens Lake,N/A,,,,,,PRIVATE,20,190,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:56:45.000Z,,,ORTHO,YES,197679.272917313,2589.91273057461
608326,,LK2000450001,Acworth Lake,N/A, ,YES,,,NO,COE,20,45,,,Zone AE,,,,,,,Not on EPA List,,,ORTHO,,,,Cobb Road is Dam ,YAGADJ,2015-05-11T17:58:46.000Z,,,ORTHO,YES,13035115.4497295,49575.6480064154
608327,,LK1607920001,McTract Lake,N/A, ,,,,,PRIVATE,16,792,,,Zone AE,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road ,YAGADJ,2015-07-13T14:46:17.000Z,,,ORTHO,YES,317371.036152046,2952.42525724297
608328,,PD1708890002,Knob Hill Pond,Knob Hill,,,,,,PRIVATE,17,889,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Cobb Road is Dam,YAGADJ,2015-06-08T14:56:43.000Z,,,ORTHO,YES,27039.2646753573,703.874654518712
608329,,PD1709050002,Inman Pond,N/A,,,,,,PRIVATE,17,905,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:56:48.000Z,,,ORTHO,YES,5382.02366331136,297.563067703297
608330,,LK2001110001,Silver Oak Lake,Silver Oak,,,,,,PRIVATE,20,111,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T17:45:34.000Z,,,ORTHO,YES,126446.991538484,2204.65664201931
608331,,LK2001210001,Summer Winds Lake,Summer Winds,,,,,,PRIVATE,20,121,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:56:50.000Z,,,ORTHO,YES,141090.597745627,2175.70264245638
608332,,LK2002710001,Foxwerthe Lake,Foxwerthe,,,,,,PRIVATE,20,271,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:56:55.000Z,,,ORTHO,YES,64466.9340772543,1136.26237991829
608333,,LK2002710002,Whitener Lake,N/A,,,,,,PRIVATE,20,271,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:56:56.000Z,,,ORTHO,YES,60073.2987508776,1102.35830708556
608334,,LK2002620001,Wood Lake,N/A,,,,,,PRIVATE,20,262,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:56:59.000Z,,,ORTHO,YES,142518.066344004,1524.27089144108
608335,,PD2002980001,Shaw Pond,N/A,,,,,,PRIVATE,20,298,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:57:01.000Z,,,ORTHO,YES,39643.4246969973,838.844062031531
608336,,PD1900620001,Johnson Pond,N/A,,,,,,PRIVATE,19,62,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T17:43:29.000Z,,,ORTHO,YES,42514.3641785339,1006.58520113277
608337,,PD1900880001,Higdon Pond,N/A,,YES,,,NO,PRIVATE,19,88,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:57:03.000Z,,,ORTHO,YES,40221.7384811417,1040.57291501591
608338,,LK1902810002,Tamarack Lakes Lake,Tamarack Lakes,,,,,,PRIVATE,19,281,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:57:06.000Z,,,ORTHO,YES,242575.985684415,3246.31310989615
608339,,LK1906050001,Lost Mountain Lakes No. 1 Lake,Lost Mountain Lakes,,,,,,PRIVATE,19,605,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:57:08.000Z,,,ORTHO,YES,51385.1180383657,1492.39324130841
608340,,LK1905810001,Willingham Lake,N/A,,,,,,PRIVATE,19,581,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:57:10.000Z,,,ORTHO,YES,64822.3378116989,2151.65625472619
608341,,PD1906040001,Lost Mountain Lakes Pond,Lost Mountain Lakes,,,,,,PRIVATE,19,604,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:57:19.000Z,,,ORTHO,YES,31123.0193796441,1135.78016989002
608342,,PD1910280001,Hendrix Pond,Oak Ridge Estates,,,,,,PRIVATE,19,1028,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:57:22.000Z,,,ORTHO,YES,31076.6516351749,787.399782922267
608343,,LK1900700001,Fowler Lake,N/A,,,,,,PRIVATE,19,70,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:57:24.000Z,,,ORTHO,YES,487126.42231336,3377.06433678612
608344,,LK2003420001,Hafner Lake,N/A,,,,,,PRIVATE,20,342,,,Zone AE,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-07-13T14:49:44.000Z,,,ORTHO,YES,56051.6475018333,1405.8119770535
608345,,PD2003420001,Muller Pond ,N/A, ,,,,,PRIVATE,20,342,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:57:28.000Z,,,ORTHO,YES,29398.8866291508,792.134901892773
608346,,PD2003410003,Brookshire Pond Pond,Brookshire Pond,,,,,,PRIVATE,20,341,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:57:30.000Z,,,ORTHO,YES,43074.1667315498,832.285127305815
608347,,PD2003350001,Dickerson Pond,N/A,,,,,,PRIVATE,20,335,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:57:33.000Z,,,ORTHO,YES,27075.1187544181,655.375570464747
608348,,PD2001270004,Rainbow Pond,N/A,,,,,,PRIVATE,20,127,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:57:35.000Z,,,ORTHO,YES,10334.8149025112,418.223269702254
608349,,LK1709150001,Saul Lake,N/A,,,,,,PRIVATE,17,915,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Cobb Road is Dam,YAGADJ,2015-06-08T14:57:37.000Z,,,ORTHO,YES,131327.995837471,1574.7377983783
608350,,LK0100090001,James E. Charles Water Plant Lake,N/A, ,,,,NO,PRIVATE,1,9,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:25:01.000Z,,,ORTHO,YES,332805.14911206,2498.77854442732
608351,,PD0100070001,Fainview Farm Pond,Fainview Farm,,,,,NO,PRIVATE,1,7,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:25:04.000Z,,,ORTHO,YES,33117.1300699078,744.997742146401
608352,,PD0100730001,Healey Weatherholtz Villiage,N/A,,,,,NO,PRIVATE,1,73,,,Zone X,,,,,,,Not on EPA List,,,,,,,Cobb Road is Dam,YAGADJ,2015-06-04T19:25:07.000Z,,,ORTHO,YES,24970.9797474598,741.192864860132
608353,,LK1710740001,Paper Mill Detention Facility,N/A,,YES,,,NO,NPS,17,1074,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T17:57:28.000Z,,,ORTHO,YES,118439.743509782,1732.93664654853
608354,,LK1702720001,Chateau Walk Lake,Chateau Walk ,,,,,,PRIVATE,17,272,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:57:41.000Z,,,ORTHO,YES,85495.7532914762,1147.303551215
608355,,PD1701990001,Lakemont Pond,Lakemont,,,,,,PRIVATE,17,199,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Cobb Road is Dam - aka: Kirby Pond,YAGADJ,2015-06-08T14:57:45.000Z,,,ORTHO,YES,28039.1846750307,1079.96367346462
608356,,PD1702660001,Mainor Pond,N/A,,,,,,PRIVATE,17,266,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:57:47.000Z,,,ORTHO,YES,27163.6209066235,708.812994818401
608357,,LK1709910001,Millridge Lake,Millridge,,,,,,PRIVATE,17,991,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:57:49.000Z,,,ORTHO,YES,67308.018162882,947.516719913156
608358,,PD2000100001,Bachmuth Pond,N/A,,,,,,PRIVATE,20,10,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T17:38:23.000Z,,,ORTHO,YES,23298.4971265115,698.579315632804
608359,,LK2000510001,Brookwood Commons Lake,Brookwood Commons,,,,,,PRIVATE,20,51,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-21T00:00:00.000Z,,,ORTHO,YES,104927.504031963,1320.48766004955
