OBJECTID,GEOID10,NAME10,PLNG_REGIO,Median_household_income,Type_3__Annual_Transit_Trips,GlobalID,Pop_Chng_per_SqMi_2000_2010,Tp3_HousTranspCosts_Pct_Income,Tp3_HousingCosts_Pct_Income,Tp3_TransportCosts_Pct_Income,Tp3_AnnualVehMilesTraveled
482,13121000700,7,ARC 10,63594,20.73,{B1701C21-0B5D-464A-9A19-EA62C614FE93},-1081.4,77.2,44.81,32.39,15014
483,13121001002,10.02,ARC 10,24028,140.82,{B6A59AAF-B39C-4718-BDA5-7976BCEFB910},-1917.1,68.42,45.66,22.76,10948
484,13121011410,114.10,ARC 10,91774,62.95,{8BC41271-180F-4310-BFAF-38848F8C2AF0},32.7,122.81,86.56,36.25,16914
485,13121010107,101.07,ARC 10,150313,16.87,{58853B91-6B00-4729-B345-D81526DC642C},47.1,138.04,98.61,39.43,18268
486,13121011405,114.05,ARC 10,53134,109.99,{4907351D-1F32-4F49-A542-82533273DC98},132.7,81.83,51.76,30.07,14412
487,13121010106,101.06,ARC 10,76895,112.42,{A2981A65-56F9-4737-A347-86935CF25915},111.9,95.83,62.93,32.9,15682
488,13121002900,29,ARC 10,64671,251.53,{711724BE-AFC5-4CB7-8EB0-5D77C5736A9C},3966.7,75.78,54.08,21.7,10341
489,13121010110,101.10,ARC 10,73655,125.6,{4FA996D9-5B04-41A7-A67B-52469B59C1E5},571,88.67,61.75,26.92,12648
490,13121010205,102.05,ARC 10,90903,62.33,{D06C4140-FC34-47FF-B7E1-5E8366102CFC},165,98.33,64.5,33.82,15627
491,13121010210,102.10,ARC 10,59950,119.37,{C24BF2C7-66FD-46D7-B328-7E6288A21A6F},199.4,97.92,66.13,31.79,15113
492,13121010209,102.09,ARC 10,51508,224.11,{57E368FA-A4E0-486C-AC87-FA32087E3EB9},-24,71.55,45.78,25.77,12747
493,13121008902,89.02,ARC 10,53902,154.52,{DF93BD07-F666-4AD8-AD5A-2437E8E5A2AD},317.5,78.9,53.13,25.77,12306
494,13121008500,85,ARC 10,27880,86.68,{2F3F2099-15A3-4AD2-8EE4-7FA5D65DDC16},-682.7,71.68,41.02,30.66,14018
495,13121008601,86.01,ARC 10,20236,102.99,{C08B7093-8CDE-44D0-8E6B-3228B33769A6},-525.9,72.37,41.57,30.79,14462
496,13121005800,58,ARC 10,20345,72.47,{44DF4ACD-EADB-417E-964E-77E1936E1A32},-1636,71.49,41.75,29.73,13460
497,13121007900,79,ARC 10,57784,54.68,{CD9ECA9E-8251-44EF-8EAE-25435E3D9AE0},107,93.75,57.19,36.56,17618
498,13121010601,106.01,ARC 10,33139,130.16,{A5B739BD-47CA-4586-8A77-3FF688EEB7C6},-1088.2,73.9,44.58,29.31,13612
499,13121008700,87,ARC 10,21699,88.89,{392BAF39-07F4-4E3C-9DA9-B0012BA5D462},-12,74.65,44.61,30.04,14250
500,13121012300,123,ARC 10,43936,96.19,{9910C6F4-57C8-4D98-B74F-39C2E14447B5},-506.4,80.32,51.75,28.56,13298
501,13121012000,120,ARC 10,12475,167.8,{361512CF-E8B7-4854-A148-14E3402FD9B0},97.8,64.45,40.1,24.35,11769
502,13121011900,119,ARC 10,23791,201.36,{4F4E73D9-148C-4994-9D67-137455F62BCF},-253.3,71.99,52.29,19.7,9273
503,13121011800,118,ARC 10,13056,258.87,{169F782C-E518-46CE-BB3B-15C6115333CA},-20,58.47,36.99,21.48,10244
504,13121011624,116.24,ARC 10,157991,83.87,{9B82B981-24A3-472B-BC71-344EB8291F11},269,150.76,111.68,39.09,18499
505,13121003600,36,ARC 10,30107,317.76,{EB66EAAF-D447-4054-A858-5D42CE091EAF},-1475,64.81,45.51,19.3,9234
506,13121003500,35,ARC 10,56190,162.41,{1646BD18-57DD-4158-B414-6661BBC055FC},-2938,73.02,52.56,20.46,9970
507,13121010208,102.08,ARC 10,45629,190.72,{5AD3C4C7-E696-4FAA-9D77-827461482C33},260.8,82.78,54.32,28.46,13920
508,13121011411,114.11,ARC 10,76279,61.03,{C44E1F7D-2CE3-44F2-91C1-9D64304185E9},-164,107.71,72.31,35.4,16810
509,13121011412,114.12,ARC 10,76442,44.34,{9EAED822-AB70-4BBE-9284-7DE2F8EB6D42},245.4,96.66,62.26,34.4,15945
510,13121011414,114.14,ARC 10,63991,166.18,{E57C4ABF-D2E0-45CE-BEBC-9B013818CED3},-2.8,101.11,69.87,31.24,14996
511,13121010603,106.03,ARC 10,24873,151.74,{1552626E-6424-47A7-9393-C2D0B451917C},-786.7,74.51,46.59,27.92,13677
512,13121010604,106.04,ARC 10,30455,140.59,{A26FDEDC-9D29-40AE-8DF4-0E4E5A8CA0FA},-1058.9,72.07,43.26,28.82,14014
513,13121007300,73,ARC 10,23933,116.33,{CDEC60E1-4F49-4B38-A461-DB0D889A5797},-237.7,70.16,40.56,29.59,14248
514,13121010508,105.08,ARC 10,49340,44.08,{02DCE95E-818D-4FAA-8754-CB6433798541},522,85.41,48.03,37.37,18122
515,13121010507,105.07,ARC 10,28052,104.51,{283390D5-50FA-4220-A36C-38E04E6858F1},301.1,75.67,44.07,31.59,15580
516,13121010511,105.11,ARC 10,47100,19.39,{0C194439-AED0-4F4A-84E1-B31CE0E3DDC7},490.5,96.78,59.44,37.34,18168
517,13121011626,116.26,ARC 10,85551,78.47,{EA50930F-E73F-47F7-88C6-47BB9E51CB7C},1038.6,97.78,62.03,35.75,16677
518,13121011622,116.22,ARC 10,130294,53.11,{7A75E64D-A7AA-44D5-9F6D-CFFA986C8033},440.8,131.22,91.34,39.89,18863
519,13121011424,114.24,ARC 10,96487,93.68,{694E5180-3ADC-44AB-9E42-7BF23E837461},342.6,103.87,67.91,35.96,16969
520,13121011422,114.22,ARC 10,70875,88.04,{6BD9D8CA-D332-4FE5-AE09-6E6FAFBA6BC0},353.1,94.07,60.39,33.67,15965
521,13121011505,115.05,ARC 10,155096,48.99,{74521395-64AE-4A65-BEDE-F4CA254BE173},79.4,134.52,94.61,39.91,18758
522,13121010123,101.23,ARC 10,50264,209.68,{067D5842-5E2C-403C-94E1-AAF46F697CAA},-578.2,78.35,51.22,27.13,13098
523,13121000100,1,ARC 10,125819,101.3,{364E7407-B08B-46E9-8543-F2049BF0DA3C},200,138.38,107.58,30.8,13510
524,13121000200,2,ARC 10,94125,178.18,{950D596C-12CA-4FDD-9C87-852E2C636E5D},2.7,100.44,72.63,27.81,12523
525,13121009402,94.02,ARC 10,62745,261.37,{3FCD4F03-E10C-4CD3-B7A8-E40C123C4FB6},-206,73.01,52.62,20.39,9869
526,13121001100,11,ARC 10,72762,565.82,{F861AE62-8469-4549-9E43-9B0B94E0255C},5415,80.32,63.63,16.69,8922
527,13121000400,4,ARC 10,105938,129.81,{4E5C0873-9982-4C51-A5A9-D399323340C2},46.7,94.02,68.24,25.78,11978
528,13121009200,92,ARC 10,54130,180.25,{C9FF64CD-30D6-4E71-9F13-BC3353E5FD3F},1725.7,74.11,49.97,24.13,11227
529,13121008201,82.01,ARC 10,27490,101.62,{13E0E417-E3E9-41DD-8D2F-F674A1D84275},175.2,76.21,43.77,32.44,15457
530,13121007808,78.08,ARC 10,11438,254.1,{559ACE15-679E-4EB0-8C88-505E636BA85B},483.3,70.04,43.06,26.98,13002
531,13121007806,78.06,ARC 10,31886,88.89,{D2C03E1A-C9CA-496B-9379-F9B023914AA1},122.6,76.75,44.04,32.72,15767
532,13121008800,88,ARC 10,88477,18.51,{7035D2CD-9F99-4EA4-AE56-C669E4AC4A85},421.8,89.32,55.58,33.74,15608
533,13121008602,86.02,ARC 10,33875,66.96,{D0095811-4D9B-46AA-9C67-D6CFAAA5897D},-1300,79.35,48.29,31.07,15004
534,13121010121,101.21,ARC 10,67443,125.29,{4DDB9265-373F-4581-AE73-C85631CB21EF},547.5,88.64,59.26,29.38,14417
535,13121010119,101.19,ARC 10,35736,219.87,{425DD9F7-1812-478C-84AC-E716B4AC6D52},251.3,74.05,48.03,26.02,12691
536,13121010211,102.11,ARC 10,125417,57.6,{8DD83C38-B8CA-48B0-B33C-E5C77A7B6586},514,118.99,85.08,33.91,15160
537,13121009801,98.01,ARC 10,143000,88.68,{A477A4E6-D95C-48CA-A07B-D2144955F729},290,138.62,106.04,32.58,15026
538,13121009603,96.03,ARC 10,59800,185.43,{300B8C6B-1B2F-4FC3-B2E3-BD8BA9AC18EB},1684.3,78.1,54.54,23.56,11202
539,13121009601,96.01,ARC 10,88264,221.21,{D5E883BE-C47D-43A3-A6A6-9A1EC6FCB6C4},1743.3,98.43,74.68,23.75,11130
540,13121007705,77.05,ARC 10,21170,139.29,{0719A02F-3259-452D-8F51-8E50246396F1},496.9,72.39,44.09,28.31,13881
541,13121011612,116.12,ARC 10,134375,14.55,{6D3F1132-1E32-4BF2-A08D-ABCB21D75F35},-353.1,131.94,92.8,39.14,18206
542,13121011623,116.23,ARC 10,94300,84.13,{EC7606BD-37C6-444C-B6AD-7F281AEDD210},1144.4,107.77,72.11,35.66,16667
543,13121011625,116.25,ARC 10,115974,86.11,{12B158E8-2AE8-4C56-AF76-1A1BBE9B9171},935,121.46,86.06,35.4,16335
544,13121011619,116.19,ARC 10,79688,111.45,{5EDC3251-B09C-4BE1-9B73-6224ECCA9CEF},566.4,92.85,63.88,28.97,13688
545,13121011621,116.21,ARC 10,122568,80.72,{8D580EE5-6D9F-4FD2-AFAA-D07206C00632},204.7,126.36,91.31,35.05,16621
546,13121000500,5,ARC 10,77865,161.16,{F87D1267-FB9E-438D-ADEF-3161C4FB2808},750,106.66,82.12,24.54,11494
547,13121009300,93,ARC 10,92857,153.69,{AF739EA3-8711-47A6-8CB5-C0D7D6076774},-242.2,105.98,78.42,27.55,12656
548,13121009900,99,ARC 10,110865,70.86,{7DA674EF-8EBD-4BCF-AF63-B48C654B04B2},167.3,127.98,96.11,31.87,14808
549,13121009000,90,ARC 10,103387,115.7,{7F12F32B-A5B8-429D-B960-E7421B3CEC26},693.3,125.76,95.4,30.36,13611
550,13121009700,97,ARC 10,163125,25.24,{695A88DD-9015-4EE7-A462-B3644AA33D06},-94.3,133.52,98.2,35.32,16024
551,13121010206,102.06,ARC 10,160223,37.22,{359F2E75-5728-4556-A766-CB9553C1BA85},9.1,132.5,95.75,36.75,16807
552,13121010204,102.04,ARC 10,143158,48.49,{04F686DE-9F90-4D34-83A6-744870BEA657},2.4,155.63,117.96,37.66,17462
553,13121007100,71,ARC 10,20282,81.69,{14A298A1-A497-480E-A792-CB9F2284CE79},-1778,70.31,39.59,30.72,14635
554,13121006801,68.01,ARC 10,,,{5282610A-D564-46C3-ADC5-987CE1F7289E},-766.7,,,,
555,13121006900,69,ARC 10,48482,91.18,{BB8CFE95-70D0-4A89-A236-DAC8631C73A2},-113.3,79.94,49.01,30.94,14616
556,13121005200,52,ARC 10,78438,126.18,{826CB30D-8700-4946-973E-94DDEC72C26C},687.8,90.41,61.62,28.79,13745
557,13121005000,50,ARC 10,57670,127.15,{9933EC5F-620D-404A-AB7E-C41D3856E94C},-44,82.08,54.44,27.63,12827
558,13121001500,15,ARC 10,60722,302.92,{3D2B92FA-1CF4-474E-B90B-2D53730BA3BA},302.5,80.38,57.24,23.14,10869
559,13121007807,78.07,ARC 10,17466,85.2,{C62DABCE-E0F0-4863-A97D-4689D85E0F65},-449.1,73.06,40.88,32.18,15196
560,13121010510,105.10,ARC 10,42651,15.61,{A6C5786A-4176-4013-A8F3-C00B13781914},766.3,84.86,48.53,36.33,17787
561,13121010512,105.12,ARC 10,28529,67.64,{860AD76E-DEFE-4683-BFD8-D59EEA53A90D},213.9,75.16,44.53,30.63,15414
562,13121007802,78.02,ARC 10,46116,47.97,{AC6BDBC3-BAF4-4045-8934-E9F35DF103BB},332.6,91.45,54.97,36.48,17399
563,13121007805,78.05,ARC 10,37857,30.42,{22A67444-4301-4F3D-BC5E-6E2255ED5A14},-118.6,77.31,44.76,32.55,15688
564,13121011618,116.18,ARC 10,97763,64.96,{E7D943E7-DF6A-46D6-ADCE-D8F585B07ECB},1114.5,95.2,59.88,35.31,16285
565,13121011610,116.10,ARC 10,81992,62.86,{A99789EC-77E1-4962-96D1-C2C3422DBBA8},-1.7,98.36,63.43,34.93,16505
566,13121011614,116.14,ARC 10,73697,150.85,{088CDCD3-1BC5-4ADB-8DD5-C0A9125E083D},2205.5,85.02,54.88,30.14,14494
567,13121011620,116.20,ARC 10,96875,95.79,{AB99B327-01C2-4670-A11E-A15FD7D37EA3},719,108.58,71.01,37.57,18122
568,13121011420,114.20,ARC 10,31662,235.65,{91C5D923-F8E4-44AD-9F22-A3EB747A19C1},670,72.16,47.11,25.05,12095
569,13121011613,116.13,ARC 10,91461,55.68,{AB2CF42B-2CD8-44E1-A975-28FD538363C9},398.4,112.25,76.25,36.01,17331
570,13121011426,114.26,ARC 10,99196,77.91,{B03BD481-55F8-450C-B908-34ADF58D27DC},-91.7,103,64.97,38.03,17768
571,13121011425,114.25,ARC 10,176818,39.47,{3570D056-537F-4CC8-9057-227E933F9880},176.7,162.11,123.27,38.84,18056
572,13121011423,114.23,ARC 10,104333,35.16,{C2F14994-DAD4-4A6A-BAF0-92D000CC6AF9},72.8,109,71.27,37.72,17481
573,13121011418,114.18,ARC 10,103926,35.95,{7F23DB69-A24F-42D6-97C4-130997733C02},64,104.94,66.16,38.78,17987
574,13121002600,26,ARC 10,30458,210.18,{166AEB36-FCB7-49CD-A321-59022D7C2796},-1160,57.78,35.86,21.92,10239
575,13121001700,17,ARC 10,32847,256.58,{AB8EB2D3-BE88-4210-AE55-75342ED00032},588,68.67,45.76,22.91,10389
576,13121001400,14,ARC 10,69018,303.52,{EC54D37F-146A-4B80-861E-FD4CD02444C7},173.3,83.77,61.21,22.55,10396
577,13121003000,30,ARC 10,71875,211.54,{3A0B2BC5-9A16-42AB-9849-96B9241E2C3F},1808,90.77,65.84,24.94,11462
578,13121011000,110,ARC 10,22411,128.51,{F199025E-0A22-40CE-9678-0881918C2C1F},-1281.8,69.52,40.98,28.55,13516
579,13121007400,74,ARC 10,14754,156.13,{CD4F75A0-6534-451D-935F-23A04DA085D0},-930,65.96,40.3,25.66,13105
580,13121006400,64,ARC 10,27159,96.47,{EDBECF24-AEEA-43EA-9ADA-4B2778024A4E},-3252,69.37,41.82,27.54,13268
581,13121005300,53,ARC 10,91250,134.87,{E26E7898-281C-4946-A69A-2E8FFD4D1408},612.2,95.31,66.02,29.29,13924
582,13121005502,55.02,ARC 10,16321,184.13,{02ABBF20-BE07-4BFA-8CCB-24E0F2004743},1895.7,63.46,38,25.46,12620
583,13121008202,82.02,ARC 10,26736,34.29,{648889F1-589D-4563-B3B0-9010DF35D113},-907,71.03,43.31,27.72,12835
584,13121010513,105.13,ARC 10,46486,9.19,{AB57F2B9-3BE5-4431-8ED3-420E1C8382C0},532.7,88.82,51.4,37.42,18379
585,13121010304,103.04,ARC 10,83798,2.01,{CECDF837-66E3-42B7-A479-D296C80B7031},532.8,108.74,66.96,41.78,19776
586,13121010303,103.03,ARC 10,71333,11.08,{3C885652-24EB-4C15-A664-53DC7E50AB05},237.1,104.25,66.31,37.95,17771
587,13121010514,105.14,ARC 10,59005,5.69,{143ECF06-F453-4DCA-A904-17A7B0E7A36A},374.3,105.64,65.42,40.22,19589
588,13121010301,103.01,ARC 10,60972,1.82,{5DCB2DB3-0588-467D-8487-D1412CF33559},363.3,107.7,66.1,41.6,20074
589,13121010400,104,ARC 10,51907,1.94,{C38E9DF2-06F8-44C1-9FAA-7AD5E508B193},18.5,95.14,53.88,41.26,20353
590,13121011421,114.21,ARC 10,48117,103.16,{3816566C-93AF-43C0-B10E-86C11C1B6E00},396,76.72,48.47,28.25,13485
591,13121011416,114.16,ARC 10,99355,59.72,{DE89ED4C-85D8-43E2-9AD0-7A2A8E98CE27},147.3,112.09,74.71,37.39,17704
592,13121011506,115.06,ARC 10,152898,25.37,{A2D4D210-B109-409B-984E-902B7F9B74AD},136.8,129.41,88.37,41.04,19431
593,13121011417,114.17,ARC 10,87083,44.79,{D80D39F8-4928-4141-A31D-A09AB4EFDE5E},246.6,91.92,55.64,36.28,17117
594,13121007001,70.01,ARC 10,26157,52.11,{E7112A22-E4C5-4087-B6FD-BE5C74EC06E2},-579.4,75.99,42.87,33.12,15635
595,13121006700,67,ARC 10,19907,96.69,{CB511C13-4AB0-48EA-BD45-E4AEC946773B},-236.9,75.01,45.58,29.43,14114
596,13121006300,63,ARC 10,23398,89.35,{3D9AD2A6-64CE-4BD8-AEE5-C771FDB6E695},90,68.75,40.83,27.92,12867
597,13121005700,57,ARC 10,16310,156.4,{426AB6E0-BD8F-42C6-AC81-106C1B7DEACB},540,65.12,39.27,25.85,11751
598,13121006500,65,ARC 10,42442,60.12,{7E195D48-AB0E-4715-B81D-083E8D408390},-766.2,81.94,48.96,32.98,15220
599,13121005501,55.01,ARC 10,20150,133.53,{50D18637-E520-4DBC-99F1-B3D6009808A5},-122,75.97,47.77,28.2,12893
600,13121004900,49,ARC 10,58485,179.2,{BC9160EF-00B4-42E6-B512-7B68682F5C23},1110,88.87,62.53,26.34,12010
601,13121004800,48,ARC 10,10785,261.71,{4C85F861-9E42-4B4D-B6BE-A2EB808AB4F2},-6635,61.37,41.99,19.38,9493
602,13121002800,28,ARC 10,15172,269.23,{9778D6B1-7DDF-472A-AF77-FA854C0BFE0E},2296.7,65.04,46.52,18.52,9150
603,13121011419,114.19,ARC 10,81942,60.7,{826265F3-D357-4663-B5CB-CC75F0ADDD64},528.5,120.86,85.73,35.13,16873
604,13121011503,115.03,ARC 10,123068,1.03,{C09BDE0C-6FAC-4C53-A79B-84DBBFA23B35},259.6,137.16,96.41,40.75,19037
605,13121011615,116.15,ARC 10,135471,28.53,{F577D596-1947-4EBC-871C-F95681A09D83},350.8,119.97,81.9,38.08,18045
606,13121011504,115.04,ARC 10,160431,11.99,{042C29BA-1E77-420B-9405-331E438A8E45},250,149.24,106.32,42.92,20513
607,13121010515,105.15,ARC 10,45392,9.03,{9FAE0372-D22D-4412-BE31-3C39FDCCEFA8},616.1,82.2,43.49,38.71,19242
608,13121010516,105.16,ARC 10,50179,37,{ECBE95BD-B9AA-4E51-BE59-277F6652FA25},449.1,88.36,50.41,37.94,18318
609,13121010120,101.20,ARC 10,54495,193.53,{E6BD9F0D-912F-447B-A56D-558A9CCEADB9},1057.5,76.15,48.63,27.52,13948
610,13121010117,101.17,ARC 10,43949,260.02,{5EE08396-B770-4254-A952-20CBE951108F},678,69.49,46.11,23.38,11485
611,13121001800,18,ARC 10,32453,423.39,{4B9D53CB-2DD8-47DC-9494-FC22EF1C4B2B},915,63.85,45.24,18.61,9284
612,13121001300,13,ARC 10,56320,285.41,{1C9AA311-424F-4A84-AEBA-0271F66ED878},348,81.77,58.8,22.97,10441
613,13121001900,19,ARC 10,51098,247.55,{26709796-D468-4DC0-9C5C-7810D29ACE0E},6302.5,63.08,44.25,18.83,8993
614,13121002100,21,ARC 10,35250,243.67,{3D12D110-3BDC-4A77-BB10-2EF91BFDF7C4},2926.7,78.86,58.92,19.94,9481
615,13121004400,44,ARC 10,18778,245.23,{BD56FE74-45A2-4E16-8189-C262BA4C7B81},1736.7,72.97,51.03,21.94,10043
616,13121003200,32,ARC 10,48699,194.42,{AEB63B42-496D-4A7D-8BB7-F0A3EDE5BAE1},1287.5,69.78,45.95,23.83,11689
617,13121004200,42,ARC 10,18722,234.21,{9F31F5AE-09EF-4401-B287-817610A03FEC},-562,66.68,43.17,23.51,10967
618,13121003800,38,ARC 10,21932,115.44,{69A885E7-056C-4C64-8725-DED793C7F8DB},5646.7,70.95,45.52,25.43,11969
619,13121002500,25,ARC 10,19912,247.21,{BAC55120-292D-4B96-889B-212281FE0AAB},-256.7,66.49,42.94,23.55,10936
620,13121002300,23,ARC 10,19840,145.55,{76687087-30B4-4C7C-980D-4EAB761EF4AD},-3095,70.69,44.07,26.62,12297
621,13139001608,16.08,ARC 20,82111,0,{CA6005A6-671B-4643-B820-BF586B57673A},567.6,121.33,73.08,48.25,21037
622,13139001603,16.03,ARC 20,66813,0,{43834BBD-C5B1-4EE7-BE42-AD5776842775},104.9,106.99,59.68,47.31,20773
623,13121010118,101.18,ARC 10,27064,209.09,{06E73CE4-E020-45AD-8B54-E8B8C3E00773},800,79.42,52.94,26.49,12688
624,13121010113,101.13,ARC 10,49284,316.68,{C77287B3-ECF6-4E38-9D98-AE8BF5BEFCCF},1258.9,82.72,59.33,23.39,10882
625,13121010115,101.15,ARC 10,106167,44.07,{944170EF-6084-4AD3-9D0F-3423BC5344E9},475.4,136.26,103.69,32.56,14671
626,13121010122,101.22,ARC 10,69943,197.64,{D4517E7B-6662-464D-A9D0-0CB88A75B737},900.8,91.09,65.11,25.99,12038
627,13121010114,101.14,ARC 10,54105,135.98,{42CBB91A-87E9-4E26-9CE1-2D0E6DDD3FC9},221.9,85.78,56.37,29.41,13606
628,13121000600,6,ARC 10,43570,272.96,{1DCA8FEE-B926-4E6E-96C5-3DDDF5187593},4160,69.6,48.19,21.41,9959
629,13121006601,66.01,ARC 10,30234,42.95,{0A11927C-65E4-40E9-8953-865816EBCA58},-670,77.87,45.39,32.48,14794
630,13121006602,66.02,ARC 10,12439,165.53,{1BE338BD-869A-469B-A7E3-C5A3B0C13499},-1380,65.31,39.13,26.17,12517
631,13121006200,62,ARC 10,20900,61.59,{F584FF95-75A8-485E-A21E-5132C88B9C75},-757.5,75.36,44.63,30.73,13680
632,13121006100,61,ARC 10,22500,75.01,{E60BA2A4-1BB9-482D-98B8-E8B09565641F},-950,82.03,49.46,32.57,15100
633,13121001600,16,ARC 10,63750,239.87,{2EC91910-E2B1-4439-A44D-BCEB109D78ED},1705,70.88,48.26,22.62,10704
634,13121003100,31,ARC 10,47941,131.87,{19F04979-E9CE-4E70-A975-C9137A4E4FCC},-90,80.99,54.14,26.85,12041
635,13121006802,68.02,ARC 10,7872,211.77,{C0AF6F5B-10CA-4D1F-AC08-09EBC8DA665C},206.7,66.65,39.4,27.25,13327
636,13121007602,76.02,ARC 10,32893,60.86,{6E6C5B11-1474-40FC-9F0E-19EAA3A2F774},-330.8,76.46,43.41,33.05,15542
637,13139001606,16.06,ARC 20,48051,29.82,{1739231C-BE68-4541-B4CC-ABFB23AD89BA},543.6,93.5,54,39.5,17336
638,13139001101,11.01,ARC 20,22392,40.13,{DB9A6F0D-EBBA-4B49-A573-1BB4EC01B1C5},-808.1,79.2,46.38,32.82,13761
639,13139001605,16.05,ARC 20,74917,12.8,{F7A49ADB-1151-4F0D-A2E3-1A6D5672D622},357.6,124.81,77.31,47.5,20385
640,13139001604,16.04,ARC 20,72337,0.67,{4E971555-E529-476A-B1A7-79801419E958},470.2,115.09,68.63,46.46,20005
641,13139001502,15.02,ARC 20,77448,0.74,{330B0413-49C2-46E1-B776-7885BCDAFB00},46.9,110.88,63.71,47.17,19892
642,13139001607,16.07,ARC 20,53454,27.89,{3EBFA2F0-C268-41B5-A8C9-AADCB2FF0730},211.3,112.69,68.83,43.85,19382
643,13139001302,13.02,ARC 20,62477,23.79,{E9A35767-5E94-49F3-9C03-9498CD3C115F},122.1,99.8,53.68,46.12,19888
644,13139001301,13.01,ARC 20,57744,0,{FAEBBCE5-565C-467A-8CDC-0D88E2CD97EA},149.1,101.14,56.39,44.75,19219
645,13139001403,14.03,ARC 20,34009,35.63,{15694DB8-2323-4FBA-9FF8-5D1443338444},214.4,87.43,49.13,38.3,17007
646,13139001404,14.04,ARC 20,48810,1.11,{DC63233D-EE3A-4FD4-AF2B-2C036B9FDBAE},89.3,98.75,57.77,40.98,17510
647,13121010212,102.12,ARC 10,51790,197.18,{73183C30-F87F-400A-81DC-46AB37A1288B},-163.8,89.23,61.56,27.67,13153
648,13121009802,98.02,ARC 10,159405,48.88,{4AC28F57-0DD5-4D8A-BE9C-BFDBA4DCAE73},110.2,154.11,121.56,32.56,14861
649,13121009403,94.03,ARC 10,54643,322.56,{A44A0E69-9317-4224-B359-8C6E89635616},3148,72.62,51.58,21.04,10161
650,13121009404,94.04,ARC 10,86205,189.77,{F8041F92-4963-40C4-A275-0C413CB1467C},1475,91.85,66.42,25.42,12131
651,13121010001,100.01,ARC 10,96343,122.55,{421E4760-58B2-4718-BFD4-7DC2D862F02A},570.6,95.6,68.27,27.33,13010
652,13121009602,96.02,ARC 10,96696,263.33,{181BD01D-186F-4046-B431-5754A34DEDC6},1134.4,102.93,79.22,23.71,11025
653,13121010002,100.02,ARC 10,148838,102.71,{A42DE589-EB47-4D1B-BF21-073D7F9D0F18},793.3,134.76,104.32,30.44,13858
654,13121009502,95.02,ARC 10,50655,270.77,{F41052EA-DBEF-4531-BF42-879C9169B21B},600,74.93,51.26,23.67,11395
655,13121008000,80,ARC 10,40517,44.48,{00368344-B33D-4CF1-BB23-19BCD8B2F17C},-400.9,81.35,46.24,35.12,16222
656,13121003900,39,ARC 10,19808,120.72,{E66080D1-35C1-4927-83CB-74244DA8A143},-3650,71.95,43.76,28.19,12944
657,13121004100,41,ARC 10,22372,136.57,{94C0EFF4-BDC6-493D-89E1-8D1F51818051},-1406,71.78,44,27.78,12594
658,13121002400,24,ARC 10,30500,128.25,{C554768D-7565-46CF-A86A-AA9F01C4FEFC},-388,70.1,41.77,28.33,13078
659,13121004000,40,ARC 10,26875,70.07,{C40E3993-FCF5-44F0-9C46-7E5348510314},-1558.3,76.89,44.59,32.3,14890
660,13121008400,84,ARC 10,20458,170.43,{404CB0DA-341F-450F-9923-17484C58184F},-3184.3,71.44,43.04,28.4,13365
661,13121008302,83.02,ARC 10,28542,85.78,{91864409-EBBA-475A-BC87-600DECA792EF},-1161.4,73.07,41.29,31.78,14942
662,13121008301,83.01,ARC 10,24286,75.52,{21749C18-1923-4749-AED1-DFA40289BFF0},-941,72.2,40.62,31.58,15101
663,13121007200,72,ARC 10,22669,31.03,{6EDBD775-EB44-4544-A733-B92CF18962F1},-701.7,78.59,44.4,34.19,16204
664,13139001501,15.01,ARC 20,67775,0,{B4B2AEED-9DA1-4878-8D69-989EDBAED88D},82.7,108.07,62.54,45.54,20060
665,13139001102,11.02,ARC 20,33533,3.68,{C7D5057A-7ACC-4FD7-91BD-0507DD93DA23},991.4,86.83,46.81,40.02,17295
666,13139001201,12.01,ARC 20,36282,30.74,{EA98B190-C08F-49B3-9758-33D00BB3670F},96.6,93.73,52.09,41.64,18007
667,13139001004,10.04,ARC 20,45560,64.86,{E3DCDE1C-3B61-4509-91FC-1F7363205519},489.7,83.62,49.3,34.32,14959
668,13139001003,10.03,ARC 20,30241,60.17,{F4FD3039-8B04-43B9-BFB4-66DD5BEE59CA},740.9,74.65,44.22,30.43,13416
669,13139000305,3.05,ARC 20,56656,0,{6C0497D5-CB07-47D1-96F7-2C166AA67DB8},91.8,94.42,47.1,47.33,20196
670,13139000304,3.04,ARC 20,42417,0.6,{A9D415B1-AC05-4585-95F3-4EFABD459A6D},76.5,93.04,46.76,46.27,20353
671,13139000303,3.03,ARC 20,71346,8.2,{4AEC4DCB-52DE-4597-A73C-1F7487D30C87},74.1,91.12,47.97,43.15,18700
672,13139000203,2.03,ARC 20,66840,0,{3D670A33-AB4C-469A-819D-188C1E19A772},39.9,94.56,46.9,47.67,20589
673,13139000204,2.04,ARC 20,74457,0,{D2B3CC4B-2B45-4167-A919-1D4E20763EE5},27.8,110.3,62.67,47.63,20180
674,13255160100,1601,ARC 20,51509,2.74,{7FCF2FBF-D5DB-41A2-9CCC-E4353523969B},11.6,84.32,43,41.32,20677
675,13255160200,1602,ARC 20,49301,0,{2843A663-40C2-4D6C-95B9-898223B9EDF2},43.8,84.79,42.18,42.61,21478
676,13255161000,1610,ARC 20,52612,0.3,{0F57143A-58D0-431A-A88A-5EFC2FAFFB2D},13.3,88.99,45.11,43.88,22136
