OBJECTID,TRACTCE10,GEOID10,NAME10,PLNG_REGIO,Pop_wHealth_Insurance,Pct_Pop_wHealth_Ins,Pop_wPriv_Health_Ins,Pct_Pop_wPriv_Health_Ins,Population_with_public_coverage,Pct_Pop_wPub_Health_Ins,Pop_wNo_Health_Ins,Pct_Pop_wNo_Health_Ins,Pop_u18_wNo_Health_Ins,Pct_Pop_u18_wNo_Health_Ins,Pop_18to64_Employed,Pop_18to64_Empl_wNo_Health_Ins,Pct_Pop_18to64_Emp_wNo_Hlth_Ins,Pop_18to64_Unemployed,Pop_18to64_Unemp_wNo_Health_Ins,Pct_Pop_18to64_Unemp_No_HlthIns,Pop_18to64_Not_in_Labor_Force,Pop_18to64_Not_LabFor_NoHlthIns,PctPop_18to64_NotLFor_NoHlthIns,GlobalID,last_edited_date
1,910103,13045910103,9101.03,ARC 20,3810,77.3,3079,62.4,1041,21.1,1122,22.7,105,10.4,2253,563,25,336,161,47.9,938,283,30.2,{74E40FC2-FB43-4A53-A28A-7B35A2CCA5FD},
2,910104,13045910104,9101.04,ARC 20,8275,85.7,6300,65.2,2773,28.7,1381,14.3,105,4.1,4392,927,21.1,479,222,46.3,1096,127,11.6,{FF873F0C-D691-4B9A-91AA-B4A7D2905CCB},
3,910502,13045910502,9105.02,ARC 20,1944,64.7,947,31.5,1193,39.7,1062,35.3,104,13.3,1238,563,45.5,277,213,76.9,508,182,35.8,{7D693468-C2C1-4304-A958-452DF37297F1},
4,910800,13045910800,9108,ARC 20,3339,81,2268,55,1383,33.5,785,19,135,13.1,1585,319,20.1,243,164,67.5,722,167,23.1,{9C1CC1B6-B261-4DFB-800F-72089C5B1974},
5,910101,13045910101,9101.01,ARC 20,4505,75.5,3059,51.3,2190,36.7,1463,24.5,224,13.2,2358,780,33.1,401,275,68.6,829,184,22.2,{1464256B-026B-4CBF-B62B-9FE7ABDEECA1},
6,910200,13045910200,9102,ARC 20,9782,80.4,6588,54.2,4263,35,2381,19.6,197,6.7,4902,1099,22.4,723,437,60.4,1992,648,32.5,{61D6E123-70A7-41F8-9C7E-5A2DEC2658C9},
7,910900,13045910900,9109,ARC 20,3477,84.5,2428,59,1420,34.5,638,15.5,6,0.5,1544,308,19.9,228,106,46.5,732,218,29.8,{FB776B7A-8AB7-4026-A0F0-5D1FADB66C42},
8,910300,13045910300,9103,ARC 20,5117,87.2,3368,57.4,2353,40.1,752,12.8,55,3.7,2233,317,14.2,361,106,29.4,1035,274,26.5,{86204ED3-9834-423C-8A64-AA1BC134186E},
9,911100,13045911100,9111,ARC 20,6100,80.7,4898,64.8,2069,27.4,1462,19.3,343,20.8,3308,654,19.8,281,79,28.1,1182,369,31.2,{9C35D0F7-4A36-42EA-8D2B-7EB57761191E},
10,911000,13045911000,9110,ARC 20,5372,87.3,4291,69.7,1730,28.1,785,12.7,115,7.2,2711,502,18.5,142,129,90.8,995,39,3.9,{EB58A0CA-4547-49EC-A8DD-0355C7969602},
11,910701,13045910701,9107.01,ARC 20,6787,86.7,5397,69,2004,25.6,1040,13.3,126,6,3290,368,11.2,268,148,55.2,1280,398,31.1,{C5FC338E-46B1-4769-AAF5-F731DD58D680},
12,910703,13045910703,9107.03,ARC 20,6815,77.8,4370,49.9,3361,38.4,1949,22.2,417,17.2,3007,904,30.1,558,179,32.1,1754,430,24.5,{A75A89C0-6D48-4FA1-A775-55AD93F0AB4D},
13,910600,13045910600,9106,ARC 20,4726,80.4,3452,58.7,1887,32.1,1152,19.6,260,16.1,2637,646,24.5,141,65,46.1,894,181,20.2,{590C317F-E389-4379-993E-554E466947D8},
14,910501,13045910501,9105.01,ARC 20,7458,82.8,5591,62.1,2347,26.1,1548,17.2,157,9.4,3612,640,17.7,802,293,36.5,2469,458,18.6,{44DAD43E-B75D-4660-800B-EA9AFE6A6FC7},
15,910702,13045910702,9107.02,ARC 20,6697,90.2,5233,70.5,2439,32.9,726,9.8,38,1.9,2803,417,14.9,325,105,32.3,1115,166,14.9,{04BDA03B-EAA6-4B32-A85F-6F58B0C3875A},
16,911200,13045911200,9112,ARC 20,5001,87.4,3582,62.6,2247,39.3,719,12.6,145,10.7,2358,341,14.5,264,130,49.2,835,103,12.3,{29319C52-57EA-4D1F-80A7-654E4BAD1DCB},
17,910400,13045910400,9104,ARC 20,2900,88.9,2255,69.1,1084,33.2,362,11.1,43,6.3,1189,150,12.6,216,93,43.1,552,76,13.8,{A1EBCEF5-5629-45D4-91C6-FE659D411D6A},
18,140207,13113140207,1402.07,ARC 10,5006,95.1,4579,87,1156,22,259,4.9,59,5,2352,142,6,50,0,0,768,58,7.6,{4EAE4DC0-AD3B-4B54-98BF-F10FA12F7340},
19,140208,13113140208,1402.08,ARC 10,7000,90.5,6129,79.3,1367,17.7,732,9.5,127,5.1,3307,335,10.1,296,73,24.7,894,170,19,{29C8E9B1-0698-489A-A0CB-A56B3E2C41C4},
20,140303,13113140303,1403.03,ARC 10,4031,88.3,3569,78.2,1002,21.9,534,11.7,100,9.9,1868,303,16.2,108,20,18.5,981,111,11.3,{C02EB793-6BFE-4DE1-AC60-392CB01CFFDA},
21,140304,13113140304,1403.04,ARC 10,5180,90.3,4760,83,1341,23.4,558,9.7,140,10.1,2594,294,11.3,237,47,19.8,571,77,13.5,{720591AF-4282-4C53-9629-C8DC1522485A},
22,140307,13113140307,1403.07,ARC 10,4768,99,4657,96.7,376,7.8,50,1,7,0.4,2124,27,1.3,77,0,0,791,16,2,{C2C14EE5-EE1E-4885-B9FD-D65A3282EEF1},
23,140408,13113140408,1404.08,ARC 10,2863,93.8,2685,87.9,640,21,190,6.2,0,0,1583,92,5.8,81,15,18.5,306,72,23.5,{3D05A39A-A2C4-4ABE-B901-516340922EF7},
24,140407,13113140407,1404.07,ARC 10,6904,90.9,5674,74.7,2718,35.8,689,9.1,104,5.8,3412,461,13.5,272,45,16.5,761,79,10.4,{FB4CB008-AA2A-4DC3-B954-7AAB777FDB3D},
25,140405,13113140405,1404.05,ARC 10,3550,96,3062,82.8,1093,29.6,147,4,0,0,1454,39,2.7,171,15,8.8,480,93,19.4,{9DB28DA9-A556-4F73-9B18-269778D2A895},
26,140404,13113140404,1404.04,ARC 10,4820,86.6,4260,76.5,1337,24,746,13.4,38,2.9,2352,410,17.4,188,113,60.1,827,185,22.4,{395C50C2-2D7B-41FE-BAAE-F065FF6A0BC1},
27,140206,13113140206,1402.06,ARC 10,4148,92.6,3776,84.3,900,20.1,332,7.4,35,3.1,1869,158,8.5,158,64,40.5,568,75,13.2,{2616EDD5-D182-4739-822F-26C47C77DA0E},
28,140203,13113140203,1402.03,ARC 10,5446,94.6,4944,85.9,1115,19.4,310,5.4,0,0,2588,121,4.7,188,67,35.6,918,122,13.3,{B5336E0C-C134-4B6B-AA7E-32322D4E9C91},
29,140204,13113140204,1402.04,ARC 10,4717,85,4077,73.5,1150,20.7,833,15,165,11.5,2488,410,16.5,266,82,30.8,769,176,22.9,{A31B282E-5A37-4A11-85B1-076955AF9E9C},
30,140305,13113140305,1403.05,ARC 10,4621,86.8,3924,73.7,1163,21.8,704,13.2,209,13.8,1984,259,13.1,202,77,38.1,1010,159,15.7,{905F0D8D-A9C9-481B-8FC9-E88DE4D3BA56},
31,140403,13113140403,1404.03,ARC 10,4972,92.6,4331,80.7,1440,26.8,396,7.4,56,4.4,2246,244,10.9,188,30,16,650,66,10.2,{6DEA8A8A-8D61-45F6-B065-EFF01004643E},
32,140406,13113140406,1404.06,ARC 10,3362,89.6,2712,72.2,1198,31.9,392,10.4,34,3.8,1472,213,14.5,244,44,18,442,101,22.9,{189820F5-D088-4922-83EE-DF2BF7E75D6C},
33,140306,13113140306,1403.06,ARC 10,6626,87.2,5921,78,1776,23.4,969,12.8,229,11.7,3293,421,12.8,275,110,40,864,209,24.2,{89A3C886-E869-417C-A11E-C10799D03124},
34,140102,13113140102,1401.02,ARC 10,5109,90.8,4267,75.9,1609,28.6,516,9.2,74,7.8,2429,312,12.8,347,31,8.9,805,99,12.3,{C77A2C16-1CA6-44AC-8558-AD25771D5DF6},
35,140101,13113140101,1401.01,ARC 10,6103,89.8,4725,69.6,2508,36.9,690,10.2,66,5.6,2735,260,9.5,239,47,19.7,1179,281,23.8,{AB948FCE-70DC-4C50-A3E8-5182A973BA73},
36,140502,13113140502,1405.02,ARC 10,3379,93.6,3107,86.1,767,21.2,231,6.4,61,6.4,1597,92,5.8,60,31,51.7,500,47,9.4,{1A7C599C-A5A3-4C54-852C-DE66C2EA9CB9},
37,140501,13113140501,1405.01,ARC 10,5745,97.1,5520,93.3,1184,20,170,2.9,43,3,2545,57,2.2,64,19,29.7,912,51,5.6,{1FA8E172-989C-45C7-B88D-9013AFAA350F},
38,060404,13247060404,604.04,ARC 10,5142,85.6,4123,68.7,1622,27,863,14.4,57,4,2631,416,15.8,377,265,70.3,768,113,14.7,{8EB8999E-026B-4616-854E-53AAD22A9E8E},
39,060304,13247060304,603.04,ARC 10,3875,74.5,2732,52.5,1808,34.8,1326,25.5,254,18.7,2092,624,29.8,265,230,86.8,809,218,26.9,{29E4AF96-F628-4678-AD9E-61E620E5E648},
40,060101,13247060101,601.01,ARC 10,2620,80,1945,59.4,1022,31.2,653,20,81,12.6,1286,214,16.6,153,127,83,605,231,38.2,{C7A05B77-F232-4660-9759-D8AF42081DB6},
41,060202,13247060202,602.02,ARC 10,8389,85.2,6928,70.4,2543,25.8,1454,14.8,307,12.1,4497,640,14.2,334,97,29,1308,410,31.3,{D6CC4602-3687-47E5-B768-1768DB1A79B5},
42,060201,13247060201,602.01,ARC 10,3215,68.8,1980,42.4,1612,34.5,1460,31.2,355,21.2,1806,615,34.1,128,86,67.2,700,404,57.7,{E2BD8EF4-7148-4CAD-8DFB-DA5F6D21B7A7},
43,060306,13247060306,603.06,ARC 10,2616,84.5,2162,69.8,729,23.5,481,15.5,60,6.6,1287,233,18.1,167,19,11.4,392,169,43.1,{DA5DC06F-6EFD-41AE-93D3-79AE728B60B5},
44,060407,13247060407,604.07,ARC 10,2592,80.6,1923,59.8,995,30.9,624,19.4,17,2.3,1413,376,26.6,106,37,34.9,578,181,31.3,{AED60C39-6C7E-4176-AB8C-61DDF235F77F},
45,060403,13247060403,604.03,ARC 10,2744,78.6,2307,66.1,919,26.3,747,21.4,224,27.9,1402,254,18.1,115,86,74.8,586,183,31.2,{903F3962-CFE3-4725-ADD3-8B0C2E00DCFD},
46,060406,13247060406,604.06,ARC 10,4759,84,3903,68.9,1592,28.1,904,16,120,9.3,2275,453,19.9,313,176,56.2,1081,155,14.3,{6C496150-8B45-4AE7-8B4F-1FE8593CCB75},
47,060305,13247060305,603.05,ARC 10,3778,70.9,2392,44.9,1850,34.7,1550,29.1,100,6.7,2575,1059,41.1,282,125,44.3,577,266,46.1,{0FB095DE-7867-4A40-ADEE-09D8C7EC5552},
48,060309,13247060309,603.09,ARC 10,4328,81.7,2805,53,2036,38.4,969,18.3,70,5.1,1786,440,24.6,390,198,50.8,1072,253,23.6,{A14D772D-581F-4DAF-A0B8-0B6DA957377D},
49,060308,13247060308,603.08,ARC 10,6123,74.2,4373,53,2213,26.8,2131,25.8,336,12.4,3095,923,29.8,609,370,60.8,1140,502,44,{AE9CA717-041A-42EB-B39A-4277E189AC22},
50,060405,13247060405,604.05,ARC 10,6253,86.7,5208,72.2,1787,24.8,961,13.3,68,3.3,2832,237,8.4,232,156,67.2,1207,500,41.4,{C2A97765-1211-4523-A898-E45F4B0C45F9},
51,060307,13247060307,603.07,ARC 10,8955,86.4,7565,73,2335,22.5,1411,13.6,181,7.7,4492,472,10.5,563,293,52,1702,444,26.1,{A4EF640D-C273-44CE-A88E-4A528816C23C},
52,060102,13247060102,601.02,ARC 10,4463,84.9,3282,62.5,1610,30.6,792,15.1,70,5.8,2228,330,14.8,351,187,53.3,704,205,29.1,{3C68B25E-F15C-493E-9EB2-16B7CAD19BE1},
53,030330,13067030330,303.30,ARC 10,5602,95.5,5319,90.6,813,13.9,266,4.5,0,0,2673,94,3.5,197,85,43.1,747,72,9.6,{72340877-9F46-4E35-A78F-EFA610306DBE},
54,030328,13067030328,303.28,ARC 10,6250,97.5,5748,89.6,1201,18.7,163,2.5,0,0,3182,147,4.6,43,0,0,596,16,2.7,{84C80B19-785A-4146-81AF-64BE7C4C8E65},
55,030700,13067030700,307,ARC 10,2688,69.8,1934,50.2,1169,30.4,1163,30.2,125,15.5,1929,796,41.3,130,106,81.5,435,128,29.4,{98A2E7F4-03CC-4BC7-8446-FC0783E1E0A4},
56,030324,13067030324,303.24,ARC 10,2940,83.4,2699,76.6,501,14.2,584,16.6,143,17.2,1722,309,17.9,150,36,24,487,96,19.7,{C0E42708-C88D-42E2-9536-8363858F9079},
57,030312,13067030312,303.12,ARC 10,5360,88.3,4890,80.5,1171,19.3,712,11.7,214,15.7,2861,218,7.6,191,114,59.7,669,134,20,{DF6BE234-72F3-47D0-B77C-C53C8669988E},
58,030228,13067030228,302.28,ARC 10,5527,78,4768,67.3,1106,15.6,1562,22,284,23.2,3920,803,20.5,364,251,69,1023,180,17.6,{55AAB106-3355-44D7-9DA1-611D6202FAA3},
59,030231,13067030231,302.31,ARC 10,6936,96.4,6553,91.1,1358,18.9,261,3.6,29,1.8,3439,141,4.1,174,0,0,835,91,10.9,{CEBD3FC2-8E66-4070-A624-5A24FF605A21},
60,030230,13067030230,302.30,ARC 10,10868,84.7,9249,72.1,2739,21.4,1957,15.3,114,4.2,6864,1473,21.5,294,133,45.2,1579,167,10.6,{C03EBC94-AFF4-4007-8AE5-F7DAA291221B},
61,030311,13067030311,303.11,ARC 10,5162,88,4594,78.4,1268,21.6,701,12,28,2.1,2821,497,17.6,173,46,26.6,795,130,16.4,{A9BC3C42-7956-4480-9D46-CBE8F854D7FB},
62,031001,13067031001,310.01,ARC 10,2872,51.8,918,16.6,2094,37.8,2668,48.2,301,16.3,2211,1565,70.8,331,267,80.7,882,495,56.1,{FB2EA8E3-4FFB-40A3-B686-0B4EC5583BC2},
63,030310,13067030310,303.10,ARC 10,6579,81,5314,65.4,2014,24.8,1548,19,231,11.4,3885,977,25.1,343,191,55.7,1087,130,12,{61887181-B3B1-4974-94DD-622D0DD49517},
64,030215,13067030215,302.15,ARC 10,7673,81.6,6834,72.7,1385,14.7,1725,18.4,366,13.5,4483,759,16.9,555,418,75.3,849,166,19.6,{A78EC063-D5EC-4009-A948-124BB4517D46},
65,030601,13067030601,306.01,ARC 10,6944,76.6,6149,67.8,1134,12.5,2124,23.4,924,48.9,5525,928,16.8,331,167,50.5,735,105,14.3,{A8F9C4FD-CD9F-4D05-8A7F-41E50B625F9E},
66,030227,13067030227,302.27,ARC 10,5742,72.9,4748,60.2,1419,18,2139,27.1,113,7.3,4549,1452,31.9,492,268,54.5,688,306,44.5,{D80B5DED-775F-4347-ACF0-84320D13E2B1},
67,030602,13067030602,306.02,ARC 10,5636,90,4861,77.6,1846,29.5,628,10,21,1.7,2820,364,12.9,286,117,40.9,519,126,24.3,{52233C79-F701-4206-A6E1-026FA9B205C8},
68,030506,13067030506,305.06,ARC 10,3420,81.6,3103,74.1,872,20.8,769,18.4,84,11.6,2366,517,21.9,145,89,61.4,371,73,19.7,{35B10EF8-78F4-4C1C-A31D-80A0FB03479B},
69,030507,13067030507,305.07,ARC 10,4304,85.5,3477,69.1,1329,26.4,729,14.5,7,0.7,2500,438,17.5,283,116,41,517,168,32.5,{394BBA13-AFD6-4751-9DE7-390C542203A9},
70,030229,13067030229,302.29,ARC 10,5053,86.3,4691,80.2,761,13,799,13.7,20,7,3036,598,19.7,423,51,12.1,1749,130,7.4,{A6101110-5C06-4865-86A7-A1CF9447361F},
71,031208,13067031208,312.08,ARC 10,5740,90.5,5179,81.7,736,11.6,602,9.5,10,0.9,3556,367,10.3,240,182,75.8,1047,43,4.1,{0BE0AE9B-CAB9-482C-9580-31BF084DEC01},
72,031207,13067031207,312.07,ARC 10,3345,84.3,3088,77.8,587,14.8,623,15.7,0,0,2551,443,17.4,49,0,0,549,180,32.8,{63821557-36B5-434D-9A4C-2474B1925478},
73,030226,13067030226,302.26,ARC 10,8109,91.3,7459,84,1088,12.3,768,8.7,180,6.6,4692,361,7.7,259,78,30.1,768,149,19.4,{78370CBC-04D3-488A-A0B3-8BB6215EA190},
74,031505,13067031505,315.05,ARC 10,4860,81.7,3865,65,1365,23,1086,18.3,130,7.4,2616,491,18.8,289,171,59.2,792,294,37.1,{6E50793A-6E24-450F-B131-F1A6E500CF06},
75,030313,13067030313,303.13,ARC 10,7402,88.2,6994,83.3,1379,16.4,991,11.8,204,12.2,4081,444,10.9,334,86,25.7,1091,257,23.6,{BEDD7580-D73D-4E8C-A7BC-20E588C6FA14},
76,031310,13067031310,313.10,ARC 10,5598,73.3,3268,42.8,2710,35.5,2044,26.7,361,12.3,2875,1107,38.5,582,189,32.5,924,387,41.9,{DE315203-9579-4F0B-9678-3422F20F20D2},
77,030214,13067030214,302.14,ARC 10,7272,88.7,6498,79.3,1335,16.3,927,11.3,191,9.5,3987,512,12.8,478,185,38.7,964,39,4,{4459B208-754B-4834-82F5-822B30DD232A},
78,031212,13067031212,312.12,ARC 10,2233,90.2,2067,83.5,587,23.7,243,9.8,17,4.2,1066,143,13.4,45,22,48.9,363,61,16.8,{C6A36827-CC5B-421A-AA9F-C6758714B5EA},
79,031211,13067031211,312.11,ARC 10,3363,85.1,3182,80.6,537,13.6,587,14.9,82,22.7,2713,370,13.6,52,52,100,591,83,14,{B38C750D-FCF9-45F0-89D6-B5C2D06B7330},
80,031209,13067031209,312.09,ARC 10,4003,95.9,3722,89.2,710,17,169,4.1,13,1.5,2108,138,6.5,63,0,0,515,18,3.5,{91CCCAB2-503E-4A90-A3E6-58802B8A9817},
81,030224,13067030224,302.24,ARC 10,5961,89.7,5341,80.3,1085,16.3,688,10.3,22,1.2,2956,477,16.1,183,0,0,854,189,22.1,{8ADB1162-1C74-4676-A9A6-D77457FB8B33},
82,031205,13067031205,312.05,ARC 10,5413,93.8,4769,82.7,994,17.2,355,6.2,0,0,3557,172,4.8,157,96,61.1,423,87,20.6,{AD851A1D-8B60-4BC8-BB20-075ED700018E},
83,031206,13067031206,312.06,ARC 10,9093,91,8263,82.7,1228,12.3,902,9,0,0,5718,418,7.3,599,331,55.3,942,153,16.2,{9B0CF4CC-6272-415B-A078-02E1D58EF146},
84,030220,13067030220,302.20,ARC 10,1720,92.2,1434,76.8,394,21.1,146,7.8,13,2.5,927,55,5.9,119,78,65.5,148,0,0,{47B9EFB2-655F-4135-9BB3-C54DEC6FB0F5},
85,030905,13067030905,309.05,ARC 10,4242,73.8,2989,52,1743,30.3,1505,26.2,199,10.5,2566,885,34.5,270,125,46.3,579,296,51.1,{F5773E82-7615-4D9D-AD5D-567F0EB8CADD},
86,030502,13067030502,305.02,ARC 10,5974,89.3,5479,81.9,1330,19.9,715,10.7,32,2,2898,319,11,323,244,75.5,672,112,16.7,{59E8DCF8-95F7-410B-9C4A-E7723A63DF3C},
87,030209,13067030209,302.09,ARC 10,6150,92.2,5648,84.7,1176,17.6,518,7.8,30,1.8,3269,318,9.7,152,98,64.5,671,72,10.7,{3078074E-FBB3-4AC6-88E6-9536CFB3AEC2},
88,030326,13067030326,303.26,ARC 10,4204,90.7,3866,83.4,683,14.7,433,9.3,0,0,2153,402,18.7,31,9,29,668,22,3.3,{EDB4B913-8F42-4B04-856E-8171252E8BEA},
89,031108,13067031108,311.08,ARC 10,4069,76.7,3097,58.4,1292,24.3,1238,23.3,93,8.2,2898,828,28.6,282,143,50.7,494,174,35.2,{34317A0B-2E52-4E20-8550-F7CDABD8080F},
90,130105,13117130105,1301.05,ARC 20,1690,65.7,1095,42.6,885,34.4,881,34.3,220,29,868,387,44.6,138,96,69.6,537,178,33.1,{A36941E4-C93C-49B5-8917-CB0940DC88E4},
91,130205,13117130205,1302.05,ARC 20,2241,88.7,1672,66.2,738,29.2,286,11.3,33,4.5,1010,99,9.8,79,30,38,315,52,16.5,{5A1722C0-FBAC-49E5-BCC2-28062CA81B4B},
92,130603,13117130603,1306.03,ARC 20,4785,94.9,4541,90,474,9.4,259,5.1,0,0,2222,108,4.9,206,21,10.2,697,127,18.2,{90CE74ED-575A-4455-B9FC-70A448418902},
93,130610,13117130610,1306.10,ARC 20,4095,93.4,3971,90.6,318,7.3,290,6.6,80,6,1930,103,5.3,75,11,14.7,646,31,4.8,{D8154584-6EDE-45C7-836C-8BB58935CAFA},
94,130606,13117130606,1306.06,ARC 20,4384,97.6,4063,90.5,815,18.1,107,2.4,32,2.2,1706,26,1.5,151,33,21.9,473,16,3.4,{85621CA9-97C9-4B35-A990-6753F2852557},
95,130604,13117130604,1306.04,ARC 20,4855,94.5,4727,92,491,9.6,282,5.5,53,3,2062,110,5.3,89,23,25.8,759,61,8,{2724EEFC-CB5B-4BBF-97D2-2F18CDBBCFB1},
96,130611,13117130611,1306.11,ARC 20,3857,96.4,3718,92.9,324,8.1,144,3.6,24,1.9,1833,62,3.4,142,0,0,487,49,10.1,{3B22D023-0966-4562-98C1-938D06F56C6C},
97,130609,13117130609,1306.09,ARC 20,5019,93,4779,88.5,357,6.6,379,7,81,4,2151,103,4.8,259,63,24.3,702,132,18.8,{BCEB9645-B83C-4918-A826-B2F2374E53C2},
98,130607,13117130607,1306.07,ARC 20,5410,97.2,5200,93.4,547,9.8,156,2.8,34,1.8,2242,41,1.8,109,0,0,792,67,8.5,{C05366F3-C1D0-4564-B5B0-A0ED4036049F},
99,130605,13117130605,1306.05,ARC 20,3841,97.8,3650,92.9,725,18.5,86,2.2,18,1.8,1663,68,4.1,140,0,0,469,0,0,{AB4A874A-4DE3-4F97-BAE2-B9007814469E},
100,130602,13117130602,1306.02,ARC 20,4387,80,3847,70.2,737,13.4,1095,20,102,6.6,2939,763,26,58,39,67.2,532,131,24.6,{DB699152-473E-4B66-BA13-F863A1030898},
101,130508,13117130508,1305.08,ARC 20,4956,94.8,4670,89.3,931,17.8,274,5.2,73,4.6,2246,122,5.4,112,54,48.2,541,25,4.6,{BFF7B110-1076-45BD-BDA8-902E2FE625E7},
102,130507,13117130507,1305.07,ARC 20,2140,92.8,1931,83.7,519,22.5,166,7.2,25,6.6,1188,103,8.7,41,21,51.2,255,17,6.7,{C29C6081-A542-46F5-BA3F-FCA9C3205464},
103,130409,13117130409,1304.09,ARC 20,2120,86.4,1711,69.7,619,25.2,335,13.6,0,0,1431,222,15.5,44,41,93.2,191,72,37.7,{D5AB65E9-6C60-468E-A491-A7F976F4F66C},
104,030218,13067030218,302.18,ARC 10,5019,89,4591,81.4,783,13.9,622,11,120,7.1,2681,404,15.1,112,10,8.9,639,88,13.8,{595F546E-AACC-4ADC-B996-EAA29264FD33},
105,030219,13067030219,302.19,ARC 10,8634,93.6,8063,87.4,1353,14.7,588,6.4,117,5.1,4359,170,3.9,444,110,24.8,1124,191,17,{DB969C1B-BE3B-4756-A5DF-B042F18C5C56},
106,030235,13067030235,302.35,ARC 10,4698,96.3,4433,90.8,817,16.7,182,3.7,0,0,2317,125,5.4,92,22,23.9,574,35,6.1,{10F60588-38A4-4F71-863E-1CDA4EBC41AE},
107,030234,13067030234,302.34,ARC 10,5695,93.4,5381,88.2,689,11.3,405,6.6,50,2.9,3043,255,8.4,133,2,1.5,719,98,13.6,{AEED7717-7072-4A2E-AC36-596945B6A094},
108,030233,13067030233,302.33,ARC 10,3949,93,3738,88,575,13.5,297,7,22,1.8,2091,151,7.2,136,86,63.2,323,38,11.8,{ED58A09D-135B-455A-8AFD-87480F1FEF63},
109,030337,13067030337,303.37,ARC 10,4213,95.5,3917,88.8,773,17.5,197,4.5,33,2.9,2040,113,5.5,39,4,10.3,439,47,10.7,{F07C9357-A73D-491E-84AB-6B23CC0EBABD},
110,030334,13067030334,303.34,ARC 10,2994,91.3,2687,81.9,786,24,285,8.7,96,10.9,1498,143,9.5,89,3,3.4,208,16,7.7,{1B573F0F-CE3D-4F70-AD72-0924353F3116},
111,031111,13067031111,311.11,ARC 10,3021,89,2825,83.3,436,12.8,372,11,13,2.4,2153,224,10.4,122,75,61.5,296,60,20.3,{17981FE0-2D4C-4169-8EA5-9904791040D5},
112,031110,13067031110,311.10,ARC 10,2562,72.4,1762,49.8,939,26.5,976,27.6,37,4.6,1943,702,36.1,128,49,38.3,369,188,50.9,{5FB22648-3095-4E5E-872E-DDF52D508726},
113,030405,13067030405,304.05,ARC 10,4382,70.9,3606,58.3,1164,18.8,1802,29.1,221,15,3351,1087,32.4,322,224,69.6,546,227,41.6,{1F211498-B8F9-46EC-B4A7-C5A8D0DD2BE6},
114,031101,13067031101,311.01,ARC 10,3050,65.5,1675,36,1665,35.8,1607,34.5,49,4.2,2120,927,43.7,259,250,96.5,714,381,53.4,{0AD0F253-3958-4E2C-B1E9-FFF613A249A4},
115,130305,13117130305,1303.05,ARC 20,5176,91.1,4821,84.9,692,12.2,503,8.9,128,6.2,2487,231,9.3,158,29,18.4,568,94,16.5,{FDA8F4C8-62CC-4FE7-BE7D-C5441D8B497C},
116,130301,13117130301,1303.01,ARC 20,4504,79.2,3660,64.4,1188,20.9,1180,20.8,356,20.9,2331,392,16.8,174,117,67.2,767,293,38.2,{3C9D2F33-7CC7-4D89-BB53-57047D1D4171},
117,130405,13117130405,1304.05,ARC 20,3839,95.8,3526,88,500,12.5,168,4.2,0,0,2046,124,6.1,17,0,0,362,44,12.2,{0329A18D-8455-4177-9DC9-ED51E4DD4C78},
118,130504,13117130504,1305.04,ARC 20,3309,88.7,2840,76.1,754,20.2,423,11.3,0,0,1936,328,16.9,146,41,28.1,409,54,13.2,{73732909-D35A-4071-A4FA-683D00547FDA},
119,130505,13117130505,1305.05,ARC 20,2241,85,1975,74.9,622,23.6,397,15,49,10.5,1266,257,20.3,72,46,63.9,344,45,13.1,{1CBF5503-9C25-4566-A41B-F812B34B1953},
120,130503,13117130503,1305.03,ARC 20,2285,84.1,2036,74.9,421,15.5,432,15.9,33,5.4,1413,211,14.9,65,58,89.2,344,130,37.8,{4E04DD59-9785-4ED7-87E3-96D859A04F5E},
121,130102,13117130102,1301.02,ARC 20,2446,89.7,1968,72.1,667,24.5,282,10.3,14,1.8,1220,97,8,166,83,50,319,88,27.6,{97F10863-C66A-4853-A400-8105194179D1},
122,130103,13117130103,1301.03,ARC 20,3004,84,2417,67.6,886,24.8,571,16,37,4.3,1852,356,19.2,156,55,35.3,417,123,29.5,{1B95DC01-E6D2-4CC0-9441-136F93A5CAC5},
123,130303,13117130303,1303.03,ARC 20,3428,81.9,3011,71.9,788,18.8,758,18.1,204,17.1,1937,440,22.7,202,40,19.8,473,74,15.6,{815397C6-03E4-477B-AFE6-8BECD2D595D7},
124,130201,13117130201,1302.01,ARC 20,4382,91.1,4050,84.2,592,12.3,427,8.9,99,6.5,2284,206,9,70,9,12.9,480,113,23.5,{26D0D000-B897-4D73-A0AB-03C0FB8271E4},
125,030232,13067030232,302.32,ARC 10,5202,91.6,4913,86.5,782,13.8,480,8.4,53,3.6,2945,279,9.5,190,24,12.6,616,98,15.9,{3709E256-DCCB-45F3-A567-8453CF2BACE3},
126,030222,13067030222,302.22,ARC 10,5369,91.5,4767,81.3,1210,20.6,496,8.5,57,3.5,2804,303,10.8,207,36,17.4,630,100,15.9,{576980CC-3977-447A-89FA-CB64AC832D1F},
127,031118,13067031118,311.18,ARC 10,4593,82,4203,75,939,16.8,1011,18,134,9.1,2540,446,17.6,234,100,42.7,620,234,37.7,{6270E806-4598-4DDB-B53E-C49DC15735F0},
128,031117,13067031117,311.17,ARC 10,4664,88,4121,77.8,1233,23.3,633,12,158,13.4,2687,283,10.5,141,57,40.4,556,135,24.3,{7D931E3E-98B9-41A5-8F52-F873CCBE80E0},
