OBJECTID,TRACTCE10,GEOID10,NAME10,PLNG_REGIO,U_S__Native,Percent_U_S__Native,USnative_Born_in_US,Pct_USnative_Born_US,USnative_Born_State_Resid,Pct_USnative_Born_State_Resid,US_Native_Born_Diff_State,Pct_US_Natv_Born_inDiff_State,Foreign_Born,Percent_Foreign_Born,ForBorn_Nat_UScitizen,Pct_ForBorn_Nat_UScitizen,ForeignBorn_notUS_Citizen,Pct_ForBorn_notUS_Citizen,GlobalID,last_edited_date
432,050426,13135050426,504.26,ARC 10,6058,88.9,5955,87.4,2775,40.7,3180,46.7,758,11.1,582,76.8,176,23.2,{C99ADC17-87DD-489D-B4BB-32BFDC1D8302},
433,050430,13135050430,504.30,ARC 10,4414,80.9,4361,80,2552,46.8,1809,33.2,1040,19.1,587,56.4,453,43.6,{9D378AE8-D427-4977-BD74-B5A3A18969EF},
434,009501,13121009501,95.01,ARC 10,3735,98.4,3706,97.7,1710,45.1,1996,52.6,59,1.6,48,81.4,11,18.6,{0C9E1B13-DB62-4C37-9F7A-7A3F0DE7581F},
435,011305,13121011305,113.05,ARC 10,4718,91.7,4708,91.5,2998,58.3,1710,33.2,425,8.3,175,41.2,250,58.8,{40E94F00-3A7B-4963-BD0A-9031DEEA498D},
436,011306,13121011306,113.06,ARC 10,2293,94.1,2267,93.1,1042,42.8,1225,50.3,143,5.9,97,67.8,46,32.2,{E8826E1B-FAE8-4000-9C7E-8FD265F57125},
437,007706,13121007706,77.06,ARC 10,9179,96.7,9144,96.4,4718,49.7,4426,46.6,311,3.3,132,42.4,179,57.6,{48803E3E-3E38-40DE-B9CA-90E655F94F79},
438,007703,13121007703,77.03,ARC 10,4140,99.7,4140,99.7,2690,64.8,1450,34.9,12,0.3,12,100,0,0,{E9BDA64D-E7CB-45A7-A5ED-449244AEA8CD},
439,003700,13121003700,37,ARC 10,54,100,54,100,40,74.1,14,25.9,0,0,0,,0,,{E2DDB001-CA68-454A-BBA2-610BD31C26B4},
440,011202,13121011202,112.02,ARC 10,4471,91.8,4453,91.4,3088,63.4,1365,28,399,8.2,29,7.3,370,92.7,{06FB9A15-5B5A-45C2-BDED-C8E7B1720349},
441,011100,13121011100,111,ARC 10,2158,93.5,2137,92.6,1103,47.8,1034,44.8,151,6.5,102,67.5,49,32.5,{49BDA230-E3C2-4ADB-82C4-64AA190F1115},
442,011201,13121011201,112.01,ARC 10,4032,96.8,3963,95.1,2789,66.9,1174,28.2,134,3.2,29,21.6,105,78.4,{8FCD5B02-300F-4AF8-A7AE-13CD6E5608E5},
443,011303,13121011303,113.03,ARC 10,8353,91.7,8281,90.9,5080,55.8,3201,35.1,757,8.3,231,30.5,526,69.5,{FC428E42-712C-4118-B531-573823A6D3D3},
444,008102,13121008102,81.02,ARC 10,6574,93.5,6574,93.5,5805,82.6,769,10.9,457,6.5,22,4.8,435,95.2,{F2FD67FB-744B-43D5-9208-5A38D79DAE44},
445,007002,13121007002,70.02,ARC 10,1809,95.8,1809,95.8,1458,77.2,351,18.6,79,4.2,42,53.2,37,46.8,{0272C921-50D9-4C52-A23F-942A5A9B0F12},
446,011301,13121011301,113.01,ARC 10,4144,92.7,4124,92.3,2721,60.9,1403,31.4,325,7.3,229,70.5,96,29.5,{905C008F-8AD5-4F00-84FB-9E4C13B0F1B6},
447,001202,13139001202,12.02,ARC 20,4596,68.4,4378,65.1,3862,57.5,516,7.7,2125,31.6,526,24.8,1599,75.2,{7BA8C8A5-09C4-49CF-BD3A-90CF7EF7789A},
448,000101,13139000101,1.01,ARC 20,4383,95.6,4348,94.8,3222,70.3,1126,24.6,202,4.4,140,69.3,62,30.7,{DA22CD8C-DB71-4668-B474-201668104C86},
449,000701,13139000701,7.01,ARC 20,5277,82.1,5240,81.5,4329,67.4,911,14.2,1150,17.9,63,5.5,1087,94.5,{19C1253D-893D-4206-8ACC-9D7FF39232D0},
450,000702,13139000702,7.02,ARC 20,3879,68.2,3871,68,3110,54.7,761,13.4,1811,31.8,265,14.6,1546,85.4,{A2FA5927-6F1F-4783-B528-67B189D06739},
451,000102,13139000102,1.02,ARC 20,3340,96.3,3289,94.8,2657,76.6,632,18.2,128,3.7,114,89.1,14,10.9,{F75F4767-779A-4855-A00B-DBD09143270D},
452,000201,13139000201,2.01,ARC 20,5131,89.3,5131,89.3,4124,71.8,1007,17.5,612,10.7,61,10,551,90,{A74EE6B0-2D47-41DE-B9BA-B65A1DC2CCB7},
453,000302,13139000302,3.02,ARC 20,6233,91,6206,90.6,3852,56.2,2354,34.4,619,9,203,32.8,416,67.2,{EB65F382-2A9F-4E06-B6BF-21527EA8B45F},
454,000900,13139000900,9,ARC 20,4785,90.6,4721,89.4,3444,65.2,1277,24.2,498,9.4,248,49.8,250,50.2,{32A57354-7021-4B89-BDD2-9CCE4AB99454},
455,000500,13139000500,5,ARC 20,6379,90.1,6306,89,4438,62.7,1868,26.4,704,9.9,326,46.3,378,53.7,{6AC44213-707B-4F0D-B335-E549EA591C00},
456,001402,13139001402,14.02,ARC 20,5046,91.2,4991,90.2,3027,54.7,1964,35.5,488,8.8,173,35.5,315,64.5,{71DA2A83-6ECC-4A76-B3CD-633F0E56C222},
457,001002,13139001002,10.02,ARC 20,4989,72.6,4873,71,3289,47.9,1584,23.1,1879,27.4,437,23.3,1442,76.7,{DDF8E8A3-8A4C-452C-B5BF-20925AA6032F},
458,000800,13139000800,8,ARC 20,2938,81.3,2918,80.7,2275,62.9,643,17.8,678,18.8,25,3.7,653,96.3,{8A426A47-B352-466C-9A27-0B3B85EBF510},
459,000600,13139000600,6,ARC 20,5277,88.9,5237,88.2,3755,63.2,1482,25,660,11.1,193,29.2,467,70.8,{A38FFABC-4E14-4BB6-9F1B-F89D56E5DEA1},
460,000400,13139000400,4,ARC 20,5766,85.1,5766,85.1,3878,57.3,1888,27.9,1007,14.9,145,14.4,862,85.6,{D647DF77-2937-46B9-A306-0782345B8AB0},
461,007604,13121007604,76.04,ARC 10,2262,97,2262,97,1617,69.4,645,27.7,69,3,0,0,69,100,{490BB585-5B95-4D2D-95FA-C6B7D732323D},
462,007704,13121007704,77.04,ARC 10,4813,90.5,4804,90.4,3189,60,1615,30.4,504,9.5,158,31.3,346,68.7,{8ED4C9ED-46C3-4465-9EED-E6D60593BBCD},
463,007603,13121007603,76.03,ARC 10,4282,94.8,4282,94.8,3356,74.3,926,20.5,233,5.2,0,0,233,100,{DDE21AAD-9FE5-4A62-AC60-41B255E64A04},
464,011427,13121011427,114.27,ARC 10,6431,82.4,6336,81.2,2635,33.8,3701,47.4,1371,17.6,602,43.9,769,56.1,{E3F5EEE3-D1A1-4192-A356-347FCF64ABE7},
465,011616,13121011616,116.16,ARC 10,3643,73.7,3463,70,1838,37.2,1625,32.9,1301,26.3,267,20.5,1034,79.5,{88980A77-CAEB-4A59-9051-91C99DF68CBA},
466,011617,13121011617,116.17,ARC 10,5612,73.1,5541,72.2,1981,25.8,3560,46.4,2066,26.9,1654,80.1,412,19.9,{D66E9F76-BC55-4453-A9DA-96AFACA92255},
467,011611,13121011611,116.11,ARC 10,5538,76.9,5284,73.4,1927,26.8,3357,46.6,1659,23.1,449,27.1,1210,72.9,{910ED957-3D7A-4463-A935-05354C0E887D},
468,010800,13121010800,108,ARC 10,5646,84.9,5348,80.4,3675,55.3,1673,25.2,1003,15.1,94,9.4,909,90.6,{786DB6E9-2B28-4177-A281-B4114C72DF6F},
469,980000,13121980000,9800,ARC 10,0,,0,,0,,0,,0,,0,,0,,{1D0044C8-89B9-4F69-9B67-C86468475CDB},
470,004300,13121004300,43,ARC 10,2551,92,2526,91.1,955,34.4,1571,56.6,223,8,79,35.4,144,64.6,{9753CD6C-0478-4C89-B0E1-696AACD7AAA1},
471,008904,13121008904,89.04,ARC 10,4115,90,4076,89.2,1737,38,2339,51.2,457,10,138,30.2,319,69.8,{2B6D0722-5C6A-4449-AD2E-921ABCE5407C},
472,008903,13121008903,89.03,ARC 10,1206,71.6,1162,69,504,29.9,658,39.1,478,28.4,20,4.2,458,95.8,{F3C2F7E1-DC8C-4243-B981-B5A5B9B6D882},
473,001001,13121001001,10.01,ARC 10,1824,68.1,1789,66.8,609,22.7,1180,44.1,853,31.9,126,14.8,727,85.2,{B6B81186-A0D0-454A-B41D-2722A343435A},
474,009101,13121009101,91.01,ARC 10,4248,93.1,4200,92.1,1327,29.1,2873,63,314,6.9,146,46.5,168,53.5,{38B071D1-D65F-41ED-8A6C-9B2B551B7A9A},
475,001201,13121001201,12.01,ARC 10,3390,86.9,3287,84.2,790,20.2,2497,64,513,13.1,313,61,200,39,{2482DAF3-8259-4BFF-B0ED-AC1A75C9F80D},
476,001202,13121001202,12.02,ARC 10,3220,82.6,3162,81.1,759,19.5,2403,61.6,678,17.4,224,33,454,67,{23BC61E8-A213-421A-9844-8B1409EC396F},
477,009102,13121009102,91.02,ARC 10,2650,81.6,2599,80.1,706,21.7,1893,58.3,596,18.4,102,17.1,494,82.9,{B55C7180-3756-4EDD-A87B-22A295F0D0BC},
478,010108,13121010108,101.08,ARC 10,3218,89.4,3153,87.6,988,27.5,2165,60.2,381,10.6,267,70.1,114,29.9,{E3B6941A-2C19-4489-9210-1DF6ECC51D5F},
479,007500,13121007500,75,ARC 10,3203,98.3,3203,98.3,2180,66.9,1023,31.4,56,1.7,15,26.8,41,73.2,{842EBA19-03BA-4D19-87EA-C6C1321E4B41},
480,008101,13121008101,81.01,ARC 10,1138,100,1138,100,932,81.9,206,18.1,0,0,0,,0,,{2AFA6AAA-A448-423D-883A-FAFAEB02F649},
481,006000,13121006000,60,ARC 10,3218,98.7,3190,97.9,2387,73.2,803,24.6,42,1.3,30,71.4,12,28.6,{A9A1F37F-5B50-408F-BD3E-AE6CED646148},
482,000700,13121000700,7,ARC 10,2831,96.5,2809,95.7,1765,60.2,1044,35.6,103,3.5,30,29.1,73,70.9,{8D5C78B4-CE2A-449E-BFE7-638AFDC88D86},
483,001002,13121001002,10.02,ARC 10,6037,83.5,5879,81.3,2590,35.8,3289,45.5,1193,16.5,146,12.2,1047,87.8,{0F840FC1-D6D1-4E19-9A09-CB186D88451C},
484,011410,13121011410,114.10,ARC 10,5916,88.4,5851,87.4,2145,32,3706,55.3,780,11.6,264,33.8,516,66.2,{E55302DA-7541-43B8-9C85-02C1D17A421E},
485,010107,13121010107,101.07,ARC 10,1808,92.9,1808,92.9,756,38.8,1052,54,139,7.1,72,51.8,67,48.2,{8FA7BAF0-CD6C-47CF-A753-41761144AC9F},
486,011405,13121011405,114.05,ARC 10,5004,63.5,4935,62.6,2160,27.4,2775,35.2,2882,36.5,497,17.2,2385,82.8,{FB2D07E1-0BE1-4FE1-B0BC-1FA0284F2C31},
487,010106,13121010106,101.06,ARC 10,3757,92.4,3729,91.7,1654,40.7,2075,51,310,7.6,201,64.8,109,35.2,{4C44DBB8-E9F3-4966-B1C6-C91073592148},
488,002900,13121002900,29,ARC 10,2449,95,2440,94.6,867,33.6,1573,61,129,5,18,14,111,86,{AE78C097-DFA1-41C2-9160-6DA5A33BD7FD},
489,010110,13121010110,101.10,ARC 10,4273,77.9,4163,75.9,1734,31.6,2429,44.3,1210,22.1,388,32.1,822,67.9,{1BE81139-5BA8-457C-AD22-6431C2919949},
490,010205,13121010205,102.05,ARC 10,4504,90.5,4456,89.5,1634,32.8,2822,56.7,474,9.5,338,71.3,136,28.7,{CA12BD52-48FE-4334-89DE-16B99966E80D},
491,010210,13121010210,102.10,ARC 10,4976,86,4933,85.2,1968,34,2965,51.2,812,14,499,61.5,313,38.5,{8403AB90-C361-4454-887B-89810B9B77B7},
492,010209,13121010209,102.09,ARC 10,4640,80.3,4527,78.4,1701,29.5,2826,48.9,1135,19.7,303,26.7,832,73.3,{63A98D6D-80AC-4993-B990-A0F1DF42194D},
493,008902,13121008902,89.02,ARC 10,5825,89.1,5659,86.6,2564,39.2,3095,47.3,712,10.9,248,34.8,464,65.2,{4205FF8E-8E86-42E2-81BA-62859C280934},
494,008500,13121008500,85,ARC 10,3006,99,3006,99,2470,81.4,536,17.7,29,1,0,0,29,100,{AC725397-5ACF-405F-9684-C7C18222D146},
495,008601,13121008601,86.01,ARC 10,4426,100,4426,100,3846,86.9,580,13.1,0,0,0,,0,,{0635CC11-2CBD-48AE-9325-468990E7074E},
496,005800,13121005800,58,ARC 10,1983,98,1972,97.5,1384,68.4,588,29.1,40,2,40,100,0,0,{96F8C631-23E0-4699-8B02-D223DC66CA6A},
497,007900,13121007900,79,ARC 10,5674,97.8,5674,97.8,3905,67.3,1769,30.5,127,2.2,97,76.4,30,23.6,{7CFA1686-C944-432B-9D56-C49BD4511F0B},
498,010601,13121010601,106.01,ARC 10,3393,94.6,3393,94.6,2381,66.4,1012,28.2,194,5.4,36,18.6,158,81.4,{F5957129-42E5-4082-8BCA-42FFC9C9D8C9},
499,008700,13121008700,87,ARC 10,4343,99.5,4306,98.7,3297,75.5,1009,23.1,21,0.5,0,0,21,100,{FB33315F-633B-4A26-8B83-2EDE4ADF88F8},
500,012300,13121012300,123,ARC 10,2257,91.6,2212,89.8,1326,53.8,886,36,207,8.4,79,38.2,128,61.8,{6DBD1E99-BDDD-4D84-BD52-5B230EAA717B},
501,012000,13121012000,120,ARC 10,2636,95.2,2631,95,2002,72.3,629,22.7,133,4.8,76,57.1,57,42.9,{41F8A445-EFFA-416A-AD2B-0B72E6493210},
502,011900,13121011900,119,ARC 10,2979,94.1,2923,92.3,1674,52.9,1249,39.5,187,5.9,51,27.3,136,72.7,{CB96AA20-8E4B-4A97-B343-65645A0AD3B6},
503,011800,13121011800,118,ARC 10,2581,89.2,2566,88.7,1372,47.4,1194,41.3,311,10.8,29,9.3,282,90.7,{6DC237DE-273B-40BE-A322-69921E393034},
504,011624,13121011624,116.24,ARC 10,3488,81.1,3465,80.6,1198,27.9,2267,52.7,813,18.9,553,68,260,32,{D86D7571-0165-4717-80E1-7628B3916215},
505,003600,13121003600,36,ARC 10,1313,90.4,1276,87.8,660,45.4,616,42.4,140,9.6,20,14.3,120,85.7,{26E96F4A-25CC-4E0C-8240-ED2E657FECC2},
506,003500,13121003500,35,ARC 10,1988,94.4,1984,94.2,796,37.8,1188,56.4,119,5.6,39,32.8,80,67.2,{EC330522-4EF3-4B5A-BC81-3CCD30B7DAE8},
507,010208,13121010208,102.08,ARC 10,3335,79.5,3327,79.3,967,23.1,2360,56.3,858,20.5,345,40.2,513,59.8,{5A04A314-B29C-4D02-B416-9AABDD428E44},
508,011411,13121011411,114.11,ARC 10,7254,86.4,7211,85.9,1958,23.3,5253,62.6,1142,13.6,585,51.2,557,48.8,{EDBA0816-EA21-4546-AD64-AEA32720AB69},
509,011412,13121011412,114.12,ARC 10,7714,82.8,7605,81.7,3625,38.9,3980,42.7,1600,17.2,801,50.1,799,49.9,{959A3534-F03F-4F36-BBE0-25F655CC41DC},
510,011414,13121011414,114.14,ARC 10,6457,85.6,6319,83.8,2479,32.9,3840,50.9,1086,14.4,436,40.1,650,59.9,{621FB20C-9A6E-4030-9510-D6CE9A9EFB14},
511,010603,13121010603,106.03,ARC 10,3728,97.9,3728,97.9,2420,63.5,1308,34.3,81,2.1,41,50.6,40,49.4,{CBFB87B5-7C9C-4A58-8667-54A925806E2F},
512,010604,13121010604,106.04,ARC 10,2491,90.2,2472,89.5,1697,61.4,775,28,272,9.8,9,3.3,263,96.7,{7816A3B7-B239-4611-839D-6FE200785FC1},
513,007300,13121007300,73,ARC 10,7800,98.1,7769,97.7,6397,80.4,1372,17.3,152,1.9,42,27.6,110,72.4,{68A2557A-EDEE-4F13-9589-7AC84C026957},
514,010508,13121010508,105.08,ARC 10,3760,93.8,3760,93.8,2515,62.7,1245,31.1,249,6.2,54,21.7,195,78.3,{8CD5F430-85F2-4707-8FB0-6A94802FA04C},
515,010507,13121010507,105.07,ARC 10,7938,94.5,7866,93.7,4916,58.5,2950,35.1,461,5.5,33,7.2,428,92.8,{EAF89E2C-2E6B-4E43-91A5-81195113C3FF},
516,010511,13121010511,105.11,ARC 10,8111,97.3,8059,96.7,5338,64.1,2721,32.7,222,2.7,76,34.2,146,65.8,{F68FB24D-CC40-4266-A793-C46B58234B7E},
517,011626,13121011626,116.26,ARC 10,6122,65.8,5523,59.4,2190,23.6,3333,35.8,3177,34.2,1902,59.9,1275,40.1,{078CEB3E-3E6A-4EF6-9F84-2EBC44C7B289},
518,011622,13121011622,116.22,ARC 10,6157,61.5,6043,60.3,2359,23.6,3684,36.8,3857,38.5,2598,67.4,1259,32.6,{B464B2E6-0C9E-456B-9A39-31E187CAA731},
519,011424,13121011424,114.24,ARC 10,4570,80.5,4499,79.3,1453,25.6,3046,53.7,1105,19.5,807,73,298,27,{A087FD00-DC1E-4503-B4E6-C6C354550192},
520,011422,13121011422,114.22,ARC 10,3561,84.8,3425,81.6,1469,35,1956,46.6,638,15.2,324,50.8,314,49.2,{8F8F03E5-5A6B-4AF7-96D5-5CA690C7B7F6},
521,011505,13121011505,115.05,ARC 10,4321,93.3,4236,91.5,1451,31.3,2785,60.1,310,6.7,234,75.5,76,24.5,{36A15A22-CC66-48A7-BC71-5AE94DF3CC9F},
522,010123,13121010123,101.23,ARC 10,4424,75,4343,73.6,2243,38,2100,35.6,1474,25,295,20,1179,80,{B4EE1EF5-63E4-4926-9EAB-C1F6EA7E6FA7},
523,000100,13121000100,1,ARC 10,4428,95.2,4339,93.3,2040,43.9,2299,49.4,222,4.8,116,52.3,106,47.7,{4B1A4432-7F17-4952-BDD4-CA55C4F1C636},
524,000200,13121000200,2,ARC 10,5996,95.5,5972,95.1,2333,37.2,3639,58,282,4.5,141,50,141,50,{9AEDC4C3-2705-4802-8710-F16871EFC006},
525,009402,13121009402,94.02,ARC 10,3906,77.8,3752,74.7,1388,27.6,2364,47.1,1116,22.2,257,23,859,77,{536E8D94-CBFE-44D1-8CAC-65F4FBCBD6A8},
526,001100,13121001100,11,ARC 10,3798,89.5,3638,85.7,679,16,2959,69.7,447,10.5,232,51.9,215,48.1,{8D14A154-8A78-44BE-821B-441DE043EDE6},
527,000400,13121000400,4,ARC 10,1425,89.5,1405,88.3,412,25.9,993,62.4,167,10.5,49,29.3,118,70.7,{54D9F12E-10E6-4486-A5F6-5A77B8B2CE34},
528,009200,13121009200,92,ARC 10,5453,77,5354,75.6,2228,31.5,3126,44.1,1630,23,225,13.8,1405,86.2,{4D32473B-34A7-4C51-AD2F-E44929AAB465},
529,008201,13121008201,82.01,ARC 10,5853,97.6,5853,97.6,4689,78.2,1164,19.4,146,2.4,68,46.6,78,53.4,{0069CD14-C561-4CF1-9C64-5F936F1C8F74},
530,007808,13121007808,78.08,ARC 10,4344,96.8,4344,96.8,3882,86.5,462,10.3,143,3.2,0,0,143,100,{F43F1A48-F321-4999-88AC-4E581CB554D7},
531,007806,13121007806,78.06,ARC 10,6515,98.8,6515,98.8,5559,84.3,956,14.5,79,1.2,0,0,79,100,{379C1534-AE84-4024-B953-197C26F37F68},
532,008800,13121008800,88,ARC 10,4343,95.1,4307,94.3,2588,56.6,1719,37.6,226,4.9,33,14.6,193,85.4,{B54B571C-0419-44B9-9598-6FCD7AA0EE4B},
533,008602,13121008602,86.02,ARC 10,1050,98.8,1050,98.8,713,67.1,337,31.7,13,1.2,0,0,13,100,{8ADDDFF9-24FA-4C2A-8443-361EDC43D6F3},
534,010121,13121010121,101.21,ARC 10,1952,88.8,1945,88.4,753,34.2,1192,54.2,247,11.2,137,55.5,110,44.5,{4CF4599E-C1A6-4A6F-9584-4D9355E35BC8},
535,010119,13121010119,101.19,ARC 10,4075,80.2,3962,77.9,1378,27.1,2584,50.8,1009,19.8,459,45.5,550,54.5,{D76558E4-B8AC-4095-A81F-216E03A5CAE5},
536,010211,13121010211,102.11,ARC 10,2887,88.6,2780,85.4,1347,41.4,1433,44,370,11.4,146,39.5,224,60.5,{36FF8D21-5455-42D5-AACF-33FA64252CF5},
537,009801,13121009801,98.01,ARC 10,4578,93.6,4562,93.2,2346,47.9,2216,45.3,315,6.4,224,71.1,91,28.9,{E327F3E4-F2D3-4919-8DD1-4AAAB7D2DAD3},
538,009603,13121009603,96.03,ARC 10,3642,86.8,3603,85.9,1302,31,2301,54.9,552,13.2,211,38.2,341,61.8,{4154A408-FBEC-45D0-AFFC-94948740A5F0},
539,009601,13121009601,96.01,ARC 10,2247,93,2220,91.8,801,33.1,1419,58.7,170,7,94,55.3,76,44.7,{1AE65476-2A2E-4062-8E52-8FC030F964DA},
540,007705,13121007705,77.05,ARC 10,4655,92.7,4516,89.9,3381,67.3,1135,22.6,366,7.3,68,18.6,298,81.4,{3010433D-178F-4007-B765-2525B3B5BF15},
541,011612,13121011612,116.12,ARC 10,2576,76.2,2576,76.2,942,27.9,1634,48.3,805,23.8,381,47.3,424,52.7,{27FD9E7E-C547-4564-A5F7-74B62EA00ECA},
542,011623,13121011623,116.23,ARC 10,7795,65,7490,62.4,3293,27.4,4197,35,4206,35,1709,40.6,2497,59.4,{7CF84291-E1DE-4747-B537-993EB8E5262E},
543,011625,13121011625,116.25,ARC 10,5394,71,5316,70,2354,31,2962,39,2200,29,960,43.6,1240,56.4,{C13359CA-0CF5-4D29-8ADE-9605E72DD814},
544,011619,13121011619,116.19,ARC 10,5043,60.1,4684,55.8,2110,25.1,2574,30.7,3351,39.9,1001,29.9,2350,70.1,{C90232C5-68EF-493D-BCEA-5D585FD31B05},
545,011621,13121011621,116.21,ARC 10,5314,73.6,5225,72.4,1715,23.8,3510,48.6,1904,26.4,739,38.8,1165,61.2,{6FFD6C61-9102-4B32-932A-54CA44B8E6D2},
546,000500,13121000500,5,ARC 10,4545,83.1,4474,81.8,1524,27.9,2950,53.9,926,16.9,359,38.8,567,61.2,{072F6304-66F2-4D96-9713-F9F874976FA4},
547,009300,13121009300,93,ARC 10,4194,90,4087,87.7,1607,34.5,2480,53.2,464,10,184,39.7,280,60.3,{A8D8AF0A-2070-4DBF-B5BA-CA6C7261242D},
548,009900,13121009900,99,ARC 10,4452,93.4,4324,90.7,1702,35.7,2622,55,316,6.6,203,64.2,113,35.8,{DEC2125A-20F2-4FB1-B318-B2D46100FA31},
549,009000,13121009000,90,ARC 10,4624,93.5,4589,92.7,2431,49.1,2158,43.6,324,6.5,141,43.5,183,56.5,{F40DF5EB-8631-459D-8D19-37D4EB69B734},
