OBJECTID,TRACTCE10,GEOID10,NAME10,PLNG_REGIO,U_S__Native,Percent_U_S__Native,USnative_Born_in_US,Pct_USnative_Born_US,USnative_Born_State_Resid,Pct_USnative_Born_State_Resid,US_Native_Born_Diff_State,Pct_US_Natv_Born_inDiff_State,Foreign_Born,Percent_Foreign_Born,ForBorn_Nat_UScitizen,Pct_ForBorn_Nat_UScitizen,ForeignBorn_notUS_Citizen,Pct_ForBorn_notUS_Citizen,GlobalID,last_edited_date
1,910103,13045910103,9101.03,ARC 20,4782,97,4644,94.2,2844,57.7,1800,36.5,150,3,43,28.7,107,71.3,{74E40FC2-FB43-4A53-A28A-7B35A2CCA5FD},
2,910104,13045910104,9101.04,ARC 20,9388,97.2,9330,96.6,6059,62.7,3271,33.9,268,2.8,134,50,134,50,{FF873F0C-D691-4B9A-91AA-B4A7D2905CCB},
3,910502,13045910502,9105.02,ARC 20,2328,77.4,2328,77.4,1982,65.9,346,11.5,678,22.6,0,0,678,100,{7D693468-C2C1-4304-A958-452DF37297F1},
4,910800,13045910800,9108,ARC 20,4076,98.8,3982,96.6,3200,77.6,782,19,48,1.2,19,39.6,29,60.4,{9C1CC1B6-B261-4DFB-800F-72089C5B1974},
5,910101,13045910101,9101.01,ARC 20,5672,95,5521,92.5,3782,63.4,1739,29.1,296,5,186,62.8,110,37.2,{1464256B-026B-4CBF-B62B-9FE7ABDEECA1},
6,910200,13045910200,9102,ARC 20,12082,99.3,11972,98.4,8716,71.7,3256,26.8,81,0.7,26,32.1,55,67.9,{61D6E123-70A7-41F8-9C7E-5A2DEC2658C9},
7,910900,13045910900,9109,ARC 20,4080,99.1,4075,99,3257,79.1,818,19.9,35,0.9,1,2.9,34,97.1,{FB776B7A-8AB7-4026-A0F0-5D1FADB66C42},
8,910300,13045910300,9103,ARC 20,5714,97.4,5556,94.7,4275,72.8,1281,21.8,155,2.6,87,56.1,68,43.9,{86204ED3-9834-423C-8A64-AA1BC134186E},
9,911100,13045911100,9111,ARC 20,7269,94.8,7253,94.6,5434,70.9,1819,23.7,397,5.2,154,38.8,243,61.2,{9C35D0F7-4A36-42EA-8D2B-7EB57761191E},
10,911000,13045911000,9110,ARC 20,5715,92.8,5620,91.3,3784,61.5,1836,29.8,442,7.2,61,13.8,381,86.2,{EB58A0CA-4547-49EC-A8DD-0355C7969602},
11,910701,13045910701,9107.01,ARC 20,8393,97,8320,96.2,5842,67.5,2478,28.6,258,3,129,50,129,50,{C5FC338E-46B1-4769-AAF5-F731DD58D680},
12,910703,13045910703,9107.03,ARC 20,8542,96.3,8542,96.3,6162,69.5,2380,26.8,328,3.7,187,57,141,43,{A75A89C0-6D48-4FA1-A775-55AD93F0AB4D},
13,910600,13045910600,9106,ARC 20,5628,93.8,5604,93.4,4320,72,1284,21.4,372,6.2,37,9.9,335,90.1,{590C317F-E389-4379-993E-554E466947D8},
14,910501,13045910501,9105.01,ARC 20,8248,91.6,8211,91.2,5919,65.7,2292,25.4,758,8.4,234,30.9,524,69.1,{44DAD43E-B75D-4660-800B-EA9AFE6A6FC7},
15,910702,13045910702,9107.02,ARC 20,7125,96,7093,95.6,4561,61.4,2532,34.1,298,4,272,91.3,26,8.7,{04BDA03B-EAA6-4B32-A85F-6F58B0C3875A},
16,911200,13045911200,9112,ARC 20,5694,99.5,5684,99.4,4237,74.1,1447,25.3,26,0.5,26,100,0,0,{29319C52-57EA-4D1F-80A7-654E4BAD1DCB},
17,910400,13045910400,9104,ARC 20,3253,99.5,3234,98.9,2376,72.7,858,26.2,16,0.5,0,0,16,100,{A1EBCEF5-5629-45D4-91C6-FE659D411D6A},
18,140207,13113140207,1402.07,ARC 10,4553,86.5,4527,86,1406,26.7,3121,59.3,712,13.5,275,38.6,437,61.4,{4EAE4DC0-AD3B-4B54-98BF-F10FA12F7340},
19,140208,13113140208,1402.08,ARC 10,6702,84.7,6506,82.2,2357,29.8,4149,52.4,1211,15.3,364,30.1,847,69.9,{29C8E9B1-0698-489A-A0CB-A56B3E2C41C4},
20,140303,13113140303,1403.03,ARC 10,4060,88.5,3984,86.9,1683,36.7,2301,50.2,527,11.5,227,43.1,300,56.9,{C02EB793-6BFE-4DE1-AC60-392CB01CFFDA},
21,140304,13113140304,1403.04,ARC 10,5337,92.7,5169,89.8,1496,26,3673,63.8,418,7.3,208,49.8,210,50.2,{720591AF-4282-4C53-9629-C8DC1522485A},
22,140307,13113140307,1403.07,ARC 10,4472,92.8,4413,91.6,1342,27.9,3071,63.7,346,7.2,161,46.5,185,53.5,{C2C14EE5-EE1E-4885-B9FD-D65A3282EEF1},
23,140408,13113140408,1404.08,ARC 10,2887,94.6,2842,93.1,1788,58.6,1054,34.5,166,5.4,120,72.3,46,27.7,{3D05A39A-A2C4-4ABE-B901-516340922EF7},
24,140407,13113140407,1404.07,ARC 10,7299,91.6,7115,89.2,3784,47.5,3331,41.8,673,8.4,426,63.3,247,36.7,{FB4CB008-AA2A-4DC3-B954-7AAB777FDB3D},
25,140405,13113140405,1404.05,ARC 10,3360,90.9,3360,90.9,1628,44,1732,46.8,337,9.1,216,64.1,121,35.9,{9DB28DA9-A556-4F73-9B18-269778D2A895},
26,140404,13113140404,1404.04,ARC 10,5251,91.1,5236,90.8,2585,44.8,2651,46,516,8.9,249,48.3,267,51.7,{395C50C2-2D7B-41FE-BAAE-F065FF6A0BC1},
27,140206,13113140206,1402.06,ARC 10,4130,91.9,4070,90.6,1738,38.7,2332,51.9,363,8.1,248,68.3,115,31.7,{2616EDD5-D182-4739-822F-26C47C77DA0E},
28,140203,13113140203,1402.03,ARC 10,5544,96.3,5427,94.3,2637,45.8,2790,48.5,212,3.7,212,100,0,0,{B5336E0C-C134-4B6B-AA7E-32322D4E9C91},
29,140204,13113140204,1402.04,ARC 10,4770,85.9,4688,84.5,2478,44.6,2210,39.8,780,14.1,163,20.9,617,79.1,{A31B282E-5A37-4A11-85B1-076955AF9E9C},
30,140305,13113140305,1403.05,ARC 10,4716,88.6,4666,87.6,2375,44.6,2291,43,609,11.4,350,57.5,259,42.5,{905F0D8D-A9C9-481B-8FC9-E88DE4D3BA56},
31,140403,13113140403,1404.03,ARC 10,4882,90.9,4747,88.4,2393,44.6,2354,43.9,486,9.1,406,83.5,80,16.5,{6DEA8A8A-8D61-45F6-B065-EFF01004643E},
32,140406,13113140406,1404.06,ARC 10,3535,94.2,3463,92.2,1774,47.3,1689,45,219,5.8,72,32.9,147,67.1,{189820F5-D088-4922-83EE-DF2BF7E75D6C},
33,140306,13113140306,1403.06,ARC 10,6655,87.1,6603,86.4,2245,29.4,4358,57,984,12.9,319,32.4,665,67.6,{89A3C886-E869-417C-A11E-C10799D03124},
34,140102,13113140102,1401.02,ARC 10,4989,88.7,4949,88,2489,44.2,2460,43.7,636,11.3,498,78.3,138,21.7,{C77A2C16-1CA6-44AC-8558-AD25771D5DF6},
35,140101,13113140101,1401.01,ARC 10,6044,89,5792,85.3,3149,46.4,2643,38.9,749,11,432,57.7,317,42.3,{AB948FCE-70DC-4C50-A3E8-5182A973BA73},
36,140502,13113140502,1405.02,ARC 10,3503,97,3455,95.7,2504,69.4,951,26.3,107,3,70,65.4,37,34.6,{1A7C599C-A5A3-4C54-852C-DE66C2EA9CB9},
37,140501,13113140501,1405.01,ARC 10,5835,98.6,5644,95.4,3106,52.5,2538,42.9,80,1.4,80,100,0,0,{1FA8E172-989C-45C7-B88D-9013AFAA350F},
38,060404,13247060404,604.04,ARC 10,5570,92.8,5538,92.2,3587,59.7,1951,32.5,435,7.2,319,73.3,116,26.7,{8EB8999E-026B-4616-854E-53AAD22A9E8E},
39,060304,13247060304,603.04,ARC 10,4774,91.8,4774,91.8,2329,44.8,2445,47,427,8.2,162,37.9,265,62.1,{29E4AF96-F628-4678-AD9E-61E620E5E648},
40,060101,13247060101,601.01,ARC 10,3068,93.7,3046,93.1,2101,64.2,945,28.9,205,6.3,123,60,82,40,{C7A05B77-F232-4660-9759-D8AF42081DB6},
41,060202,13247060202,602.02,ARC 10,9384,95.3,9360,95.1,5701,57.9,3659,37.2,463,4.7,317,68.5,146,31.5,{D6CC4602-3687-47E5-B768-1768DB1A79B5},
42,060201,13247060201,602.01,ARC 10,3974,77.9,3890,76.3,2704,53,1186,23.3,1126,22.1,229,20.3,897,79.7,{E2BD8EF4-7148-4CAD-8DFB-DA5F6D21B7A7},
43,060306,13247060306,603.06,ARC 10,2685,86.7,2685,86.7,1346,43.5,1339,43.2,412,13.3,239,58,173,42,{DA5DC06F-6EFD-41AE-93D3-79AE728B60B5},
44,060407,13247060407,604.07,ARC 10,3108,96.6,3049,94.8,1784,55.5,1265,39.3,108,3.4,35,32.4,73,67.6,{AED60C39-6C7E-4176-AB8C-61DDF235F77F},
45,060403,13247060403,604.03,ARC 10,3344,95.5,3289,93.9,2142,61.2,1147,32.8,158,4.5,80,50.6,78,49.4,{903F3962-CFE3-4725-ADD3-8B0C2E00DCFD},
46,060406,13247060406,604.06,ARC 10,5172,91.3,5128,90.6,2313,40.8,2815,49.7,491,8.7,243,49.5,248,50.5,{6C496150-8B45-4AE7-8B4F-1FE8593CCB75},
47,060305,13247060305,603.05,ARC 10,4264,79.9,4252,79.7,2636,49.4,1616,30.3,1070,20.1,319,29.8,751,70.2,{0FB095DE-7867-4A40-ADEE-09D8C7EC5552},
48,060309,13247060309,603.09,ARC 10,4913,92.8,4888,92.3,3238,61.1,1650,31.1,384,7.2,149,38.8,235,61.2,{A14D772D-581F-4DAF-A0B8-0B6DA957377D},
49,060308,13247060308,603.08,ARC 10,6953,81.7,6656,78.2,4532,53.2,2124,24.9,1561,18.3,746,47.8,815,52.2,{AE9CA717-041A-42EB-B39A-4277E189AC22},
50,060405,13247060405,604.05,ARC 10,6866,95.2,6826,94.6,4165,57.7,2661,36.9,348,4.8,232,66.7,116,33.3,{C2A97765-1211-4523-A898-E45F4B0C45F9},
51,060307,13247060307,603.07,ARC 10,9196,88.6,8945,86.2,5288,50.9,3657,35.2,1187,11.4,690,58.1,497,41.9,{A4EF640D-C273-44CE-A88E-4A528816C23C},
52,060102,13247060102,601.02,ARC 10,4903,93.3,4819,91.7,3202,60.9,1617,30.8,352,6.7,312,88.6,40,11.4,{3C68B25E-F15C-493E-9EB2-16B7CAD19BE1},
53,030330,13067030330,303.30,ARC 10,4834,82.4,4790,81.6,2026,34.5,2764,47.1,1034,17.6,525,50.8,509,49.2,{72340877-9F46-4E35-A78F-EFA610306DBE},
54,030328,13067030328,303.28,ARC 10,5902,92,5859,91.4,2061,32.1,3798,59.2,511,8,388,75.9,123,24.1,{84C80B19-785A-4146-81AF-64BE7C4C8E65},
55,030700,13067030700,307,ARC 10,3162,81.8,3086,79.9,1805,46.7,1281,33.2,702,18.2,152,21.7,550,78.3,{98A2E7F4-03CC-4BC7-8446-FC0783E1E0A4},
56,030324,13067030324,303.24,ARC 10,3209,91.1,3171,90,1321,37.5,1850,52.5,315,8.9,197,62.5,118,37.5,{C0E42708-C88D-42E2-9536-8363858F9079},
57,030312,13067030312,303.12,ARC 10,5575,91.7,5468,89.9,2260,37.2,3208,52.8,504,8.3,358,71,146,29,{DF6BE234-72F3-47D0-B77C-C53C8669988E},
58,030228,13067030228,302.28,ARC 10,6275,88.5,6251,88.2,2989,42.2,3262,46,814,11.5,316,38.8,498,61.2,{55AAB106-3355-44D7-9DA1-611D6202FAA3},
59,030231,13067030231,302.31,ARC 10,6854,95.2,6703,93.1,2796,38.8,3907,54.3,343,4.8,298,86.9,45,13.1,{CEBD3FC2-8E66-4070-A624-5A24FF605A21},
60,030230,13067030230,302.30,ARC 10,10908,84,10474,80.7,4449,34.3,6025,46.4,2073,16,873,42.1,1200,57.9,{C03EBC94-AFF4-4007-8AE5-F7DAA291221B},
61,030311,13067030311,303.11,ARC 10,5364,91.5,5308,90.5,1961,33.4,3347,57.1,499,8.5,454,91,45,9,{A9BC3C42-7956-4480-9D46-CBE8F854D7FB},
62,031001,13067031001,310.01,ARC 10,3853,69.2,3797,68.2,2351,42.2,1446,26,1714,30.8,231,13.5,1483,86.5,{FB2EA8E3-4FFB-40A3-B686-0B4EC5583BC2},
63,030310,13067030310,303.10,ARC 10,7143,87.9,7013,86.3,3527,43.4,3486,42.9,984,12.1,411,41.8,573,58.2,{61887181-B3B1-4974-94DD-622D0DD49517},
64,030215,13067030215,302.15,ARC 10,7948,84.1,7799,82.5,3534,37.4,4265,45.1,1502,15.9,803,53.5,699,46.5,{A78EC063-D5EC-4009-A948-124BB4517D46},
65,030601,13067030601,306.01,ARC 10,7160,78.6,7036,77.2,2960,32.5,4076,44.7,1949,21.4,881,45.2,1068,54.8,{A8F9C4FD-CD9F-4D05-8A7F-41E50B625F9E},
66,030227,13067030227,302.27,ARC 10,6456,81.9,6179,78.4,2615,33.2,3564,45.2,1425,18.1,655,46,770,54,{D80B5DED-775F-4347-ACF0-84320D13E2B1},
67,030602,13067030602,306.02,ARC 10,6237,93.8,6191,93.2,3084,46.4,3107,46.7,409,6.2,316,77.3,93,22.7,{52233C79-F701-4206-A6E1-026FA9B205C8},
68,030506,13067030506,305.06,ARC 10,3693,88.2,3516,83.9,1636,39.1,1880,44.9,496,11.8,277,55.8,219,44.2,{35B10EF8-78F4-4C1C-A31D-80A0FB03479B},
69,030507,13067030507,305.07,ARC 10,4495,89.3,4428,88,1729,34.4,2699,53.6,538,10.7,390,72.5,148,27.5,{394BBA13-AFD6-4751-9DE7-390C542203A9},
70,030229,13067030229,302.29,ARC 10,5491,93.8,5323,91,2829,48.3,2494,42.6,361,6.2,144,39.9,217,60.1,{A6101110-5C06-4865-86A7-A1CF9447361F},
71,031208,13067031208,312.08,ARC 10,4289,67.6,3859,60.8,1842,29,2017,31.8,2053,32.4,163,7.9,1890,92.1,{0BE0AE9B-CAB9-482C-9580-31BF084DEC01},
72,031207,13067031207,312.07,ARC 10,3285,82.8,3216,81,1434,36.1,1782,44.9,683,17.2,353,51.7,330,48.3,{63821557-36B5-434D-9A4C-2474B1925478},
73,030226,13067030226,302.26,ARC 10,7694,86.5,7578,85.2,3193,35.9,4385,49.3,1196,13.5,635,53.1,561,46.9,{78370CBC-04D3-488A-A0B3-8BB6215EA190},
74,031505,13067031505,315.05,ARC 10,5248,88.1,5180,86.9,2842,47.7,2338,39.2,711,11.9,368,51.8,343,48.2,{6E50793A-6E24-450F-B131-F1A6E500CF06},
75,030313,13067030313,303.13,ARC 10,7470,88.8,7365,87.5,3060,36.4,4305,51.2,943,11.2,782,82.9,161,17.1,{BEDD7580-D73D-4E8C-A7BC-20E588C6FA14},
76,031310,13067031310,313.10,ARC 10,6165,80.7,6138,80.3,4322,56.6,1816,23.8,1477,19.3,303,20.5,1174,79.5,{DE315203-9579-4F0B-9678-3422F20F20D2},
77,030214,13067030214,302.14,ARC 10,7407,90.3,7268,88.6,3312,40.4,3956,48.2,792,9.7,277,35,515,65,{4459B208-754B-4834-82F5-822B30DD232A},
78,031212,13067031212,312.12,ARC 10,2346,94.7,2296,92.7,1245,50.3,1051,42.4,130,5.3,102,78.5,28,21.5,{C6A36827-CC5B-421A-AA9F-C6758714B5EA},
79,031211,13067031211,312.11,ARC 10,3319,83.6,3085,77.7,1162,29.3,1923,48.4,653,16.4,317,48.5,336,51.5,{B38C750D-FCF9-45F0-89D6-B5C2D06B7330},
80,031209,13067031209,312.09,ARC 10,3535,84.7,3507,84.1,1690,40.5,1817,43.6,637,15.3,423,66.4,214,33.6,{91CCCAB2-503E-4A90-A3E6-58802B8A9817},
81,030224,13067030224,302.24,ARC 10,5126,77.1,4900,73.7,2117,31.8,2783,41.9,1523,22.9,811,53.3,712,46.7,{8ADB1162-1C74-4676-A9A6-D77457FB8B33},
82,031205,13067031205,312.05,ARC 10,5145,88.6,5004,86.1,1789,30.8,3215,55.3,664,11.4,202,30.4,462,69.6,{AD851A1D-8B60-4BC8-BB20-075ED700018E},
83,031206,13067031206,312.06,ARC 10,8916,88.9,8732,87.1,3867,38.6,4865,48.5,1114,11.1,807,72.4,307,27.6,{9B0CF4CC-6272-415B-A078-02E1D58EF146},
84,030220,13067030220,302.20,ARC 10,1652,88.5,1624,87,788,42.2,836,44.8,214,11.5,166,77.6,48,22.4,{47B9EFB2-655F-4135-9BB3-C54DEC6FB0F5},
85,030905,13067030905,309.05,ARC 10,6588,80.3,6528,79.5,3475,42.3,3053,37.2,1620,19.7,357,22,1263,78,{F5773E82-7615-4D9D-AD5D-567F0EB8CADD},
86,030502,13067030502,305.02,ARC 10,5703,85,5646,84.1,2517,37.5,3129,46.6,1007,15,675,67,332,33,{59E8DCF8-95F7-410B-9C4A-E7723A63DF3C},
87,030209,13067030209,302.09,ARC 10,5950,89.2,5920,88.8,2980,44.7,2940,44.1,718,10.8,551,76.7,167,23.3,{3078074E-FBB3-4AC6-88E6-9536CFB3AEC2},
88,030326,13067030326,303.26,ARC 10,3910,84.2,3842,82.7,1255,27,2587,55.7,736,15.8,374,50.8,362,49.2,{EDB4B913-8F42-4B04-856E-8171252E8BEA},
89,031108,13067031108,311.08,ARC 10,4808,90.6,4795,90.4,1896,35.7,2899,54.6,499,9.4,216,43.3,283,56.7,{34317A0B-2E52-4E20-8550-F7CDABD8080F},
90,130105,13117130105,1301.05,ARC 20,2322,90.3,2283,88.8,1395,54.3,888,34.5,249,9.7,47,18.9,202,81.1,{A36941E4-C93C-49B5-8917-CB0940DC88E4},
91,130205,13117130205,1302.05,ARC 20,2180,86.1,2150,84.9,1419,56,731,28.9,352,13.9,39,11.1,313,88.9,{5A1722C0-FBAC-49E5-BCC2-28062CA81B4B},
92,130603,13117130603,1306.03,ARC 20,4032,79.9,3891,77.1,1595,31.6,2296,45.5,1012,20.1,502,49.6,510,50.4,{90CE74ED-575A-4455-B9FC-70A448418902},
93,130610,13117130610,1306.10,ARC 20,3637,82.9,3615,82.4,1335,30.4,2280,52,748,17.1,446,59.6,302,40.4,{D8154584-6EDE-45C7-836C-8BB58935CAFA},
94,130606,13117130606,1306.06,ARC 20,3886,86.5,3787,84.3,1394,31,2393,53.3,605,13.5,431,71.2,174,28.8,{85621CA9-97C9-4B35-A990-6753F2852557},
95,130604,13117130604,1306.04,ARC 20,3856,75.1,3814,74.2,1533,29.8,2281,44.4,1281,24.9,671,52.4,610,47.6,{2724EEFC-CB5B-4BBF-97D2-2F18CDBBCFB1},
96,130611,13117130611,1306.11,ARC 20,3526,88.1,3526,88.1,1306,32.6,2220,55.5,475,11.9,113,23.8,362,76.2,{3B22D023-0966-4562-98C1-938D06F56C6C},
97,130609,13117130609,1306.09,ARC 20,4225,78.3,4181,77.5,1808,33.5,2373,44,1173,21.7,544,46.4,629,53.6,{BCEB9645-B83C-4918-A826-B2F2374E53C2},
98,130607,13117130607,1306.07,ARC 20,4326,77.7,4303,77.3,1780,32,2523,45.3,1240,22.3,603,48.6,637,51.4,{C05366F3-C1D0-4564-B5B0-A0ED4036049F},
99,130605,13117130605,1306.05,ARC 20,3376,86,3366,85.7,1123,28.6,2243,57.1,551,14,364,66.1,187,33.9,{AB4A874A-4DE3-4F97-BAE2-B9007814469E},
100,130602,13117130602,1306.02,ARC 20,3344,61,3313,60.4,1669,30.4,1644,30,2138,39,692,32.4,1446,67.6,{DB699152-473E-4B66-BA13-F863A1030898},
101,130508,13117130508,1305.08,ARC 20,4750,90.8,4666,89.2,1605,30.7,3061,58.5,480,9.2,171,35.6,309,64.4,{BFF7B110-1076-45BD-BDA8-902E2FE625E7},
102,130507,13117130507,1305.07,ARC 20,2068,89.3,2036,87.9,724,31.3,1312,56.7,247,10.7,111,44.9,136,55.1,{C29C6081-A542-46F5-BA3F-FCA9C3205464},
103,130409,13117130409,1304.09,ARC 20,2159,87.6,2144,87,956,38.8,1188,48.2,305,12.4,75,24.6,230,75.4,{D5AB65E9-6C60-468E-A491-A7F976F4F66C},
104,030218,13067030218,302.18,ARC 10,5078,90,5002,88.7,2424,43,2578,45.7,563,10,290,51.5,273,48.5,{595F546E-AACC-4ADC-B996-EAA29264FD33},
105,030219,13067030219,302.19,ARC 10,8608,93.2,8517,92.2,3371,36.5,5146,55.7,627,6.8,372,59.3,255,40.7,{DB969C1B-BE3B-4756-A5DF-B042F18C5C56},
106,030235,13067030235,302.35,ARC 10,4548,93.2,4487,91.9,2304,47.2,2183,44.7,332,6.8,244,73.5,88,26.5,{10F60588-38A4-4F71-863E-1CDA4EBC41AE},
107,030234,13067030234,302.34,ARC 10,5645,92.1,5627,91.8,2514,41,3113,50.8,484,7.9,177,36.6,307,63.4,{AEED7717-7072-4A2E-AC36-596945B6A094},
108,030233,13067030233,302.33,ARC 10,3781,89,3754,88.4,1710,40.3,2044,48.1,465,11,355,76.3,110,23.7,{ED58A09D-135B-455A-8AFD-87480F1FEF63},
109,030337,13067030337,303.37,ARC 10,3917,88.7,3872,87.7,1532,34.7,2340,53,500,11.3,384,76.8,116,23.2,{F07C9357-A73D-491E-84AB-6B23CC0EBABD},
110,030334,13067030334,303.34,ARC 10,2911,88.8,2864,87.3,1088,33.2,1776,54.2,368,11.2,226,61.4,142,38.6,{1B573F0F-CE3D-4F70-AD72-0924353F3116},
111,031111,13067031111,311.11,ARC 10,3058,88.9,3002,87.3,1276,37.1,1726,50.2,380,11.1,94,24.7,286,75.3,{17981FE0-2D4C-4169-8EA5-9904791040D5},
112,031110,13067031110,311.10,ARC 10,2961,83.7,2884,81.5,1582,44.7,1302,36.8,577,16.3,136,23.6,441,76.4,{5FB22648-3095-4E5E-872E-DDF52D508726},
113,030405,13067030405,304.05,ARC 10,5114,82.7,4866,78.7,2416,39.1,2450,39.6,1070,17.3,330,30.8,740,69.2,{1F211498-B8F9-46EC-B4A7-C5A8D0DD2BE6},
114,031101,13067031101,311.01,ARC 10,3607,76.6,3548,75.3,1850,39.3,1698,36,1104,23.4,171,15.5,933,84.5,{0AD0F253-3958-4E2C-B1E9-FFF613A249A4},
115,130305,13117130305,1303.05,ARC 20,5319,93.7,5151,90.7,2262,39.8,2889,50.9,360,6.3,245,68.1,115,31.9,{FDA8F4C8-62CC-4FE7-BE7D-C5441D8B497C},
116,130301,13117130301,1303.01,ARC 20,5324,93.2,5324,93.2,2850,49.9,2474,43.3,390,6.8,71,18.2,319,81.8,{3C9D2F33-7CC7-4D89-BB53-57047D1D4171},
117,130405,13117130405,1304.05,ARC 20,3778,94.3,3705,92.5,1636,40.8,2069,51.6,229,5.7,142,62,87,38,{0329A18D-8455-4177-9DC9-ED51E4DD4C78},
118,130504,13117130504,1305.04,ARC 20,3388,90.6,3326,88.9,1589,42.5,1737,46.4,352,9.4,189,53.7,163,46.3,{73732909-D35A-4071-A4FA-683D00547FDA},
119,130505,13117130505,1305.05,ARC 20,2549,96.6,2537,96.2,1238,46.9,1299,49.2,89,3.4,66,74.2,23,25.8,{1CBF5503-9C25-4566-A41B-F812B34B1953},
120,130503,13117130503,1305.03,ARC 20,2570,94.6,2570,94.6,1271,46.8,1299,47.8,147,5.4,59,40.1,88,59.9,{4E04DD59-9785-4ED7-87E3-96D859A04F5E},
121,130102,13117130102,1301.02,ARC 20,2709,99.3,2694,98.8,1537,56.3,1157,42.4,19,0.7,11,57.9,8,42.1,{97F10863-C66A-4853-A400-8105194179D1},
122,130103,13117130103,1301.03,ARC 20,3442,96.3,3364,94.1,2309,64.6,1055,29.5,133,3.7,26,19.5,107,80.5,{1B95DC01-E6D2-4CC0-9441-136F93A5CAC5},
123,130303,13117130303,1303.03,ARC 20,3480,83.1,3480,83.1,2272,54.3,1208,28.9,706,16.9,335,47.5,371,52.5,{815397C6-03E4-477B-AFE6-8BECD2D595D7},
124,130201,13117130201,1302.01,ARC 20,4590,95.4,4537,94.3,2655,55.2,1882,39.1,219,4.6,144,65.8,75,34.2,{26D0D000-B897-4D73-A0AB-03C0FB8271E4},
125,030232,13067030232,302.32,ARC 10,5090,89.6,4980,87.6,2265,39.9,2715,47.8,592,10.4,318,53.7,274,46.3,{3709E256-DCCB-45F3-A567-8453CF2BACE3},
126,030222,13067030222,302.22,ARC 10,5138,87.3,4989,84.8,2166,36.8,2823,48,747,12.7,530,71,217,29,{576980CC-3977-447A-89FA-CB64AC832D1F},
127,031118,13067031118,311.18,ARC 10,4881,85.4,4763,83.3,2252,39.4,2511,43.9,834,14.6,549,65.8,285,34.2,{6270E806-4598-4DDB-B53E-C49DC15735F0},
128,031117,13067031117,311.17,ARC 10,4857,91.7,4712,89,2407,45.4,2305,43.5,440,8.3,206,46.8,234,53.2,{7D931E3E-98B9-41A5-8F52-F873CCBE80E0},
129,031507,13067031507,315.07,ARC 10,3540,94.9,3465,92.9,1638,43.9,1827,49,190,5.1,51,26.8,139,73.2,{401CE644-0DE8-41D0-8474-439E5CCCA84A},
130,031004,13067031004,310.04,ARC 10,5713,75.8,5478,72.6,3265,43.3,2213,29.3,1828,24.2,480,26.3,1348,73.7,{D65408C5-8C11-4689-A864-FE590487B30E},
131,030103,13067030103,301.03,ARC 10,7454,81.7,7354,80.6,3380,37.1,3974,43.6,1665,18.3,987,59.3,678,40.7,{25EA08FA-7DDB-433C-8F51-E8687B0C69B3},
132,031404,13067031404,314.04,ARC 10,5082,88.3,5009,87,3206,55.7,1803,31.3,675,11.7,212,31.4,463,68.6,{962AE6FD-5D79-4A42-9E8B-3B636C23D303},
133,031306,13067031306,313.06,ARC 10,3128,78.5,2984,74.9,1899,47.7,1085,27.2,856,21.5,416,48.6,440,51.4,{1810FCB8-94A6-4CC5-9E03-C9062621A931},
134,030101,13067030101,301.01,ARC 10,6830,87.6,6798,87.2,3784,48.5,3014,38.6,969,12.4,419,43.2,550,56.8,{C195DBE4-E735-4B48-A2C5-19E57B9973D8},
135,030104,13067030104,301.04,ARC 10,3083,84.6,3040,83.4,1701,46.7,1339,36.7,563,15.4,256,45.5,307,54.5,{0692DBB9-42F1-44B2-902C-14F00D906D16},
136,130613,13117130613,1306.13,ARC 20,2710,87.1,2698,86.7,1163,37.4,1535,49.3,402,12.9,147,36.6,255,63.4,{998E8100-425F-423F-AA77-EEFBE9BA1401},
137,130408,13117130408,1304.08,ARC 20,2996,78.8,2969,78.1,1858,48.9,1111,29.2,807,21.2,199,24.7,608,75.3,{5569BC4F-44E7-45A4-BDD3-338C22FADB6B},
138,130612,13117130612,1306.12,ARC 20,5768,87.7,5621,85.5,2398,36.5,3223,49,808,12.3,438,54.2,370,45.8,{E41036C2-D79F-470D-893B-8A51212ACFD7},
139,130608,13117130608,1306.08,ARC 20,3538,63.4,3496,62.7,1654,29.6,1842,33,2041,36.6,1112,54.5,929,45.5,{E86AE02B-79B1-4D2C-8270-578BD862FEB5},
140,130307,13117130307,1303.07,ARC 20,3703,86.7,3615,84.6,1613,37.8,2002,46.9,568,13.3,379,66.7,189,33.3,{2197FA51-C601-4EBB-B3A8-89CF6F63EC59},
141,130302,13117130302,1303.02,ARC 20,5233,94.3,5200,93.7,2295,41.4,2905,52.3,317,5.7,180,56.8,137,43.2,{F420279F-07CE-4A2D-9B81-D2FDD5E27EA6},
142,130304,13117130304,1303.04,ARC 20,3767,83.3,3737,82.7,1737,38.4,2000,44.2,754,16.7,202,26.8,552,73.2,{E900C380-609E-4239-963D-40338C3D5B5A},
143,130404,13117130404,1304.04,ARC 20,4162,89.7,3971,85.6,1822,39.3,2149,46.3,477,10.3,363,76.1,114,23.9,{00ECF601-4FD4-4B4E-A043-7B864C91D6A6},
144,130306,13117130306,1303.06,ARC 20,3564,77.3,3488,75.7,1447,31.4,2041,44.3,1046,22.7,555,53.1,491,46.9,{90D40BCC-35E5-4054-9E87-F3CE4F50CB71},
145,130601,13117130601,1306.01,ARC 20,3177,66.9,3078,64.9,1663,35,1415,29.8,1569,33.1,431,27.5,1138,72.5,{0C5FDC69-1CD5-4A8F-B5C2-C0A43D9236C9},
